"繁"	"简"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"								
"粗"	"粗"	"tsʰu53"	"tshu1"		1	53		"tsh"	"u"	"tsʰ"	"u"			
"醋"	"醋"	"tsʰu35"	"tshu5"		5	35		"tsh"	"u"	"tsʰ"	"u"			
"挫"	"挫"	"tsʰu35"	"tshu5"		5	35		"tsh"	"u"	"tsʰ"	"u"			
"措"	"措"	"tsʰu35"	"tshu5"		5	35		"tsh"	"u"	"tsʰ"	"u"			
"錯"	"错"	"tsʰu35"	"tshu5"		5	35		"tsh"	"u"	"tsʰ"	"u"			
"錯"	"错"	"tsʰiɔ53"	"tshiau1"	"本字或为“差”。"	1	53		"tsh"	"iau"	"tsʰ"	"iɔ"			
"蘇"	"苏"	"su53"	"su1"		1	53		"s"	"u"	"s"	"u"			
"酥"	"酥"	"su53"	"su1"		1	53		"s"	"u"	"s"	"u"			
"素"	"素"	"su35"	"su5"		5	35		"s"	"u"	"s"	"u"			
"訴"	"诉"	"su35"	"su5"		5	35		"s"	"u"	"s"	"u"			
"姑"	"姑"	"ku53"	"ku1"		1	53		"k"	"u"	"k"	"u"			
"孤"	"孤"	"ku53"	"ku1"		1	53		"k"	"u"	"k"	"u"			
"估"	"估"	"ku44"	"ku3"		3	44		"k"	"u"	"k"	"u"			
"古"	"古"	"ku44"	"ku3"		3	44		"k"	"u"	"k"	"u"			
"股"	"股"	"ku44"	"ku3"		3	44		"k"	"u"	"k"	"u"			
"鼓"	"鼓"	"ku44"	"ku3"		3	44		"k"	"u"	"k"	"u"			
"故"	"故"	"ku35"	"ku5"		5	35		"k"	"u"	"k"	"u"			
"固"	"固"	"ku35"	"ku5"		5	35		"k"	"u"	"k"	"u"			
"顧"	"顾"	"ku35"	"ku5"		5	35		"k"	"u"	"k"	"u"			
"僱"	"雇"	"ku35"	"ku5"		5	35		"k"	"u"	"k"	"u"			
"枯"	"枯"	"kʰu53"	"khu1"		1	53		"kh"	"u"	"kʰ"	"u"			
"苦"	"苦"	"kʰu44"	"khu3"		3	44		"kh"	"u"	"kʰ"	"u"			
"庫"	"库"	"kʰu35"	"khu5"		5	35		"kh"	"u"	"kʰ"	"u"			
"褲"	"裤"	"kʰu44"	"khu3"		3	44		"kh"	"u"	"kʰ"	"u"			
"吳"	"吴"	"ŋ̍22"	"ng2"	"【白读】姓；~县，~江（江苏地名）；~溇（江苏吴江地名）；~趋坊（江苏苏州地名）；~淞江。"	2	22			"ng"		"ŋ̍"			
"吳"	"吴"	"ɦoŋ22"	"ghon2"	"【白读】~市（江苏常熟地名）；~山渡（浙江长兴地名）。"	2	22		"gh"	"on"	"ɦ"	"oŋ"			
"吳"	"吴"	"βu22"	"vu2"	"【文读】~国；东~；~越；~语。"	2	22		"v"	"u"	"β"	"u"			
"梧"	"梧"	"ŋu22"	"ngu2"		2	22		"ng"	"u"	"ŋ"	"u"			
"吾"	"吾"	"ŋu22"	"ngu2"		2	22		"ng"	"u"	"ŋ"	"u"			
"午"	"午"	"βu213"	"vu4"	"【文读】"	4	213		"v"	"u"	"β"	"u"			
"午"	"午"	"ŋ̍213"	"ng4"	"【白读】端~。"	4	213			"ng"		"ŋ̍"			
"忤"	"忤"	"ŋ̍213"	"ng4"	"【白读】~逆。"	4	213			"ng"		"ŋ̍"			
"伍"	"伍"	"βu213"	"vu4"	"【文读】队~。"	4	213		"v"	"u"	"β"	"u"			
"伍"	"伍"	"βu53"	"vu1"	"【文读】~子胥；~胥庙（江苏太仓地名）。"	1	53		"v"	"u"	"β"	"u"			
"伍"	"伍"	"ŋ̍213"	"ng4"	"【白读】“五”的大写。"	4	213			"ng"		"ŋ̍"			
"五"	"五"	"ŋ̍213"	"ng4"	"【白读】数字。"	4	213			"ng"		"ŋ̍"			
"五"	"五"	"βu53"	"vu1"	"【文读】~里桥（上海黄浦地名）；节日、纪念日及相关地名：~一；~四；~卅。"	1	53		"v"	"u"	"β"	"u"			
"誤"	"误"	"ŋu13"	"ngu6"		6	13		"ng"	"u"	"ŋ"	"u"			
"悟"	"悟"	"ŋu13"	"ngu6"		6	13		"ng"	"u"	"ŋ"	"u"			
"蜈"	"蜈"	"ŋu22"	"ngu2"		2	22		"ng"	"u"	"ŋ"	"u"			
"呼"	"呼"	"ɸu53"	"fu1"		1	53		"f"	"u"	"ɸ"	"u"			
"虎"	"虎"	"ɸu44"	"fu3"		3	44		"f"	"u"	"ɸ"	"u"			
"胡"	"胡"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"湖"	"湖"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"狐"	"狐"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"壼"	"壸"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"戶"	"户"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"滬"	"沪"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"護"	"护"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"互"	"互"	"ŋu13"	"ngu6"		6	13		"ng"	"u"	"ŋ"	"u"			
"烏"	"乌"	"βu53"	"vu1"		1	53		"v"	"u"	"β"	"u"			
"惡"	"恶"	"βu35"	"vu5"	"可~。"	5	35		"v"	"u"	"β"	"u"			
"女"	"女"	"ȵy213"	"gniu4"	"【文读】妇~。"	4	213		"gn"	"iu"	"ȵ"	"y"			
"女"	"女"	"ȵi213"	"gni4"	"【白读】~婿。"	4	213		"gn"	"i"	"ȵ"	"i"			
"女"	"女"	"nø213"	"noe4"	"~儿。俗写作“囡”。"	4	213		"n"	"oe"	"n"	"ø"			
"驢"	"驴"	"lu22"	"lu2"		2	22		"l"	"u"	"l"	"u"			
"驢"	"驴"	"ly22"	"liu2"		2	22		"l"	"iu"	"l"	"y"			
"廬"	"庐"	"lu22"	"lu2"		2	22		"l"	"u"	"l"	"u"			
"呂"	"吕"	"li213"	"li4"		4	213		"l"	"i"	"l"	"i"			
"旅"	"旅"	"ly213"	"liu4"		4	213		"l"	"iu"	"l"	"y"			
"慮"	"虑"	"ly13"	"liu6"		6	13		"l"	"iu"	"l"	"y"			
"濾"	"滤"	"ly13"	"liu6"		6	13		"l"	"iu"	"l"	"y"			
"蛆"	"蛆"	"tsʰi53"	"tshi1"		1	53		"tsh"	"i"	"tsʰ"	"i"			
"徐"	"徐"	"zi22"	"zi2"		2	22		"z"	"i"	"z"	"i"			
"序"	"序"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"敘"	"叙"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"緒"	"绪"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"豬"	"猪"	"tsɿ53"	"tsy1"		1	53		"ts"	"y"	"ts"	"ɿ"			
"著"	"著"	"tsy35"	"tsiu5"		5	35		"ts"	"iu"	"ts"	"y"			
"除"	"除"	"zy22"	"ziu2"		2	22		"z"	"iu"	"z"	"y"			
"儲"	"储"	"zy22"	"ziu2"	"【文读】~蓄所。"	2	22		"z"	"iu"	"z"	"y"			
"儲"	"储"	"zɿ22"	"zy2"	"【白读】姓。"	2	22		"z"	"y"	"z"	"ɿ"			
"阻"	"阻"	"tsu44"	"tsu3"		3	44		"ts"	"u"	"ts"	"u"			
"初"	"初"	"tsʰu53"	"tshu1"		1	53		"tsh"	"u"	"tsʰ"	"u"			
"楚"	"楚"	"tsʰu44"	"tshu3"		3	44		"tsh"	"u"	"tsʰ"	"u"			
"鋤"	"锄"	"zɿ22"	"zy2"	"~头。"	2	22		"z"	"y"	"z"	"ɿ"			
"助"	"助"	"zu13"	"zu6"		6	13		"z"	"u"	"z"	"u"			
"梳"	"梳"	"sɿ53"	"sy1"		1	53		"s"	"y"	"s"	"ɿ"			
"疏"	"疏"	"su53"	"su1"	"~忽。"	1	53		"s"	"u"	"s"	"u"			
"蔬"	"蔬"	"su53"	"su1"		1	53		"s"	"u"	"s"	"u"			
"所"	"所"	"su44"	"su3"		3	44		"s"	"u"	"s"	"u"			
"苧"	"苎"	"zɿ213"	"zy4"		4	213		"z"	"y"	"z"	"ɿ"			
"諸"	"诸"	"tsy53"	"tsiu1"	"【文读】符合《广韵》章鱼切。"	1	53		"ts"	"iu"	"ts"	"y"			
"諸"	"诸"	"tsɿ53"	"tsy1"	"【白读】~翟（上海闵行地名）。符合《广韵》章鱼切。"	1	53		"ts"	"y"	"ts"	"ɿ"			
"諸"	"诸"	"tsiɔ53"	"tsiau1"	"~溇（浙江湖州地名）。符合《广韵》正奢切。"	1	53		"ts"	"iau"	"ts"	"iɔ"			
"煮"	"煮"	"tsɿ44"	"tsy3"		3	44		"ts"	"y"	"ts"	"ɿ"			
"處"	"处"	"tsʰy44"	"tshiu3"		3	44		"tsh"	"iu"	"tsʰ"	"y"			
"處"	"处"	"tsʰy35"	"tshiu5"		5	35		"tsh"	"iu"	"tsʰ"	"y"			
"書"	"书"	"sy53"	"siu1"		1	53		"s"	"iu"	"s"	"y"			
"舒"	"舒"	"sy53"	"siu1"		1	53		"s"	"iu"	"s"	"y"			
"暑"	"暑"	"sy44"	"siu3"		3	44		"s"	"iu"	"s"	"y"			
"鼠"	"鼠"	"tsʰɿ44"	"tshy3"		3	44		"tsh"	"y"	"tsʰ"	"ɿ"			
"署"	"署"	"zy13"	"ziu6"		6	13		"z"	"iu"	"z"	"y"			
"曙"	"曙"	"zy13"	"ziu6"		6	13		"z"	"iu"	"z"	"y"			
"薯"	"薯"	"zy13"	"ziu6"		6	13		"z"	"iu"	"z"	"y"			
"如"	"如"	"zy22"	"ziu2"		2	22		"z"	"iu"	"z"	"y"			
"居"	"居"	"tɕi53"	"ci1"	"~家桥（上海浦东地名）。"	1	53		"c"	"i"	"tɕ"	"i"			
"居"	"居"	"tɕy53"	"ciu1"	"【文读】~住；~民。"	1	53		"c"	"iu"	"tɕ"	"y"			
"居"	"居"	"ke53"	"ke1"	"【白读】拥有：~家当，~铜钱。"	1	53		"k"	"e"	"k"	"e"			
"裾"	"裾"	"ke53"	"ke1"		1	53		"k"	"e"	"k"	"e"			
"舉"	"举"	"tɕy44"	"ciu3"		3	44		"c"	"iu"	"tɕ"	"y"			
"據"	"据"	"tɕy35"	"ciu5"	"根~。"	5	35		"c"	"iu"	"tɕ"	"y"			
"鋸"	"锯"	"ke35"	"ke5"	"~子。"	5	35		"k"	"e"	"k"	"e"			
"去"	"去"	"tɕʰi35"	"chi5"	"【白读】"	5	35		"ch"	"i"	"tɕʰ"	"i"			
"去"	"去"	"tɕʰy35"	"chiu5"	"【文读】~向；~声。"	5	35		"ch"	"iu"	"tɕʰ"	"y"			
"渠"	"渠"	"ɦi22"	"yi2"	"【白读】第三人称单数。"	2	22		"y"	"i"	"ɦ"	"i"			
"渠"	"渠"	"dʑy22"	"jiu2"	"【文读】水~；~道。"	2	22		"j"	"iu"	"dʑ"	"y"			
"巨"	"巨"	"dʑy13"	"jiu6"		6	13		"j"	"iu"	"dʑ"	"y"			
"拒"	"拒"	"dʑy13"	"jiu6"		6	13		"j"	"iu"	"dʑ"	"y"			
"距"	"距"	"dʑy13"	"jiu6"		6	13		"j"	"iu"	"dʑ"	"y"			
"魚"	"鱼"	"ŋ̍22"	"ng2"	"【白读】"	2	22			"ng"		"ŋ̍"			
"魚"	"鱼"	"ɦy22"	"yiu2"	"【文读】木~。"	2	22		"y"	"iu"	"ɦ"	"y"			
"漁"	"渔"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"語"	"语"	"ȵy213"	"gniu4"		4	213		"gn"	"iu"	"ȵ"	"y"			
"禦"	"御"	"ȵy13"	"gniu6"		6	13		"gn"	"iu"	"ȵ"	"y"			
"虛"	"虚"	"he53"	"he1"	"~肿。"	1	53		"h"	"e"	"h"	"e"			
"虛"	"虚"	"ɕy53"	"shiu1"		1	53		"sh"	"iu"	"ɕ"	"y"			
"噓"	"嘘"	"ɕy53"	"shiu1"		1	53		"sh"	"iu"	"ɕ"	"y"			
"許"	"许"	"he44"	"he3"	"许诺，答应。~愿。"	3	44		"h"	"e"	"h"	"e"			
"許"	"许"	"hɛ44"	"hae3"	"东~（东边）。"	3	44		"h"	"ae"	"h"	"ɛ"			
"許"	"许"	"hɔ44"	"hau3"	"场~（地方）；几~（多少）。"	3	44		"h"	"au"	"h"	"ɔ"			
"許"	"许"	"ɕy44"	"shiu3"	"姓。允~。"	3	44		"sh"	"iu"	"ɕ"	"y"			
"滸"	"浒"	"ɕy44"	"shiu3"	"~墅关（江苏苏州地名）；~浦（江苏常熟地名）；滩~（浙江嵊泗地名）。"	3	44		"sh"	"iu"	"ɕ"	"y"			
"滸"	"浒"	"ɸu44"	"fu3"	"~山（浙江慈溪地名）；水~。"	3	44		"f"	"u"	"ɸ"	"u"			
"餘"	"余"	"ɦy22"	"yiu2"	"剩~。"	2	22		"y"	"iu"	"ɦ"	"y"			
"與"	"与"	"ɦy213"	"yiu4"	"~众不同。"	4	213		"y"	"iu"	"ɦ"	"y"			
"與"	"与"	"ɦy13"	"yiu6"	"参~。"	6	13		"y"	"iu"	"ɦ"	"y"			
"預"	"预"	"ɦy13"	"yiu6"		6	13		"y"	"iu"	"ɦ"	"y"			
"譽"	"誉"	"ɦy13"	"yiu6"		6	13		"y"	"iu"	"ɦ"	"y"			
"豫"	"豫"	"ɦy13"	"yiu6"		6	13		"y"	"iu"	"ɦ"	"y"			
"膚"	"肤"	"ɸu53"	"fu1"		1	53		"f"	"u"	"ɸ"	"u"			
"夫"	"夫"	"ɸu53"	"fu1"		1	53		"f"	"u"	"ɸ"	"u"			
"府"	"府"	"ɸu44"	"fu3"		3	44		"f"	"u"	"ɸ"	"u"			
"俯"	"俯"	"ɸu44"	"fu3"		3	44		"f"	"u"	"ɸ"	"u"			
"腑"	"腑"	"ɸu44"	"fu3"		3	44		"f"	"u"	"ɸ"	"u"			
"斧"	"斧"	"ɸu44"	"fu3"		3	44		"f"	"u"	"ɸ"	"u"			
"付"	"付"	"ɸu35"	"fu5"		5	35		"f"	"u"	"ɸ"	"u"			
"傅"	"傅"	"ɸu35"	"fu5"	"姓。"	5	35		"f"	"u"	"ɸ"	"u"			
"傅"	"傅"	"βu13"	"vu6"	"师~。"	6	13		"v"	"u"	"β"	"u"			
"俘"	"俘"	"ɸu53"	"fu1"		1	53		"f"	"u"	"ɸ"	"u"			
"敷"	"敷"	"ɸu53"	"fu1"		1	53		"f"	"u"	"ɸ"	"u"			
"赴"	"赴"	"ɸu35"	"fu5"		5	35		"f"	"u"	"ɸ"	"u"			
"符"	"符"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"芙"	"芙"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"扶"	"扶"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"腐"	"腐"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"輔"	"辅"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"父"	"父"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"附"	"附"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"無"	"无"	"βu22"	"vu2"	"~论；~锡（江苏地名）。"	2	22		"v"	"u"	"β"	"u"			
"無"	"无"	"m̩22"	"m2"	"没有。俗写作“呒”。"	2	22			"m"		"m̩"			
"無"	"无"	"mo22"	"mo2"	"南~阿弥陀佛。"	2	22		"m"	"o"	"m"	"o"			
"誣"	"诬"	"βu22"	"vu2"		2	22		"v"	"u"	"β"	"u"			
"舞"	"舞"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"武"	"武"	"βu213"	"vu4"		4	213		"v"	"u"	"β"	"u"			
"武"	"武"	"ŋ̍213"	"ng4"	"~山（江苏苏州地名）。"	4	213			"ng"		"ŋ̍"			
"務"	"务"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"霧"	"雾"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"屢"	"屡"	"ly44"	"liu3"		3	44		"l"	"iu"	"l"	"y"			
"趨"	"趋"	"tsʰy53"	"tshiu1"		1	53		"tsh"	"iu"	"tsʰ"	"y"			
"取"	"取"	"tsʰy44"	"tshiu3"		3	44		"tsh"	"iu"	"tsʰ"	"y"			
"娶"	"娶"	"tsʰy44"	"tshiu3"		3	44		"tsh"	"iu"	"tsʰ"	"y"			
"趣"	"趣"	"tsʰy35"	"tshiu5"		5	35		"tsh"	"iu"	"tsʰ"	"y"			
"聚"	"聚"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"需"	"需"	"sy53"	"siu1"		1	53		"s"	"iu"	"s"	"y"			
"須"	"须"	"sy53"	"siu1"	"【文读】"	1	53		"s"	"iu"	"s"	"y"			
"須"	"须"	"su53"	"su1"	"【白读】"	1	53		"s"	"u"	"s"	"u"			
"蛛"	"蛛"	"tsy53"	"tsiu1"		1	53		"ts"	"iu"	"ts"	"y"			
"株"	"株"	"tsy53"	"tsiu1"		1	53		"ts"	"iu"	"ts"	"y"			
"駐"	"驻"	"tsy35"	"tsiu5"		5	35		"ts"	"iu"	"ts"	"y"			
"注"	"注"	"tsy35"	"tsiu5"		5	35		"ts"	"iu"	"ts"	"y"			
"廚"	"厨"	"zy22"	"ziu2"		2	22		"z"	"iu"	"z"	"y"			
"柱"	"柱"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"住"	"住"	"zy13"	"ziu6"		6	13		"z"	"iu"	"z"	"y"			
"數"	"数"	"su35"	"su5"		5	35		"s"	"u"	"s"	"u"			
"朱"	"朱"	"tsy53"	"tsiu1"		1	53		"ts"	"iu"	"ts"	"y"			
"珠"	"珠"	"tsy53"	"tsiu1"		1	53		"ts"	"iu"	"ts"	"y"			
"主"	"主"	"tsy44"	"tsiu3"		3	44		"ts"	"iu"	"ts"	"y"			
"注"	"注"	"tsy35"	"tsiu5"		5	35		"ts"	"iu"	"ts"	"y"			
"蛀"	"蛀"	"tsy35"	"tsiu5"		5	35		"ts"	"iu"	"ts"	"y"			
"鑄"	"铸"	"tsy35"	"tsiu5"		5	35		"ts"	"iu"	"ts"	"y"			
"輸"	"输"	"sy35"	"siu5"		5	35		"s"	"iu"	"s"	"y"			
"輸"	"输"	"sy53"	"siu1"		1	53		"s"	"iu"	"s"	"y"			
"殊"	"殊"	"zy22"	"ziu2"		2	22		"z"	"iu"	"z"	"y"			
"豎"	"竖"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"樹"	"树"	"zy13"	"ziu6"	"一棵~。"	6	13		"z"	"iu"	"z"	"y"			
"樹"	"树"	"zy213"	"ziu4"	"~立。"	4	213		"z"	"iu"	"z"	"y"			
"儒"	"儒"	"zy22"	"ziu2"		2	22		"z"	"iu"	"z"	"y"			
"乳"	"乳"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"拘"	"拘"	"tɕy53"	"ciu1"		1	53		"c"	"iu"	"tɕ"	"y"			
"句"	"句"	"tɕy35"	"ciu5"		5	35		"c"	"iu"	"tɕ"	"y"			
"句"	"句"	"kɤ53"	"keu1"	"“勾”本字：越王~践。高~丽。"	1	53		"k"	"eu"	"k"	"ɤ"			
"區"	"区"	"tɕʰy53"	"chiu1"		1	53		"ch"	"iu"	"tɕʰ"	"y"			
"區"	"区"	"ɤ53"	"eu1"	"姓；具~（太湖的别称）。"	1	53			"eu"		"ɤ"			
"驅"	"驱"	"tɕʰy53"	"chiu1"		1	53		"ch"	"iu"	"tɕʰ"	"y"			
"瞿"	"瞿"	"dʑy22"	"jiu2"		2	22		"j"	"iu"	"dʑ"	"y"			
"具"	"具"	"dʑy13"	"jiu6"		6	13		"j"	"iu"	"dʑ"	"y"			
"愚"	"愚"	"ȵy22"	"gniu2"		2	22		"gn"	"iu"	"ȵ"	"y"			
"虞"	"虞"	"ȵy22"	"gniu2"		2	22		"gn"	"iu"	"ȵ"	"y"			
"娛"	"娱"	"ȵy22"	"gniu2"		2	22		"gn"	"iu"	"ȵ"	"y"			
"遇"	"遇"	"ȵy13"	"gniu6"		6	13		"gn"	"iu"	"ȵ"	"y"			
"寓"	"寓"	"ȵy13"	"gniu6"		6	13		"gn"	"iu"	"ȵ"	"y"			
"於"	"于"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"盂"	"盂"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"雨"	"雨"	"ɦy213"	"yiu4"		4	213		"y"	"iu"	"ɦ"	"y"			
"羽"	"羽"	"ɦy213"	"yiu4"		4	213		"y"	"iu"	"ɦ"	"y"			
"宇"	"宇"	"ɦy213"	"yiu4"		4	213		"y"	"iu"	"ɦ"	"y"			
"禹"	"禹"	"ɦy213"	"yiu4"		4	213		"y"	"iu"	"ɦ"	"y"			
"芋"	"芋"	"ɦy213"	"yiu4"		4	213		"y"	"iu"	"ɦ"	"y"			
"俞"	"俞"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"揄"	"揄"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"榆"	"榆"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"愉"	"愉"	"ɦy22"	"yiu2"		2	22		"y"	"iu"	"ɦ"	"y"			
"愈"	"愈"	"ɦy213"	"yiu4"		4	213		"y"	"iu"	"ɦ"	"y"			
"裕"	"裕"	"ɦy13"	"yiu6"		6	13		"y"	"iu"	"ɦ"	"y"			
"喻"	"喻"	"ɦy13"	"yiu6"		6	13		"y"	"iu"	"ɦ"	"y"			
"戴"	"戴"	"ɗe35"	"te5"	"姓。"	5	35		"t"	"e"	"ɗ"	"e"			
"戴"	"戴"	"ɗɑ35"	"ta5"	"动词。本字为“带”。"	5	35		"t"	"a"	"ɗ"	"ɑ"			
"埭"	"埭"	"de13"	"de6"	"堤坝：黄~（江苏苏州地名）。"	6	13		"d"	"e"	"d"	"e"			
"埭"	"埭"	"dɑ13"	"da6"	"条状地形、条状物、量词：一~（一排）。"	6	13		"d"	"a"	"d"	"ɑ"			
"埭"	"埭"	"dɒ̃13"	"daon6"	"表示方位、处所的词，意思是“此处”，多见于地名。"	6	13		"d"	"aon"	"d"	"ɒ̃"			
"胎"	"胎"	"tʰe53"	"the1"		1	53		"th"	"e"	"tʰ"	"e"			
"態"	"态"	"tʰe35"	"the5"		5	35		"th"	"e"	"tʰ"	"e"			
"台"	"台"	"tʰe53"	"the1"	"星宿名，古代用三台来比喻三公：~州，天~（浙江地名）。"	1	53		"th"	"e"	"tʰ"	"e"			
"臺"	"台"	"de22"	"de2"	"戏~；电视~；~湾。"	2	22		"d"	"e"	"d"	"e"			
"檯"	"台"	"de22"	"de2"	"~子；写字~；讲~。"	2	22		"d"	"e"	"d"	"e"			
"颱"	"台"	"de22"	"de2"	"~风。"	2	22		"d"	"e"	"d"	"e"			
"苔"	"苔"	"tʰe53"	"the1"	"青~；~藓；舌~。"	1	53		"th"	"e"	"tʰ"	"e"			
"苔"	"苔"	"de22"	"de2"	"芸~；韭~。"	2	22		"d"	"e"	"d"	"e"			
"抬"	"抬"	"de22"	"de2"		2	22		"d"	"e"	"d"	"e"			
"待"	"待"	"de213"	"de4"		4	213		"d"	"e"	"d"	"e"			
"怠"	"怠"	"de213"	"de4"		4	213		"d"	"e"	"d"	"e"			
"代"	"代"	"de13"	"de6"		6	13		"d"	"e"	"d"	"e"			
"袋"	"袋"	"de13"	"de6"		6	13		"d"	"e"	"d"	"e"			
"乃"	"乃"	"ne53"	"ne1"	"【文读】~是。"	1	53		"n"	"e"	"n"	"e"			
"乃"	"乃"	"ne213"	"ne4"	"【白读】杨~武。"	4	213		"n"	"e"	"n"	"e"			
"耐"	"耐"	"ne13"	"ne6"		6	13		"n"	"e"	"n"	"e"			
"來"	"来"	"le22"	"le2"		2	22		"l"	"e"	"l"	"e"			
"災"	"灾"	"tse53"	"tse1"		1	53		"ts"	"e"	"ts"	"e"			
"栽"	"栽"	"tse53"	"tse1"		1	53		"ts"	"e"	"ts"	"e"			
"宰"	"宰"	"tse44"	"tse3"		3	44		"ts"	"e"	"ts"	"e"			
"載"	"载"	"tse35"	"tse5"	"~重。"	5	35		"ts"	"e"	"ts"	"e"			
"再"	"再"	"tse35"	"tse5"		5	35		"ts"	"e"	"ts"	"e"			
"猜"	"猜"	"tsʰø53"	"tshoe1"		1	53		"tsh"	"oe"	"tsʰ"	"ø"			
"彩"	"彩"	"tsʰe44"	"tshe3"	"~色；~票。"	3	44		"tsh"	"e"	"tsʰ"	"e"			
"綵"	"彩"	"tsʰe44"	"tshe3"	"张灯结~；剪~。"	3	44		"tsh"	"e"	"tsʰ"	"e"			
"採"	"采"	"tsʰø44"	"tshoe3"		3	44		"tsh"	"oe"	"tsʰ"	"ø"			
"睬"	"睬"	"tsʰe44"	"tshe3"		3	44		"tsh"	"e"	"tsʰ"	"e"			
"菜"	"菜"	"tsʰe35"	"tshe5"		5	35		"tsh"	"e"	"tsʰ"	"e"			
"才"	"才"	"ze22"	"ze2"		2	22		"z"	"e"	"z"	"e"			
"財"	"财"	"ze22"	"ze2"		2	22		"z"	"e"	"z"	"e"			
"材"	"材"	"ze22"	"ze2"		2	22		"z"	"e"	"z"	"e"			
"裁"	"裁"	"ze22"	"ze2"		2	22		"z"	"e"	"z"	"e"			
"在"	"在"	"ze213"	"ze4"		4	213		"z"	"e"	"z"	"e"			
"載"	"载"	"ze13"	"ze6"	"满~。"	6	13		"z"	"e"	"z"	"e"			
"賽"	"赛"	"sø35"	"soe5"		5	35		"s"	"oe"	"s"	"ø"			
"該"	"该"	"ke53"	"ke1"		1	53		"k"	"e"	"k"	"e"			
"改"	"改"	"ke44"	"ke3"		3	44		"k"	"e"	"k"	"e"			
"概"	"概"	"ke44"	"ke3"		3	44		"k"	"e"	"k"	"e"			
"開"	"开"	"kʰe53"	"khe1"		1	53		"kh"	"e"	"kʰ"	"e"			
"慨"	"慨"	"kʰe44"	"khe3"		3	44		"kh"	"e"	"kʰ"	"e"			
"礙"	"碍"	"ŋe13"	"nge6"		6	13		"ng"	"e"	"ŋ"	"e"			
"隑"	"隑"	"ge13"	"ge6"	"倚靠。"	6	13		"g"	"e"	"g"	"e"			
"戤"	"戤"	"ge13"	"ge6"	"王家~（上海松江地名）。同“隑”。"	6	13		"g"	"e"	"g"	"e"			
"海"	"海"	"he44"	"he3"		3	44		"h"	"e"	"h"	"e"			
"孩"	"孩"	"ɦe22"	"ghe2"		2	22		"gh"	"e"	"ɦ"	"e"			
"哀"	"哀"	"e53"	"e1"		1	53			"e"		"e"			
"愛"	"爱"	"e35"	"e5"		5	35			"e"		"e"			
"貝"	"贝"	"ɓe35"	"pe5"		5	35		"p"	"e"	"ɓ"	"e"			
"沛"	"沛"	"pʰe35"	"phe5"		5	35		"ph"	"e"	"pʰ"	"e"			
"帶"	"带"	"ɗɑ35"	"ta5"		5	35		"t"	"a"	"ɗ"	"ɑ"			
"太"	"太"	"tʰɑ35"	"tha5"		5	35		"th"	"a"	"tʰ"	"ɑ"			
"泰"	"泰"	"tʰɑ35"	"tha5"		5	35		"th"	"a"	"tʰ"	"ɑ"			
"大"	"大"	"dɑ13"	"da6"	"~王。"	6	13		"d"	"a"	"d"	"ɑ"			
"奈"	"奈"	"nɑ13"	"na6"	"【白读】~何桥。"	6	13		"n"	"a"	"n"	"ɑ"			
"奈"	"奈"	"ne13"	"ne6"	"【文读】"	6	13		"n"	"e"	"n"	"e"			
"瘌"	"瘌"	"læʔ23"	"laeq8"		8	23		"l"	"aeq"	"l"	"æʔ"			
