"請同時收錄甲乙兩列字，因爲部分不是繁簡關係，只是釋義相同，謝謝！"	""	""	""	""	""
"zau"	"tsaw"	"2"	"慒"	""	""
"zau"	"tsaw"	"2"	"嘈"	""	""
"zau"	"tsaw"	"2"	"䏆"	""	""
"zau"	"tsaw"	"2"	"䐬"	""	"肚子餓"
"zau"	"tsaw"	"2"	"艚"	""	""
"zau"	"tsaw"	"2"	"巢"	""	""
"zau"	"tsaw"	"2"	"鄛"	""	""
"zau"	"tsaw"	"2"	"轈"	""	""
"zau"	"tsaw"	"2"	"漅"	""	""
"zau"	"tsaw"	"2"	"樔"	""	""
"zau"	"tsaw"	"3"	"早"	""	""
"zau"	"tsaw"	"3"	"𠕖"	""	""
"zau"	"tsaw"	"3"	"蚤"	""	""
"zau"	"tsaw"	"3"	"𧎮"	""	""
"zau"	"tsaw"	"3"	"澡"	""	""
"zau"	"tsaw"	"3"	"藻"	""	""
"zau"	"tsaw"	"3"	"薻"	""	""
"zau"	"tsaw"	"3"	"璪"	""	""
"zau"	"tsaw"	"3"	"繰"	""	""
"zau"	"tsaw"	"3"	"缲"	""	""
"zau"	"tsaw"	"3"	"棗"	""	""
"zau"	"tsaw"	"3"	"枣"	""	""
"zau"	"tsaw"	"3"	"爪"	""	""
"zau"	"tsaw"	"3"	"抓"	""	""
"zau"	"tsaw"	"3"	"笊"	""	""
"zau"	"tsaw"	"3"	"找"	""	""
"zau"	"tsaw"	"3"	"璅"	""	""
"zau"	"tsaw"	"5"	"皁"	""	""
"zau"	"tsaw"	"5"	"皂"	""	""
"zau"	"tsaw"	"5"	"唣"	""	""
"zau"	"tsaw"	"5"	"竈"	""	""
"zau"	"tsaw"	"5"	"灶"	""	""
"zau"	"tsaw"	"5"	"週"	""	""
"zau"	"tsaw"	"5"	"罩"	""	""
"zau"	"tsaw"	"6"	"皁"	""	""
"zau"	"tsaw"	"6"	"皂"	""	""
"zau"	"tsaw"	"6"	"造"	""	"～孽：可憐"
"cau"	"tsʰaw"	"1"	"操"	""	""
"cau"	"tsʰaw"	"1"	"𢮥"	""	""
"cau"	"tsʰaw"	"1"	"抄"	""	""
"cau"	"tsʰaw"	"1"	"鈔"	""	""
"cau"	"tsʰaw"	"1"	"钞"	""	""
"cau"	"tsʰaw"	"1"	"耖"	""	""
"cau"	"tsʰaw"	"1"	"𤰬"	""	""
"cau"	"tsʰaw"	"1"	"訬"	""	""
"cau"	"tsʰaw"	"1"	"𠞰"	""	""
"cau"	"tsʰaw"	"1"	"剿"	""	""
"cau"	"tsʰaw"	"3"	"草"	""	""
"cau"	"tsʰaw"	"3"	"艸"	""	""
"cau"	"tsʰaw"	"3"	"騲"	""	""
"cau"	"tsʰaw"	"3"	"懆"	""	""
"cau"	"tsʰaw"	"3"	"慅"	""	""
"cau"	"tsʰaw"	"3"	"吵"	""	""
"cau"	"tsʰaw"	"3"	"炒"	""	""
"cau"	"tsʰaw"	"3"	"麨"	""	""
"cau"	"tsʰaw"	"3"	"煼"	""	""
"cau"	"tsʰaw"	"3"	"謅"	""	""
"cau"	"tsʰaw"	"3"	"诌"	""	""
"cau"	"tsʰaw"	"5"	"造"	""	"建～；～孽：佛教用語，作惡"
"cau"	"tsʰaw"	"5"	"艁"	""	""
"cau"	"tsʰaw"	"5"	"糙"	""	""
"cau"	"tsʰaw"	"5"	"慥"	""	""
"cau"	"tsʰaw"	"5"	"簉"	""	""
"cau"	"tsʰaw"	"5"	"躁"	""	""
"cau"	"tsʰaw"	"5"	"燥"	""	""
"cau"	"tsʰaw"	"5"	"噪"	""	""
"cau"	"tsʰaw"	"5"	"譟"	""	""
"cau"	"tsʰaw"	"5"	"趮"	""	""
"cau"	"tsʰaw"	"5"	"操"	""	"曹～"
"cau"	"tsʰaw"	"5"	"懆"	""	""
"cau"	"tsʰaw"	"5"	"鄵"	""	""
"sau"	"saw"	"1"	"搔"	""	""
"sau"	"saw"	"1"	"騷"	""	""
"sau"	"saw"	"1"	"骚"	""	""
"sau"	"saw"	"1"	"颾"	""	""
"sau"	"saw"	"1"	"慅"	""	""
"sau"	"saw"	"1"	"繅"	""	""
"sau"	"saw"	"1"	"缫"	""	""
"sau"	"saw"	"1"	"艘"	""	""
"sau"	"saw"	"1"	"𣔱"	""	""
"sau"	"saw"	"1"	"臊"	""	""
"sau"	"saw"	"1"	"梢"	""	""
"sau"	"saw"	"1"	"筲"	""	""
"sau"	"saw"	"1"	"䈰"	""	""
"sau"	"saw"	"1"	"捎"	""	""
"sau"	"saw"	"1"	"弰"	""	""
"sau"	"saw"	"1"	"艄"	""	""
"sau"	"saw"	"1"	"蛸"	""	""
"sau"	"saw"	"1"	"綃"	""	""
"sau"	"saw"	"1"	"绡"	""	""
"sau"	"saw"	"1"	"䈾"	""	""
"sau"	"saw"	"1"	"鞘"	""	""
"sau"	"saw"	"1"	"髾"	""	""
"sau"	"saw"	"1"	"𨈘"	""	""
"sau"	"saw"	"1"	"槮"	""	""
"sau"	"saw"	"1"	"椮"	""	""
"sau"	"saw"	"3"	"掃"	""	""
"sau"	"saw"	"3"	"扫"	""	""
"sau"	"saw"	"3"	"埽"	""	""
"sau"	"saw"	"3"	"稍"	""	""
"sau"	"saw"	"3"	"叟"	""	""
"sau"	"saw"	"5"	"掃"	""	""
"sau"	"saw"	"5"	"扫"	""	""
"sau"	"saw"	"5"	"埽"	""	""
"sau"	"saw"	"5"	"瘙"	""	""
"sau"	"saw"	"5"	"潲"	""	"～水"
"sau"	"saw"	"5"	"哨"	""	""
"sau"	"saw"	"5"	"臊"	""	"～子"
"zhau"	"tʃaw"	"1"	"招"	""	""
"zhau"	"tʃaw"	"1"	"昭"	""	""
"zhau"	"tʃaw"	"1"	"炤"	""	""
"zhau"	"tʃaw"	"1"	"釗"	""	""
"zhau"	"tʃaw"	"1"	"钊"	""	""
"zhau"	"tʃaw"	"1"	"朝"	""	""
"zhau"	"tʃaw"	"2"	"朝"	""	""
"zhau"	"tʃaw"	"2"	"潮"	""	""
"zhau"	"tʃaw"	"2"	"嘲"	""	""
"zhau"	"tʃaw"	"2"	"晁"	""	""
"zhau"	"tʃaw"	"2"	"鼂"	""	""
"zhau"	"tʃaw"	"2"	"啁"	""	""
"zhau"	"tʃaw"	"3"	"沼"	""	""
"zhau"	"tʃaw"	"3"	"找"	""	""
"zhau"	"tʃaw"	"3"	"爪"	""	""
"zhau"	"tʃaw"	"3"	"笊"	""	""
"zhau"	"tʃaw"	"5"	"召"	""	""
"zhau"	"tʃaw"	"5"	"炤"	""	""
"zhau"	"tʃaw"	"5"	"照"	""	""
"zhau"	"tʃaw"	"5"	"詔"	""	""
"zhau"	"tʃaw"	"5"	"诏"	""	""
"zhau"	"tʃaw"	"5"	"兆"	""	""
"zhau"	"tʃaw"	"5"	"銚"	""	""
"zhau"	"tʃaw"	"5"	"铫"	""	""
"zhau"	"tʃaw"	"5"	"旐"	""	""
"zhau"	"tʃaw"	"5"	"垗"	""	""
"zhau"	"tʃaw"	"5"	"駣"	""	""
"zhau"	"tʃaw"	"5"	"曌"	""	""
"zhau"	"tʃaw"	"5"	"瞾"	""	""
"zhau"	"tʃaw"	"5"	"趙"	""	""
"zhau"	"tʃaw"	"5"	"肇"	""	""
"zhau"	"tʃaw"	"5"	"罩"	""	""
"chau"	"tʃʰaw"	"1"	"超"	""	""
"chau"	"tʃʰaw"	"1"	"弨"	""	""
"chau"	"tʃʰaw"	"1"	"抄"	""	""
"chau"	"tʃʰaw"	"1"	"鈔"	""	""
"chau"	"tʃʰaw"	"1"	"钞"	""	""
"chau"	"tʃʰaw"	"1"	"耖"	""	""
"chau"	"tʃʰaw"	"1"	"𤰬"	""	""
"chau"	"tʃʰaw"	"1"	"𠞰"	""	""
"chau"	"tʃʰaw"	"1"	"剿"	""	""
"chau"	"tʃʰaw"	"3"	"吵"	""	""
"chau"	"tʃʰaw"	"3"	"炒"	""	""
"chau"	"tʃʰaw"	"3"	"麨"	""	""
"chau"	"tʃʰaw"	"3"	"煼"	""	""
"chau"	"tʃʰaw"	"3"	"謅"	""	""
"chau"	"tʃʰaw"	"3"	"诌"	""	""
"shau"	"ʃaw"	"1"	"焼"	""	""
"shau"	"ʃaw"	"1"	"烧"	""	""
"shau"	"ʃaw"	"1"	"梢"	""	""
"shau"	"ʃaw"	"1"	"筲"	""	""
"shau"	"ʃaw"	"1"	"䈰"	""	""
"shau"	"ʃaw"	"1"	"捎"	""	""
"shau"	"ʃaw"	"1"	"弰"	""	""
"shau"	"ʃaw"	"1"	"艄"	""	""
"shau"	"ʃaw"	"1"	"蛸"	""	""
"shau"	"ʃaw"	"1"	"綃"	""	""
"shau"	"ʃaw"	"1"	"绡"	""	""
"shau"	"ʃaw"	"1"	"䈾"	""	""
"shau"	"ʃaw"	"1"	"鞘"	""	""
"shau"	"ʃaw"	"1"	"髾"	""	""
"shau"	"ʃaw"	"1"	"𨈘"	""	""
"shau"	"ʃaw"	"1"	"槮"	""	""
"shau"	"ʃaw"	"1"	"椮"	""	""
"shau"	"ʃaw"	"2"	"韶"	""	""
"shau"	"ʃaw"	"2"	"招"	""	""
"shau"	"ʃaw"	"2"	"苕"	""	""
"shau"	"ʃaw"	"3"	"少"	""	""
"shau"	"ʃaw"	"3"	"稍"	""	""
"shau"	"ʃaw"	"5"	"少"	""	""
"shau"	"ʃaw"	"5"	"紹"	""	""
"shau"	"ʃaw"	"5"	"绍"	""	""
"shau"	"ʃaw"	"5"	"劭"	""	""
"shau"	"ʃaw"	"5"	"邵"	""	""
"shau"	"ʃaw"	"5"	"卲"	""	""
"shau"	"ʃaw"	"5"	"佋"	""	""
"shau"	"ʃaw"	"5"	"袑"	""	""
"shau"	"ʃaw"	"5"	"召"	""	""
"shau"	"ʃaw"	"5"	"哨"	""	""
"shau"	"ʃaw"	"5"	"潲"	""	""
"rau"	"ɹaw"	"2"	"饒"	""	""
"rau"	"ɹaw"	"2"	"饶"	""	""
"rau"	"ɹaw"	"2"	"嬈"	""	""
"rau"	"ɹaw"	"2"	"娆"	""	""
"rau"	"ɹaw"	"2"	"襓"	""	""
"rau"	"ɹaw"	"2"	"譊"	""	""
"rau"	"ɹaw"	"2"	"蕘"	""	""
"rau"	"ɹaw"	"2"	"荛"	""	""
"rau"	"ɹaw"	"2"	"撓"	""	""
"rau"	"ɹaw"	"3"	"擾"	""	""
"rau"	"ɹaw"	"3"	"扰"	""	""
"rau"	"ɹaw"	"3"	"嬈"	""	""
"rau"	"ɹaw"	"3"	"娆"	""	""
"rau"	"ɹaw"	"3"	"繞"	""	""
"rau"	"ɹaw"	"3"	"绕"	""	""
"rau"	"ɹaw"	"3"	"遶"	""	""
"rau"	"ɹaw"	"3"	"咬"	""	"～牙切齒"
"gau"	"kaw"	"1"	"高"	""	""
"gau"	"kaw"	"1"	"篙"	""	""
"gau"	"kaw"	"1"	"膏"	""	""
"gau"	"kaw"	"1"	"羔"	""	""
"gau"	"kaw"	"1"	"糕"	""	""
"gau"	"kaw"	"1"	"餻"	""	""
"gau"	"kaw"	"1"	"皋"	""	""
"gau"	"kaw"	"1"	"臯"	""	""
"gau"	"kaw"	"1"	"橰"	""	""
"gau"	"kaw"	"1"	"槹"	""	""
"gau"	"kaw"	"1"	"槔"	""	""
"gau"	"kaw"	"1"	"咎"	""	""
"gau"	"kaw"	"1"	"櫜"	""	""
"gau"	"kaw"	"1"	"鼛"	""	""
"gau"	"kaw"	"1"	"膠"	""	""
"gau"	"kaw"	"1"	"跤"	""	""
"gau"	"kaw"	"1"	"轇"	""	""
"gau"	"kaw"	"3"	"槁"	""	""
"gau"	"kaw"	"3"	"槀"	""	""
"gau"	"kaw"	"3"	"稿"	""	""
"gau"	"kaw"	"3"	"藳"	""	""
"gau"	"kaw"	"3"	"稾"	""	""
"gau"	"kaw"	"3"	"縞"	""	""
"gau"	"kaw"	"3"	"缟"	""	""
"gau"	"kaw"	"3"	"暠"	""	""
"gau"	"kaw"	"3"	"皜"	""	""
"gau"	"kaw"	"3"	"鎬"	""	""
"gau"	"kaw"	"3"	"镐"	""	""
"gau"	"kaw"	"3"	"滈"	""	""
"gau"	"kaw"	"3"	"杲"	""	""
"gau"	"kaw"	"3"	"攪"	""	""
"gau"	"kaw"	"3"	"撹"	""	""
"gau"	"kaw"	"3"	"搅"	""	""
"gau"	"kaw"	"3"	"犒"	""	""
"gau"	"kaw"	"5"	"告"	""	""
"gau"	"kaw"	"5"	"誥"	""	""
"gau"	"kaw"	"5"	"诰"	""	""
"gau"	"kaw"	"5"	"郜"	""	""
"gau"	"kaw"	"5"	"鋯"	""	""
"gau"	"kaw"	"5"	"锆"	""	""
"gau"	"kaw"	"5"	"膏"	""	""
"gau"	"kaw"	"5"	"窖"	""	""
"gau"	"kaw"	"5"	"教"	""	"～書"
"gau"	"kaw"	"5"	"覺"	""	"睡～"
"kau"	"kʰaw"	"1"	"尻"	""	""
"kau"	"kʰaw"	"1"	"鄗"	""	""
"kau"	"kʰaw"	"1"	"敲"	""	""
"kau"	"kʰaw"	"1"	"磽"	""	""
"kau"	"kʰaw"	"1"	"硗"	""	""
"kau"	"kʰaw"	"1"	"墝"	""	""
"kau"	"kʰaw"	"1"	"𫭪"	""	""
"kau"	"kʰaw"	"1"	"塙"	""	""
"kau"	"kʰaw"	"1"	"橇"	""	""
"kau"	"kʰaw"	"1"	"骹"	""	""
"kau"	"kʰaw"	"3"	"考"	""	""
"kau"	"kʰaw"	"3"	"攷"	""	""
"kau"	"kʰaw"	"3"	"拷"	""	""
"kau"	"kʰaw"	"3"	"栲"	""	""
"kau"	"kʰaw"	"3"	"烤"	""	""
"kau"	"kʰaw"	"3"	"熇"	""	""
"kau"	"kʰaw"	"3"	"燺"	""	""
"kau"	"kʰaw"	"3"	"薧"	""	""
"kau"	"kʰaw"	"5"	"靠"	""	""
"kau"	"kʰaw"	"5"	"犒"	""	""
"kau"	"kʰaw"	"5"	"銬"	""	""
"kau"	"kʰaw"	"5"	"铐"	""	""
"ngau"	"ŋaw"	"1"	"坳"	""	""
"ngau"	"ŋaw"	"1"	"㘭"	""	""
"ngau"	"ŋaw"	"1"	"凹"	""	""
"ngau"	"ŋaw"	"1"	"熬"	""	""
"ngau"	"ŋaw"	"1"	"爊"	""	"～菜"
"ngau"	"ŋaw"	"2"	"敖"	""	""
"ngau"	"ŋaw"	"2"	"𡏼"	""	""
"ngau"	"ŋaw"	"2"	"獒"	""	""
"ngau"	"ŋaw"	"2"	"熬"	""	""
"ngau"	"ŋaw"	"2"	"嗷"	""	""
"ngau"	"ŋaw"	"2"	"嗸"	""	""
"ngau"	"ŋaw"	"2"	"廒"	""	""
"ngau"	"ŋaw"	"2"	"厫"	""	""
"ngau"	"ŋaw"	"2"	"磝"	""	""
"ngau"	"ŋaw"	"2"	"摮"	""	""
"ngau"	"ŋaw"	"2"	"滶"	""	""
"ngau"	"ŋaw"	"2"	"遨"	""	""
"ngau"	"ŋaw"	"2"	"聱"	""	""
"ngau"	"ŋaw"	"2"	"螯"	""	""
"ngau"	"ŋaw"	"2"	"璈"	""	""
"ngau"	"ŋaw"	"2"	"驁"	""	""
"ngau"	"ŋaw"	"2"	"骜"	""	""
"ngau"	"ŋaw"	"2"	"鏊"	""	""
"ngau"	"ŋaw"	"2"	"鼇"	""	""
"ngau"	"ŋaw"	"2"	"鰲"	""	""
"ngau"	"ŋaw"	"2"	"鳌"	""	""
"ngau"	"ŋaw"	"2"	"謷"	""	""
"ngau"	"ŋaw"	"2"	"𨅚"	""	""
"ngau"	"ŋaw"	"2"	"翺"	""	""
"ngau"	"ŋaw"	"2"	"翶"	""	""
"ngau"	"ŋaw"	"2"	"翱"	""	""
"ngau"	"ŋaw"	"2"	"鏖"	""	""
"ngau"	"ŋaw"	"2"	"爊"	""	""
"ngau"	"ŋaw"	"2"	"䥝"	""	""
"ngau"	"ŋaw"	"2"	"𠢕"	""	"～實：身體結實、硬朗"
"ngau"	"ŋaw"	"3"	"襖"	""	""
"ngau"	"ŋaw"	"3"	"袄"	""	""
"ngau"	"ŋaw"	"3"	"媼"	""	""
"ngau"	"ŋaw"	"3"	"媪"	""	""
"ngau"	"ŋaw"	"3"	"拗"	""	""
"ngau"	"ŋaw"	"3"	"䴠"	""	""
"ngau"	"ŋaw"	"3"	"咬"	""	""
"ngau"	"ŋaw"	"3"	"齩"	""	""
"ngau"	"ŋaw"	"3"	"嚙"	""	""
"ngau"	"ŋaw"	"3"	"噛"	""	""
"ngau"	"ŋaw"	"3"	"啮"	""	""
"ngau"	"ŋaw"	"5"	"傲"	""	""
"ngau"	"ŋaw"	"5"	"敖"	""	""
"ngau"	"ŋaw"	"5"	"謷"	""	""
"ngau"	"ŋaw"	"5"	"鏊"	""	""
"ngau"	"ŋaw"	"5"	"𨫼"	""	""
"ngau"	"ŋaw"	"5"	"𰾧"	""	""
"ngau"	"ŋaw"	"5"	"奥"	""	""
"ngau"	"ŋaw"	"5"	"澳"	""	""
"ngau"	"ŋaw"	"5"	"懊"	""	""
"ngau"	"ŋaw"	"5"	"墺"	""	""
"ngau"	"ŋaw"	"5"	"隩"	""	""
"ngau"	"ŋaw"	"5"	"擙"	""	""
"ngau"	"ŋaw"	"5"	"鐭"	""	""
"ngau"	"ŋaw"	"5"	"坳"	""	""
"ngau"	"ŋaw"	"5"	"㘭"	""	""
"ngau"	"ŋaw"	"5"	"靿"	""	""
"ngau"	"ŋaw"	"5"	"扷"	""	"量：用手～一下看"
"ngau"	"ŋaw"	"5"	"扻"	""	""
"ngau"	"ŋaw"	"5"	"夭"	""	""
"ngau"	"ŋaw"	"5"	"奡"	""	""
"ngau"	"ŋaw"	"5"	"樂"	""	""
"xau"	"xaw"	"1"	"蒿"	""	""
"xau"	"xaw"	"1"	"嚆"	""	""
"xau"	"xaw"	"1"	"薅"	""	""
"xau"	"xaw"	"1"	"鎒"	""	""
"xau"	"xaw"	"2"	"豪"	""	""
"xau"	"xaw"	"2"	"嚎"	""	""
"xau"	"xaw"	"2"	"濠"	""	""
"xau"	"xaw"	"2"	"壕"	""	""
"xau"	"xaw"	"2"	"㩝"	""	""
"xau"	"xaw"	"2"	"蠔"	""	""
"xau"	"xaw"	"2"	"毫"	""	""
"xau"	"xaw"	"2"	"籇"	""	"農村捕魚時的一種竹籠子"
"xau"	"xaw"	"2"	"號"	""	""
"xau"	"xaw"	"2"	"号"	""	"哭"
"xau"	"xaw"	"2"	"唬"	""	""
"xau"	"xaw"	"2"	"嘷"	""	""
"xau"	"xaw"	"2"	"噑"	""	""
"xau"	"xaw"	"2"	"嗥"	""	""
"xau"	"xaw"	"2"	"獋"	""	""
"xau"	"xaw"	"2"	"獔"	""	""
"xau"	"xaw"	"2"	"獆"	""	""
"xau"	"xaw"	"3"	"好"	""	""
"xau"	"xaw"	"5"	"號"	""	""
"xau"	"xaw"	"5"	"号"	""	"～令"
"xau"	"xaw"	"5"	"好"	""	""
"xau"	"xaw"	"5"	"耗"	""	""
"xau"	"xaw"	"5"	"秏"	""	""
"xau"	"xaw"	"5"	"㘪"	""	""
"xau"	"xaw"	"5"	"浩"	""	""
"xau"	"xaw"	"5"	"澔"	""	""
"xau"	"xaw"	"5"	"晧"	""	""
"xau"	"xaw"	"5"	"皓"	""	""
"xau"	"xaw"	"5"	"暠"	""	""
"xau"	"xaw"	"5"	"皥"	""	""
"xau"	"xaw"	"5"	"皡"	""	""
"xau"	"xaw"	"5"	"皞"	""	""
"xau"	"xaw"	"5"	"曍"	""	""
"xau"	"xaw"	"5"	"暭"	""	""
"xau"	"xaw"	"5"	"暤"	""	""
"xau"	"xaw"	"5"	"顥"	""	""
"xau"	"xaw"	"5"	"颢"	""	""
"xau"	"xaw"	"5"	"灝"	""	""
"xau"	"xaw"	"5"	"灏"	""	""
"xau"	"xaw"	"5"	"昊"	""	""
"xau"	"xaw"	"5"	"皜"	""	""
"xau"	"xaw"	"5"	"鎬"	""	""
"xau"	"xaw"	"5"	"镐"	""	""
"xau"	"xaw"	"5"	"滈"	""	""
"xau"	"xaw"	"5"	"鄗"	""	""
"xau"	"xaw"	"5"	"藃"	""	""
"xau"	"xaw"	"5"	"孝"	""	"～帽子，～衫"
"xau"	"xaw"	"6"	"号"	""	"～碼"
"biau"	"pjaw"	"1"	"標"	""	""
"biau"	"pjaw"	"1"	"标"	""	""
"biau"	"pjaw"	"1"	"鏢"	""	""
"biau"	"pjaw"	"1"	"镖"	""	""
"biau"	"pjaw"	"1"	"䅺"	""	""
"biau"	"pjaw"	"1"	"熛"	""	"飛濺"
"biau"	"pjaw"	"1"	"瘭"	""	""
"biau"	"pjaw"	"1"	"膘"	""	""
"biau"	"pjaw"	"1"	"摽"	""	""
"biau"	"pjaw"	"1"	"麃"	""	""
"biau"	"pjaw"	"1"	"儦"	""	""
"biau"	"pjaw"	"1"	"瀌"	""	""
"biau"	"pjaw"	"1"	"鑣"	""	""
"biau"	"pjaw"	"1"	"镳"	""	""
"biau"	"pjaw"	"1"	"臕"	""	""
"biau"	"pjaw"	"1"	"穮"	""	""
"biau"	"pjaw"	"1"	"彪"	""	""
"biau"	"pjaw"	"1"	"滮"	""	""
"biau"	"pjaw"	"1"	"飊"	""	""
"biau"	"pjaw"	"1"	"飚"	""	""
"biau"	"pjaw"	"1"	"猋"	""	""
"biau"	"pjaw"	"1"	"䁃"	""	""
"biau"	"pjaw"	"1"	"髟"	""	""
"biau"	"pjaw"	"1"	"杓"	""	""
"biau"	"pjaw"	"2"	"瓢"	""	""
"biau"	"pjaw"	"2"	"嫖"	""	""
"biau"	"pjaw"	"2"	"薸"	""	""
"biau"	"pjaw"	"3"	"表"	""	""
"biau"	"pjaw"	"3"	"錶"	""	""
"biau"	"pjaw"	"3"	"裱"	""	""
"biau"	"pjaw"	"3"	"婊"	""	""
"biau"	"pjaw"	"3"	"俵"	""	""
"piau"	"pʰjaw"	"1"	"漂"	""	""
"piau"	"pʰjaw"	"1"	"飄"	""	""
"piau"	"pʰjaw"	"1"	"飘"	""	""
"piau"	"pʰjaw"	"1"	"飃"	""	""
"piau"	"pʰjaw"	"1"	"螵"	""	""
"piau"	"pʰjaw"	"1"	"嘌"	""	""
"piau"	"pʰjaw"	"1"	"摽"	""	""
"piau"	"pʰjaw"	"1"	"票"	""	""
"piau"	"pʰjaw"	"1"	"彯"	""	""
"piau"	"pʰjaw"	"1"	"幖"	""	""
"piau"	"pʰjaw"	"1"	"僄"	""	""
"piau"	"pʰjaw"	"1"	"瘭"	""	""
"piau"	"pʰjaw"	"1"	"慓"	""	""
"piau"	"pʰjaw"	"1"	"剽"	""	""
"piau"	"pʰjaw"	"1"	"薸"	""	""
"piau"	"pʰjaw"	"3"	"殍"	""	""
"piau"	"pʰjaw"	"3"	"莩"	""	""
"piau"	"pʰjaw"	"3"	"漂"	""	""
"piau"	"pʰjaw"	"3"	"瞟"	""	""
"piau"	"pʰjaw"	"3"	"褾"	""	""
"piau"	"pʰjaw"	"3"	"剽"	""	""
"piau"	"pʰjaw"	"3"	"㟽"	""	""
"piau"	"pʰjaw"	"3"	"縹"	""	""
"piau"	"pʰjaw"	"3"	"缥"	""	""
"piau"	"pʰjaw"	"3"	"摽"	""	""
"piau"	"pʰjaw"	"3"	"醥"	""	""
"piau"	"pʰjaw"	"3"	"皫"	""	""
"piau"	"pʰjaw"	"5"	"票"	""	""
"piau"	"pʰjaw"	"5"	"摽"	""	""
"piau"	"pʰjaw"	"5"	"剽"	""	""
"piau"	"pʰjaw"	"5"	"漂"	""	""
"piau"	"pʰjaw"	"5"	"驃"	""	""
"piau"	"pʰjaw"	"5"	"骠"	""	""
"piau"	"pʰjaw"	"5"	"鰾"	""	""
"piau"	"pʰjaw"	"5"	"鳔"	""	""
"miau"	"mjaw"	"1"	"喵"	""	""
"miau"	"mjaw"	"1"	"貓"	""	""
"miau"	"mjaw"	"2"	"苗"	""	""
"miau"	"mjaw"	"2"	"描"	""	""
"miau"	"mjaw"	"2"	"瞄"	""	""
"miau"	"mjaw"	"2"	"貓"	""	""
"miau"	"mjaw"	"2"	"猫"	""	""
"miau"	"mjaw"	"2"	"錨"	""	""
"miau"	"mjaw"	"2"	"锚"	""	""
"miau"	"mjaw"	"2"	"䖢"	""	""
"miau"	"mjaw"	"3"	"杪"	""	""
"miau"	"mjaw"	"3"	"秒"	""	""
"miau"	"mjaw"	"3"	"眇"	""	""
"miau"	"mjaw"	"3"	"渺"	""	""
"miau"	"mjaw"	"3"	"緲"	""	""
"miau"	"mjaw"	"3"	"缈"	""	""
"miau"	"mjaw"	"3"	"媌"	""	""
"miau"	"mjaw"	"3"	"訬"	""	""
"miau"	"mjaw"	"3"	"藐"	""	""
"miau"	"mjaw"	"3"	"邈"	""	""
"miau"	"mjaw"	"3"	"淼"	""	""
"miau"	"mjaw"	"3"	"杳"	""	""
"miau"	"mjaw"	"3"	"窈"	""	""
"miau"	"mjaw"	"3"	"窅"	""	""
"miau"	"mjaw"	"3"	"㴭"	""	""
"miau"	"mjaw"	"3"	"鷕"	""	""
"miau"	"mjaw"	"5"	"妙"	""	""
"miau"	"mjaw"	"5"	"玅"	""	""
"miau"	"mjaw"	"5"	"廟"	""	""
"miau"	"mjaw"	"5"	"庿"	""	""
"miau"	"mjaw"	"5"	"庙"	""	""
"miau"	"mjaw"	"5"	"繆"	""	""
"miau"	"mjaw"	"5"	"缪"	""	""
"miau"	"mjaw"	"5"	"謬"	""	""
"miau"	"mjaw"	"5"	"谬"	""	""
"miau"	"mjaw"	"6"	"廟"	""	""
"miau"	"mjaw"	"6"	"庿"	""	""
"miau"	"mjaw"	"6"	"庙"	""	""
"diau"	"tjaw"	"1"	"刁"	""	""
"diau"	"tjaw"	"1"	"𠚻"	""	""
"diau"	"tjaw"	"1"	"刟"	""	""
"diau"	"tjaw"	"1"	"貂"	""	""
"diau"	"tjaw"	"1"	"鼦"	""	""
"diau"	"tjaw"	"1"	"𦨣"	""	""
"diau"	"tjaw"	"1"	"𦩍"	""	""
"diau"	"tjaw"	"1"	"凋"	""	""
"diau"	"tjaw"	"1"	"雕"	""	""
"diau"	"tjaw"	"1"	"㓮"	""	""
"diau"	"tjaw"	"1"	"琱"	""	""
"diau"	"tjaw"	"1"	"鵰"	""	""
"diau"	"tjaw"	"1"	"彫"	""	""
"diau"	"tjaw"	"1"	"碉"	""	""
"diau"	"tjaw"	"1"	"鯛"	""	""
"diau"	"tjaw"	"1"	"鲷"	""	""
"diau"	"tjaw"	"1"	"敦"	""	""
"diau"	"tjaw"	"2"	"條"	""	""
"diau"	"tjaw"	"2"	"条"	""	""
"diau"	"tjaw"	"2"	"鞗"	""	""
"diau"	"tjaw"	"2"	"䩦"	""	""
"diau"	"tjaw"	"2"	"𠌙"	""	""
"diau"	"tjaw"	"2"	"鰷"	""	""
"diau"	"tjaw"	"2"	"鲦"	""	""
"diau"	"tjaw"	"2"	"笤"	""	""
"diau"	"tjaw"	"2"	"苕"	""	""
"diau"	"tjaw"	"2"	"迢"	""	""
"diau"	"tjaw"	"2"	"岧"	""	""
"diau"	"tjaw"	"2"	"髫"	""	""
"diau"	"tjaw"	"2"	"齠"	""	""
"diau"	"tjaw"	"2"	"龆"	""	""
"diau"	"tjaw"	"2"	"齔"	""	""
"diau"	"tjaw"	"2"	"龀"	""	""
"diau"	"tjaw"	"2"	"調"	""	""
"diau"	"tjaw"	"2"	"调"	""	""
"diau"	"tjaw"	"2"	"蜩"	""	""
"diau"	"tjaw"	"2"	"佻"	""	""
"diau"	"tjaw"	"2"	"銚"	""	""
"diau"	"tjaw"	"2"	"铫"	""	""
"diau"	"tjaw"	"3"	"屌"	""	""
"diau"	"tjaw"	"3"	"鳥"	""	""
"diau"	"tjaw"	"3"	"鸟"	""	""
"diau"	"tjaw"	"3"	"誂"	""	""
