			中山石岐話			南蓢白話			珠海唐家話												
	紫		ts	i	213	ts	i	21	ts	i	21										
	此		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	髓		s	ɵy	213	s	ɐi	21	s	ui	21										
	徙		s	ai	213	s	ai	21	s	ai	21										
	紙		ts	i	213	ts	i	21	ts	i	21										
	咫		ts	i	213	ts	i	21	ts	i	21										
	枳		ts	i	213	ts	i	21	ts	i	21										
	侈		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	是		s	i	33	s	i	33	s	i	22										
	弛		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	舐		s	ai	213	s	ai	21	s	ai	21										
	蕊		j	ɵy	213	j	ɐi	21	j	ui	21										
	爾		ŋ	i	213	ŋ	i	21	ŋ	i	21										
	邇		ŋ	i	213	ŋ	i	21	ŋ	i	21										
	企		kʰ	i	213	kʰ	i	21	kʰ	i	21										
	婢		pʰ	i	213	pʰ	i	21	pʰ	i	21										
	積		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5										
	刺		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	漬		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5										
	賜		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	惴		ts	ɵy	33	ts	ɐi	33	ts	ui	22										
	睡		s	ɵy	33	s	ɐi	33	s	ui	22										
	瑞		s	ɵy	33	s	ɐi	33	s	ui	22										
	翅		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	吱		ts	i	55	ts	i	45	ts	i	55										
	縊			ɐi	33		ɐi	33		ɐi	22										
	易			i	33		i	33		i	22	容易									
	易			ɪk	3		ɐk	2		ɐk	2	交易									
	臂		p	i	33	p	i	33	p	i	22										
	避		p	i	33	p	i	33	p	i	22										
	譬		pʰ	i	33	pʰ	i	33	pʰ	i	22										
	知		ts	i	55	ts	i	45	ts	i	55	知道									
	知		ts	i	33	ts	i	33	ts	i	22	知識									
	蜘		ts	i	55	ts	i	45	ts	i	55										
	池		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	錘		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51										
	馳		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	差		tsʰ	a	55	tsʰ	a	45	tsʰ	a	55	差別									
	差		tsʰ	ai	55	tsʰ	ai	45	tsʰ	ai	55	出差									
	差		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55	參差									
	衰		s	ɵy	55	s	ɐi	45	s	ui	55										
	衰																				
	妓		k	i	33	k	i	33	k	i	22										
	畸		kʰ	i	55	kʰ	i	45	kʰ	i	55										
	崎		kʰ	i	55	kʰ	i	45	kʰ	i	55	崎嶇									
	崎		kʰ	i	51	kʰ	i	51	kʰ	i	51	長崎									
	虧		kʷʰ	ɐi	55	kʷʰ	ɐi	45	kʰ	ɐi	55										
	崖		ŋ	ai	51	ŋ	ai	51	ŋ	ai	51										
	儀		ŋ	i	51	ŋ	i	51	ŋ	i	51										
	宜		ŋ	i	51	ŋ	i	51	ŋ	i	51										
	涯		ŋ	ai	51	ŋ	ai	51	ŋ	ai	51										
	危		ŋ	ɐi	51	ŋ	ɐi	51	ŋ	ɐi	51										
	犧		h	i	55	h	i	45	h	i	55										
	羲		h	i	55	h	i	45	h	i	55										
	曦		h	i	55	h	i	45	h	i	55										
	戲		h	i	33	h	i	33	h	i	22										
	犄		k	i	55	k	i	45	k	i	55										
	逶		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	椅			i	213		i	21		i	21										
	漪			i	55		i	45		i	55										
	萎		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	委																				
	委		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	爲		w	ɐi	51	w	ɐi	51	w	ɐi	51	人為									
	爲		w	ɐi	33	w	ɐi	33	w	ɐi	22	為了									
	襬		p	ai	213	p	ai	21	p	ai	21										
	碑		p	i	55	p	i	45	p	i	55										
	疲		pʰ	i	51	pʰ	i	51	pʰ	i	51										
	罷		p	a	33	p	a	33	p	a	22										
	皮		pʰ	i	51	pʰ	i	51	pʰ	i	51										
	糜		m	i	51	m	i	51	m	i	51										
	披		pʰ	i	55	pʰ	i	45	pʰ	i	55										
	奇		kʰ	i	51	kʰ	i	51	kʰ	i	51	奇怪									
	奇		k	i	55	k	i	45	k	i	55	奇數									
	琦		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	騎		kʰ	ɛ	51	kʰ	ia	51	kʰ	ɛ	51										
	騎		kʰ	i	33							鐵騎									
	揣		tsʰ	yn	213	tsʰ	in	21	tsʰ	yn	21										
	灑		s	a	213	s	a	21	s	a	21										
	詭		kʷ	ɐi	213	kʷ	ɐi	21	k	ɐi	21										
	跪		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	綺			i	213		i	21		i	21										
	蟻		ŋ	ɐi	213	ŋ	ɐi	21	ŋ	ɐi	21										
	毀		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	毀		f	i	213	f	i	21	f	i	21	毀壞									
	倚			i	213		i	21		i	21										
	彼		p	i	213	p	i	21	p	i	21										
	被		pʰ	i	213	pʰ	i	21	pʰ	i	21	棉被									
	被		p	i	33	p	i	33	p	i	22	被動									
	靡		m	i	213	m	i	21	m	1	51										
	技		k	i	33	k	i	33	k	i	22										
	智		ts	i	33	ts	i	33	ts	i	22										
	寄		k	i	33	k	i	33	k	i	22										
	誼		ŋ	i	33	ŋ	i	33	ŋ	i	22										
	義		ŋ	i	33	ŋ	i	33	ŋ	i	22										
	議		ŋ	i	213	ŋ	i	21	ŋ	i	21										
	纍																				
	梨		l	i	51	l	i	51	l	i	51										
	諮		ts	i	55	ts	i	45	ts	i	55										
	資		ts	i	55	ts	i	45	ts	i	55										
	姿		ts	i	55	ts	i	45	ts	i	55										
	瓷		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	茨		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	雖		s	ɵy	55	s	ɐi	45	s	ui	55										
	私		s	i	55	s	i	45	s	i	55										
	脂		ts	i	55	ts	i	45	ts	i	55										
	錐		ts	ɵy	55	ts	ɐi	45	ts	ui	55										
	推		tʰ	ui	55	tʰ	ui	45	tʰ	ui	55										
	誰		s	ɵy	51	s	ɐi	51	s	ui	51										
	屍		s	i	55	s	i	45	s	i	55										
	屎		s	i	213	s	i	21	s	i	21										
	咦																				
	伊			i	55		i	45		i	55										
	黝		j	ɐu	213	j	ɐu	21	j	ɐu	21										
	胰			i	51		i	51		i	51										
	夷			i	51		i	51		i	51										
	惟		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	羨		s	in	33	s	in	33	s	in	22										
	寅		j	ɐn	51	j	ɐn	51	j	ɐn	51										
	唯		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	遺		w	ɐi	51	w	ɐi	51	w	ɐi	51	遺失									
	遺		w	ɐi	33	w	ɐi	33	w	ɐi	22	贈遺									
	維		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	姨			i	51		i	51		i	51										
	琵		pʰ	i	51	pʰ	i	51	pʰ	i	51										
	比		p	i	213	p	i	21	p	i	21										
	枇		pʰ	i	51	pʰ	i	51	pʰ	i	51										
	鰭		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	葵		kʷʰ	ɐi	51	kʷʰ	ɐi	51	kʰ	ɐi	51										
	壘		l	ui	213	l	ui	21	l	ui	21										
	履		l	y	213	l	i	21	l	y	21										
	耒		l	ɔi	33	l	ɔi	33	l	ui	22										
	姊		ts	i	213	ts	i	21	ts	i	21										
	死		s	i	213	s	i	21	s	i	21										
	指		ts	i	213	ts	i	21	ts	i	21										
	旨		ts	i	213	ts	i	21	ts	i	21										
	視		s	i	33	s	i	33	s	i	22										
	矢		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	水		s	ɵy	213	s	ɐi	21	s	ui	21										
	癸		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	妣		p	i	213	p	i	21	p	i	21										
	揆		kʷʰ	ɐi	213																
	地		t	i	33	t	i	33	t	i	22										
	淚		l	ɵy	33	l	ɐi	33	l	ui	22										
	利		l	i	33	l	i	33	l	i	22										
	類		l	ɵy	33	l	ɐi	33	l	ui	22										
	痢		l	i	55	l	i	45	l	i	55	瘌痢									
	痢		l	i	33	l	i	33	l	i	22										
	恣		ts	i	33	ts	i	33	ts	i	22										
	醉		ts	ɵy	33	ts	ɐi	33	ts	ui	22										
	翠		tsʰ	ɵy	33	tsʰ	ɐi	33	tsʰ	ui	22										
	次		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	悴		s	ui	33	s	ui	33	s	ui	22										
	自		ts	i	33	ts	i	33	ts	i	22										
	自											唔自然									
	嫉		ts	ɐt	3	ts	ɐt	2	ts	ɐt	2										
	萃		s	ui	33	s	ui	33	s	ui	22										
	邃		s	ɵy	33	s	ɐi	33	s	ui	22										
	粹		s	ui	33	s	ui	33	s	ui	22										
	四		s	i	33	s	i	33	s	i	22										
	肆		s	i	33	s	i	33	s	i	22										
	祟		s	ɵy	33	s	ɐi	33	s	ui	22										
	駟		s	i	33	s	i	33	s	i	22										
	遂		s	ɵy	33	s	ɐi	33	s	ui	22										
	穗		s	ɵy	33	s	ɐi	33	s	ui	22										
	彗		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	隧		s	ɵy	33	s	ɐi	33	s	ui	22										
	摯		ts	i	33	ts	i	33	ts	i	22										
	至		ts	i	33	ts	i	33	ts	i	22										
	出		tsʰ	ɵt	5	tsʰ	ɐt	5	tsʰ	ɐt	5										
	嗜		s	i	33	s	i	33	s	i	22										
	二		ŋ	i	33	ŋ	i	33	ŋ	i	22										
	貳		ŋ	i	33	ŋ	i	33	ŋ	i	22										
	季		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	棄		h	i	33	h	i	33	h	i	22										
	庇		p	i	33	p	i	33	p	i	22										
	鼻		p	i	33	p	i	33	p	i	22										
	寐		m	i	55	m	i	45	m	i	55	寐覺									
	寐		m	i	33	m	i	33	m	i	22										
	屁		pʰ	i	33	pʰ	i	33	pʰ	i	22										
	悸		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	尼		n	i	51	n	i	51	n	i	51										
	尼		n	ɐi	51	n	ɐi	51	n	ɐi	51										
	呢		n	i	51	n	i	51	n	i	51	呢喃									
	呢		n	ɛ	55	n	ɛ	45	n	ɛ	55	語氣助詞									
	胝		ts	i	55	ts	i	45	ts	i	55										
	追		ts	ɵy	55	ts	ɐi	45	ts	ui	55										
	遲		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	槌		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51										
	椎		ts	ɵy	55	ts	ɐi	45	ts	ui	55										
	鎚		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51										
	莉		l	i	33	l	i	33	l	i	22										
	師		s	i	55	s	i	45	s	i	55										
	篩		s	ɐi	55	s	ɐi	45	s	ɐi	55										
	獅		s	i	55	s	i	45	s	i	55										
	肌		k	i	55	k	i	45	k	i	55										
	龜		kʷ	ɐi	55	kʷ	ɐi	45	k	ɐi	55										
	飢		k	i	55	k	i	45	k	i	55										
	帷		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	悲		p	i	55	p	i	45	p	i	55										
	邳																				
	麋		m	i	51	m	i	51	m	i	51										
	薇		m	i	51	m	i	51	m	i	51										
	黴		m	ui	51	m	ui	51	m	ui	51										
	楣		m	i	51	m	i	51	m	i	51										
	眉		m	i	51	m	i	51	m	i	51										
	逵		kʷʰ	ɐi	51	kʷʰ	ɐi	51	kʰ	ɐi	51										
	軌		kʷ	ɐi	213	kʷ	ɐi	21	k	ɐi	21										
	几		k	i	55	k	i	45	k	i	21										
	晷		kʷ	ɐi	213	kʷ	ɐi	21	k	ɐi	21										
	鄙		pʰ	i	213	pʰ	i	21	pʰ	i	21										
	圮		k	i	213	k	i	21	k	i	21										
	否		f	ɐu	213	f	ɐu	21	f	ɐu	21	否定									
	否		pʰ	i	213	pʰ	i	21	pʰ	i	21	否極泰來									
	美		m	i	213	m	i	21	m	i	21										
	膩		n	i	33	n	i	33	n	i	22										
	致		ts	i	33	ts	i	33	ts	i	22										
	質		ts	ɐt	5	ts	ɐt	5	ts	ɐt	5	物質									
	質		ts	i	33	ts	i	33	ts	i	22	人質									
	墜		ts	ɵy	33	ts	ɐi	33	ts	ui	22										
	稚		ts	i	33	ts	i	33	ts	i	22										
	緻		ts	i	33	ts	i	33	ts	i	22										
	帥		s	ɵy	33	s	ɐi	33	s	ui	22										
	率		s	ɵt	5	s	ɐt	5	s	ɐt	5	率領									
	率		l	ɵt	3	l	ɐt	2	l	ɐt	2	效率									
	冀		kʰ	i	33	kʰ	i	33	kʰ	i	22										
	愧		kʷʰ	ɐi	33	kʷʰ	ɐi	33	kʰ	ɐi	22										
	器		h	i	33	h	i	33	h	i	22										
	喟		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	懿			i	33		i	33		i	22										
	位		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	祕		p	i	33	p	i	33	p	i	22										
	費		f	ɐi	33	f	ɐi	33	f	ɐi	22										
	泌		p	i	33	p	i	33	p	i	22										
	備		p	i	33	p	i	33	p	i	22										
	魅		m	i	33	m	i	33	m	i	22										
	媚		m	i	33	m	i	33	m	i	22										
	餽																				
	櫃		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	饋		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	暨		kʰ	i	33	kʰ	i	33	k	i	22										
	匱		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	釐		l	i	51	l	i	51	l	i	51	釐定									
	釐		h	i	55	h	i	45	h	i	55	恭賀新釐									
	狸		l	i	51	l	i	51	l	i	51										
	仔		ts	ɐi	213	ts	ɐi	21	ts	ɐi	21										
	滋		ts	i	55	ts	i	45	ts	i	55										
	孜		ts	i	55	ts	i	45	ts	i	55										
	慈		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	思		s	i	55	s	i	45	s	i	55										
	思		tsʰ	i	33							白，意思									
	絲		s	i	55	s	i	45	s	i	55										
	伺		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	司		s	i	55	s	i	45	s	i	55										
	詞		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	辭		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	祠		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	痴		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55										
	持		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	治		ts	i	33	ts	i	33	ts	i	22										
	芝		ts	i	55	ts	i	45	ts	i	55										
	之		ts	i	55	ts	i	45	ts	i	55										
	嗤		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55										
	時		s	i	51	s	i	51	s	i	51										
	詩		s	i	55	s	i	45	s	i	55										
	而		ŋ	i	51	ŋ	i	51	ŋ	i	51										
	居		k	y	55	k	i	45	k	y	55										
	基		k	i	55	k	i	45	k	i	55										
	箕		k	i	55	k	i	45	k	i	55										
	欺		h	i	55	h	i	45	h	i	55										
	疑		ŋ	i	51	ŋ	i	51	ŋ	i	51										
	熙		h	i	55	h	i	45	h	i	55										
	熹		h	i	55	h	i	45	h	i	55										
	嘻		h	i	55	h	i	45	h	i	55										
	嬉		h	i	55	h	i	45	h	i	55										
	禧		h	i	55	h	i	45	h	i	55										
	醫			i	55		i	45		i	55										
	姬		k	i	55	k	i	45	k	i	55										
	怡			i	51		i	51		i	51										
	台																				
	台		tʰ	ɔi	55	tʰ	ɔi	45	tʰ	ui	55										
	貽			i	51		i	51		i	51										
	飴			i	51		i	51		i	51										
	頤			i	51		i	51		i	51										
	期		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	期																				
	淇		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	琪		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	其		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	旗		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	里		l	i	213	l	i	21	l	i	21										
	李		l	i	213	l	i	21	l	i	21										
	理		l	i	213	l	i	21	l	i	21										
	鯉		l	i	213	l	i	21	l	i	21										
	子		ts	i	213	ts	i	21	ts	i	21										
	梓		ts	i	213	ts	i	21	ts	i	21										
	巳		ts	i	33	ts	i	33	ts	i	22										
	似		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	祀		ts	i	33	ts	i	33	ts	i	22										
	耜		ts	i	33	ts	i	33	ts	i	22										
	姒		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	恥		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	祉		ts	i	213	ts	i	21	ts	i	21										
	峙		ts	i	33	ts	i	33	ts	i	22										
	仕		s	i	33	s	i	33	s	i	22										
	士		s	i	33	s	i	33	s	i	22										
	史		s	i	213	s	i	21	s	i	21										
	使		s	ɐi	213	s	ɐi	21	s	ɐi	21	使用									
	使		s	i	213	s	i	21	s	i	21	使者									
	駛		s	ɐi	213	s	ɐi	21	s	ɐi	21										
	駛		s	i	213	s	i	21	s	i	21	文讀									
	止		ts	i	213	ts	i	21	ts	i	21										
	趾		ts	i	213	ts	i	21	ts	i	21										
	址		ts	i	213	ts	i	21	ts	i	21										
	齒		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	市		s	i	213	s	i	21	s	i	21										
	恃		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	始		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	耳		ŋ	i	213	ŋ	i	21	ŋ	i	21										
	己		k	i	213	k	i	21	k	i	21										
	紀		k	i	213	k	i	21	k	i	21										
	杞		k	i	213	k	i	21	k	i	21										
	起		h	i	213	h	i	21	h	i	21										
	擬		ŋ	i	213	ŋ	i	21	ŋ	i	21										
	喜		h	i	213	h	i	21	h	i	21										
	矣			i	213		i	21		i	21										
	已			i	213		i	21		i	21										
	以			i	213		i	21		i	21										
	吏		l	i	33	l	i	33	l	i	22										
	字		ts	i	33	ts	i	33	ts	i	22										
	嗣		ts	i	33	ts	i	33	ts	i	22										
	寺		ts	i	33	ts	i	33	ts	i	22										
	飼		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	置		ts	i	33	ts	i	33	ts	i	22										
	植		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	值		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	事		s	i	33	s	i	33	s	i	22										
	廁		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	織		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5										
	誌		ts	i	33	ts	i	33	ts	i	22										
	識		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	志		ts	i	33	ts	i	33	ts	i	22										
	熾		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	侍		s	i	33	s	i	33	s	i	22										
	試		s	i	33	s	i	33	s	i	22										
	幟		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22										
	餌		n	i	33	n	i	33	n	i	22										
	記		k	i	33	k	i	33	k	i	22										
	亟																				
	亟																				
	意			i	33		i	33		i	22										
	食		s	ɪk	3	s	ɐk	2	s	ɐk	2										
	異			i	33		i	33		i	22										
	忌		k	i	33	k	i	33	k	i	22										
	歸		kʷ	ɐi	55	kʷ	ɐi	45	k	ɐi	55										
	嘰		k	i	55	k	i	45	k	i	55										
	饑		k	i	55	k	i	45	k	i	55										
	譏		k	i	55	k	i	45	k	i	55										
	機		k	i	55	k	i	45	k	i	55										
	磯		k	i	55	k	i	45	k	i	55										
	巍		ŋ	ɐi	51	ŋ	ɐi	51	ŋ	ɐi	51										
	揮		f	ɐi	55	f	ɐi	45	f	ɐi	55										
	輝		f	ɐi	55	f	ɐi	45	f	ɐi	55										
	希		h	i	55	h	i	45	h	i	55										
	徽		f	ɐi	55	f	ɐi	45	f	ɐi	55										
	暉		f	ɐi	55	f	ɐi	45	f	ɐi	55										
	稀		h	i	55	h	i	45	h	i	55										
	依			i	55		i	45		i	55										
	衣			i	55		i	45		i	55										
	威		w	ɐi	55	w	ɐi	45	w	ɐi	55										
	圍		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	違		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	韋		w	ɐi	51	w	ɐi	51	w	ɐi	51										
	飛		f	i	55	f	i	45	f	i	55										
	非		f	i	55	f	i	45	f	i	55										
	扉		f	i	55	f	i	45	f	i	55										
	肥		f	i	51	f	i	51	f	i	51										
	微		m	i	51	m	i	51	m	i	51										
	妃		f	i	55	f	i	45	f	i	55										
	菲		f	i	55	f	i	45	f	i	55	芳菲									
	菲		f	i	213	f	i	21	f	i	21	菲薄									
	祈		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	幾		k	i	213	k	i	21	k	i	21	幾個									
	幾		k	i	55	k	i	45	k	i	55	幾乎									
	鬼		kʷ	ɐi	213	kʷ	ɐi	21	k	ɐi	21										
	豈		h	i	213	h	i	21	h	i	21										
	卉		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	偉		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	瑋		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	葦		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	煒		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	匪		f	i	213	f	i	21	f	i	21										
	尾		m	i	213	m	i	21	m	i	21										
	娓		m	i	213	m	i	21	m	i	21										
	悱																				
	斐		f	i	213	f	i	21	f	i	21										
	溉		kʰ	ɔi	33	kʰ	ɔi	33	kʰ	ui	22										
	既		k	i	33	k	i	33	k	i	22										
	貴		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22										
	氣		h	i	33	h	i	33	h	i	22										
	魏		ŋ	ɐi	33	ŋ	ɐi	33	ŋ	ɐi	22										
	毅		ŋ	ɐi	33	ŋ	ɐi	33	ŋ	ɐi	22										
	諱		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	愾		kʰ	ɔi	33	kʰ	ɔi	33	kʰ	ui	22										
	蔚		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	慰		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	熨		w	ɐn	33	w	ɐn	33	w	ɐn	22	熨斗									
	熨		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	熨		w	ɐt	5	w	ɐt	5	w	ɐt	5	熨貼									
	尉		w	ɐi	33	w	ɐi	33	w	ɐi	22	太尉									
	尉		w	ɐt	5	w	ɐt	5	w	ɐt	5	尉遲									
	畏		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	胃		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	渭		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	謂		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	彙			ui	33		ui	33		ui	22										
	蝟		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	緯		w	ɐi	213	w	ɐi	21	w	ɐi	21										
	芾		f	ɐi	33	f	ɐi	33	f	ɐi	22										
	芾		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	沸		f	ɐi	33	f	ɐi	33	f	ɐi	22										
	沸		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	沸		f	ɐt	3																
	翡		f	i	213	f	i	21	f	i	21										
	未		m	i	33	m	i	33	m	i	22										
	味		m	i	33	m	i	33	m	i	22										
	廬		l	u	51	l	u	51	l	u	51										
	蘆		l	u	51	l	u	51	l	u	51										
	櫚		l	y	213	l	i	21	l	y	21										
	驢		l	u	51	l	u	51	l	u	51										
	且		tsʰ	ɛ	213	tsʰ	ia	21	tsʰ	ɛ	21										
	蛆		tsʰ	y	55	tsʰ	i	45	tsʰ	y	55										
	沮		ts	y	55	ts	i	45	ts	y	55	沮水									
	沮		ts	y	213	ts	i	21	ts	y	21	沮喪									
	沮																				
	徐		tsʰ	y	51	tsʰ	i	51	tsʰ	y	51										
	豬		ts	y	55	ts	i	45	ts	y	55										
	涂		tʰ	u	51	tʰ	u	51	tʰ	u	51										
	躇		tsʰ	y	51	tsʰ	i	51	tsʰ	y	51										
	除		tsʰ	y	51	tsʰ	i	51	tsʰ	y	51										
	儲		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21										
	屠		tʰ	u	51	tʰ	u	51	tʰ	u	51										
	著		ts	y	33	ts	i	33	ts	y	22	顯著									
	著		ts	œk	3	ts	iɔk	2	ts	œk	5	著衫									
	著																				
	初		tsʰ	ɔ	55	tsʰ	ɔ	45	tsʰ	ɔ	55										
	鋤		tsʰ	ɔ	51	tsʰ	ɔ	51	tsʰ	ɔ	51										
	疏		s	ɔ	55	s	ɔ	45	s	ɔ	55	疏通									
	疏		s	ɔ	33	s	ɔ	33	s	ɔ	22	註疏									
	蔬		s	ɔ	55	s	ɔ	45	s	ɔ	55										
	梳		s	ɔ	55	s	ɔ	45	s	ɔ	55										
	諸		ts	y	55	ts	i	45	ts	y	55										
	藷																				
	藷																				
	舒		s	y	55	s	i	45	s	y	55										
	紓		s	y	55	s	i	45	s	y	55										
	書		s	y	55	s	i	45	s	y	55										
	如		ŋ	y	51	ŋ	i	51	ŋ	y	51										
	茹		ŋ	y	51	ŋ	i	51	ŋ	y	51										
	車		tsʰ	ɛ	55	tsʰ	ia	45	tsʰ	ɛ	55										
	車		k	y	55	k	i	45	k	y	55	車馬炮									
	据		k	y	55	k	i	45	k	y	55										
	墟		h	y	55	h	i	45	h	y	55										
	魚		ŋ	y	51	ŋ	i	51	ŋ	y	51										
	漁		ŋ	y	51	ŋ	i	51	ŋ	y	51										
	衙		ŋ	a	51	ŋ	a	51	ŋ	a	51										
	虛		h	y	55	h	i	45	h	y	55										
	噓		h	y	55	h	i	45	h	y	55										
	噓																				
	於			y	55		i	45		y	55										
	予			y	213		i	21		y	21										
	餘			y	51		i	51		y	51										
	輿			y	51		i	51		y	51										
	與			y	213		i	21		y	21										
	譽			y	33		i	33		y	22										
	余			y	51		i	51		y	51										
	蜍		s	y	51	s	i	51	s	y	51										
	渠		kʰ	y	51	kʰ	i	51	kʰ	y	51										
	女		n	y	213	n	i	21	n	y	21										
	旅		l	y	213	l	i	21	l	y	21										
	侶		l	y	213	l	i	21	l	y	21										
	呂		l	y	213	l	i	21	l	y	21										
	咀		ts	y	213	ts	i	21	ts	y	21										
	嶼		ts	y	33	ts	i	33	ts	y	22										
	序		ts	y	33	ts	i	33	ts	y	22										
	敘		ts	y	33	ts	i	33	ts	y	22										
	緒		s	y	213	s	i	21	s	y	21										
	抒		s	y	55	s	i	45	s	y	55										
	貯		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21										
	杼		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21										
	佇		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21										
	阻		ts	ɔ	213	ts	ɔ	21	ts	ɔ	21										
	俎		ts	ɔ	213	ts	ɔ	21	ts	ɔ	21										
	楚		tsʰ	ɔ	213	tsʰ	ɔ	21	tsʰ	ɔ	21										
	礎		tsʰ	ɔ	213	tsʰ	ɔ	21	tsʰ	ɔ	21										
	所		s	ɔ	213	s	ɔ	21	s	ɔ	21										
	杵		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21										
	處		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21	處理									
	處		tsʰ	y	33	tsʰ	i	33	tsʰ	y	22	住處									
	墅		s	y	33	s	i	33	s	y	22										
	野		j	a	213	j	a	21	j	ɛ	21										
	鼠		s	y	213	s	i	21	s	y	21										
	暑		s	y	213	s	i	21	s	y	21										
