繁	簡	IPA	IPA無調	拼音	調值	解釋													
澧	澧	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
李	李	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
理	理	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
娌	娌	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
鯉	鲤	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
俚	俚	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
里	里	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51	幾~													
娌	娌	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
裡	里	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
裏	里	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51	~頭													
哩	哩	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
履	履	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
鋰	锂	ʔɭiⱼ⁵¹	ʔɭiⱼ	li3	51														
犁	犁	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
犂	犁	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
犛	犛	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
黎	黎	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
離	离	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	~開													
罹	罹	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
驪	骊	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
藜	藜	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
篱	篱	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	笊~子													
籬	篱	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	~笆													
漓	漓	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
灕	漓	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
璃	璃	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	琉~													
瓈	璃	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	玻~													
梨	梨	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
棃	梨	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
釐	厘	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	~米													
釐	厘	ɕiⱼ⁴⁴	ɕiⱼ⁴	shi1	44														
喱	喱	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
鱺	鲡	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
鸝	鹂	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
狸	狸	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34														
蜊	蜊	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	蛤~													
例	例	ɭiⱼ²¹³	ɭiⱼ	li6	213														
厲	厉	ɭiⱼ²¹³	ɭiⱼ	li6	213														
勵	励	ɭiⱼ²¹³	ɭiⱼ	li6	213														
蠣	蛎	ɭiⱼ²¹³	ɭiⱼ	li6	213														
礪	砺	ɭiⱼ²¹³	ɭiⱼ	li6	213														
麗	丽	ʔɭiⱼ³⁴	ʔɭiⱼ	li2B	34	~水，高~													
麗	丽	ɭiⱼ²¹³	ɭiⱼ	li6	213	美~													
丽	丽	ɭiⱼ²¹³	ɭiⱼ	li6	213														
儷	俪	ɭiⱼ²¹³	ɭiⱼ	li6	213														
離	离	ɭiⱼ²¹³	ɭiⱼ	li6	213	~…有多遠													
隸	隶	ɭiⱼ²¹³	ɭiⱼ	li6	213														
隷	隶	ɭiⱼ²¹³	ɭiⱼ	li6	213														
利	利	ɭiⱼ²¹³	ɭiⱼ	li6	213														
俐	俐	ɭiⱼ²¹³	ɭiⱼ	li6	213														
莉	莉	ɭiⱼ²¹³	ɭiⱼ	li6	213														
痢	痢	ɭiⱼ²¹³	ɭiⱼ	li6	213														
淚	泪	ɭiⱼ²¹³	ɭiⱼ	li6	213														
戾	戾	ɭiⱼ²¹³	ɭiⱼ	li6	213														
荔	荔	ɭiⱼ²¹³	ɭiⱼ	li6	213														
吏	吏	ɭiⱼ²¹³	ɭiⱼ	li6	213														
蒞	莅	ɭiⱼ²¹³	ɭiⱼ	li6	213														
莅	莅	ɭiⱼ²¹³	ɭiⱼ	li6	213														
䇐	䇐	ɭiⱼ²¹³	ɭiⱼ	li6	213														
涖	莅	ɭiⱼ²¹³	ɭiⱼ	li6	213														
詈	詈	ɭiⱼ²¹³	ɭiⱼ	li6	213														
𤃀		ɭiⱼ²¹³	ɭiⱼ	li6	213														
𭳬		ɭiⱼ²¹³	ɭiⱼ	li6	213	拏水~~乾													
雞	鸡	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
鷄	鸡	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
稽	稽	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	滑~													
稽	稽	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51	~首													
嵇	嵇	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	出韻字													
丌	丌	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
屐	屐	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
朞	期	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~過；嬰兒週歲													
肌	肌	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
飢	饥	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~餓													
饑	饥	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~荒													
機	机	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~器													
譏	讥	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
嘰	叽	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~~咕咕													
基	基	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
奇	奇	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~數													
畸	畸	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~形													
犄	犄	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
姬	姬	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
箕	箕	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	畚~													
羈	羁	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
躋	跻	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
乩	乩	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	扶~													
䇫	䇫	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	篦~；~頭													
幾	几	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~乎													
畿	畿	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
磯	矶	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
璣	玑	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
䪢	齑	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
齏	齑	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~花													
笄	笄	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44														
穄	穄	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	又音													
杞	杞	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	又音													
擠	挤	tɕiⱼ⁵¹	tɕiⱼ	ci3	51														
几	几	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	~櫃													
紀	纪	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	綱~；~律													
机	几	tɕiⱼ⁵¹	tɕiⱼ	ci3	51														
己	己	tɕiⱼ⁵¹	tɕiⱼ	ci3	51														
幾	几	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	~個													
濟	济	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	~~													
䍤	𫅅	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	擰													
麂	麂	tɕiⱼ⁵¹	tɕiⱼ	ci3	51														
姐	姐	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	老文讀													
祭	祭	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
際	际	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
穄	穄	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	蘆~													
濟	济	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
檵	檵	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	枸~子													
霽	霁	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
髻	髻	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
計	计	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
繼	继	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
寄	寄	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
冀	冀	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
紀	纪	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
記	记	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
暨	暨	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	諸~													
既	既	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
季	季	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
悸	悸	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
劑	剂	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	藥~													
鯚	𱇺	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	~鱸魚（鱖魚）													
驥	骥	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
蟣	虮	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	~蝨													
左	左	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	白													
薊	蓟	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
覬	觊	tɕiⱼ³²⁴	tɕiⱼ	ci5	324														
繫	系	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	~釦；秤桿上的零件													
妻	妻	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
棲	栖	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	又音													
蹊	蹊	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
栖	栖	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	又音													
悽	悽	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
溪	溪	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
谿	谿	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
欺	欺	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
淒	凄	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44														
𥉻		tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	~眼；近視眼													
覰	觑	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	~眼；近視眼，本字又作此													
䀵	䀵	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	~眼；近視眼													
啓	启	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
啟	启	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
启	启	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
企	企	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
起	起	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
豈	岂	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
杞	杞	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
綺	绮	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
跂	跂	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51														
契	契	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324	紅~，舊~													
器	器	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
棄	弃	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
弃	弃	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
气	气	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
氣	饩	ɕiⱼ³²⁴	ɕiⱼ	shi5	324	同「餼」													
氣	气	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
汽	汽	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
去	去	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324	白													
砌	砌	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
沏	沏	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
憩	憩	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324														
計	计	tɕʰiⱼ³²⁴	tɕʰiⱼ	chi5	324	伙~													
奇	奇	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113	~怪													
騎	骑	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
崎	崎	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
琪	琪	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
岐	岐	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
歧	歧	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
檵	檵	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113	枸~子，破讀													
祈	祈	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
蘄	蕲	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
祇	祇	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113	地~													
祁	祁	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
亓	亓	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
俟	俟	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113	万~（複姓）													
其	其	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
蜞	蜞	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
棋	棋	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
棊	棋	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
碁	棋	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
蜝	蜞	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
期	期	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113	日~													
旗	旗	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
淇	淇	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
祺	祺	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
萁	萁	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
琪	琪	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
麒	麒	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
耆	耆	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
鰭	鳍	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
芪	芪	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
跂	跂	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113														
及	及	dʑiⱼ¹¹³	dʑiⱼ	ji2A	113	不~他													
洎	洎	dʑiⱼ²¹³	dʑiⱼ	ji6	213	來不~，字又作及													
技	技	dʑiⱼ²¹³	dʑiⱼ	ji6	213														
妓	妓	dʑiⱼ²¹³	dʑiⱼ	ji6	213														
伎	伎	dʑiⱼ²¹³	dʑiⱼ	ji6	213														
忌	忌	dʑiⱼ²¹³	dʑiⱼ	ji6	213														
及	及	dʑiⱼ²¹³	dʑiⱼ	ji6	213	來不~，字又作洎													
騎	骑	dʑiⱼ²¹³	dʑiⱼ	ji6	213	車~													
擬	拟	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
儗	拟	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
你	你	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
伱	你	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
鉨	鿭	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51	化學元素													
伲	伲	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
妳	你	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
㚷	你	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
旎	旎	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51	旖~													
禰	祢	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51	姓氏													
祢	祢	ʔȵiⱼ⁵¹	ʔȵiⱼ	gni3	51														
尼	尼	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
鈮	铌	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
泥	泥	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
怩	怩	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
妮	妮	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
儀	仪	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
疑	疑	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
宜	宜	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34	適~													
倪	倪	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
霓	霓	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
蚭	蚭	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34	~沫蟲													
埿	埿	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34	塗抹													
抳	抳	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34	擦													
坭	坭	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34														
呢	呢	ʔȵiⱼ³⁴	ʔȵiⱼ	gni2B	34	~喃													
誼	谊	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
義	义	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
羿	羿	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
泥	泥	ȵiⱼ²¹³	ȵiⱼ	gni6	213	拘~													
議	议	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
蟻	蚁	ȵiⱼ²¹³	ȵiⱼ	gni6	213	又音													
儀	仪	ȵiⱼ²¹³	ȵiⱼ	gni6	213	又音													
乂	乂	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
刈	刈	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
艾	艾	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
藝	艺	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
蓺	艺	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
囈	呓	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
沂	沂	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
毅	毅	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
膩	膩	ȵiⱼ²¹³	ȵiⱼ	gni6	213	着~													
詣	诣	ȵiⱼ²¹³	ȵiⱼ	gni6	213														
□		ȵiⱼ²¹³	ȵiⱼ	gni6	213	眼不明：眼睛~													
□		ȵiⱼ²¹³	ȵiⱼ	gni6	213	~疙瘩，菜糊糊													
妮	妮	ȵiⱼ²¹³	ȵiⱼ	gni6	213	內~													
西	西	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
硒	硒	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
栖	栖	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
棲	栖	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
羲	羲	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
曦	曦	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
誒	诶	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
犧	牺	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
犀	犀	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
樨	樨	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
茜	茜	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	又音													
嬉	嬉	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	玩耍，戲~													
僖	僖	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
嘻	嘻	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
熙	熙	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
熹	熹	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
希	希	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
稀	稀	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
烯	烯	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
忾	忾	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	『廣雅』喜貌													
粞	粞	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
畦	畦	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
係	系	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	關~													
攜	携	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
𨵎		ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	微露縫；~縫													
□		ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	撒：~草													
圾	圾	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44	垃~													
徙	徙	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
些	些	ɕiⱼ⁴⁴	ɕiⱼ	shi1	44														
洒	洗	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
洗	洗	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
銑	铣	ɕiⱼ⁵¹	ɕiⱼ	shi3	51	~牀													
璽	玺	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
鉩	玺	ɕiⱼ⁵¹	ɕiⱼ	shi3	51	同壐													
喜	喜	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
𨭎	𬭳	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
禧	禧	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
蟢	蟢	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
徙	徙	ɕiⱼ⁵¹	ɕiⱼ	shi3	51														
細	细	ɕiⱼ³²⁴	ɕiⱼ	shi5	324														
戲	戏	ɕiⱼ³²⁴	ɕiⱼ	shi5	324														
□		ɕiⱼ³²⁴	ɕiⱼ	shi5	324	液體沿着縫隙或者器壁慢慢向上移動													
嬉	嬉	ɕiⱼ³²⁴	ɕiⱼ	shi5	324	玩兒，聲調不符，待攷													
齊	齐	ʑiⱼ¹¹³	ʑiⱼ	zhi2A	113	~整													
臍	脐	ʑiⱼ¹¹³	ʑiⱼ	zhi2A	113	~帶													
薺	荠	ʑiⱼ¹¹³	ʑiⱼ	zhi2A	113	荸~													
齊	齐	ʑiⱼ²³¹	ʑiⱼ	zhi4	231	動詞，使之整齊；拏紙頭~~好，破讀													
薺	荠	ʑiⱼ²¹³	ʑiⱼ	zhi6	213	~菜													
鱭	鲚	ʑiⱼ²¹³	ʑiⱼ	zhi6	213														
系	系	ʑiⱼ²¹³	ʑiⱼ	zhi6	213	~統													
醫	医	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
奚	奚	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44	姓氏													
衣	衣	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
禕	祎	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
銥	铱	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
噫	噫	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
依	依	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
翳	翳	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
伊	伊	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
漪	漪	Ǿiⱼ⁴⁴	Ǿiⱼ	i1	44														
奚	奚	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
移	移	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34	~植													
迻	迻	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34	遷~													
夷	夷	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
姨	姨	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
胰	胰	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
眙	眙	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34	盱~													
沂	沂	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34	文讀													
遺	遗	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
兮	兮	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
怡	怡	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
貽	贻	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
飴	饴	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
彝	彝	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
爺	爷	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34	竈家老~													
頤	颐	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
异	异	Ǿiⱼ³⁴	Ǿiⱼ	i2B	34														
椅	椅	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51														
倚	倚	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51														
已	已	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51														
矣	矣	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51														
苡	苡	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51														
以	以	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51														
旖	旖	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51	旖~													
勩	勚	Ǿiⱼ⁵¹	Ǿiⱼ	i3	51	器物磨損													
意	意	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
殪	殪	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
鐿	镱	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
薏	薏	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
臆	臆	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
肊	臆	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324	臆本字													
億	亿	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
憶	忆	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324	又音													
瞖	瞖	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
懿	懿	Ǿiⱼ³²⁴	Ǿiⱼ	i5	324														
易	易	ɦiⱼ²¹³	ɦiⱼ	yi6	213	容~													
肄	肄	ɦiⱼ²¹³	ɦiⱼ	yi6	213														
繫	系	ɦiⱼ²¹³	ɦiⱼ	yi6	213	繫在桶或籃子上的繩索													
異	异	ɦiⱼ²¹³	ɦiⱼ	yi6	213	~香袋													
係	係	ɦiⱼ²¹³	ɦiⱼ	yi6	213	老，是													
异	异	ɦiⱼ²¹³	ɦiⱼ	yi6	213														
裔	裔	ɦiⱼ²¹³	ɦiⱼ	yi6	213														
鈽	钸	pu⁴⁴	pu	pu1	44														
補	补	pu⁵¹	pu	pu3	51														
布	布	pu³²⁴	pu	pu5	324	揩~													
佈	布	pu³²⁴	pu	pu5	324	~置													
怖	怖	pu³²⁴	pu	pu5	324														
㳍	㳍	pu³²⁴	pu	pu5	324														
埔	埔	pu³²⁴	pu	pu5	324	大~													
圃	圃	pu³²⁴	pu	pu5	324														
鋪	铺	pʰu⁴⁴	pʰu	phu1	44	~張													
潽	潽	pʰu⁴⁴	pʰu	phu1	44	液體沸騰溢出													
秿	秿	pʰu⁴⁴	pʰu	phu1	44	稻~子													
埔	埔	pʰu⁵¹	pʰu	phu1	44	黃~													
普	普	pʰu⁵¹	pʰu	phu3	51														
