字	声母	韵母	调值	備註	陰平54 陰上32 陰去52 陰入2  陽平24 陽去21 陽入4		
銜	h/k	aŋ/ɒ̃	24	文讀，白讀（原作枷）。			
銮	l	uoŋ	24				
銳	ts	uoi	21				
銷	ɬ	ieu	54				
鋌	t	iã/ɛŋ	21				
鋒	h	ɒŋ	54				
鋜	ɬ	o	24				
鋤	tʰ	y	24				
鋸	k	y	52				
錄	l	yøʔ	4				
錐	ts	ui	54				
錘	t/tʰ	ui	24	輕搗（原作捶），錘煉。			
錚	ts	ɛŋ	54				
錠	t	iã/ɛŋ	21				
錦	k	iŋ	32				
錫	ɬ	ia/iʔ	21/2				
錮	k	ɔu	52				
錯	tsʰ	ɒʔ	2				
鍊	l	yøŋ	21				
鍋	0	o	54	油鍋。			
鍘	ts	ɒ/aʔ	24/4	剁，白讀。			
鍾	ts	yøŋ	54				
鎔	0	yøŋ	24				
鎖	ɬ	o/ɒ	32				
鎮	t	iŋ	52				
鏗	kʰ	ɛŋ	54				
鏟	tʰ/tsʰ	yã/iã	32	單字讀，鏟鋤（原作鏟）。			
鏡	k	iã/iŋ	52				
鏢	p	ieu	54				
鏵	h	ua	24				
鐗	k	aŋ	32				
鐘	ts	yøŋ	54				
鐙	t	ɛŋ	52				
鐧	k	aŋ	32				
鐮	l	ieŋ	24				
鐳	l	ui	54/24	單字讀，錢的別稱（原作本字不明）。			
鐸	t	ɒʔ	4				
鑄	ts	ɔu/y	52				
鑢	l	ø	52				
鑰	0	ieu/yøʔ	24/4				
鑵	k	uoŋ	52				
鑷	n	ieʔ	2				
鑼	l	o	24				
鑽	ts	ỹ/uoŋ	52	鑽空子，用錐子鑽洞。			
鑾	l	uoŋ	24				
鑿	tsʰ	aʔ	4				
针	ts	ieŋ	54				
钉	t	ɛŋ	54				
钏	ts	uoŋ	52				
钓	t	ieu	52				
钗	tsʰ	ɒ/ai	54				
钝	t	uoŋ	54				
钞	tsʰ	au	54				
钟	ts	yøŋ	54				
钥	0	ieu/yøʔ	24/4				
钦	kʰ	iŋ	54				
钧	k	yŋ	54				
钮	l	iu	32				
钳	kʰ	ieŋ	24				
钻	ts	ỹ/uoŋ	52	鑽空子，用錐子鑽洞。			
铁	tʰ	i/ɛʔ	21/2				
铃	l	ɛŋ	24				
铅	0	iũ/uĩ/yøŋ	24	文讀，鉛筆（較適當本字應為「洋」），鉛錫。			
铎	t	ɒʔ	4				
铜	t	aŋ/ɒŋ	24				
铤	t	iã/ɛŋ	21				
铧	h	ua	24				
铮	ts	ɛŋ	54				
铰	k	ɒ	54	剪。			
铲	tʰ/tsʰ	yã/iã	32	單字讀，鏟鋤（原作鏟）。			
铸	ts	ɔu/y	52				
铿	kʰ	ɛŋ	54				
销	ɬ	ieu	54				
锋	h	ɒŋ	54				
锐	ts	uoi	21				
错	tsʰ	ɒʔ	2				
锡	ɬ	ia/iʔ	21/2				
锢	k	ɔu	52				
锣	l	o	24				
锤	t/tʰ	ui	24	輕搗（原作捶），錘煉。			
锦	k	iŋ	32				
锭	t	iã/ɛŋ	21				
锯	k	y	52				
镇	t	iŋ	52				
镊	n	ieʔ	2				
镖	p	ieu	54				
镜	k	iã/iŋ	52				
镫	t	ɛŋ	52				
镭	l	ui	54/24	單字讀，錢的別稱（原作本字不明）。			
長	t	ŋ/yøŋ	24	長江，白讀。			
长	t	ŋ/yøŋ	24	長江，白讀。			
閃	ɬ	ieŋ	32				
閉	p	e	52				
開	kʰ	ui/ai	54				
閒	k	aŋ	52	離間。			
間	k	ĩ/aŋ	54				
閙	l/n	au	21	鬧事，鬧熱。			
閣	k	ɒʔ	2				
閥	h	uoʔ	4				
閧	h	ɒŋ	21	謠傳。			
閨	k	e	54				
閩	m	aŋ	24				
閱	0	yøʔ	4				
閹	0	ieŋ	54				
閻	ŋ	ieŋ	24				
闊	kʰ	uoʔ	2				
闕	k	yøʔ	2				
關	k	uĩ/uoŋ	54				
闡	ts	aŋ	24				
门	m	uĩ/uoŋ	24				
闪	ɬ	ieŋ	32				
闭	p	e	52				
问	m	uoŋ	21				
闲	0/h	ĩ/aŋ	24				
闹	l/n	au	21	鬧事，鬧熱。			
闺	k	e	54				
闻	m	uĩ/uoŋ	24	文讀，聽聞。			
阁	k	ɒʔ	2				
阄	kʰ	au/iu	54				
阅	0	yøʔ	4				
阉	0	ieŋ	54				
阎	ŋ	ieŋ	24				
阐	ts	aŋ	24				
阔	kʰ	uoʔ	2				
阙	k	yøʔ	2				
阜	h	u	21				
队	t	ui	21				
防	h	ɒŋ	24				
阳	0	iũ/yøŋ	24	文讀，汾陽：地名。			
阴	0	iŋ	54				
阵	t	iŋ	21				
阶	k	e/ai	54				
阻	ts	ø	32				
阿	0	a	54				
附	h	u	21				
际	ts	e	52				
陆	l	yøʔ	4				
陇	l	aŋ/yøŋ	24/32				
陈	t	ɛŋ/iŋ	24	茵陳：中藥，姓。			
陋	l	ieu	21				
陌	p	ɛʔ	2				
降	k	aŋ	52	下降。			
限	h	aŋ	21				
陕	ɬ	ieŋ	32				
陛	p	e	32				
陝	ɬ	ieŋ	32				
陡	t	ieu	32				
院	0	iŋ	21				
陣	t	iŋ	21				
除	t	y	24				
陪	p	uoi	24				
陰	0	iŋ	54				
陳	t	ɛŋ/iŋ	24	茵陳：中藥，姓。			
陵	l	iŋ	24				
陶	t	ɒ	24				
陷	h	aŋ	21				
陸	l	yøʔ	4				
陽	0	iũ/yøŋ	24	文讀，汾陽：地名。			
隆	l	yøŋ	24				
隊	t	ui	21				
階	k	e/ai	54				
随	ɬ	ui	24				
隐	0	yŋ	32				
隘	0	e	52				
際	ts	e	52				
障	ts	yøŋ	52				
隧	ɬ	ui	21				
隨	ɬ	ui	24				
隱	0	yŋ	32				
隴	l	aŋ/yøŋ	24/32				
隸	l/t	e	21	奴隸，隸書。			
隹	ts	ui	54				
隻	ts	ia	21	量詞。			
难	n	aŋ	24	困難。			
雁	ŋ	aŋ	21				
雄	h	yøŋ	24				
雅	ŋ	a	32				
集	ts	iʔ	4				
雉	tʰ	i	21	野雉：雞。			
雌	tsʰ	o	24				
雍	0	yøŋ	54				
雏	tsʰ	y	54				
雕	t	ieu	54				
雖	ɬ	ui	54				
雙	ɬ	aŋ/ɒŋ	54	文讀，白讀。			
雛	tsʰ	y	54				
雜	ts	aʔ	4				
雠	ɬ	iu	24				
離	l	i	24	距離。			
難	n	aŋ	24	困難。			
雨	0/h	y/ɔu	32/21				
雪	ɬ	ø/yøʔ	21/2				
雲	0	uoŋ	24				
雷	l	ui	24				
雹	pʰ	a	24				
電	t	ɛŋ	21				
雾	p	u	21				
需	ɬ	y	54				
霄	ɬ	ieu	54				
震	ts	iŋ	32				
霍	h	ɒʔ	4				
霓	k	e	24				
霜	ɬ	ŋ/ɒŋ	54				
霞	h	ɒ/a	24	文讀，紅霞天，霞苑：地名。			
霧	p	u	21				
霭	0	ai	32				
露	l	ɔu	52				
霸	p	a	52				
霹	pʰ	iʔ	2				
靄	0	ai	32				
靈	l	ɛŋ	24				
青	tsʰ	ã/iŋ	54	文讀，青色。			
靜	ts	iŋ	21				
非	h	i	54				
靠	kʰ	ɒ	52				
靡	p	i	32				
面	m	iŋ/ɛŋ	52	面子，臉。			
革	k	ɛʔ	2				
靴	h	ya	54				
鞋	0	e	24				
鞌	0	uã/aŋ	54				
鞍	0	uã/aŋ	54				
鞠	k	yøʔ	2				
鞦	tsʰ	iu	54				
鞭	p	ɛŋ	54				
韁	k	yøŋ	54				
韆	tsʰ	ɛŋ	54				
韌	n	uoŋ	21				
韓	h	aŋ	24				
韧	n	uoŋ	21				
韭	k	u	32				
音	0	iŋ	54				
韶	ɬ	ieu	24				
韻	0	uoŋ	21				
響	h	iũ/yøŋ	32				
頂	t	ɛŋ	32				
項	h	aŋ	21				
須	ɬ	y	54				
預	0	y	21				
頑	ŋ	uoŋ	24				
頓	t	ỹ/uoŋ	52				
領	l/n	yã/iŋ/iã	32	文讀，白讀，領錢。			
頭	tʰ	au/ieu	24				
頰	k	ieʔ	2				
頻	p	iŋ	24				
顆	kʰ	ɒ	54				
題	t	e	24				
額	k	ia/iã/ɛʔ	24/4	文讀，有額：夠，額頭（原作本字不明）。			
顎	k	ɒʔ	4				
顏	ŋ	aŋ	24				
願	ŋ	ɛŋ/uĩ/yŋ	21	文讀，過願：過癮（原作羨），白讀。			
顛	t	aŋ/ɛŋ	54	文讀，顛倒。			
類	l	ui	21				
顧	k	ɔu	52				
顫	ts	aŋ/ɛŋ	52				
顯	h	ɛŋ	32				
顶	t	ɛŋ	32				
项	h	aŋ	21				
顺	ɬ	uoŋ	21				
须	ɬ	y	54				
顽	ŋ	uoŋ	24				
顿	t	ỹ/uoŋ	52				
预	0	y	21				
领	l/n	yã/iŋ/iã	32	文讀，白讀，領錢。			
颊	k	ieʔ	2				
频	p	iŋ	24				
颖	0	iŋ	32				
颗	kʰ	ɒ	54				
题	t	e	24				
颜	ŋ	aŋ	24				
额	k	ia/iã/ɛʔ	24/4	文讀，有額：夠，額頭（原作本字不明）。			
颠	t	aŋ/ɛŋ	54	文讀，顛倒。			
颤	ts	aŋ/ɛŋ	52				
風	h/p	ɒŋ/uĩ	54				
风	h/p	ɒŋ/uĩ	54				
飛	h/p	i/uoi	54				
飞	h/p	i/uoi	54				
食	ɬ	ia/iʔ	24/4				
飢	k	i	54				
飲	0	aŋ/iŋ	32	飲食，熟米湯。			
飴	0	i	24	飴粿：年糕。			
飼	ɬ/tsʰ	o/i	21/52				
飽	p	ɒ	32				
飾	ɬ	iʔ	2				
餅	p	iã/iŋ	32				
餈	ɬ	i	24	原作[米時]。			
餉	h	yøŋ	52				
餐	tsʰ	aŋ	54				
餒	l	ui	32				
餓	k	o/ɒ	21				
餻	k	o/ɒ	54				
餿	tʰ	ieu	54				
饅	m	aŋ	24				
饋	k	ui	21				
饌	ts	uoŋ	21				
饒	ts	ieu	24				
饰	ɬ	iʔ	2				
饱	p	ɒ	32				
饲	ɬ/tsʰ	o/i	21/52				
饴	0	i	24	飴粿：年糕。			
饶	ts	ieu	24				
饷	h	yøŋ	52				
饿	k	o/ɒ	21				
馁	l	ui	32				
馈	k	ui	21				
馒	m	aŋ	24				
馔	ts	uoŋ	21				
首	ɬ	iu	32				
香	h	iũ/yøŋ	54	文讀，香火。			
馨	h	iŋ	54				
馬	m/p	a/ɒ	32				
馳	t	i	24				
駁	p	ɒʔ	2				
駐	ts	y	52				
駒	kʰ	y	54				
駕	k	ɒ/a	52				
駙	h	u	21				
駛	ɬ	ai/o	32				
駝	t	ɒ	24				
駟	ɬ	i/o	52				
駭	h	ai	21				
駱	l	ɒʔ	4				
騎	kʰ	i	21/24				
騗	pʰ	ɛŋ	52				
騙	pʰ	ɛŋ	52				
騣	ts	aŋ	54				
騷	ɬ	ɒ	54				
驅	kʰ	y	54				
驍	k	ieu	24				
驗	ŋ	ieŋ	21				
驚	k	iã/iŋ	54				
驛	0	iʔ	4				
驟	ts	ieu	21				
马	m/p	a/ɒ	32				
驰	t	i	24				
驱	kʰ	y	54				
驳	p	ɒʔ	2				
驴	l	y	24				
驶	ɬ	ai/o	32				
驷	ɬ	i/o	52				
驸	h	u	21				
驹	kʰ	y	54				
驻	ts	y	52				
驼	t	ɒ	24				
驾	k	ɒ/a	52				
驿	0	iʔ	4				
骁	k	ieu	24				
骆	l	ɒʔ	4				
骇	h	ai	21				
验	ŋ	ieŋ	21				
骑	kʰ	i	21/24				
骚	ɬ	ɒ	54				
骤	ts	ieu	21				
骨	k	uoʔ	2				
骹	kʰ	ɒ	54	腳。			
髒	ts	aŋ	54	骯髒。			
髓	tsʰ	ø/ui	32	精髓，骨髓。			
體	tʰ	e	32				
高	k	o/ɒ	54				
髡	kʰ	uoŋ	54				
髻	k	uoi	52	音字關係不合。			
鬓	p	iŋ	52				
鬚	tsʰ	iu	54	鬍子。			
鬢	p	iŋ	52				
鬥	t	ieu	52	鬥爭。			
鬧	l/n	au	21	鬧事，鬧熱。			
鬨	h	ɒŋ	21	謠傳。			
鬮	kʰ	au/iu	54				
鬱	0	uoʔ	2				
鬻	0	yøʔ	4				
鬼	k	ui	32				
魁	kʰ	uoi	54				
魂	h	uoŋ	24				
魄	pʰ	ɛʔ	2				
魏	k	ui	21				
魔	m	ɒ	24				
魚	h	y	24				
魯	l	ɔu	32				
鮑	p	au	52				
鮝	ɬ	iũ/yøŋ	32	文讀，魚鯗。			
鮮	ɬ/tsʰ	ɛŋ/iŋ	54	文讀，鮮魚。			
鯁	k	ã	32				
鯉	l	i	32				
鯗	ɬ	iũ/yøŋ	32	文讀，魚鯗。			
鯧	tsʰ	iũ/yøŋ	54	文讀，鯧魚。			
鯨	k	iŋ	54				
鰍	k	iu	54	湖鰍：泥鰍。			
鰐	k	ɒʔ	4				
鰓	tsʰ	i	54				
鰥	k	uoŋ	54				
鰾	pʰ	ieu	52				
鱉	p	e	21	鱉甲：中藥。			
鱓	ɬ	ɛŋ	21				
鱔	ɬ	ɛŋ	21				
鱗	l	ɛŋ	24				
鱟	h	au	52				
鱼	h	y	24				
鲍	p	au	52				
鲎	h	au	52				
鲜	ɬ/tsʰ	ɛŋ/iŋ	54	文讀，鮮魚。			
鲠	k	ã	32				
鲤	l	i	32				
鲳	tsʰ	iũ/yøŋ	54	文讀，鯧魚。			
鲸	k	iŋ	54				
鳃	tsʰ	i	54				
鳄	k	ɒʔ	4				
鳅	k	iu	54	湖鰍：泥鰍。			
鳏	k	uoŋ	54				
鳔	pʰ	ieu	52				
鳞	l	ɛŋ	24				
鳳	h	ɒŋ	21				
鳴	m	iŋ	24				
鴉	0	a	54				
鴦	0	ɛŋ	54				
鴨	0	ɒ/a	21	鴨綠江，單字讀。			
鴻	h	ɒŋ	24				
鴿	k	aʔ	2				
鵑	k	yøŋ	54				
鵝	k	ya	24				
鵡	p	u	32				
鵬	pʰ	ɛŋ	24				
鵲	tsʰ	yøʔ	2				
鶚	k	ɒʔ	4				
鶯	0	ɛŋ	54				
鶴	h	ɒʔ	4				
鷂	0	ieu	54	老鷂：老鷹。			
鷲	ts	iu	21				
鷹	0	iŋ	54				
鷺	l	ɔu	21				
鸚	0	iŋ	54				
鸟	ts	ieu	32	原作爪。			
鸣	m	iŋ	24				
鸦	0	a	54				
鸭	0	ɒ/a	21	鴨綠江，單字讀。			
鸯	0	ɛŋ	54				
鸽	k	aʔ	2				
鸾	l	uoŋ	24				
鸿	h	ɒŋ	24				
鹃	k	yøŋ	54				
鹉	p	u	32				
鹊	tsʰ	yøʔ	2				
鹏	pʰ	ɛŋ	24				
鹗	k	ɒʔ	4				
鹞	0	ieu	54	老鷂：老鷹。			
鹤	h	ɒʔ	4				
鹦	0	iŋ	54				
鹫	ts	iu	21				
鹭	l	ɔu	21				
鹰	0	iŋ	54				
鹵	l	ɔu	21	鹽鹵，鹵水。			
鹹	k	ieŋ	24				
鹽	0	ieŋ	24				
鹿	l	ɒʔ	4				
麒	k	i	24				
麓	l	ɒʔ	4				
麗	l	e	21/24	高麗，美麗。			
麝	ɬ	ia	21	麝香。			
麟	l	iŋ	24				
麥	p	a/ɛʔ	24/4				
麦	p	a/ɛʔ	24/4				
麴	kʰ	ɒʔ	2				
麵	m	iŋ	21	麵條。			
麾	h	ui	54				
黃	0/h	ŋ/ɒŋ	24				
黄	0/h	ŋ/ɒŋ	24				
黍	ɬ	ø	32				
黎	l	e	24				
黏	n	ieŋ	24				
黑	h	ɛʔ	2				
默	p	aʔ/ɛʔ	4				
黛	t	ai	21				
點	t	ieŋ	32				
黨	t	ɒŋ	32				
鼈	p	e	21	鱉甲：中藥。			
鼎	t	iã	32				
鼓	k	ɔu	32				
鼠	tsʰ	y	32				
鼻	p/pʰ	i	21/52	嗅，鼻小。			
齊	ts	e	24				
齋	ts	ai	54				
齒	kʰ/tsʰ	i	32				
齡	l	ɛŋ	24				
齪	tsʰ	yøʔ	2				
齷	0	ɒʔ	2				
龄	l	ɛŋ	24				
龊	tsʰ	yøʔ	2				
龌	0	ɒʔ	2				
龍	l	yøŋ	24				
龐	m/pʰ	aŋ	24	單字讀，姓。			
龔	k	ɒŋ	32				
龕	kʰ	aŋ	54				
龙	l	yøŋ	24				
龚	k	ɒŋ	32				
龛	kʰ	aŋ	54				
龜	k	ui	54				
丈	t	iũ/ŋ/yøŋ	21	文讀，丈人，白讀。			
丘	kʰ	u/iu	54				
丹	t	aŋ	54				
乖	k	uoi	54				
亦	0	iʔ	4				
亲	tsʰ	iŋ	54				
人	ts	iŋ	24				
他	tʰ	ã/a	54				
付	h	u	52				
仪	k	i	24				
伊	0	i	54	他。			
余	0	y	24				
倍	p	uoi	21				
候	h	ieu/au	21/24	文讀，稍等。			
傅	h/p	u/ɔu	21/52	文讀，姓。			
傻	ɬ	a	32				
像	ɬ	yøŋ	21				
儒	ts	y	24				
兆	t	ieu	21				
共	k	aŋ/yøŋ	21	文讀，和。			
冒	p	ɒ	21				
冬	t	aŋ/ɒŋ	54				
利	l	ai/i	21/52	文讀，不鈍。			
制	ts	e	52				
刺	tsʰ	i/o	52				
力	l	iʔ	4				
努	n	ɔu	32				
動	t	aŋ/ɒŋ	21				
勘	kʰ	aŋ	52	問。			
匣	0	aʔ	4				
千	tsʰ	ĩ/ɛŋ	54				
单	t	uã/aŋ	54				
卫	0	e	21				
叉	tsʰ	ɒ/a	54				
双	ɬ	aŋ/ɒŋ	54	文讀，白讀。			
古	k	ɔu	32				
召	t	ieu	21				
后	h	au/ieu	21				
吳	k	ɔu	24				
吼	h	au	32	哭。			
哽	k	ã/ɛŋ	32				
善	ɬ	ɛŋ	21				
喬	k	ieu	24				
嗟	ts	ia	54				
围	0	ui	24				
圓	0	iŋ/yøŋ	24				
坠	t	ui	21				
堵	t	ɔu	32				
壬	ts	iŋ	24				
声	ɬ	iã/iŋ	54				
天	tʰ	iŋ/ɛŋ	54				
夫	h/p	u/ɔu	54	文讀，大夫：男人。			
奈	n	ai	21				
姑	k	ɔu	54				
姚	0	ieu	24				
姥	p	ɔu	32	妻。原作本字不明。			
威	0	ui	54				
婆	p	o	24				
宜	k	i	24				
宠	tʰ	yøŋ	32				
寄	k	ya/i	52				
尾	p	uoi	32				
尿	l	ieu	21				
屹	k	uoʔ	4				
峯	h/pʰ	ɒŋ/aŋ	54	文讀，中峰橋：地名。			
峰	h/pʰ	ɒŋ/aŋ	54	文讀，中峰橋：地名。			
巖	ŋ	aŋ	24				
工	k	aŋ/ɒŋ	54				
左	ts	ɒ	32				
巫	p	o/u	24	文讀，安巫：給嬰兒壓驚。			
己	k	i	32				
布	p	ɔu	52				
帐	t	iũ/yøŋ	52				
平	p	ã/iã/iŋ	24	文讀，平仄，白讀。			
幼	0	iu	52				
废	h	e	52				
庭	t	iã/ɛŋ	24				
康	kʰ	ŋ/ɒŋ	54	文讀，姓。			
廝	ɬ	o	54	互相；廝打。			
开	kʰ	ui/ai	54				
弗	h	uoʔ	2				
弦	h	yøŋ	24				
当	t	ŋ/ɒŋ	54	文讀，介詞。			
往	0	ɒŋ	32				
很	h	yŋ/ɛŋ	32				
忍	n/ts	uoŋ/iŋ	32				
忠	t	yøŋ	54				
思	ɬ	o	54				
怪	k	uoi	52				
恋	l	yøŋ	21				
悶	m	uoŋ	21				
應	0	iŋ	54	應該。			
懶	l	aŋ	32				
懿	0	i	52				
戍	tsʰ	ɔu	52	原作厝。			
我	k/ŋ	ua/ɒ	32				
房	p	aŋ/ɒŋ	24				
扁	p	aŋ/uĩ/ɛŋ	32	文讀，扁食，扁擔。			
才	ts/tsʰ	ai	24	人才，剛剛。			
打	t	a	32				
披	pʰ	i	54				
拏	n	a	24				
择	ts	ɛʔ	4				
拳	k	uoŋ	24				
挽	m	ɛŋ/aŋ	32				
捐	k	yøŋ	54				
捞	l	au	54				
损	ɬ	yøŋ	32				
捥	0	uoŋ	32				
握	0	aʔ	2				
搅	k	au	32				
搓	tsʰ	o	54				
搜	ɬ	ieu	54	搜東西。			
撦	tsʰ	e	32	平扯：相等。			
攻	k	ɒŋ	54				
救	k	iu	52				
敲	kʰ	ieu	54				
斋	ts	ai	54				
斡	0	uoʔ	2	使彎（原作本字不明）。			
新	ɬ	iŋ	54				
施	h/ɬ	i	54	姓，施捨。			
昏	h	uoŋ	54				
普	pʰ	ɔu	32				
曹	ts	ɒ	24				
朱	ts	ɔu	54	姓。			
柔	ts	iu	24				
柳	l	iu	32				
桑	ɬ	ɒŋ	54				
桓	h	uoŋ	24				
桶	tʰ	aŋ	32				
梅	p	uoi	24				
梗	k	ɛŋ	32				
械	k	ai	52				
椽	t	uĩ	24				
極	k	iʔ	4				
歎	tʰ	aŋ	52				
歼	tsʰ	ieŋ	54				
汁	ts	ieʔ	2				
江	k	aŋ	54				
沉	t	ieŋ/iŋ	24				
泛	h	aŋ	52				
波	p	ɒ	54				
涼	l/n	yøŋ/iũ	24				
滨	p	iŋ	54				
潭	tʰ	aŋ	24				
灯	t	ɛŋ	54				
烂	l/n	aŋ/uã	21				
焰	0	ieŋ	21				
熏	h	yŋ/uoŋ	54				
燃	n/ts	yã/ɛŋ	24	文讀，燃火：燒火。			
燥	ɬ	ɒ	52				
牯	k	ɔu	32				
猛	m	ɛŋ	32				
玉	k	yøʔ	4				
珠	ts	ɔu/iu/y	54	文讀，白讀，目珠：眼睛（原作睭）。			
瓦	0/h	ua/ya	32/21				
疲	pʰ	i	24				
痰	t	aŋ	24				
登	t	ɛŋ	54				
百	p	a/ɛʔ	21/2				
皇	h	ɒŋ	24				
眉	p	ai/i	24				
眾	ts	yøŋ	52				
睡	ɬ	ui	52				
矛	p	au	24				
矮	0	e	32				
石	ɬ	ieu/iʔ	24/4				
私	ɬ	i/o	54	文讀，家私。			
秧	0	ŋ/yøŋ	54				
穴	h	yøʔ	4				
空	kʰ	aŋ/ɒŋ	54				
笠	l	ieʔ	4				
篾	p	i/ɛʔ	24/4				
粗	tsʰ	ɔu	54				
糟	ts	au	54				
糠	kʰ	ŋ/ɒŋ	54				
緊	k	iŋ	32				
纹	m	uoŋ	24				
纽	tʰ	iu	32	紐約。			
细	ɬ	e	52				
翁	0	aŋ/ɒŋ	54				
翠	tsʰ	ui	52				
肃	ɬ	yøʔ	2				
肄	0	i	24				
肝	k	uã/aŋ	54				
腕	0	uoŋ	32				
腻	l	i	52				
舅	k	u/iu	21				
舍	ɬ	ia	52	宿舍。			
舰	l	aŋ	21				
芭	p	a	54				
若	n/ts	aʔ/yøʔ	4	文讀，如果。			
范	h	aŋ	21	姓。			
茅	p	au	24	姓。			
莫	p	ɒʔ	4				
菊	k	yøʔ	2				
萤	0	ɛŋ	54				
葉	0	ieʔ	4				
蓝	l	aŋ	24				
蔽	p	e	52				
藤	t	iŋ	24				
虛	h	y	54				
虞	k	y	24				
蛟	k	au	54				
蛰	ts	iʔ	4				
蝶	t	ieʔ	4				
螺	l	ø	24				
衣	0	i	54				
补	p	ɔu	32				
衬	tsʰ	ɛŋ	52				
衰	ɬ	ui/uoi	54	單字讀，棕衰			
袍	p	au/ɒ	24				
袖	ɬ	iu	21				
袴	kʰ	ɔu	52				
裴	p	uoi	24	姓			
裹	k	ɒ	32				
要	0	ieu	54	要求			
觅	p	iʔ	4				
訖	k	yʔ	2				
許	h	y	32				
誰	ɬ	ui	24				
謂	0	ui	21				
謄	t	ɛŋ	24				
认	n	iŋ	21				
让	ts	yøŋ	21				
讫	k	yʔ	2				
讯	ɬ	yŋ	52				
讲	k	aŋ/ɒŋ	32				
许	h	y	32				
豪	h	ɒ	24				
貳	ts	i	21				
赖	l	ua/ai	21				
赵	t	ieu	21				
起	kʰ	i	32				
轉	t/ts	uĩ/uoŋ	32	轉身，轉正。			
车	k	y	54	車砲。			
辉	h	ui	54				
输	ɬ	ɔu/y	54	文讀，輸贏。			
过	k	o/ɒ	52				
迷	p	e	24				
逵	k	i	24				
遂	ɬ/tsʰ	ui/uoi	21/52	文讀，原作[手罪]。			
遛	l	iu	21	到處走。			
邻	l	iŋ	24				
郎	l	ɒŋ	24				
釁	h	yŋ	52				
釜	h	u	32				
鈕	l	iu	32				
鐵	tʰ	i/ɛʔ	21/2				
钵	p	uoʔ	2				
铭	m	iŋ	24				
铳	tsʰ	yøŋ	21	槍。			
银	ŋ	yŋ	24				
锁	ɬ	o/ɒ	32				
锄	tʰ	y	24				
锅	0	o	54	油鍋			
锥	ts	ui	54				
镰	l	ieŋ	24				
門	m	uĩ	24	白讀			
門	m	uoŋ	24	文讀			
閑	0	ĩ	24	白讀			
閑	h	aŋ	24	文讀			
闷	m	uoŋ	21				
闽	m	aŋ	24				
阀	h	uoʔ	4				
隔	k	a	21	白讀			
隔	k	ɛʔ	2	文讀			
隙	kʰ	iʔ	2				
雀	tsʰ	yøʔ	2				
雞	k	e	54				
雯	m	uoŋ	24				
零	l	ɛŋ	24				
靖	ts	iŋ	21				
韋	0	ui	32				
韦	0	ui	32				
順	ɬ	uoŋ	21				
饮	0	aŋ	32	白讀，~食：熟米湯			
饮	0	iŋ	32	文讀			
饼	p	iã	32	白讀			
饼	p	iŋ	32	文讀			
騰	t	ɛŋ	24				
驢	l	y	24				
鬆	ɬ	aŋ	54	白讀			
鬆	ɬ	ɒŋ	54	文讀			
鲁	l	ɔu	32				
鳥	ts	ieu	32	原作爪			
鸞	l	uoŋ	24				
鹅	k	ya	24				
麻	m/p	ua/a/ɒ	24	文讀，麻瘋，白讀			
齐	ts	e	24				
齿	kʰ	i	32	白讀			
齿	tsʰ	i	32	文讀			
