字目	读音	注释	声母(实际)	声母(原)	韵母	声调	声调（调类)						声调	国际惯例	声调
撇	pfʰuak7		pfʰ	pʰ	uak	32	7								
末	ɱuak8		ɱ	m	uak	5	8								
閱劣	luak7		l	l	uak	32	7								
拙	tsuak7		ts	ts	uak	32	7								
輟綴	tsʰuak7		tsʰ	tsʰ	uak	32	7								
綽	tsʰuak7	～号	tsʰ	tsʰ	uak	32	7								
蜀濁悅	dzuak8		dz	dz	uak	5	8								
溯塑朔	suak7		s	s	uak	32	7								
括決訣	kuak7		k	k	uak	32	7								
漷	kuak8	快速喝水	k	k	uak	5	8								
擴	kʰuak7	又	kʰ	kʰ	uak	32	7								
發髮	huak7		h	h	uak	32	7								
伐乏穴罰	huak8		h	h	uak	5	8								
越粵	uak8				uak	5	8								
逼迫煏	pek7		p	p	ek	32	7								
魄碧辟	pʰek7		pʰ	pʰ	ek	32	7								
□	pʰek7	量词。一～肉：一片肉	pʰ	pʰ	ek	32	7								
默陌	mek8		m	m	ek	5	8								
德	tek7		t	t	ek	32	7								
竹	tek7		t	t	ek	32	7								
特的笛狄敵滌迪	tek8		t	t	ek	5	8								
鹿	tek8		t	t	ek	5	8								
值	tek8	文	t	t	ek	5	8								
軸	tek8		t	t	ek	5	8								
剔惕	tʰek7		tʰ	tʰ	ek	32	7								
陸	lek8	～地	l	l	ek	5	8								
綠	lek8		l	l	ek	5	8								
勒肋	lek8		l	l	ek	5	8								
□	nek7	踮脚；蹬腿。～kha1尾：踮脚尖。	n	n	ek	32	7								
匿溺	nek8		n	n	ek	5	8								
肉	nek8		n	n	ek	5	8								
叔	tsek7		ts	ts	ek	32	7								
則	tsek7		ts	ts	ek	32	7								
側	tsek7	白，～身	ts	ts	ek	32	7								
積	tsek7	~恶	ts	ts	ek	32	7								
燭	tsek7		ts	ts	ek	32	7								
澤	tsek8		ts	ts	ek	5	8								
膝測斥戚測	tsʰek7		tsʰ	tsʰ	ek	32	7								
粟	tsʰek7		tsʰ	tsʰ	ek	32	7								
側	tsʰek7	～面	tsʰ	tsʰ	ek	32	7								
悉瑟稙色植殖昔夕析晰適釋碩媳式汐識息熄飾	sek7		s	s	ek	32	7								
摵	sek7	摔	s	s	ek	32	7								
熟	sek8		s	s	ek	5	8								
戟激革	kek7		k	k	ek	32	7								
菊	kek7		k	k	ek	32	7								
局	kek8		k	k	ek	5	8								
極	kek8		k	k	ek	5	8								
曲	kʰek7	白，弯～，歌～	kʰ	kʰ	ek	32	7								
擊刻	kʰek7		kʰ	kʰ	ek	32	7								
玉獄	gek8		g	g	ek	5	8								
逆	ŋek8		ŋ	ŋ	ek	5	8								
黑赫核	hek7		h	h	ek	32	7								
劾	hek7		h	h	ek	32	7								
□	hek8	因消化不良、坐车晕车等原因导致的恶心	h	h	ek	5	8								
翼	ek8	小心～～			ek	5	8								
溢易奕液憶譯億	ek8				ek	5	8								
浴	ek8	白，洗～			ek	5	8								
或惑	huek8		h	h	uek	5	8								
域役獲穫	uek8				uek	5	8								
蔔	pok8		p	p	ok	5	8								
訃撲僕樸	pʰok7		pʰ	pʰ	ok	32	7								
莫	mok8		m	m	ok	5	8								
疫沒	mok8		m	m	ok	5	8								
沐牧穆睦	mok8		m	m	ok	5	8								
斫啄	tok7		t	t	ok	32	7								
督篤築	tok7		t	t	ok	32	7								
逐獨	tok8		t	t	ok	5	8								
戳	tʰok7	~破：点破	tʰ	tʰ	ok	32	7								
秃	tʰok7		tʰ	tʰ	ok	32	7								
□	lok7	将罐子、袋子等内的东西倒出	l	l	ok	32	7								
洛絡錄賂	lok8		l	l	ok	5	8								
陸	lok8	文，～丰	l	l	ok	5	8								
祝	tsok7		ts	ts	ok	32	7								
足嘱	tsok7		ts	ts	ok	32	7								
族粥	tsok8		ts	ts	ok	5	8								
促觸	tsʰok7		tsʰ	tsʰ	ok	32	7								
塑寂速淑束肅	sok7		s	s	ok	32	7								
漱	lok7	~喙：漱口	l	l	ok	32	7								
縮	sok7		s	s	ok	32	7								
俗續贖屬孰	sok8		s	s	ok	5	8								
國穀幗	kok7		k	k	ok	32	7								
焗	kok8	盐～	k	k	ok	5	8								
谷	kok8	地名，曼～	k	k	ok	5	8								
漷	kok8	又，大口喝水	k	k	ok	5	8								
酷	kʰok7		kʰ	kʰ	ok	32	7								
曲	kʰok7	～奇	kʰ	kʰ	ok	32	7								
福	hok7		h	h	ok	32	7								
蝠	hok7	文	h	h	ok	32	7								
覆	hok7		h	h	ok	32	7								
複	hok7		h	h	ok	32	7								
服	hok8		h	h	ok	5	8								
伏	hok8		h	h	ok	5	8								
覆	hok8	回～	h	h	ok	5	8								
復	hok8		h	h	ok	5	8								
複	hok8	重复（複），按规律应读hok7，原因不明	h	h	ok	5	8								
握屋齷	ok7				ok	32	7								
畜	tʰiok7	～牧	tʰ	tʰ	iok	32	7								
蓄	tʰiok7		tʰ	tʰ	iok	32	7								
辱	dziok8		dz	dz	iok	5	8								
褥	dziok8		dz	dz	iok	5	8								
俗	siok8	俗套	s	s	iok	5	8								
曲	kʰiok7	文，tshua3～：歪曲	kʰ	kʰ	iok	32	7								
郁旭	hiok7		h	h	iok	32	7								
育欲浴	iok8				iok	5	8								
□	hiãu2	奇怪	h	h	iãu	44	2								
□	iãu1	又，掀			iãu	22	1								
□	iãu4	掀			iãu	213	4								
□	pʰiʔ7	趴	pʰ	pʰ	iʔ	32	7								
沕	biʔ7	躲避；潜水	b	b	iʔ	32	7								
篾	biʔ8		b	b	iʔ	5	8								
物	miʔ7	什么	m	m	iʔ	32	7								
蒂	tiʔ7		t	t	iʔ	32	7								
□	tiʔ7	细	t	t	iʔ	32	7								
滴	tiʔ7		t	t	iʔ	32	7								
跌碟	tiʔ8		t	t	iʔ	5	8								
嚏	tʰiʔ7		tʰ	tʰ	iʔ	32	7								
忒	tʰiʔ7	很	tʰ	tʰ	iʔ	32	7								
鐵	tʰiʔ7		tʰ	tʰ	iʔ	32	7								
裂	liʔ8		l	l	iʔ	5	8								
□	niʔ7	极少	n	n	iʔ	32	7								
接折	tsiʔ7		ts	ts	iʔ	32	7								
折	tsiʔ8	断	ts	ts	iʔ	5	8								
舌	tsiʔ8		ts	ts	iʔ	5	8								
□	tsʰiʔ7	训，低头	tsʰ	tsʰ	iʔ	32	7								
□	tsʰiʔ7	~tsʰoʔ着，表示动静很大	tsʰ	tsʰ	iʔ	32	7								
□	dziʔ8	按	dz	dz	iʔ	5	8								
廿	dziʔ8		dz	dz	iʔ	5	8								
薛	siʔ7		s	s	iʔ	32	7								
爍	siʔ7		s	s	iʔ	32	7								
蝕	siʔ8		s	s	iʔ	5	8								
頰	kiʔ7	～kau1：脸颊	k	k	iʔ	32	7								
缺	kʰiʔ7	白	kʰ	kʰ	iʔ	32	7								
乞	kʰiʔ7		kʰ	kʰ	iʔ	32	7								
搏	pʰaʔ7		pʰ	pʰ	aʔ	32	7								
拍	pʰaʔ7		pʰ	pʰ	aʔ	32	7								
打	pʰaʔ7	训	pʰ	pʰ	aʔ	32	7								
搭	taʔ7		t	t	aʔ	32	7								
遢	taʔ7	邋(laʔ7)遢	t	t	aʔ	32	7								
貼	taʔ7		t	t	aʔ	32	7								
踏	taʔ8		t	t	aʔ	5	8								
塔	tʰaʔ7		tʰ	tʰ	aʔ	32	7								
撻	tʰaʔ8	蛋～，音译词	tʰ	tʰ	aʔ	5	8								
疊	tʰaʔ8		tʰ	tʰ	aʔ	5	8								
邋	laʔ7		l	l	aʔ	32	7								
臘蠟獵	laʔ8		l	l	aʔ	5	8								
凹	naʔ7	训	n	n	aʔ	32	7								
垃	naʔ7		n	n	aʔ	32	7								
□	tsaʔ7	携带	ts	ts	aʔ	32	7								
摣	tsaʔ7	携带	ts	ts	aʔ	32	7								
牐	tsaʔ8	遮挡	ts	ts	aʔ	5	8								
閘	tsaʔ8	俗音不合音韵，本字为“牐”	ts	ts	aʔ	5	8								
柵	tsaʔ8	俗音不合音韵，本字为“牐”	ts	ts	aʔ	5	8								
插	tsʰaʔ7		tsʰ	tsʰ	aʔ	32	7								
煠	saʔ8		s	s	aʔ	5	8								
芥	kaʔ7	白，～蓝(na2)	k	k	aʔ	32	7								
合	kaʔ7	和	k	k	aʔ	32	7								
蓋	kaʔ7	白，～被	k	k	aʔ	32	7								
甲	kaʔ7		k	k	aʔ	32	7								
覺	kaʔ7	～顾（留意到）	k	k	aʔ	32	7								
合	haʔ7	白，百～	h	h	aʔ	32	7								
哈	haʔ7		h	h	aʔ	32	7								
合	haʔ8	白，～作；单用，有“合适、喜欢”等意	h	h	aʔ	5	8								
押鴨	aʔ7				aʔ	32	7								
壁	piaʔ7		p	p	iaʔ	32	7								
僻	pʰiaʔ7		pʰ	pʰ	iaʔ	32	7								
摘	tiaʔ7		t	t	iaʔ	32	7								
糴	tiaʔ8		t	t	iaʔ	5	8								
拆	tʰiaʔ7		tʰ	tʰ	iaʔ	32	7								
㿭	tʰiaʔ7		tʰ	tʰ	iaʔ	32	7								
掠	liaʔ8		l	l	iaʔ	5	8								
雀	tsiaʔ7	麻～（麻将）	ts	ts	iaʔ	32	7								
脊	tsiaʔ7	背(pa1)～：背部	ts	ts	iaʔ	32	7								
隻跡	tsiaʔ7		ts	ts	iaʔ	32	7								
食	tsiaʔ8		ts	ts	iaʔ	5	8								
赤	tsʰiaʔ7		tsʰ	tsʰ	iaʔ	32	7								
削	siaʔ7		s	s	iaʔ	32	7								
錫	siaʔ7		s	s	iaʔ	32	7								
揭	kiaʔ7		k	k	iaʔ	32	7								
劇	kiaʔ8		k	k	iaʔ	5	8								
竭	kiaʔ8		k	k	iaʔ	5	8								
歇	hiaʔ7		h	h	iaʔ	32	7								
額	hiaʔ8		h	h	iaʔ	5	8								
益	iaʔ7				iaʔ	32	7								
缽	pfuaʔ7		pf	p	uaʔ	32	7								
跋	pfuaʔ8		pf	p	uaʔ	5	8								
博	pfuaʔ8	赌钱	pf	p	uaʔ	5	8								
撥潑	pfʰuaʔ7		pfʰ	pʰ	uaʔ	32	7								
抹	bvuaʔ7		bv	b	uaʔ	32	7								
末沫	bvuaʔ8		bv	b	uaʔ	5	8								
叱	tuaʔ7		t	t	uaʔ	32	7								
咄	tuaʔ7		t	t	uaʔ	32	7								
辣	tuaʔ7	形容味道呛鼻	t	t	uaʔ	32	7								
辣	luaʔ7		l	l	uaʔ	32	7								
烙	luaʔ7		l	l	uaʔ	32	7								
絀	tsuaʔ8		ts	ts	uaʔ	5	8								
啜	tsʰuaʔ7	欺骗	tsʰ	tsʰ	uaʔ	32	7								
拽	tsʰuaʔ7		tsʰ	tsʰ	uaʔ	32	7								
熱	dzuaʔ8		dz	dz	uaʔ	5	8								
宿	suaʔ7		s	s	uaʔ	32	7								
殺煞	suaʔ7		s	s	uaʔ	32	7								
割葛	kuaʔ7		k	k	uaʔ	32	7								
刮	kuaʔ7		k	k	uaʔ	32	7								
闊	kʰuaʔ7		kʰ	kʰ	uaʔ	32	7								
渴	kʰuaʔ7		kʰ	kʰ	uaʔ	32	7								
越	huaʔ8	跨过	h	h	uaʔ	5	8								
喝	uaʔ8	大叫			uaʔ	5	8								
活	uaʔ8				uaʔ	5	8								
擘掰	peʔ7		p	p	eʔ	32	7								
扒	peʔ7		p	p	eʔ	32	7								
百柏伯	peʔ7		p	p	eʔ	32	7								
白帛	peʔ8		p	p	eʔ	5	8								
麥	beʔ8		b	b	eʔ	5	8								
脈	meʔ8		m	m	eʔ	5	8								
□	teʔ7	压	t	t	eʔ	32	7								
宅	tʰeʔ8		tʰ	tʰ	eʔ	5	8								
裂	leʔ8		l	l	eʔ	5	8								
曆歷	leʔ8		l	l	eʔ	5	8								
責積	tseʔ7		ts	ts	eʔ	32	7								
職績	tseʔ7		ts	ts	eʔ	32	7								
策冊	tsʰeʔ7		tsʰ	tsʰ	eʔ	32	7								
格	keʔ7		k	k	eʔ	32	7								
□	keʔ8	用针或棍挑开	k	k	eʔ	5	8								
客	kʰeʔ7		kʰ	kʰ	eʔ	32	7								
嚇	heʔ7		h	h	eʔ	32	7								
厄扼軛	eʔ7				eʔ	32	7								
物	ɱueʔ8		ɱ	m	ueʔ	5	8								
刷說	sueʔ7		s	s	ueʔ	32	7								
刮	kueʔ7		k	k	ueʔ	32	7								
郭	kueʔ7		k	k	ueʔ	32	7								
橛	kueʔ8		k	k	ueʔ	5	8								
缺	kʰueʔ7		kʰ	kʰ	ueʔ	32	7								
月	gueʔ8		g	g	ueʔ	5	8								
襪	gueʔ8		g	g	ueʔ	5	8								
血	hueʔ7		h	h	ueʔ	32	7								
噦	ueʔ7				ueʔ	32	7								
齷	ueʔ7	～龊			ueʔ	32	7								
劃	ueʔ8	同画			ueʔ	5	8								
畫	ueʔ8				ueʔ	5	8								
搏	poʔ7		p	p	oʔ	32	7								
泊	poʔ8		p	p	oʔ	5	8								
薄	poʔ8		p	p	oʔ	5	8								
箔	poʔ8		p	p	oʔ	5	8								
劈	pʰoʔ7	白，～柴	pʰ	pʰ	oʔ	32	7								
樸	pʰoʔ7	～兜，村名，在占陇	pʰ	pʰ	oʔ	32	7								
粕	pʰoʔ7		pʰ	pʰ	oʔ	32	7								
麼	moʔ7	文，为甚～	m	m	oʔ	32	7								
膜寞漠	moʔ8		m	m	oʔ	5	8								
桌卓	toʔ7		t	t	oʔ	32	7								
奪	toʔ8		t	t	oʔ	5	8								
擇	toʔ8		t	t	oʔ	5	8								
托	tʰoʔ7		tʰ	tʰ	oʔ	32	7								
駝	tʰoʔ8		tʰ	tʰ	oʔ	5	8								
落骼駱	loʔ8		l	l	oʔ	5	8								
昨	tsoʔ8		ts	ts	oʔ	5	8								
絕	tsoʔ8		ts	ts	oʔ	5	8								
□	tsʰoʔ7	训	tsʰ	tsʰ	oʔ	32	7								
□	tsʰoʔ8	tsʰiʔ7~，来回走动	tsʰ	tsʰ	oʔ	5	8								
雪	soʔ7		s	s	oʔ	32	7								
索	soʔ7		s	s	oʔ	32	7								
胳閣	koʔ7		k	k	oʔ	32	7								
愕	ŋoʔ8		ŋ	ŋ	oʔ	5	8								
鶴	hoʔ8		h	h	oʔ	5	8								
學	oʔ8				oʔ	5	8								
着	tioʔ7	～想	t	t	ioʔ	32	7								
着	tioʔ8	正确	t	t	ioʔ	5	8								
略	lioʔ8		l	l	ioʔ	5	8								
弱	nioʔ8		n	n	ioʔ	5	8								
借	tsioʔ7		ts	ts	ioʔ	32	7								
質	tsioʔ7		ts	ts	ioʔ	32	7								
石	tsioʔ8		ts	ts	ioʔ	5	8								
□	tsʰioʔ7	不浓	tsʰ	tsʰ	ioʔ	32	7								
尺	tsʰioʔ7		tsʰ	tsʰ	ioʔ	32	7								
席	tsʰioʔ8		tsʰ	tsʰ	ioʔ	5	8								
若	dzioʔ8	多少	dz	dz	ioʔ	5	8								
惜	sioʔ7		s	s	ioʔ	32	7								
石	sioʔ8	～榴	s	s	ioʔ	5	8								
液	sioʔ8	汗腺分泌物	s	s	ioʔ	5	8								
腳	kioʔ7		k	k	ioʔ	32	7								
揢	kʰioʔ7		kʰ	kʰ	ioʔ	32	7								
拾	kʰioʔ7	训，捡	kʰ	kʰ	ioʔ	32	7								
揢	kʰioʔ8	拿	kʰ	kʰ	ioʔ	5	8								
箬	hioʔ8		h	h	ioʔ	5	8								
葉頁	hioʔ8	训	h	h	ioʔ	5	8								
約	ioʔ7				ioʔ	32	7								
藥	ioʔ8				ioʔ	5	8								
八	poiʔ7		p	p	oiʔ	32	7								
拔	poiʔ8		p	p	oiʔ	5	8								
替	tʰoiʔ7	顶替	tʰ	tʰ	oiʔ	32	7								
笠	loiʔ8		l	l	oiʔ	5	8								
節	tsoiʔ7	～日	ts	ts	oiʔ	32	7								
截	tsoiʔ8		ts	ts	oiʔ	5	8								
匸	soiʔ7	塞	s	s	oiʔ	32	7								
圿	koiʔ7	垢～（死皮）	k	k	oiʔ	32	7								
夾	koiʔ7		k	k	oiʔ	32	7								
軋	kʰoiʔ7	训	kʰ	kʰ	oiʔ	32	7								
狹	oiʔ8				oiʔ	5	8								
□	piuʔ7	冒出来	p	p	iuʔ	32	7								
□	kiuʔ7	挤	k	k	iuʔ	32	7								
□	tauʔ7	～～（发育得好）	t	t	auʔ	32	7								
捲	kauʔ7	训。本字或为角	k	k	auʔ	32	7								
□	kʰauʔ7	形容炸得脆，又读pʰauʔ	kʰ	kʰ	auʔ	32	7								
□	kʰauʔ7	边角翘起	kʰ	kʰ	auʔ	32	7								
樂	gauʔ8	音～	g	g	auʔ	5	8								
□	piauʔ7	油炸	p	p	iauʔ	32	7								
□	tiauʔ7	油炸	t	t	iauʔ	32	7								
雀	tsiauʔ7	麻～（麻将）	ts	ts	iauʔ	32	7								
□	tsiauʔ7	濺	ts	ts	iauʔ	32	7								
濺	tsiauʔ7	训	ts	ts	iauʔ	32	7								
□	siauʔ7	形容快速经过发出的声响，可能是倏	s	s	iauʔ	32	7								
□	iauʔ7	翘起			iauʔ	32	7								
□	pfuʔ8	用针扎	pf	p	uʔ	5	8								
墩	tuʔ7	肥～～，胖乎乎	t	t	uʔ	32	7								
□	tʰuʔ7	滑动	tʰ	tʰ	uʔ	32	7								
□	luʔ8	喝水	l	l	uʔ	5	8								
□	tsuʔ7	水溢出	ts	ts	uʔ	32	7								
□	suʔ7	水喷射出来	s	s	uʔ	32	7								
噓	suʔ7		s	s	uʔ	32	7								
□	kuʔ7	吸	k	k	uʔ	32	7								
鞭編邊	pĩ1		p	p	ĩ	22	1								
扁	pĩ3		p	p	ĩ	53	3								
變	pĩ5		p	p	ĩ	21	5								
片便	pʰĩ1		pʰ	pʰ	ĩ	22	1								
譬	pʰĩ5		pʰ	pʰ	ĩ	21	5								
片	pʰĩ5		pʰ	pʰ	ĩ	21	5								
鼻	pʰĩ6		pʰ	pʰ	ĩ	42	6								
纏	tĩ2		t	t	ĩ	44	2								
天	tʰĩ1		tʰ	tʰ	ĩ	22	1								
支肢脂	tsĩ1		ts	ts	ĩ	22	1								
錢	tsĩ2		ts	ts	ĩ	44	2								
稚	tsĩ3		ts	ts	ĩ	53	3								
箭	tsĩ5		ts	ts	ĩ	21	5								
擠	tsĩ5		ts	ts	ĩ	21	5								
寺	tsĩ6		ts	ts	ĩ	42	6								
鮮	tsʰĩ1		tsʰ	tsʰ	ĩ	22	1								
纏	tsʰĩ2	训，围着	tsʰ	tsʰ	ĩ	44	2								
扇	sĩ5		s	s	ĩ	21	5								
鹽	sĩ6		s	s	ĩ	42	6								
碱	kĩ1	训：~粽	k	k	ĩ	22	1								
梔	kĩ1		k	k	ĩ	22	1								
舷	kĩ2		k	k	ĩ	44	2								
既	kĩ5		k	k	ĩ	21	5								
見	kĩ5		k	k	ĩ	21	5								
纏	kʰĩ2	训	kʰ	kʰ	ĩ	44	2								
年	hĩ2	～假开	h	h	ĩ	44	2								
弦	hĩ2		h	h	ĩ	44	2								
耳	hĩ4		h	h	ĩ	213	4								
擤	hĩʔ7	擤鼻涕的动作	h	h	ĩʔ	32	7								
丸	ĩ2	训			ĩ	44	2								
圓	ĩ2				ĩ	44	2								
椅	ĩ3				ĩ	53	3								
已以	ĩ3				ĩ	53	3								
燕	ĩ5				ĩ	21	5								
憶	ĩ5	～得：记得			ĩ	21	5								
苡	ĩ5	普宁称“玉米”为～米			ĩ	21	5								
怕	pʰã5		pʰ	pʰ	ã	21	5								
冇	pʰã5	～粟，俗字	pʰ	pʰ	ã	21	5								
泛	pʰã5	～粟	pʰ	pʰ	ã	21	5								
擔	tã1	～心	t	t	ã	22	1								
打	tã3		t	t	ã	53	3								
膽	tã3	大～，～量	t	t	ã	53	3								
擲淡	tã4		t	t	ã	213	4								
罩	tã5	又	t	t	ã	21	5								
帳	tã5	训读；蚊～（又音）	t	t	ã	21	5								
呾	tã5	说，训读	t	t	ã	21	5								
□	tsã4	挖	ts	ts	ã	213	4								
三衫	sã1		s	s	ã	22	1								
柑	kã1		k	k	ã	22	1								
銜	kã2	嘴里叼着	k	k	ã	44	2								
敢	kã3		k	k	ã	53	3								
酵	kã5		k	k	ã	21	5								
掩	ã1	遮			ã	22	1								
鴉	ã1	～片			ã	22	1								
餡	ã6	老			ã	42	6								
冰	piã1		p	p	iã	22	1								
兵	piã1		p	p	iã	22	1								
丙	piã3		p	p	iã	53	3								
餅	piã3		p	p	iã	53	3								
拚	piã5	～命	p	p	iã	21	5								
拼	piã5	～命	p	p	iã	21	5								
□	pʰiã2	一phĩ1～：大量	pʰ	pʰ	iã	44	2								
□	pʰiã2	扔	pʰ	pʰ	iã	44	2								
□	tiã1	触碰	t	t	iã	22	1								
庭	tiã2	房里的露天空地，俗作场	t	t	iã	44	2								
鼎	tiã3		t	t	iã	53	3								
定	tiã6		t	t	iã	42	6								
聽	tʰiã1		tʰ	tʰ	iã	22	1								
廳	tʰiã1		tʰ	tʰ	iã	22	1								
呈	tʰiã2		tʰ	tʰ	iã	44	2								
程	tʰiã2		tʰ	tʰ	iã	44	2								
痛	tʰiã5	训	tʰ	tʰ	iã	21	5								
精	tsiã1	白，～肉（瘦肉），妖～	ts	ts	iã	22	1								
晶	tsiã1		ts	ts	iã	22	1								
正	tsiã1		ts	ts	iã	22	1								
情	tsiã2	白，人～，亲～（亲戚）	ts	ts	iã	44	2								
成	tsiã2	～千	ts	ts	iã	44	2								
整	tsiã3		ts	ts	iã	53	3								
正	tsiã5		ts	ts	iã	21	5								
成	tsʰiã2	白，描	tsʰ	tsʰ	iã	44	2								
且	tsʰiã3		tsʰ	tsʰ	iã	53	3								
請	tsʰiã3		tsʰ	tsʰ	iã	53	3								
聲	siã1		s	s	iã	22	1								
成	siã2	两～	s	s	iã	44	2								
城	siã2		s	s	iã	44	2								
聖	siã5		s	s	iã	21	5								
京	kiã1		k	k	iã	22	1								
驚	kiã1	害怕	k	k	iã	22	1								
行	kiã2	～走	k	k	iã	44	2								
假	kiã3	又	k	k	iã	53	3								
囝	kiã3		k	k	iã	53	3								
件	kiã4		k	k	iã	213	4								
鏡	kiã5		k	k	iã	21	5								
健	kiã6	身体强壮，多用于反语，如：tsiang3时洗ngang2水浴，假～（现在洗冷水澡，以为自己很壮。）	k	k	iã	42	6								
□	kʰiã6	指病痊癒后注意饮食等	kʰ	kʰ	iã	42	6								
兄	hiã1		h	h	iã	22	1								
顏連邢	hiã2	姓	h	h	iã	44	2								
艾	hiã6		h	h	iã	42	6								
贏	iã2				iã	44	2								
影	iã3				iã	53	3								
□	iã4	背			iã	213	4								
般	pfuã1		pf	p	uã	22	1								
搬盤	pfuã2		pf	p	uã	44	2								
半	pfuã5		pf	p	uã	21	5								
潘	pfʰuã1		pfʰ	pʰ	uã	22	1								
番	pfʰuã1		pfʰ	pʰ	uã	22	1								
伴	pfʰuã4		pfʰ	pʰ	uã	213	4								
丹	tuã1	白，牡~	t	t	uã	22	1								
單	tuã1		t	t	uã	22	1								
壇	tuã2		t	t	uã	44	2								
惰	tuã4	白	t	t	uã	213	4								
懶	tuã4	白	t	t	uã	213	4								
灘	tʰuã1		tʰ	tʰ	uã	22	1								
攤癱	tʰuã1		tʰ	tʰ	uã	22	1								
鏟	tʰuã3		tʰ	tʰ	uã	53	3								
碳炭	tʰuã5		tʰ	tʰ	uã	21	5								
泉	tsuã2		ts	ts	uã	44	2								
盞	tsuã3		ts	ts	uã	53	3								
賤	tsuã6		ts	ts	uã	42	6								
蔡	tsʰuã5		tsʰ	tsʰ	uã	21	5								
閂	tsʰuã5		tsʰ	tsʰ	uã	21	5								
山	suã1		s	s	uã	22	1								
汕	suã1	～头	s	s	uã	22	1								
散	suã3		s	s	uã	53	3								
散	suã5		s	s	uã	21	5								
汕	suã5	～尾	s	s	uã	21	5								
傘	suã5		s	s	uã	21	5								
線腺	suã5		s	s	uã	21	5								
肝	kuã1		k	k	uã	22	1								
杆	kuã1		k	k	uã	22	1								
官棺	kuã1		k	k	uã	22	1								
乾	kuã1	白，饼～	k	k	uã	22	1								
竿	kuã1		k	k	uã	22	1								
寒	kuã2	着凉	k	k	uã	44	2								
果	kuã3	文	k	k	uã	53	3								
幾	kuã3	又	k	k	uã	53	3								
趕	kuã3		k	k	uã	53	3								
汗	kuã6	白，～水	k	k	uã	42	6								
款寬	kʰuã1		kʰ	kʰ	uã	22	1								
快	kʰuã5	~活：身体舒适；引申为精神压力小	kʰ	kʰ	uã	21	5								
闊	kʰuã5		kʰ	kʰ	uã	21	5								
歡	huã1		h	h	uã	22	1								
鼾	huã2		h	h	uã	44	2								
還	huã3		h	h	uã	53	3								
安鞍	uã1				uã	22	1								
碗	uã3				uã	53	3								
旱	uã4				uã	213	4								
垾	uã4	地名：~塘			uã	213	4								
案晏	uã5				uã	21	5								
換	uã6				uã	42	6								
平坪	pẽ2		p	p	ẽ	44	2								
柄	pẽ5		p	p	ẽ	21	5								
病	pẽ6		p	p	ẽ	42	6								
烹	pʰẽ1		pʰ	pʰ	ẽ	22	1								
扒	pʰẽ2		pʰ	pʰ	ẽ	44	2								
彭	pʰẽ2		pʰ	pʰ	ẽ	44	2								
膨	pʰẽ2	～胀	pʰ	pʰ	ẽ	44	2								
棚	pʰẽ2		pʰ	pʰ	ẽ	44	2								
平	pʰẽ2	～上去入	pʰ	pʰ	ẽ	44	2								
澎	pʰẽ2		pʰ	pʰ	ẽ	44	2								
□	tẽ2	挡	t	t	ẽ	44	2								
假	tẽ3	～意（假装）	t	t	ẽ	53	3								
捏	tẽ4	借字	t	t	ẽ	213	4								
捏	tẽ4	训	t	t	ẽ	213	4								
詐	tẽ5	训，假装	t	t	ẽ	21	5								
鄭	tẽ6		t	t	ẽ	42	6								
撐	tʰẽ1		tʰ	tʰ	ẽ	22	1								
爭	tsẽ1		ts	ts	ẽ	22	1								
晴	tsẽ2		ts	ts	ẽ	44	2								
井	tsẽ3		ts	ts	ẽ	53	3								
靜	tsẽ4		ts	ts	ẽ	213	4								
生	tsʰẽ1	不熟	tsʰ	tsʰ	ẽ	22	1								
青	tsʰẽ1		tsʰ	tsʰ	ẽ	22	1								
星	tsʰẽ1		tsʰ	tsʰ	ẽ	22	1								
醒	tsʰẽ3		tsʰ	tsʰ	ẽ	53	3								
些	sẽ1		s	s	ẽ	22	1								
生牲	sẽ1		s	s	ẽ	22	1								
省	sẽ3		s	s	ẽ	53	3								
性姓	sẽ5		s	s	ẽ	21	5								
更羮庚耕	kẽ1		k	k	ẽ	22	1								
經	kẽ1	～布（织布）	k	k	ẽ	22	1								
徑	kẽ2	绊倒	k	k	ẽ	44	2								
哽	kẽ3		k	k	ẽ	53	3								
梗埂	kẽ3		k	k	ẽ	53	3								
頸勁徑	kẽ5		k	k	ẽ	21	5								
坑	kʰẽ1		kʰ	kʰ	ẽ	22	1								
哼	hẽ5	语气词，表询问	h	h	ẽ	21	5								
關	kuẽ1		k	k	uẽ	22	1								
果	kuẽ3		k	k	uẽ	53	3								
橫	huẽ2		h	h	uẽ	44	2								
可	kʰõ3	又	kʰ	kʰ	õ	53	3								
澳	õ5				õ	21	5								
奧	õ5				õ	21	5								
張	tiõ1	一～，姓	t	t	iõ	22	1								
場	tiõ2		t	t	iõ	44	2								
丈	tiõ4	姑～	t	t	iõ	213	4								
趙	tiõ4		t	t	iõ	213	4								
釣	tiõ5		t	t	iõ	21	5								
賬帳脹	tiõ5		t	t	iõ	21	5								
章	tsiõ1	文～	ts	ts	iõ	22	1								
漿	tsiõ1		ts	ts	iõ	22	1								
掌	tsiõ3		ts	ts	iõ	53	3								
蔣槳	tsiõ3		ts	ts	iõ	53	3								
上	tsiõ4	～楼	ts	ts	iõ	213	4								
癢	tsiõ4		ts	ts	iõ	213	4								
醬	tsiõ5		ts	ts	iõ	21	5								
上	tsiõ6	～面	ts	ts	iõ	42	6								
槍	tsʰiõ1		tsʰ	tsʰ	iõ	22	1								
