"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"
"478"	"鈑"	"钣"	"paŋ阴上"	"文"	""	""
"479"	"戶"	"户"	"hou阳上"	"白"	""	""
"480"	"戶"	"户"	"hu阳上"	"文"	""	""
"481"	"滬"	"沪"	"hu阳上"	""	""	""
"482"	"互"	"互"	"hou去声"	"白"	""	""
"483"	"互"	"互"	"hu阳上"	"文"	""	""
"484"	"護"	"护"	"ho去声"	"白"	""	""
"485"	"護"	"护"	"hu阳上"	"文"	""	""
"486"	"烏"	"乌"	"ou阴平"	"白"	""	""
"487"	"烏"	"乌"	"u阴平"	"文"	""	""
"488"	"污"	"污"	"u阴平"	""	""	""
"489"	"塢"	"坞"	"u阴上"	""	""	""
"490"	"惡"	"恶"	"u阴平"	"文"	""	""
"491"	"惡"	"恶"	"u去声"	"文"	""	""
"492"	"惡"	"恶"	"ak阴入"	"文"	""	""
"493"	"惡"	"恶"	"oʔ阴入"	"白"	""	""
"494"	"女"	"女"	"nŋ阴上"	"白"	""	""
"495"	"女"	"女"	"ni阴上"	"文"	""	""
"496"	"廬"	"庐"	"lou阳平"	"白"	""	""
"497"	"廬"	"庐"	"lu阳平"	"文"	""	""
"498"	"驢"	"驴"	"lu阳平"	""	""	""
"499"	"呂"	"吕"	"lu阳上"	""	""	""
"500"	"侶"	"侣"	"lu阳上"	""	""	""
"501"	"旅"	"旅"	"lu阴上"	""	""	""
"502"	"旅"	"旅"	"li阴上"	""	""	""
"503"	"慮"	"虑"	"lu阳上"	""	""	""
"504"	"慮"	"虑"	"lu去声"	""	""	""
"505"	"濾"	"滤"	"lu阳上"	""	""	""
"506"	"濾"	"滤"	"lu去声"	""	""	""
"507"	"蛆"	"蛆"	"tsʰu阴平"	""	""	""
"508"	"蛆"	"蛆"	"tsu阴平"	""	""	""
"509"	"疽"	"疽"	"tsʰu阴平"	""	""	""
"510"	"胥"	"胥"	"su阴平"	""	""	""
"511"	"絮"	"絮"	"su去声"	""	""	""
"512"	"徐"	"徐"	"tsʰu阳平"	""	""	""
"513"	"序"	"序"	"su阳上"	""	""	""
"514"	"緒"	"绪"	"su阴上"	""	""	""
"515"	"叙"	"叙"	"su阳上"	""	""	""
"516"	"豬"	"猪"	"tu阴平"	""	""	""
"517"	"著"	"着"	"tu去声"	"白"	""	""
"518"	"著"	"着"	"tsu阳平"	"文"	""	""
"519"	"著"	"着"	"tioʔ阴入"	"白"	""	""
"520"	"著"	"着"	"toʔ阳入"	"白"	""	""
"521"	"著"	"着"	"toʔ阴入"	"白"	""	""
"522"	"著"	"着"	"teʔ阴入"	"又"	""	""
"523"	"著"	"着"	"tek阴入"	"又"	""	""
"524"	"著"	"着"	"tiak阴入"	"文"	""	""
"525"	"褚"	"褚"	"tu阴上"	""	""	""
"526"	"褚"	"褚"	"su阴上"	"姓氏音"	""	""
"527"	"除"	"除"	"tu阳平"	""	""	""
"528"	"儲"	"储"	"tu阳平"	""	""	""
"529"	"苧"	"苎"	"tu阴上"	""	""	""
"530"	"箸"	"箸"	"tu去声"	""	""	""
"531"	"阻"	"阻"	"tso阴上"	""	""	""
"532"	"初"	"初"	"tsʰiu阴平"	"白"	""	""
"533"	"初"	"初"	"tsʰo阴平"	"文"	""	""
"534"	"楚"	"楚"	"tsʰo阴上"	""	""	""
"535"	"鋤"	"锄"	"tu阳平"	"白"	""	""
"536"	"鋤"	"锄"	"tʰu阳平"	"又"	""	""
"537"	"鋤"	"锄"	"tsʰo阳平"	"文"	""	""
"538"	"疏"	"疏"	"siu阴平"	"白"	""	""
"539"	"疏"	"疏"	"so阴平"	"白"	""	""
"540"	"疏"	"疏"	"so去声"	"白"	""	""
"541"	"疏"	"疏"	"su阴平"	"文"	""	""
"542"	"蔬"	"蔬"	"so阴平"	"白"	""	""
"543"	"蔬"	"蔬"	"su阴平"	"文"	""	""
"544"	"梳"	"梳"	"siu阴平"	"白"	""	""
"545"	"梳"	"梳"	"su阴平"	"文"	""	""
"546"	"所"	"所"	"so阴上"	""	""	""
"547"	"諸"	"诸"	"tsu阴平"	""	""	""
"548"	"煮"	"煮"	"tsu阴上"	""	""	""
"549"	"處"	"处"	"tsʰu阴上"	""	""	""
"550"	"處"	"处"	"tsʰu去声"	""	""	""
"551"	"書"	"书"	"tsu阴平"	"白"	""	""
"552"	"書"	"书"	"su阴平"	"文"	""	""
"553"	"舒"	"舒"	"tsʰu阴平"	"白"	""	""
"554"	"舒"	"舒"	"su阴平"	"文"	""	""
"555"	"鼠"	"鼠"	"tsʰu阴上"	"白"	""	""
"556"	"鼠"	"鼠"	"su阴上"	"文"	""	""
"557"	"暑"	"暑"	"su阴上"	""	""	""
"558"	"黍"	"黍"	"siu阴上"	"白"	""	""
"559"	"黍"	"黍"	"su阴上"	"文"	""	""
"560"	"庶"	"庶"	"su去声"	""	""	""
"561"	"恕"	"恕"	"no去声"	"白"	""	""
"562"	"恕"	"恕"	"nu去声"	"文"	""	""
"563"	"墅"	"墅"	"su阴上"	""	""	""
"564"	"薯"	"薯"	"tsu阳平"	"白"	""	""
"565"	"薯"	"薯"	"su阳平"	"文"	""	""
"566"	"署"	"署"	"tsu阴上"	"白"	""	""
"567"	"署"	"署"	"su阴上"	"文"	""	""
"568"	"如"	"如"	"dzu阳平"	""	""	""
"569"	"汝"	"汝"	"lu阴上"	"白"	""	""
"570"	"汝"	"汝"	"dzu阴上"	"文"	""	""
"571"	"居"	"居"	"ku阴平"	""	""	""
"572"	"居"	"居"	"ki阴平"	""	""	""
"573"	"居"	"居"	"kiu阴平"	"文"	""	""
"574"	"舉"	"举"	"ku阴上"	""	""	""
"575"	"鋸"	"锯"	"ku去声"	""	""	""
"576"	"據"	"据"	"ku阳上"	""	""	""
"577"	"墟"	"墟"	"kʰu阴平"	""	""	""
"578"	"墟"	"墟"	"hu阴平"	"训"	""	""
"579"	"去"	"去"	"kʰu去声"	"文"	""	""
"580"	"去"	"去"	"kʰa去声"	"白"	""	""
"581"	"渠"	"渠"	"kʰu阳平"	""	""	""
"582"	"渠"	"渠"	"ku阳平"	""	""	""
"583"	"巨"	"巨"	"ku阳上"	""	""	""
"584"	"巨"	"巨"	"kou阳上"	"又"	""	""
"585"	"距"	"距"	"ku阳上"	""	""	""
"586"	"拒"	"拒"	"ku阳上"	""	""	""
"587"	"遽"	"遽"	"ku阳上"	""	""	""
"588"	"魚"	"鱼"	"hu阳平"	"白"	""	""
"589"	"魚"	"鱼"	"ŋu阳平"	"文"	""	""
"590"	"漁"	"渔"	"hu阳平"	"白"	""	""
"591"	"漁"	"渔"	"ŋu阳平"	"文"	""	""
"592"	"語"	"语"	"ŋu阴上"	""	""	""
"593"	"語"	"语"	"ŋou阴上"	"又"	""	""
"594"	"御"	"御"	"ŋu去声"	""	""	""
"595"	"禦"	"御"	"ŋu阳上"	""	""	""
"596"	"虛"	"虚"	"hu阴平"	""	""	""
"597"	"噓"	"嘘"	"hu阴平"	""	""	""
"598"	"許"	"许"	"kʰou阴上"	"白,姓氏音。"	""	""
"599"	"許"	"许"	"hi阴上"	"文"	""	""
"600"	"許"	"许"	"hu阴上"	"文"	""	""
"601"	"淤"	"淤"	"u去声"	""	""	""
"602"	"於"	"于"	"u阴平"	""	""	""
"603"	"余"	"余"	"u阳平"	""	""	""
"604"	"餘"	"余"	"u阳平"	""	""	""
"605"	"與"	"与"	"u阴上"	""	""	""
"606"	"與"	"与"	"u阳上"	""	""	""
"607"	"與"	"与"	"u去声"	""	""	""
"608"	"譽"	"誉"	"u阳上"	""	""	""
"609"	"預"	"预"	"u去声"	""	""	""
"610"	"豫"	"豫"	"u阳上"	""	""	""
"611"	"夫"	"夫"	"pou阴平"	"白"	""	""
"612"	"夫"	"夫"	"hu阴平"	"文"	""	""
"613"	"膚"	"肤"	"hu阴平"	""	""	""
"614"	"甫"	"甫"	"pʰou阴上"	"白"	""	""
"615"	"甫"	"甫"	"hu阴上"	"文"	""	""
"616"	"斧"	"斧"	"pou阴上"	""	""	""
"617"	"府"	"府"	"hu阴上"	""	""	""
"618"	"腑"	"腑"	"hu阴上"	""	""	""
"619"	"俯"	"俯"	"hu阴上"	""	""	""
"620"	"賦"	"赋"	"hu去声"	""	""	""
"621"	"傅"	"傅"	"hu去声"	"文"	""	""
"622"	"付"	"付"	"hu去声"	""	""	""
"623"	"敷"	"敷"	"hu阴平"	"文"	""	""
"624"	"敷"	"敷"	"pou阴平"	"白"	""	""
"625"	"俘"	"俘"	"hu阴平"	""	""	""
"626"	"撫"	"抚"	"bu阴上"	""	""	""
"627"	"赴"	"赴"	"hu去声"	""	""	""
"628"	"訃"	"讣"	"hu去声"	""	""	""
"629"	"符"	"符"	"hu阳平"	""	""	""
"630"	"扶"	"扶"	"hu阳平"	""	""	""
"631"	"釜"	"釜"	"hu阴上"	""	""	""
"632"	"腐"	"腐"	"hu去声"	""	""	""
"633"	"輔"	"辅"	"hu阳上"	""	""	""
"634"	"輔"	"辅"	"pu阳上"	"又"	""	""
"635"	"父"	"父"	"hu阳上"	""	""	""
"636"	"父"	"父"	"pe阳上"	"训"	""	""
"637"	"附"	"附"	"hu去声"	""	""	""
"638"	"毋"	"毋"	"bo阳平"	""	""	""
"639"	"毋"	"毋"	"m阳上"	"替"	""	""
"640"	"巫"	"巫"	"bu阳平"	""	""	""
"641"	"誣"	"诬"	"bu阳平"	""	""	""
"642"	"無"	"无"	"bo阳平"	"白"	""	""
"643"	"無"	"无"	"mo阳平"	"又"	""	""
"644"	"無"	"无"	"bu阳平"	"文"	""	""
"645"	"無"	"无"	"mu阳平"	"又"	""	""
"646"	"舞"	"舞"	"mou阳上"	"白"	""	""
"647"	"舞"	"舞"	"bu阴上"	"文"	""	""
"648"	"侮"	"侮"	"mu阴上"	""	""	""
"649"	"武"	"武"	"bu阴上"	""	""	""
"650"	"鵡"	"鹉"	"mu阴上"	""	""	""
"651"	"霧"	"雾"	"mu去声"	""	""	""
"652"	"務"	"务"	"mu阳上"	""	""	""
"653"	"縷"	"缕"	"lu阴上"	""	""	""
"654"	"屢"	"屡"	"lu阴上"	""	""	""
"655"	"趨"	"趋"	"tsʰu阴平"	""	""	""
"656"	"取"	"取"	"tsʰiu阴上"	"白"	""	""
"657"	"取"	"取"	"tsʰu阴上"	"文"	""	""
"658"	"娶"	"娶"	"tsʰua去声"	"俗"	""	""
"659"	"娶"	"娶"	"tsʰu阴上"	"文"	""	""
"660"	"趣"	"趣"	"tsʰu阴上"	""	""	""
"661"	"趣"	"趣"	"tsʰu去声"	""	""	""
"662"	"聚"	"聚"	"tsu阳上"	"文"	""	""
"663"	"聚"	"聚"	"tsiu阳上"	"白"	""	""
"664"	"需"	"需"	"su阴平"	""	""	""
"665"	"須"	"须"	"su阴平"	"文"	""	""
"666"	"須"	"须"	"tsʰiu阴平"	"白"	""	""
"667"	"鎢"	"钨"	"ou阴平"	""	""	""
"668"	"續"	"续"	"siok阳入"	""	""	""
"669"	"蛛"	"蛛"	"tu阴平"	""	""	""
"670"	"株"	"株"	"tu阴平"	"白"	""	""
"671"	"株"	"株"	"tsu阴平"	"文"	""	""
"672"	"誅"	"诛"	"tu阴平"	"白"	""	""
"673"	"誅"	"诛"	"tsu阴平"	"文"	""	""
"674"	"駐"	"驻"	"tsu阳上"	""	""	""
"675"	"注"	"注"	"tu去声"	"白"	""	""
"676"	"注"	"注"	"tsu去声"	"文"	""	""
"677"	"厨"	"厨"	"tou阳平"	""	""	""
"678"	"柱"	"柱"	"tʰiau阳上"	"替"	""	""
"679"	"柱"	"柱"	"tsu阳上"	"文"	""	""
"680"	"住"	"住"	"tiu去声"	"白"	""	""
"681"	"住"	"住"	"tsu阳上"	"文"	""	""
"682"	"芻"	"刍"	"tsʰu阴平"	""	""	""
"683"	"雛"	"雏"	"tsʰu阴平"	""	""	""
"684"	"數"	"数"	"siau去声"	"白"	""	""
"685"	"數"	"数"	"su去声"	"文"	""	""
"686"	"數"	"数"	"sok阴入"	"文"	""	""
"687"	"珠"	"珠"	"tsiu阴平"	"白"	""	""
"688"	"珠"	"珠"	"tsu阴平"	"文"	""	""
"689"	"朱"	"朱"	"tsu阴平"	""	""	""
"690"	"主"	"主"	"tsu阴上"	""	""	""
"691"	"鑄"	"铸"	"tsu去声"	""	""	""
"692"	"樞"	"枢"	"kʰu阴平"	""	""	""
"693"	"輸"	"输"	"su阴平"	""	""	""
"694"	"輸"	"输"	"su去声"	""	""	""
"695"	"戍"	"戍"	"su去声"	""	""	""
"696"	"殊"	"殊"	"su阳平"	""	""	""
"697"	"豎"	"竖"	"su阳上"	""	""	""
"698"	"樹"	"树"	"tsʰiu去声"	"白"	""	""
"699"	"樹"	"树"	"su阳上"	"文"	""	""
"700"	"儒"	"儒"	"dzu阳平"	""	""	""
"701"	"乳"	"乳"	"dzu阴上"	""	""	""
"702"	"拘"	"拘"	"ku阴平"	""	""	""
"703"	"駒"	"驹"	"ku阴平"	""	""	""
"704"	"俱"	"俱"	"ku阳上"	""	""	""
"705"	"矩"	"矩"	"ku阴上"	""	""	""
"706"	"句"	"句"	"ku去声"	""	""	""
"707"	"區"	"区"	"kʰu阴平"	"文"	""	""
"708"	"區"	"区"	"au阴平"	"姓氏音"	""	""
"709"	"驅"	"驱"	"kʰu阴平"	""	""	""
"710"	"瞿"	"瞿"	"kʰu阳平"	"姓氏音"	""	""
"711"	"瞿"	"瞿"	"ku阳上"	""	""	""
"712"	"具"	"具"	"ku阳上"	""	""	""
"713"	"懼"	"惧"	"ku阳上"	""	""	""
"714"	"虞"	"虞"	"ŋo阳平"	""	""	""
"715"	"愚"	"愚"	"ŋo阳平"	"白"	""	""
"716"	"愚"	"愚"	"ŋu阳平"	"文"	""	""
"717"	"娛"	"娱"	"ŋo阳平"	"白"	""	""
"718"	"娛"	"娱"	"ŋu阳平"	"文"	""	""
"719"	"遇"	"遇"	"ŋo阳上"	"白"	""	""
"720"	"遇"	"遇"	"ŋu阳上"	"文"	""	""
"721"	"寓"	"寓"	"ŋo阳上"	"白"	""	""
"722"	"寓"	"寓"	"ŋu阳上"	"文"	""	""
"723"	"吁"	"吁"	"ho阴平"	""	""	""
"724"	"迂"	"迂"	"u阴平"	""	""	""
"725"	"于"	"于"	"i阴平"	""	""	""
"726"	"于"	"于"	"u阴平"	""	""	""
"727"	"盂"	"盂"	"hu阳平"	""	""	""
"728"	"雨"	"雨"	"hou阳上"	"白"	""	""
"729"	"雨"	"雨"	"u阴上"	"文"	""	""
"730"	"禹"	"禹"	"u阴上"	""	""	""
"731"	"宇"	"宇"	"u阴上"	""	""	""
"732"	"羽"	"羽"	"u阴上"	""	""	""
"733"	"芋"	"芋"	"ou去声"	""	""	""
"734"	"芋"	"芋"	"oũ去声"	"又"	""	""
"735"	"逾"	"逾"	"dzu阳平"	""	""	""
"736"	"榆"	"榆"	"dzu阳平"	""	""	""
"737"	"愉"	"愉"	"dzu阳平"	""	""	""
"738"	"愈"	"愈"	"dzu阴上"	""	""	""
"739"	"喻"	"喻"	"dzu去声"	""	""	""
"740"	"裕"	"裕"	"dzu去声"	""	""	""
"741"	"獃"	"呆"	"ŋai阴平"	""	""	""
"742"	"獃"	"呆"	"tai阴平"	""	""	""
"743"	"戴"	"戴"	"tai去声"	"文"	""	""
"744"	"戴"	"戴"	"ti去声"	"白"	""	""
"745"	"戴"	"戴"	"to去声"	"姓氏音"	""	""
"746"	"戴"	"戴"	"tua去声"	"训带字"	""	""
"747"	"胎"	"胎"	"tʰo阴平"	"白"	""	""
"748"	"胎"	"胎"	"tʰai阴平"	"文"	""	""
"749"	"台"	"台"	"tʰai阴平"	""	""	""
"750"	"台"	"台"	"tʰai阳平"	""	""	""
"751"	"態"	"态"	"tʰai去声"	""	""	""
"752"	"貸"	"贷"	"tai去声"	""	""	""
"753"	"臺"	"台"	"tai阳平"	""	""	""
"754"	"臺"	"台"	"tʰai阳平"	""	""	""
"755"	"苔"	"苔"	"tʰai阳平"	"文"	""	""
"756"	"苔"	"苔"	"tʰi阳平"	"白"	""	""
"757"	"抬"	"抬"	"tʰai阳平"	""	""	""
"758"	"殆"	"殆"	"tai阳上"	""	""	""
"759"	"待"	"待"	"tai阳上"	""	""	""
"760"	"待"	"待"	"tʰai阳上"	""	""	""
"761"	"怠"	"怠"	"tai阳上"	""	""	""
"762"	"代"	"代"	"tai去声"	"文"	""	""
"763"	"代"	"代"	"to去声"	"白"	""	""
"764"	"袋"	"袋"	"to去声"	""	""	""
"765"	"袋"	"袋"	"te去声"	""	""	""
"766"	"乃"	"乃"	"nai阴上"	""	""	""
"767"	"耐"	"耐"	"nai阳上"	""	""	""
"768"	"來"	"来"	"lai阳平"	""	""	""
"769"	"災"	"灾"	"tsai阴平"	"文"	""	""
"770"	"災"	"灾"	"tso阴平"	"白"	""	""
"771"	"栽"	"栽"	"tsai阴平"	""	""	""
"772"	"宰"	"宰"	"tsai阴上"	""	""	""
"773"	"載"	"载"	"tsai去声"	""	""	""
"774"	"載"	"载"	"tsai阴上"	""	""	""
"775"	"載"	"载"	"tsai阳上"	""	""	""
"776"	"再"	"再"	"tsai去声"	""	""	""
"777"	"猜"	"猜"	"tsʰaĩ阴平"	""	""	""
"778"	"采"	"采"	"tsʰaĩ阴上"	""	""	""
"779"	"睬"	"睬"	"tsʰaĩ阴上"	""	""	""
"780"	"彩"	"彩"	"tsʰaĩ阴上"	""	""	""
"781"	"菜"	"菜"	"tsʰai去声"	""	""	""
"782"	"裁"	"裁"	"tsʰai阳平"	""	""	""
"783"	"材"	"材"	"tsʰai阳平"	""	""	""
"784"	"才"	"才"	"tsʰai阳平"	"白"	""	""
"785"	"才"	"才"	"tsai阳平"	"文"	""	""
"786"	"纔"	"纔"	"tsʰai阳平"	""	""	""
"787"	"財"	"财"	"tsʰai阳平"	""	""	""
"788"	"在"	"在"	"tsai阳上"	"文"	""	""
"789"	"在"	"在"	"tso阳上"	"白"	""	""
"790"	"腮"	"腮"	"sai阴平"	"文"	""	""
"791"	"腮"	"腮"	"tsʰi阴平"	"白"	""	""
"792"	"賽"	"赛"	"sai去声"	""	""	""
"793"	"該"	"该"	"kai阴平"	""	""	""
"794"	"改"	"改"	"kai阴上"	"文"	""	""
"795"	"改"	"改"	"koi阴上"	"白"	""	""
"796"	"溉"	"溉"	"kai去声"	""	""	""
"797"	"概"	"概"	"kai去声"	""	""	""
"798"	"概"	"概"	"kʰai去声"	""	""	""
"799"	"開"	"开"	"kʰai阴平"	"文"	""	""
"800"	"開"	"开"	"kʰui阴平"	"白"	""	""
"801"	"凱"	"凯"	"kʰai阴上"	""	""	""
"802"	"愷"	"恺"	"kʰai阴上"	""	""	""
"803"	"慨"	"慨"	"kʰai去声"	""	""	""
"804"	"呆"	"呆"	"tai阴平"	""	""	""
"805"	"呆"	"呆"	"ŋai阴平"	""	""	""
"806"	"礙"	"碍"	"ŋai去声"	""	""	""
"807"	"海"	"海"	"hai阴上"	""	""	""
"808"	"孩"	"孩"	"hai阳平"	""	""	""
"809"	"亥"	"亥"	"hai阳上"	""	""	""
"810"	"哀"	"哀"	"ai阴平"	""	""	""
"811"	"埃"	"埃"	"ai阴平"	""	""	""
"812"	"唉"	"唉"	"ai阴平"	""	""	""
"813"	"愛"	"爱"	"aĩ去声"	""	""	""
"814"	"貝"	"贝"	"pue去声"	""	""	""
"815"	"貝"	"贝"	"pue阳上"	""	""	""
"816"	"沛"	"沛"	"pʰai去声"	""	""	""
"817"	"帶"	"带"	"tua去声"	"白"	""	""
"818"	"帶"	"带"	"tai去声"	"文"	""	""
"819"	"泰"	"泰"	"tʰai去声"	""	""	""
"820"	"太"	"太"	"tʰai去声"	""	""	""
"821"	"奈"	"奈"	"nai阳上"	""	""	""
"822"	"賴"	"赖"	"nai阳上"	"文"	""	""
"823"	"賴"	"赖"	"lua去声"	"白"	""	""
"824"	"癩"	"癞"	"nai去声"	""	""	""
"825"	"蔡"	"蔡"	"tsʰua去声"	""	""	""
"826"	"蓋"	"盖"	"kai去声"	"文"	""	""
"827"	"蓋"	"盖"	"kʰam去声"	"文"	""	""
"828"	"蓋"	"盖"	"kʰaĩ去声"	"白"	""	""
"829"	"蓋"	"盖"	"kua去声"	"白"	""	""
"830"	"蓋"	"盖"	"kʰap阴入"	"文"	""	""
"831"	"蓋"	"盖"	"kʰop阴入"	"文"	""	""
"832"	"丐"	"丐"	"kai去声"	""	""	""
"833"	"艾"	"艾"	"haĩ去声"	"白"	""	""
"834"	"艾"	"艾"	"ŋai阳上"	"文"	""	""
"835"	"艾"	"艾"	"ai去声"	"文"	""	""
"836"	"害"	"害"	"hai去声"	""	""	""
"837"	"藹"	"蔼"	"ai去声"	""	""	""
"838"	"靄"	"霭"	"ai阴上"	""	""	""
"839"	"拜"	"拜"	"pai阳上"	""	""	""
"840"	"拜"	"拜"	"pai去声"	""	""	""
"841"	"排"	"排"	"pai阳平"	"文"	""	""
"842"	"排"	"排"	"pʰai阳平"	"文"	""	""
"843"	"埋"	"埋"	"mai阳平"	""	""	""
"844"	"齋"	"斋"	"tsai阴平"	"文"	""	""
"845"	"齋"	"斋"	"tse阴平"	"白"	""	""
"846"	"豺"	"豺"	"tsʰai阳平"	"文"	""	""
"847"	"豺"	"豺"	"saĩ阳平"	"白"	""	""
"848"	"皆"	"皆"	"kai阴平"	""	""	""
"849"	"偕"	"偕"	"kai阴平"	""	""	""
"850"	"偕"	"偕"	"hai阳平"	""	""	""
"851"	"稭"	"秸"	"kai阴平"	""	""	""
"852"	"稭"	"秸"	"kiak阴入"	""	""	""
"853"	"街"	"街"	"koi阴平"	""	""	""
"854"	"階"	"阶"	"kai阴平"	""	""	""
"855"	"戒"	"戒"	"kai去声"	""	""	""
"856"	"芥"	"芥"	"kai去声"	"文"	""	""
"857"	"芥"	"芥"	"kʰaʔ阴入"	"俗"	""	""
"858"	"尬"	"尬"	"kai去声"	""	""	""
"859"	"界"	"界"	"kai去声"	"文"	""	""
"860"	"界"	"界"	"kua去声"	"白"	""	""
"861"	"界"	"界"	"koi去声"	"白"	""	""
"862"	"介"	"介"	"kai去声"	""	""	""
"863"	"疥"	"疥"	"kai去声"	"文"	""	""
"864"	"疥"	"疥"	"koi去声"	"白"	""	""
"865"	"届"	"届"	"kai去声"	"文"	""	""
"866"	"届"	"届"	"koi去声"	"白"	""	""
"867"	"揩"	"揩"	"kai阴平"	"文"	""	""
"868"	"揩"	"揩"	"kʰoi阴平"	"白"	""	""
"869"	"楷"	"楷"	"kai阴平"	""	""	""
"870"	"楷"	"楷"	"kʰai阴上"	""	""	""
"871"	"諧"	"谐"	"hai阳平"	""	""	""
"872"	"駭"	"骇"	"hai阳上"	""	""	""
"873"	"械"	"械"	"hai阳上"	""	""	""
"874"	"挨"	"挨"	"oi阴平"	"白"	""	""
"875"	"挨"	"挨"	"ue阴平"	"白"	""	""
"876"	"挨"	"挨"	"ai阴平"	"文"	""	""
"877"	"擺"	"摆"	"pai阴上"	""	""	""
"878"	"派"	"派"	"pʰai去声"	""	""	""
"879"	"牌"	"牌"	"pai阳平"	""	""	""
"880"	"罷"	"罢"	"pa阳上"	""	""	""
"881"	"稗"	"稗"	"pʰoi去声"	"白"	""	""
"882"	"稗"	"稗"	"pi阴上"	"文"	""	""
"883"	"買"	"买"	"boi阴上"	""	""	""
"884"	"賣"	"卖"	"boi去声"	""	""	""
"885"	"奶"	"奶"	"ne阴平"	"白"	""	""
"887"	"奶"	"奶"	"nai阴上"	"文"	""	""
"888"	"債"	"债"	"tse去声"	""	""	""
"889"	"釵"	"钗"	"tsʰe阴平"	"白"	""	""
"890"	"釵"	"钗"	"tsʰai阴平"	"文"	""	""
"891"	"柴"	"柴"	"tsʰa阳平"	"训"	""	""
"892"	"柴"	"柴"	"tsʰai阳平"	"文"	""	""
"893"	"篩"	"筛"	"sai阴平"	"文"	""	""
"894"	"篩"	"筛"	"tʰai阴平"	"训"	""	""
"895"	"曬"	"晒"	"sai去声"	""	""	""
"896"	"佳"	"佳"	"kia阴平"	""	""	""
"897"	"解"	"解"	"koi阴上"	"白"	""	""
"898"	"解"	"解"	"koi去声"	"白"	""	""
"899"	"解"	"解"	"hai阳上"	"文"	""	""
"900"	"解"	"解"	"kai阴上"	"文"	""	""
"901"	"涯"	"涯"	"ŋai阳平"	""	""	""
"902"	"崖"	"崖"	"ŋai阳平"	""	""	""
"903"	"鞋"	"鞋"	"oi阳平"	""	""	""
"904"	"蟹"	"蟹"	"hoi阳上"	""	""	""
"905"	"解"	"解"	"koi阴上"	"白"	""	""
"906"	"解"	"解"	"koi去声"	"白"	""	""
"907"	"解"	"解"	"kai阴上"	"文"	""	""
"908"	"懈"	"懈"	"hai阳上"	""	""	""
"909"	"矮"	"矮"	"oi阴上"	""	""	""
"910"	"隘"	"隘"	"ai去声"	""	""	""
"911"	"敗"	"败"	"pai去声"	""	""	""
"912"	"邁"	"迈"	"mai阳上"	""	""	""
"913"	"寨"	"寨"	"tse去声"	"白"	""	""
"914"	"寨"	"寨"	"tsai去声"	"文"	""	""
"915"	"蔽"	"蔽"	"pi去声"	""	""	""
"916"	"斃"	"毙"	"pi去声"	""	""	""
"917"	"敝"	"敝"	"pi去声"	""	""	""
"918"	"幣"	"币"	"pi去声"	""	""	""
"919"	"弊"	"弊"	"pi去声"	""	""	""
"920"	"厲"	"厉"	"li去声"	""	""	""
"921"	"勵"	"励"	"li阳上"	""	""	""
"922"	"例"	"例"	"li去声"	""	""	""
"923"	"例"	"例"	"le去声"	""	""	""
"924"	"祭"	"祭"	"tsi去声"	""	""	""
"925"	"祭"	"祭"	"tse去声"	"姓氏音"	""	""
"926"	"際"	"际"	"tsi去声"	""	""	""
"927"	"穄"	"穄"	"tsi去声"	""	""	""
"928"	"滯"	"滞"	"ti去声"	""	""	""
"929"	"制"	"制"	"tsi去声"	""	""	""
"930"	"製"	"制"	"tsi去声"	""	""	""
"931"	"勢"	"势"	"si去声"	""	""	""
"932"	"世"	"世"	"si去声"	"白"	""	""
"933"	"世"	"世"	"su去声"	"文"	""	""
"934"	"誓"	"誓"	"si去声"	""	""	""
"935"	"逝"	"逝"	"si去声"	""	""	""
"936"	"藝"	"艺"	"goi去声"	""	""	""
"937"	"囈"	"呓"	"goi去声"	"白"	""	""
"938"	"囈"	"呓"	"ŋi去声"	"文"	""	""
"939"	"刈"	"刈"	"ŋi阳上"	"文"	""	""
"940"	"刈"	"刈"	"ŋai阳上"	"白"	""	""
"941"	"閉"	"闭"	"pi阳上"	""	""	""
"942"	"箅"	"箅"	"pi去声"	""	""	""
"943"	"批"	"批"	"pʰoi阴平"	"白"	""	""
"944"	"批"	"批"	"pʰi阴平"	"文"	""	""
"945"	"陛"	"陛"	"pi阳上"	""	""	""
"946"	"迷"	"迷"	"mi阳平"	""	""	""
"947"	"米"	"米"	"bi阴上"	""	""	""
"948"	"謎"	"谜"	"mi去声"	""	""	""
"949"	"堤"	"堤"	"toi阴平"	"白"	""	""
"950"	"堤"	"堤"	"ti阴平"	"文"	""	""
"951"	"低"	"低"	"ti阴平"	""	""	""
"952"	"底"	"底"	"toi阴上"	"白"	""	""
"953"	"底"	"底"	"ti阴上"	"文"	""	""
"954"	"底"	"底"	"te阴上"	"文"	""	""
"955"	"底"	"底"	"ti去声"	"又"	""	""
"956"	"底"	"底"	"te去声"	"又"	""	""
"957"	"抵"	"抵"	"toi阴上"	"白"	""	""
"958"	"抵"	"抵"	"ti阴上"	"文"	""	""
"959"	"抵"	"抵"	"te阴上"	"文"	""	""
"960"	"帝"	"帝"	"ti去声"	""	""	""
"961"	"梯"	"梯"	"tʰui阴平"	"白"	""	""
"962"	"梯"	"梯"	"tʰi阴平"	"文"	""	""
"963"	"體"	"体"	"tʰoi阴上"	"白"	""	""
"964"	"體"	"体"	"tʰi阴上"	"文"	""	""
