單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	備註
鎗		c	iaang	1		c	iang	1		ʦʰ	iaŋ	23	
嗆		c	iaang	1		c	iang	1		ʦʰ	iaŋ	23	
搶		c	iaang	2		c	iang	3		ʦʰ	iaŋ	35	
長		c	iaang	4		c	iang	2		ʦʰ	iaŋ	22	長久
場		c	iaang	4		c	iang	2		ʦʰ	iaŋ	22	
腸		c	iaang	4		c	iang	2		ʦʰ	iaŋ	22	
薔		t	iaang	4		t	iang	2		tʰ	iaŋ	22	
牆		t	iaang	4		t	iang	2		tʰ	iaŋ	22	
戕		c	iaang	4		c	iang	2		ʦʰ	iaŋ	22	
妾		t	iaap	7B		t	iap	7		tʰ	iap	23	
撮		t	waat	7B		t	uat	7		tʰ	uat	23	
切		t	it	7B		t	it	7		tʰ	it	23	急切
設		c	it	7B		c	it	7		ʦʰ	it	23	
撤		c	it	7B		c	it	7		ʦʰ	it	23	
徹		c	it	7B		c	it	7		ʦʰ	it	23	
澈		c	it	7B		c	it	7		ʦʰ	it	23	
轍		c	it	7B		c	it	7		ʦʰ	it	23	
俏		t	iaau	1		t	iau	1		tʰ	iau	23	
峭		t	iaau	1		t	iau	1		tʰ	iau	23	
肖		t	iaau	1		t	iau	1		tʰ	iau	23	肖像
超		c	iaau	1		c	iau	1		ʦʰ	iau	23	
昭		c	iaau	1		c	iau	1		ʦʰ	iau	23	
鞘		c	iaau	1		c	iau	1		ʦʰ	iau	23	
悄		t	iaau	2		t	iau	3		tʰ	iau	35	
憔		t	iaau	4		t	iau	2		tʰ	iau	22	
樵		t	iaau	4		t	iau	2		tʰ	iau	22	
晁		c	iaau	4		c	iau	2		ʦʰ	iau	22	
朝		c	iaau	4		c	iau	2		ʦʰ	iau	22	朝廷
潮		c	iaau	4		c	iau	2		ʦʰ	iau	22	
瞧		c	iaau	4		c	iau	2		ʦʰ	iau	22	
錯		t	o	1		t	o	1		tʰ	ɔ	23	
挫		t	o	1		t	o	1		tʰ	ɔ	23	
搓		t	o	1		t	o	1		tʰ	ɔ	23	
磋		t	o	1		t	o	1		tʰ	ɔ	23	
蹉		t	o	1		t	o	1		tʰ	ɔ	23	
初		c	o	1		c	o	1		ʦʰ	ɔ	23	
雛		c	o	1		c	o	1		ʦʰ	ɔ	23	
坐		t	o	1		t	o	1		tʰ	ɔ	23	
楚		c	o	2		c	o	3		ʦʰ	ɔ	35	
礎		c	o	2		c	o	3		ʦʰ	ɔ	35	
鋤		c	o	4		c	o	2		ʦʰ	ɔ	22	
蔡		t	oi	1		t	oi	1		tʰ	ɔi	23	
菜		t	oi	1		t	oi	1		tʰ	ɔi	23	
塞		t	oi	1		t	oi	1		tʰ	ɔi	23	塞外
賽		t	oi	1		t	oi	1		tʰ	ɔi	23	
采		t	oi	2		t	oi	3		tʰ	ɔi	35	
採		t	oi	2		t	oi	3		tʰ	ɔi	35	
彩		t	oi	2		t	oi	3		tʰ	ɔi	35	
綵		t	oi	2		t	oi	3		tʰ	ɔi	35	
睬		c	oi	2		c	oi	3		ʦʰ	ɔi	35	
才		t	oi	4		t	oi	2		tʰ	ɔi	22	
材		t	oi	4		t	oi	2		tʰ	ɔi	22	
財		t	oi	4		t	oi	2		tʰ	ɔi	22	
裁		t	oi	4		t	oi	2		tʰ	ɔi	22	
綽		c	ok	7B		c	ok	7		ʦʰ	ɔk	23	
戳		c	ok	7B		c	ok	7		ʦʰ	ɔk	23	
倉		t	ong	1		t	ong	1		tʰ	ɔŋ	23	
蒼		t	ong	1		t	ong	1		tʰ	ɔŋ	23	
滄		t	ong	1		t	ong	1		tʰ	ɔŋ	23	
瘡		c	ong	1		c	ong	1		ʦʰ	ɔŋ	23	
創		c	ong	1		c	ong	1		ʦʰ	ɔŋ	23	
愴		c	ong	1		c	ong	1		ʦʰ	ɔŋ	23	
艙		c	ong	1		c	ong	1		ʦʰ	ɔŋ	23	
窗		c	ong	1		c	ong	1		ʦʰ	ɔŋ	23	
闖		c	ong	2		c	ong	3		ʦʰ	ɔŋ	35	
敞		c	ong	2		c	ong	3		ʦʰ	ɔŋ	35	
廠		c	ong	2		c	ong	3		ʦʰ	ɔŋ	35	
庠		t	ong	4		t	ong	2		tʰ	ɔŋ	22	
祥		t	ong	4		t	ong	2		tʰ	ɔŋ	22	
翔		t	ong	4		t	ong	2		tʰ	ɔŋ	22	
床		c	ong	4		c	ong	2		ʦʰ	ɔŋ	22	
詳		c	ong	4		c	ong	2		ʦʰ	ɔŋ	22	
幢		c	ong	4		c	ong	2		ʦʰ	ɔŋ	22	幡幢
藏		t	ong	4		t	ong	2		tʰ	ɔŋ	22	收藏
醋		t	ou	1		t	ou	1		tʰ	ou	23	
厝		t	ou	1		t	ou	1		tʰ	ou	23	
措		t	ou	1		t	ou	1		tʰ	ou	23	
錯		t	ou	1		t	ou	1		tʰ	ou	23	同“措”
躁		t	aau	1		t	au	1		tʰ	au	23	
澡		t	aau	1		t	au	1		tʰ	au	23	
操		t	aau	1		t	au	1		tʰ	au	23	
糙		t	aau	1		t	au	1		tʰ	au	23	
噪		t	aau	1		t	au	1		tʰ	au	23	
燥		t	aau	1		t	au	1		tʰ	au	23	
聚		t	ou	1		t	ou	1		tʰ	ou	23	聚錢，存錢
粗		t	ou	1		t	ou	1		tʰ	ou	23	
娶		t	ou	2		t	ou	3		tʰ	ou	35	娶老婆、娶新婦
草		t	aau	2		t	au	3		tʰ	au	35	
槽		t	aau	4		t	au	2		tʰ	au	22	
曹		t	aau	4		t	au	2		tʰ	au	22	
嘈		t	aau	4		t	au	2		tʰ	au	22	
脆		t	ui	1		t	ui	1		tʰ	ui	23	
翠		t	ui	1		t	ui	1		tʰ	ui	23	
蛆		t	ui	1		t	ui	1		tʰ	ui	23	
趨		t	ui	1		t	ui	1		tʰ	ui	23	
趣		t	ui	1		t	ui	1		tʰ	ui	23	
崔		t	ui	1		t	ui	1		tʰ	ui	23	
催		t	ui	1		t	ui	1		tʰ	ui	23	
璀		t	ui	1		t	ui	1		tʰ	ui	23	
吹		c	ui	1		c	ui	1		ʦʰ	ui	23	
炊		c	ui	1		c	ui	1		ʦʰ	ui	23	
衰		c	ui	1		c	ui	1		ʦʰ	ui	23	齊衰
摧		t	ui	1		t	ui	1		tʰ	ui	23	
覷		c	ui	1		c	ui	1		ʦʰ	ui	23	
取		t	ui	2		t	ui	3		tʰ	ui	35	
娶		t	ui	2		t	ui	3		tʰ	ui	35	
處		c	ui	2		c	ui	3		ʦʰ	ui	35	處理
隋		t	ui	4		t	ui	2		tʰ	ui	22	
隨		t	ui	4		t	ui	2		tʰ	ui	22	
錘		c	ui	4		c	ui	2		ʦʰ	ui	22	鐵錘
槌		c	ui	4		c	ui	2		ʦʰ	ui	22	
鎚		c	ui	4		c	ui	2		ʦʰ	ui	22	
椎		c	ui	4		c	ui	2		ʦʰ	ui	22	鐵椎
除		c	ui	4		c	ui	2		ʦʰ	ui	22	
徐		t	ui	4		t	ui	2		tʰ	ui	22	
處		c	ui	5		c	ui	5		ʦʰ	ui	21	四處
蜍		c	ui	4		c	ui	2		ʦʰ	ui	22	
廚		c	ui	4		c	ui	2		ʦʰ	ui	22	
搥		c	ui	4		c	ui	2		ʦʰ	ui	22	
櫥		c	ui	4		c	ui	2		ʦʰ	ui	22	
蹙		t	uk	7A		t	uk	6		tʰ	ʊk	35	
蹴		t	uk	7A		t	uk	6		tʰ	ʊk	35	
蓄		t	uk	7A		t	uk	6		tʰ	ʊk	35	
促		t	uk	7A		t	uk	6		tʰ	ʊk	35	
簇		t	uk	7A		t	uk	6		tʰ	ʊk	35	
速		t	uk	7A		t	uk	6		tʰ	ʊk	35	
矗		c	uk	7A		c	uk	6		ʦʰ	ʊk	35	
束		c	uk	7A		c	uk	6		ʦʰ	ʊk	35	
畜		c	uk	7A		c	uk	6		ʦʰ	ʊk	35	
齪		c	uk	7A		c	uk	6		ʦʰ	ʊk	35	
囪		t	ung	1		t	ung	1		tʰ	ʊŋ	23	
蔥		t	ung	1		t	ung	1		tʰ	ʊŋ	23	
聰		t	ung	1		t	ung	1		tʰ	ʊŋ	23	
沖		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	
衷		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	
忡		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	
充		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	
銃		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	
重		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	重量重
匆		c	ung	1		c	ung	1		ʦʰ	ʊŋ	23	
冢		c	ung	2		c	ung	3		ʦʰ	ʊŋ	35	
塚		c	ung	2		c	ung	3		ʦʰ	ʊŋ	35	
寵		c	ung	2		c	ung	3		ʦʰ	ʊŋ	35	
衝		c	ung	2		c	ung	3		ʦʰ	ʊŋ	35	
憧		c	ung	2		c	ung	3		ʦʰ	ʊŋ	35	
蟲		c	ung	4		c	ung	2		ʦʰ	ʊŋ	22	
重		c	ung	4		c	ung	2		ʦʰ	ʊŋ	22	重新
松		t	ung	4		t	ung	2		tʰ	ʊŋ	22	
從		t	ung	4		t	ung	2		tʰ	ʊŋ	22	
叢		t	ung	4		t	ung	2		tʰ	ʊŋ	22	
打			aa	2			a	3		ʔ	a	35	
帶			aai	1			ai	1		ʔ	ai	23	
戴			aai	1			ai	1		ʔ	ai	23	
歹			aai	2			ai	3		ʔ	ai	35	
帶			aai	5			ai	5		ʔ	ai	21	
大			aai	6			ai	4		ʔ	ai	31	
眈			aam	1			am	1		ʔ	am	23	
耽			aam	1			am	1		ʔ	am	23	
擔			aam	1			am	1		ʔ	am	23	
膽			aam	2			am	3		ʔ	am	35	
澹			aam	6			am	4		ʔ	am	31	
淡			aam	6			am	4		ʔ	am	31	冷淡
誕			aan	1			an	1		ʔ	an	23	
丹			aan	1			an	1		ʔ	an	23	
單			aan	1			an	1		ʔ	an	23	單純
殫			aan	1			an	1		ʔ	an	23	
旦			aan	1			an	1		ʔ	an	23	
但			aan	6			an	4		ʔ	an	31	
憚			aan	6			an	4		ʔ	an	31	
彈			aan	6			an	4		ʔ	an	31	彈丸
蛋			aan	6			an	4		ʔ	an	31	
撢			aan	6			an	4		ʔ	an	31	雞毛撢子
沓			aap	8			ap	8		ʔ	ap	31	
踏			aap	8			ap	8		ʔ	ap	31	
蹋			aap	8			ap	8		ʔ	ap	31	
拓			aap	8			ap	8		ʔ	ap	31	拓本
答			aap	7B			ap	7		ʔ	ap	23	
搭			aap	7B			ap	7		ʔ	ap	23	
達			aat	8			at	8		ʔ	at	31	
低			e	1			e	1		ʔ	ɛ	23	
締			oi	1			oi	1		ʔ	ɔi	23	
帝			oi	1			oi	1		ʔ	ɔi	23	
諦			oi	1			oi	1		ʔ	ɔi	23	
蒂			oi	1			oi	1		ʔ	ɔi	23	
抵			e	2			e	3		ʔ	ɛ	35	
底			e	2			e	3		ʔ	ɛ	35	
柢			oi	2			oi	3		ʔ	ɔi	35	
邸			oi	2			oi	3		ʔ	ɔi	35	
牴			oi	2			oi	3		ʔ	ɔi	35	
逮			oi	6			oi	4		ʔ	ɔi	31	
第			oi	6			oi	4		ʔ	ɔi	31	
弟			e	6			e	4		ʔ	ɛ	31	
弟			oi	6			oi	4		ʔ	ɔi	31	又音
弟			e	2			e	3		ʔ	ɛ	35	老弟，白讀
遞			oi	6			oi	4		ʔ	ɔi	31	
隸			oi	6			oi	4		ʔ	ɔi	31	
特			aak	8			ak	8		ʔ	ak	31	
得			aak	7A			ak	6		ʔ	ak	35	
德			aak	7A			ak	6		ʔ	ak	35	
得			aak	7B			ak	7		ʔ	ak	23	得知隨
砧			am	5			aem	5		ʔ	ɐm	21	砧板，白讀
敦			an	1			aen	1		ʔ	ɐn	23	
墩			an	1			aen	1		ʔ	ɐn	23	
噸			an	1			aen	1		ʔ	ɐn	23	
盹			an	6			aen	4		ʔ	ɐn	31	
沌			an	6			aen	4		ʔ	ɐn	31	
鈍			an	6			aen	4		ʔ	ɐn	31	
遁			an	6			aen	4		ʔ	ɐn	31	
頓			an	6			aen	4		ʔ	ɐn	31	安頓
燉			an	6			aen	4		ʔ	ɐn	31	
瞪			aang	1			ang	1		ʔ	aŋ	23	
登			aang	1			ang	1		ʔ	aŋ	23	
凳			aang	1			ang	1		ʔ	aŋ	23	
燈			aang	1			ang	1		ʔ	aŋ	23	
等			aang	2			ang	3		ʔ	aŋ	35	
蹬			aang	6			ang	4		ʔ	aŋ	31	
鄧			aang	6			ang	4		ʔ	aŋ	31	
凸			at	8			aet	8		ʔ	ɐt	31	
突			at	8			aet	8		ʔ	ɐt	31	
咄			at	7A			aet	6		ʔ	ɐt	35	
兜			ou	1			ou	1		ʔ	ou	23	
鬥			ou	1			ou	1		ʔ	ou	23	
糾			ou	2			ou	3		ʔ	ou	35	
抖			ou	2			ou	3		ʔ	ou	35	
陡			ou	2			ou	3		ʔ	ou	35	
蚪			ou	2			ou	3		ʔ	ou	35	
斗			ou	2			ou	3		ʔ	ou	35	
逗			ou	6			ou	4		ʔ	ou	31	
豆			ou	6			ou	4		ʔ	ou	31	
荳			ou	6			ou	4		ʔ	ou	31	
竇			ou	6			ou	4		ʔ	ou	31	
痘			ou	6			ou	4		ʔ	ou	31	
讀			ou	6			ou	4		ʔ	ou	31	句讀
爹			iaa	1			ia	1		ʔ	ia	23	
知			ei	1			ei	1		ʔ	ei	23	知道
地			ei	6			ei	4		ʔ	ei	31	
笛			iaak	7A			iak	6		ʔ	iak	35	
滴			iaak	7B			iak	7		ʔ	iak	23	滴水，白讀
丁			iaang	1			iang	1		ʔ	iaŋ	23	白讀
釘			iaang	1			iang	1		ʔ	iaŋ	23	釘子
釘			iaang	5			iang	5		ʔ	iaŋ	21	變調
盯			iaang	1			iang	1		ʔ	iaŋ	23	
叮			iaang	1			iang	1		ʔ	iaŋ	23	
頂			iaang	2			iang	3		ʔ	iaŋ	35	頭頂，白讀
鼎			iaang	2			iang	3		ʔ	iaŋ	35	白讀
定			iaang	6			iang	4		ʔ	iaŋ	31	落定，白讀
訂			iaang	6			iang	4		ʔ	iaŋ	31	落訂，白讀
狄			ik	8			ik	8		ʔ	ɪk	31	
迪			ik	8			ik	8		ʔ	ɪk	31	
荻			ik	8			ik	8		ʔ	ɪk	31	
滌			ik	8			ik	8		ʔ	ɪk	31	
敵			ik	8			ik	8		ʔ	ɪk	31	
滴			ik	8			ik	8		ʔ	ɪk	31	
嘀			ik	8			ik	8		ʔ	ɪk	31	
的			ik	7A			ik	6		ʔ	ɪk	35	
店			iaam	1			iam	1		ʔ	iam	23	
玷			iaam	1			iam	1		ʔ	iam	23	
惦			iaam	1			iam	1		ʔ	iam	23	
點			iaam	2			iam	3		ʔ	iam	35	
踮			iaam	2			iam	3		ʔ	iam	35	
端			waan	1			uan	1		ʔ	uan	23	
鍛			waan	1			uan	1		ʔ	uan	23	
墊			in	1			in	1		ʔ	in	23	
墊		d	in	1		d	in	1		t	in	23	白讀
顛			in	1			in	1		ʔ	in	23	
巔			in	1			in	1		ʔ	in	23	
癲			in	1			in	1		ʔ	in	23	
唸			in	1			in	1		ʔ	in	23	
蹲			an	1			aen	1		ʔ	ɐn	23	
短			waan	2			uan	3		ʔ	uan	35	
典			in	2			in	3		ʔ	in	35	
碘			in	2			in	3		ʔ	in	35	
段			waan	6			uan	4		ʔ	uan	31	
緞			waan	6			uan	4		ʔ	uan	31	
斷			waan	6			uan	4		ʔ	uan	31	診斷
斷			waan	6			uan	4		ʔ	uan	31	恩斷義絕
佃			in	6			in	4		ʔ	in	31	佃農
甸			in	6			in	4		ʔ	in	31	
奠			in	6			in	4		ʔ	in	31	
電			in	6			in	4		ʔ	in	31	
殿			in	6			in	4		ʔ	in	31	
澱			in	6			in	4		ʔ	in	31	
靛			in	6			in	4		ʔ	in	31	
仃			ing	1			ing	1		ʔ	ɪŋ	23	
叮			ing	1			ing	1		ʔ	ɪŋ	23	
訂			ing	1			ing	1		ʔ	ɪŋ	23	
盯			ing	1			ing	1		ʔ	ɪŋ	23	
丁			ing	1			ing	1		ʔ	ɪŋ	23	
町			ing	1			ing	1		ʔ	ɪŋ	23	
頂			ing	2			ing	3		ʔ	ɪŋ	35	頂替
鼎			ing	2			ing	3		ʔ	ɪŋ	35	
町			ing	2			ing	3		ʔ	ɪŋ	35	町畦
定			ing	6			ing	4		ʔ	ɪŋ	31	安定
琢			iaak	7B			iak	7		ʔ	iak	23	
啄			iaak	7B			iak	7		ʔ	iak	23	
喋			iaap	8			iap	8		ʔ	iap	31	
疊			iaap	8			iap	8		ʔ	iap	31	
褶			iaap	8			iap	8		ʔ	iap	31	
蝶			iaap	8			iap	8		ʔ	iap	31	
碟			iaap	8			iap	8		ʔ	iap	31	
奪			waat	8			uat	8		ʔ	uat	31	
迭			it	8			it	8		ʔ	it	31	
秩			it	8			it	8		ʔ	it	31	
跌			it	7B			it	7		ʔ	it	23	
刁			iaau	1			iau	1		ʔ	iau	23	
凋			iaau	1			iau	1		ʔ	iau	23	
貂			iaau	1			iau	1		ʔ	iau	23	
雕			iaau	1			iau	1		ʔ	iau	23	
鵰			iaau	1			iau	1		ʔ	iau	23	
弔			iaau	1			iau	1		ʔ	iau	23	
釣			iaau	1			iau	1		ʔ	iau	23	
叼			iaau	1			iau	1		ʔ	iau	23	
吊			iaau	1			iau	1		ʔ	iau	23	
丟			iaau	1			iau	1		ʔ	iau	23	
調			iaau	6			iau	4		ʔ	iau	31	調動
掉			iaau	6			iau	4		ʔ	iau	31	
多			o	1			o	1		ʔ	ɔ	23	
朵			o	2			o	3		ʔ	ɔ	35	
躲			o	2			o	3		ʔ	ɔ	35	
跺			o	2			o	3		ʔ	ɔ	35	
墮			o	6			o	4		ʔ	ɔ	31	
惰			o	6			o	4		ʔ	ɔ	31	
代			oi	6			oi	4		ʔ	ɔi	31	
岱			oi	6			oi	4		ʔ	ɔi	31	
袋			oi	6			oi	4		ʔ	ɔi	31	
黛			oi	6			oi	4		ʔ	ɔi	31	
殆			oi	6			oi	4		ʔ	ɔi	31	
待			oi	6			oi	4		ʔ	ɔi	31	
怠			oi	6			oi	4		ʔ	ɔi	31	
度			ok	8			ok	8		ʔ	ɔk	31	量度
踱			ok	8			ok	8		ʔ	ɔk	31	
當			ong	1			ong	1		ʔ	ɔŋ	23	當然
鐺			ong	1			ong	1		ʔ	ɔŋ	23	鐺鐺
當			ong	1			ong	1		ʔ	ɔŋ	23	適當
擋			ong	1			ong	1		ʔ	ɔŋ	23	摒擋
噹			ong	1			ong	1		ʔ	ɔŋ	23	
檔			ong	1			ong	1		ʔ	ɔŋ	23	拍檔
黨			ong	2			ong	3		ʔ	ɔŋ	35	
擋			ong	2			ong	3		ʔ	ɔŋ	35	阻擋
檔			ong	2			ong	3		ʔ	ɔŋ	35	檔案
宕			ong	6			ong	4		ʔ	ɔŋ	31	
蕩			ong	6			ong	4		ʔ	ɔŋ	31	
盪			ong	6			ong	4		ʔ	ɔŋ	31	
都			ou	1			ou	1		ʔ	ou	23	
刀			aau	1			au	1		ʔ	au	23	
到			aau	1			au	1		ʔ	au	23	
倒			aau	1			au	1		ʔ	au	23	
嘟			ou	1			ou	1		ʔ	ou	23	
叨			aau	1			au	1		ʔ	au	23	嘮叨
闍			aau	1			au	1		ʔ	au	23	
肚			ou	2			ou	3		ʔ	ou	35	
堵			ou	2			ou	3		ʔ	ou	35	
睹			ou	2			ou	3		ʔ	ou	35	
賭			ou	2			ou	3		ʔ	ou	35	
島			aau	2			au	3		ʔ	au	35	
擣			aau	2			au	3		ʔ	au	35	
倒			aau	2			au	3		ʔ	au	35	
搗			aau	2			au	3		ʔ	au	35	
鍍			ou	6			ou	4		ʔ	ou	31	
度			ou	6			ou	4		ʔ	ou	31	度量衡
渡			ou	6			ou	4		ʔ	ou	31	
杜			ou	6			ou	4		ʔ	ou	31	
妒			ou	6			ou	4		ʔ	ou	31	
導			aau	6			au	4		ʔ	au	31	
蹈			aau	6			au	4		ʔ	au	31	
悼			aau	6			au	4		ʔ	au	31	
盜			aau	6			au	4		ʔ	au	31	
道			aau	6			au	4		ʔ	au	31	
稻			aau	6			au	4		ʔ	au	31	
兌			ui	1			ui	1		ʔ	ui	23	
堆			ui	1			ui	1		ʔ	ui	23	
堆			ui	5			ui	5		ʔ	ui	21	變調；沙堆，地名
對			ui	1			ui	1		ʔ	ui	23	
隊			ui	6			ui	4		ʔ	ui	31	
毒			uk	8			uk	8		ʔ	ʊk	31	
獨			uk	8			uk	8		ʔ	ʊk	31	
瀆			uk	8			uk	8		ʔ	ʊk	31	
犢			uk	8			uk	8		ʔ	ʊk	31	
讀			uk	8			uk	8		ʔ	ʊk	31	朗讀
頓			uk	8			uk	8		ʔ	ʊk	31	冒頓
篤			uk	9			uk	9		ʔ	ʊk	21	
督			uk	7A			uk	6		ʔ	ʊk	35	
篤			uk	7A			uk	6		ʔ	ʊk	35	
冬			ung	1			ung	1		ʔ	ʊŋ	23	
東			ung	1			ung	1		ʔ	ʊŋ	23	
鶇			ung	1			ung	1		ʔ	ʊŋ	23	
凍			ung	1			ung	1		ʔ	ʊŋ	23	
咚			ung	1			ung	1		ʔ	ʊŋ	23	
董			ung	2			ung	3		ʔ	ʊŋ	35	
懂			ung	2			ung	3		ʔ	ʊŋ	35	
幢			ung	6			ung	4		ʔ	ʊŋ	31	一幢樓
洞			ung	6			ung	4		ʔ	ʊŋ	31	
動			ung	6			ung	4		ʔ	ʊŋ	31	
棟			ung	6			ung	4		ʔ	ʊŋ	31	
花		f	aa	1		f	a	1		f	a	23	
化		f	aa	1		f	a	1		f	a	23	
快		f	aai	1		f	ai	1		f	ai	23	
快		f	aai	2		f	ai	3		f	ai	35	變調
塊		f	aai	1		f	ai	1		f	ai	23	
傀		f	aai	1		f	ai	1		f	ai	23	傀儡
筷		f	aai	1		f	ai	1		f	ai	23	
販		f	aan	1		f	an	1		f	an	23	
番		f	aan	1		f	an	1		f	an	23	
翻		f	aan	1		f	an	1		f	an	23	
返		f	aan	2		f	an	3		f	an	35	
反		f	aan	2		f	an	3		f	an	35	
帆		f	aan	4		f	an	2		f	an	22	
凡		f	aan	4		f	an	2		f	an	22	
梵		f	aan	4		f	an	2		f	an	22	
蕃		f	aan	4		f	an	2		f	an	22	
藩		f	aan	4		f	an	2		f	an	22	
煩		f	aan	4		f	an	2		f	an	22	
樊		f	aan	4		f	an	2		f	an	22	
繁		f	aan	4		f	an	2		f	an	22	
犯		f	aan	6		f	an	4		f	an	31	
范		f	aan	6		f	an	4		f	an	31	
範		f	aan	6		f	an	4		f	an	31	
氾		f	aan	6		f	an	4		f	an	31	
泛		f	aan	6		f	an	4		f	an	31	
飯		f	aan	6		f	an	4		f	an	31	
瓣		f	aan	6		f	an	4		f	an	31	花瓣
法		f	aat	7A		f	at	6		f	at	35	
髮		f	aat	7A		f	at	6		f	at	35	
發		f	aat	7A		f	at	6		f	at	35	長發里，地名
法		f	aat	7B		f	at	7		f	at	23	
發		f	aat	7B		f	at	7		f	at	23	
砝		f	aat	7B		f	at	7		f	at	23	
廢		f	i	1		f	i	1		f	i	23	
肺		f	i	1		f	i	1		f	i	23	
費		f	i	1		f	i	1		f	i	23	
芾		f	i	1		f	i	1		f	i	23	蔽芾
沸		f	i	1		f	i	1		f	i	23	
揮		f	i	1		f	i	1		f	i	23	
暉		f	i	1		f	i	1		f	i	23	
輝		f	i	1		f	i	1		f	i	23	
徽		f	i	1		f	i	1		f	i	23	
吠		f	i	6		f	i	4		f	i	31	
分		f	an	1		f	aen	1		f	ɐn	23	分開
奮		f	an	1		f	aen	1		f	ɐn	23	
糞		f	an	1		f	aen	1		f	ɐn	23	
氛		f	an	1		f	aen	1		f	ɐn	23	
芬		f	an	1		f	aen	1		f	ɐn	23	
紛		f	an	1		f	aen	1		f	ɐn	23	
勛		f	an	1		f	aen	1		f	ɐn	23	
薰		f	an	1		f	aen	1		f	ɐn	23	
燻		f	an	1		f	aen	1		f	ɐn	23	
醺		f	an	1		f	aen	1		f	ɐn	23	
訓		f	an	1		f	aen	1		f	ɐn	23	
瞓		f	an	1		f	aen	1		f	ɐn	23	睡覺
瞓		f	an	5		f	aen	5		f	ɐn	21	眼瞓
昏		f	an	1		f	aen	1		f	ɐn	23	
婚		f	an	1		f	aen	1		f	ɐn	23	
吩		f	an	1		f	aen	1		f	ɐn	23	
粉		f	an	2		f	aen	3		f	ɐn	35	
焚		f	an	4		f	aen	2		f	ɐn	22	
墳		f	an	4		f	aen	2		f	ɐn	22	
份		f	an	6		f	aen	4		f	ɐn	31	
奮		f	an	6		f	aen	4		f	ɐn	31	
分		f	an	6		f	aen	4		f	ɐn	31	本分
憤		f	an	6		f	aen	4		f	ɐn	31	
忿		f	an	6		f	aen	4		f	ɐn	31	
乏		f	at	8		f	aet	8		f	ɐt	31	
佛		f	at	8		f	aet	8		f	ɐt	31	佛教
伐		f	at	8		f	aet	8		f	ɐt	31	
筏		f	at	8		f	aet	8		f	ɐt	31	
罰		f	at	8		f	aet	8		f	ɐt	31	
芾		f	at	7A		f	aet	6		f	ɐt	35	芾芾
弗		f	at	7A		f	aet	6		f	ɐt	35	
拂		f	at	7A		f	aet	6		f	ɐt	35	
彿		f	at	7A		f	aet	6		f	ɐt	35	
忽		f	at	7A		f	aet	6		f	ɐt	35	
惚		f	at	7A		f	aet	6		f	ɐt	35	
囫		f	at	7A		f	aet	6		f	ɐt	35	
佛		f	at	7A		f	aet	6		f	ɐt	35	仿佛
否		f	ou	2		f	ou	3		f	ou	35	否定
剖		f	ou	2		f	ou	3		f	ou	35	
浮		f	ou	4		f	ou	2		f	ou	22	
埠		f	ou	6		f	ou	4		f	ou	31	商埠
啡		f	iaa	1		f	ia	1		f	ia	23	
非		f	i	1		f	i	1		f	i	23	
飛		f	i	1		f	i	1		f	i	23	
扉		f	i	1		f	i	1		f	i	23	
妃		f	i	1		f	i	1		f	i	23	
菲		f	i	1		f	i	1		f	i	23	
翡		f	ei	2		f	ei	3		f	ei	35	
匪		f	i	2		f	i	3		f	i	35	
悱		f	i	2		f	i	3		f	i	35	
斐		f	i	2		f	i	3		f	i	35	
肥		f	ei	4		f	ei	2		f	ei	22	
科		f	o	1		f	o	1		f	ɔ	23	
稞		f	o	1		f	o	1		f	ɔ	23	
蝌		f	o	1		f	o	1		f	ɔ	23	
課		f	o	1		f	o	1		f	ɔ	23	
貨		f	o	1		f	o	1		f	ɔ	23	
柯		f	o	1		f	o	1		f	ɔ	23	
夥		f	o	2		f	o	3		f	ɔ	35	
顆		f	o	2		f	o	3		f	ɔ	35	
火		f	o	2		f	o	3		f	ɔ	35	
棵		f	o	2		f	o	3		f	ɔ	35	
伙		f	o	2		f	o	3		f	ɔ	35	
霍		f	ok	7B		f	ok	7		f	ɔk	23	
坊		f	ong	1		f	ong	1		f	ɔŋ	23	街坊
放		f	ong	1		f	ong	1		f	ɔŋ	23	
方		f	ong	1		f	ong	1		f	ɔŋ	23	
肪		f	ong	1		f	ong	1		f	ɔŋ	23	
芳		f	ong	1		f	ong	1		f	ɔŋ	23	
況		f	ong	1		f	ong	1		f	ɔŋ	23	
荒		f	ong	1		f	ong	1		f	ɔŋ	23	
慌		f	ong	1		f	ong	1		f	ɔŋ	23	
謊		f	ong	1		f	ong	1		f	ɔŋ	23	
訪		f	ong	2		f	ong	3		f	ɔŋ	35	
仿		f	ong	2		f	ong	3		f	ɔŋ	35	仿佛
紡		f	ong	2		f	ong	3		f	ɔŋ	35	
彷		f	ong	2		f	ong	3		f	ɔŋ	35	
恍		f	ong	2		f	ong	3		f	ɔŋ	35	
晃		f	ong	2		f	ong	3		f	ɔŋ	35	
