正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值	拼音	
皎	皎	j	io	3		tɕ	iɔ	31	jio3	
攪	搅	j	io	3	攪拌	tɕ	iɔ	31	jio3	
剿	剿	j	io	3		tɕ	iɔ	31	jio3	
繳	缴	j	io	3		tɕ	iɔ	31	jio3	
皦	皦	j	io	3		tɕ	iɔ	31	jio3	
叫	叫	j	io	5		tɕ	iɔ	44	jio5	
較	较	j	io	5	比較	tɕ	iɔ	44	jio5	
教	教	j	io	5	教育	tɕ	iɔ	44	jio5	
校	校	j	io	5	校對	tɕ	iɔ	44	jio5	
掬	掬	j	ioh	7		tɕ	iɔʔ	4	jioh7	
鋦	锔	j	ioh	7		tɕ	iɔʔ	4	jioh7	
鞠	鞠	j	ioh	7		tɕ	iɔʔ	4	jioh7	
鞫	鞫	j	ioh	7		tɕ	iɔʔ	4	jioh7	
菊	菊	j	ioh	7		tɕ	iɔʔ	4	jioh7	
撅	撅	j	iuh	7		tɕ	iʊ?	4	jiuh7	
噘	噘	j	iuh	7		tɕ	iʊ?	4	jiuh7	
決	决	j	iuh	7		tɕ	iʊ?	4	jiuh7	
訣	诀	j	iuh	7		tɕ	iʊ?	4	jiuh7	
抉	抉	j	iuh	7		tɕ	iʊ?	4	jiuh7	
厥	厥	j	iuh	7		tɕ	iʊ?	4	jiuh7	
蕨	蕨	j	iuh	7		tɕ	iʊ?	4	jiuh7	
獗	獗	j	iuh	7		tɕ	iʊ?	4	jiuh7	
捐	捐	j	iun	1		tɕ	iʊ̃	21	jiun1	
涓	涓	j	iun	1		tɕ	iʊ̃	21	jiun1	
娟	娟	j	iun	1		tɕ	iʊ̃	21	jiun1	
鵑	鹃	j	iun	1		tɕ	iʊ̃	21	jiun1	
卷	卷	j	iun	3		tɕ	iʊ̃	31	jiun3	
捲	卷	j	iun	3		tɕ	iʊ̃	31	jiun3	
絹	绢	j	iun	5		tɕ	iʊ̃	44	jiun5	
眷	眷	j	iun	5		tɕ	iʊ̃	44	jiun5	
車	车	j	y	1	車馬炮	tɕ	yᶨ	21	jy1	
拘	拘	j	y	1		tɕ	yᶨ	21	jy1	
居	居	j	y	1		tɕ	yᶨ	21	jy1	
駒	驹	j	y	1		tɕ	yᶨ	21	jy1	
咀	咀	j	y	3		tɕ	yᶨ	31	jy3	
沮	沮	j	y	3		tɕ	yᶨ	31	jy3	
矩	矩	j	y	3		tɕ	yᶨ	31	jy3	
舉	举	j	y	3		tɕ	yᶨ	31	jy3	
嘴	嘴	j	y	3		tɕ	yᶨ	31	jy3	
句	句	j	y	5		tɕ	yᶨ	44	jy5	
具	具	j	y	5	家具	tɕ	yᶨ	44	jy5	
俱	俱	j	y	5		tɕ	yᶨ	44	jy5	
據	据	j	y	5		tɕ	yᶨ	44	jy5	
懼	惧	j	y	5		tɕ	yᶨ	44	jy5	
鋸	锯	j	y	5		tɕ	yᶨ	44	jy5	
醉	醉	j	y	5		tɕ	yᶨ	44	jy5	
橘	橘	j	yeh	7		tɕ	yəʔ	4	jyeh7	
軍	军	j	yen	1		tɕ	yəŋ	21	jyen1	
均	均	j	yen	1		tɕ	yəŋ	21	jyen1	
君	君	j	yen	1		tɕ	yəŋ	21	jyen1	
鈞	钧	j	yen	1		tɕ	yəŋ	21	jyen1	
菌	菌	j	yen	1		tɕ	yəŋ	21	jyen1	
儘	尽	j	yen	3	儘數（一直）	tɕ	yəŋ	31	jyen3	
俊	俊	j	yen	5		tɕ	yəŋ	44	jyen5	
峻	峻	j	yen	5		tɕ	yəŋ	44	jyen5	
浚	浚	j	yen	5		tɕ	yəŋ	44	jyen5	
駿	骏	j	yen	5		tɕ	yəŋ	44	jyen5	
竣	竣	j	yen	5		tɕ	yəŋ	44	jyen5	
咖	咖	k	a	1	咖啡	kʰ	a	21	ka1	
卡	卡	k	a	3		kʰ	a	31	ka3	
揢	揢	k	a	5	揢嗓子	kʰ	a	44	ka5	
開	开	k	ae	1		kʰ	ɛ	21	kae1	
揩	揩	k	ae	1		kʰ	ɛ	21	kae1	
凱	凯	k	ae	3		kʰ	ɛ	31	kae3	
愷	恺	k	ae	3		kʰ	ɛ	31	kae3	
鎧	铠	k	ae	3		kʰ	ɛ	31	kae3	
慨	慨	k	ae	3		kʰ	ɛ	31	kae3	
楷	楷	k	ae	3		kʰ	ɛ	31	kae3	
隑	隑	k	ae	5		kʰ	ɛ	44	kae5	
甲	甲	k	aeh	7	指甲	kʰ	iaʔ	4	kaeh7	
掐	掐	k	aeh	7		kʰ	iaʔ	4	kaeh7	
軋	轧	k	aeh	8	軋花廠，軋賬	kʰ	iaʔ	3	kaeh8	
鉛	铅	k	aen	1		kʰ	ɛ̃	21	kaen1	
鵮	鹐	k	aen	1		kʰ	ɛ̃	21	kaen1	
䶠	䶠	k	aen	2		kʰ	ɛ̃	24	kaen2	
艦	舰	k	aen	3		kʰ	ɛ̃	31	kaen3	
檻	槛	k	aen	3		kʰ	ɛ̃	31	kaen3	
嵌	嵌	k	aen	5		kʰ	ɛ̃	44	kaen5	
頦	颏	k	ah	7	下巴頦兒	kʰ	aʔ	4	kah7	
殼	壳	k	ah	7		kʰ	aʔ	4	kah7	
搉	搉	k	ah	7		kʰ	aʔ	4	kah7	
康	康	k	an	1		kʰ	ã	21	kan1	
慷	慷	k	an	1		kʰ	ã	21	kan1	
糠	糠	k	an	1		kʰ	ã	21	kan1	
躿	躿	k	an	1		kʰ	ã	21	kan1	
扛	扛	k	an	2		kʰ	ã	24	kan2	
吭	吭	k	an	2	聲稱，堅持認爲	kʰ	ã	24	kan2	
亢	亢	k	an	5		kʰ	ã	44	kan5	
抗	抗	k	an	5		kʰ	ã	44	kan5	
囥	囥	k	an	5		kʰ	ã	44	kan5	
炕	炕	k	an	5		kʰ	ã	44	kan5	
咳	咳	k	eh	7	咳嗽	kʰ	əʔ	4	keh7	
克	克	k	eh	7		kʰ	əʔ	4	keh7	
剋	克	k	eh	7		kʰ	əʔ	4	keh7	
刻	刻	k	eh	7		kʰ	əʔ	4	keh7	
客	客	k	eh	7		kʰ	əʔ	4	keh7	
氪	氪	k	eh	7		kʰ	əʔ	4	keh7	
隔	隔	k	eh	8		kʰ	əʔ	3	keh8	
坑	坑	k	en	1	土坑	kʰ	əŋ	21	ken1	
吭	吭	k	en	1	吭聲	kʰ	əŋ	21	ken1	
肯	肯	k	en	3		kʰ	əŋ	31	ken3	
墾	垦	k	en	3		kʰ	əŋ	31	ken3	
懇	恳	k	en	3		kʰ	əŋ	31	ken3	
啃	啃	k	en	3	啃咬	kʰ	əŋ	31	ken3	
豤	啃	k	en	3	啃咬	kʰ	əŋ	31	ken3	
掯	掯	k	en	5	按壓	kʰ	əŋ	44	ken5	
𪣩	𪣩	k	en	5	身上的污垢	kʰ	əŋ	44	ken5	
摳	抠	k	eu	1		kʰ	ɤɯ	21	keu1	
扣	扣	k	eu	1	結扣，名詞	kʰ	ɤɯ	21	keu1	
口	口	k	eu	3		kʰ	ɤɯ	31	keu3	
叩	叩	k	eu	5		kʰ	ɤɯ	44	keu5	
扣	扣	k	eu	5	扣款，動詞	kʰ	ɤɯ	44	keu5	
寇	寇	k	eu	5		kʰ	ɤɯ	44	keu5	
敲	敲	k	o	1		kʰ	ɔ	21	ko1	
考	考	k	o	3		kʰ	ɔ	31	ko3	
拷	拷	k	o	3		kʰ	ɔ	31	ko3	
烤	烤	k	o	3		kʰ	ɔ	31	ko3	
銬	铐	k	o	5		kʰ	ɔ	44	ko5	
犒	犒	k	o	5		kʰ	ɔ	44	ko5	
靠	靠	k	o	5		kʰ	ɔ	44	ko5	
哭	哭	k	oh	7		kʰ	ɔʔ	4	koh7	
酷	酷	k	oh	7		kʰ	ɔʔ	4	koh7	
空	空	k	on	1	時空	kʰ	ɔŋ	21	kon1	
穹	穹	k	on	2	隆起	kʰ	ɔŋ	24	kon2	
孔	孔	k	on	3		kʰ	ɔŋ	31	kon3	
恐	恐	k	on	3		kʰ	ɔŋ	31	kon3	
空	空	k	on	5	空閒	kʰ	ɔŋ	44	kon5	
控	控	k	on	5		kʰ	ɔŋ	44	kon5	
共	共	k	on	6		kʰ	ɔŋ	33	kon6	
苛	苛	k	u	1		kʰ	ʊ	21	ku1	
珂	珂	k	u	1		kʰ	ʊ	21	ku1	
柯	柯	k	u	1		kʰ	ʊ	21	ku1	
科	科	k	u	1		kʰ	ʊ	21	ku1	
棵	棵	k	u	1		kʰ	ʊ	21	ku1	
稞	稞	k	u	1		kʰ	ʊ	21	ku1	
窠	窠	k	u	1		kʰ	ʊ	21	ku1	
顆	颗	k	u	1		kʰ	ʊ	21	ku1	
蝌	蝌	k	u	1		kʰ	ʊ	21	ku1	
可	可	k	u	3		kʰ	ʊ	31	ku3	
坷	坷	k	u	3		kʰ	ʊ	31	ku3	
課	课	k	u	5		kʰ	ʊ	44	ku5	
夸	夸	k	ua	1		kʰ	ua	21	kua1	
誇	夸	k	ua	1		kʰ	ua	21	kua1	
刳	刳	k	ua	2	刮	kʰ	ua	24	kua2	
侉	侉	k	ua	3		kʰ	ua	31	kua3	
垮	垮	k	ua	3		kʰ	ua	31	kua3	
挎	挎	k	ua	5		kʰ	ua	44	kua5	
跨	跨	k	ua	5		kʰ	ua	44	kua5	
擓	㧟	k	uae	3	擓兒	kʰ	uɛ	31	kuae3	
會	会	k	uae	5	會計	kʰ	uɛ	44	kuae5	
塊	块	k	uae	5		kʰ	uɛ	44	kuae5	
快	快	k	uae	5		kʰ	uɛ	44	kuae5	
筷	筷	k	uae	5		kʰ	uɛ	44	kuae5	
擓	㧟	k	uae	6	背，挎	kʰ	uɛ	33	kuae6	
狹	狭	k	uaeh	7	促狹	kʰ	yaʔ	4	kuaeh7	
環	环	k	uaen	2		kʰ	uɛ̃	24	kuaen2	
頑	顽	k	uaen	2		kʰ	uɛ̃	24	kuaen2	
摜	掼	k	uaen	6		kʰ	uɛ̃	33	kuaen6	
擴	扩	k	uah	7		kʰ	uaʔ	4	kuah7	
廓	廓	k	uah	7		kʰ	uaʔ	4	kuah7	
匡	匡	k	uan	1		kʰ	uã	21	kuan1	
筐	筐	k	uan	1		kʰ	uã	21	kuan1	
框	框	k	uan	1		kʰ	uã	21	kuan1	
眶	眶	k	uan	1		kʰ	uã	21	kuan1	
狂	狂	k	uan	2		kʰ	uã	24	kuan2	
曠	旷	k	uan	5		kʰ	uã	44	kuan5	
況	况	k	uan	5		kʰ	uã	44	kuan5	
礦	矿	k	uan	5		kʰ	uã	44	kuan5	
窟	窟	k	ueh	7		kʰ	uə?	4	kueh7	
虧	亏	k	uei	1		kʰ	uəi	21	kuei1	
盔	盔	k	uei	1		kʰ	uəi	21	kuei1	
窺	窥	k	uei	1		kʰ	uəi	21	kuei1	
奎	奎	k	uei	2		kʰ	uəi	24	kuei2	
逵	逵	k	uei	2		kʰ	uəi	24	kuei2	
馗	馗	k	uei	2		kʰ	uəi	24	kuei2	
葵	葵	k	uei	2		kʰ	uəi	24	kuei2	
魁	魁	k	uei	2		kʰ	uəi	24	kuei2	
傀	傀	k	uei	3		kʰ	uəi	31	kuei3	
愧	愧	k	uei	5		kʰ	uəi	44	kuei5	
櫃	柜	k	uei	6		kʰ	uəi	33	kuei6	
跪	跪	k	uei	6		kʰ	uəi	33	kuei6	
坤	坤	k	uen	1		kʰ	uəŋ	21	kuen1	
昆	昆	k	uen	1		kʰ	uəŋ	21	kuen1	
崑	昆	k	uen	1		kʰ	uəŋ	21	kuen1	
捆	捆	k	uen	3		kʰ	uəŋ	31	kuen3	
困	困	k	uen	5	困難	kʰ	uəŋ	44	kuen5	
睏	困	k	uen	5	睏覺	kʰ	uəŋ	44	kuen5	
嗑	嗑	k	uh	7		kʰ	ʊʔ	4	kuh7	
磕	磕	k	uh	7		kʰ	ʊʔ	4	kuh7	
瞌	瞌	k	uh	7		kʰ	ʊʔ	4	kuh7	
渴	渴	k	uh	7		kʰ	ʊʔ	4	kuh7	
闊	阔	k	uh	7		kʰ	ʊʔ	4	kuh7	
刊	刊	k	un	1		kʰ	ʊ̃	21	kun1	
堪	堪	k	un	1		kʰ	ʊ̃	21	kun1	
看	看	k	un	1	看家	kʰ	ʊ̃	21	kun1	
寬	宽	k	un	1		kʰ	ʊ̃	21	kun1	
髖	髋	k	un	1		kʰ	ʊ̃	21	kun1	
冚	冚	k	un	3		kʰ	ʊ̃	31	kun3	
坎	坎	k	un	3		kʰ	ʊ̃	31	kun3	
侃	侃	k	un	3		kʰ	ʊ̃	31	kun3	
砍	砍	k	un	3		kʰ	ʊ̃	31	kun3	
款	款	k	un	3		kʰ	ʊ̃	31	kun3	
勘	勘	k	un	5		kʰ	ʊ̃	44	kun5	
看	看	k	un	5	看見	kʰ	ʊ̃	44	kun5	
枯	枯	k	v	1		kʰ	ʋ	21	kv1	
骷	骷	k	v	1		kʰ	ʋ	21	kv1	
苦	苦	k	v	3		kʰ	ʋ	31	kv3	
庫	库	k	v	5		kʰ	ʋ	44	kv5	
褲	裤	k	v	5		kʰ	ʋ	44	kv5	
垃	垃	l	a	1		l	a	21	la1	
拉	拉	l	a	1		l	a	21	la1	
啦	啦	l	a	1		l	a	21	la1	
喇	喇	l	a	3		l	a	31	la3	
哪	哪	l	a	3	哪個	l	a	31	la3	
來	来	l	ae	2		l	ɛ	24	lae2	
倈	俫	l	ae	2		l	ɛ	24	lae2	
咧	咧	l	ae	3		l	ɛ	31	lae3	
賴	赖	l	ae	6		l	ɛ	33	lae6	
瀨	濑	l	ae	6		l	ɛ	33	lae6	
癩	癞	l	ae	6	癩蛤蟆	l	ɛ	33	lae6	
籟	籁	l	ae	6		l	ɛ	33	lae6	
邋	邋	l	aeh	8		l	iaʔ	3	laeh8	
剌	剌	l	aeh	8		l	iaʔ	3	laeh8	
臘	腊	l	aeh	8		l	iaʔ	3	laeh8	
蠟	蜡	l	aeh	8		l	iaʔ	3	laeh8	
瘌	瘌	l	aeh	8		l	iaʔ	3	laeh8	
辣	辣	l	aeh	8		l	iaʔ	3	laeh8	
鬎	鬎	l	aeh	8		l	iaʔ	3	laeh8	
鑞	镴	l	aeh	8		l	iaʔ	3	laeh8	
癩	癞	l	aeh	8	癩痢	l	iaʔ	3	laeh8	
攔	拦	l	aeh	8		l	iaʔ	3	laeh8	
蘭	兰	l	aen	2		l	ɛ̃	24	laen2	
攔	拦	l	aen	2		l	ɛ̃	24	laen2	
欄	栏	l	aen	2		l	ɛ̃	24	laen2	
闌	阑	l	aen	2		l	ɛ̃	24	laen2	
藍	蓝	l	aen	2		l	ɛ̃	24	laen2	
瀾	澜	l	aen	2		l	ɛ̃	24	laen2	
籃	篮	l	aen	2		l	ɛ̃	24	laen2	
覽	览	l	aen	3		l	ɛ̃	31	laen3	
攬	揽	l	aen	3		l	ɛ̃	31	laen3	
纜	缆	l	aen	3		l	ɛ̃	31	laen3	
欖	榄	l	aen	3		l	ɛ̃	31	laen3	
懶	懒	l	aen	3		l	ɛ̃	31	laen3	
兩	两	l	aen	3	兩個	l	ɛ̃	31	laen3	
爛	烂	l	aen	6		l	ɛ̃	33	laen6	
濫	滥	l	aen	6		l	ɛ̃	33	laen6	
烙	烙	l	ah	8		l	aʔ	3	lah8	
酪	酪	l	ah	8		l	aʔ	3	lah8	
樂	乐	l	ah	8	快樂	l	aʔ	3	lah8	
洛	洛	l	ah	8		l	aʔ	3	lah8	
絡	络	l	ah	8		l	aʔ	3	lah8	
駱	骆	l	ah	8		l	aʔ	3	lah8	
珞	珞	l	ah	8		l	aʔ	3	lah8	
落	落	l	ah	8		l	aʔ	3	lah8	
笿	笿	l	ah	8		l	aʔ	3	lah8	
啷	啷	l	an	1		l	ã	21	lan1	
啷	啷	l	an	2		l	ã	24	lan2	
郎	郎	l	an	2		l	ã	24	lan2	
狼	狼	l	an	2		l	ã	24	lan2	
瑯	琅	l	an	2		l	ã	24	lan2	
廊	廊	l	an	2		l	ã	24	lan2	
榔	榔	l	an	2		l	ã	24	lan2	
螂	螂	l	an	2		l	ã	24	lan2	
躴	躴	l	an	2		l	ã	24	lan2	
鎯	鎯	l	an	2		l	ã	24	lan2	
朗	朗	l	an	3		l	ã	31	lan3	
浪	浪	l	an	6	波浪	l	ã	33	lan6	
㫰	㫰	l	an	6	㫰衣裳	l	ã	33	lan6	
勒	勒	l	eh	8		l	əʔ	3	leh8	
肋	肋	l	eh	8		l	əʔ	3	leh8	
棱	棱	l	en	2		l	əŋ	24	len2	
掄	抡	l	en	2		l	əŋ	24	len2	
侖	仑	l	en	2		l	əŋ	24	len2	
崙	仑	l	en	2		l	əŋ	24	len2	
倫	伦	l	en	2		l	əŋ	24	len2	
圇	囵	l	en	2		l	əŋ	24	len2	
淪	沦	l	en	2		l	əŋ	24	len2	
綸	纶	l	en	2		l	əŋ	24	len2	
輪	轮	l	en	2		l	əŋ	24	len2	
冷	冷	l	en	3		l	əŋ	31	len3	
愣	愣	l	en	6		l	əŋ	33	len6	
論	论	l	en	6		l	əŋ	33	len6	
漊	溇	l	eu	2		l	ɤɯ	24	leu2	
樓	楼	l	eu	2		l	ɤɯ	24	leu2	
螻	蝼	l	eu	2		l	ɤɯ	24	leu2	
髏	髅	l	eu	2		l	ɤɯ	24	leu2	
摟	搂	l	eu	3		l	ɤɯ	31	leu3	
簍	篓	l	eu	3		l	ɤɯ	31	leu3	
陋	陋	l	eu	6		l	ɤɯ	33	leu6	
鏤	镂	l	eu	6		l	ɤɯ	33	leu6	
瘺	瘘	l	eu	6		l	ɤɯ	33	leu6	
漏	漏	l	eu	6		l	ɤɯ	33	leu6	
厘	厘	l	i	2			ɨᶨ	24	li2	
狸	狸	l	i	2			ɨᶨ	24	li2	
離	离	l	i	2	離別，分離		ɨᶨ	24	li2	
梨	梨	l	i	2			ɨᶨ	24	li2	
犁	犁	l	i	2			ɨᶨ	24	li2	
鸝	鹂	l	i	2			ɨᶨ	24	li2	
喱	喱	l	i	2			ɨᶨ	24	li2	
漓	漓	l	i	2			ɨᶨ	24	li2	
璃	璃	l	i	2			ɨᶨ	24	li2	
黎	黎	l	i	2			ɨᶨ	24	li2	
篱	篱	l	i	2			ɨᶨ	24	li2	
籬	篱	l	i	2	籬笆		ɨᶨ	24	li2	
哩	哩	l	i	3			ɨᶨ	31	li3	
禮	礼	l	i	3			ɨᶨ	31	li3	
李	李	l	i	3			ɨᶨ	31	li3	
里	里	l	i	3			ɨᶨ	31	li3	
裏	里	l	i	3	裏頭		ɨᶨ	31	li3	
娌	娌	l	i	3			ɨᶨ	31	li3	
理	理	l	i	3			ɨᶨ	31	li3	
鋰	锂	l	i	3			ɨᶨ	31	li3	
鯉	鲤	l	i	3			ɨᶨ	31	li3	
離	离	l	i	6	离我远点儿		ɨᶨ	33	li6	
厲	厉	l	i	6			ɨᶨ	33	li6	
吏	吏	l	i	6			ɨᶨ	33	li6	
麗	丽	l	i	6			ɨᶨ	33	li6	
勵	励	l	i	6			ɨᶨ	33	li6	
利	利	l	i	6			ɨᶨ	33	li6	
例	例	l	i	6			ɨᶨ	33	li6	
癘	疠	l	i	6			ɨᶨ	33	li6	
隸	隶	l	i	6			ɨᶨ	33	li6	
俐	俐	l	i	6			ɨᶨ	33	li6	
莉	莉	l	i	6			ɨᶨ	33	li6	
猁	猁	l	i	6			ɨᶨ	33	li6	
掠	掠	l	iah	8		l	iaʔ	3	liah8	
略	略	l	iah	8		l	iaʔ	3	liah8	
良	良	l	ian	2		l	iã	24	lian2	
涼	凉	l	ian	2		l	iã	24	lian2	
梁	梁	l	ian	2		l	iã	24	lian2	
樑	梁	l	ian	2		l	iã	24	lian2	
椋	椋	l	ian	2		l	iã	24	lian2	
輬	辌	l	ian	2		l	iã	24	lian2	
糧	粮	l	ian	2		l	iã	24	lian2	
粱	粱	l	ian	2		l	iã	24	lian2	
量	量	l	ian	2	測量	l	iã	24	lian2	
倆	俩	l	ian	3	伎倆	l	iã	31	lian3	
兩	两	l	ian	3	斤兩	l	iã	31	lian3	
魎	魉	l	ian	3		l	iã	31	lian3	
輛	辆	l	ian	3		l	iã	31	lian3	
亮	亮	l	ian	6		l	iã	33	lian6	
諒	谅	l	ian	6		l	iã	33	lian6	
量	量	l	ian	6	分量	l	iã	33	lian6	
淚	泪	l	ieh	8		l	iəʔ	3	lieh8	
力	力	l	ieh	8		l	iəʔ	3	lieh8	
歷	历	l	ieh	8	歷史	l	iəʔ	3	lieh8	
曆	历	l	ieh	8	日曆	l	iəʔ	3	lieh8	
立	立	l	ieh	8		l	iəʔ	3	lieh8	
栗	栗	l	ieh	8		l	iəʔ	3	lieh8	
笠	笠	l	ieh	8		l	iəʔ	3	lieh8	
粒	粒	l	ieh	8		l	iəʔ	3	lieh8	
靂	雳	l	ieh	8		l	iəʔ	3	lieh8	
律	律	l	ieh	8		l	iəʔ	3	lieh8	
率	率	l	ieh	8	利率	l	iəʔ	3	lieh8	
拎	拎	l	ien	1		l	iəŋ	21	lien1	
鄰	邻	l	ien	2		l	iəŋ	24	lien2	
林	林	l	ien	2		l	iəŋ	24	lien2	
臨	临	l	ien	2		l	iəŋ	24	lien2	
淋	淋	l	ien	2	淋雨	l	iəŋ	24	lien2	
琳	琳	l	ien	2		l	iəŋ	24	lien2	
粼	粼	l	ien	2		l	iəŋ	24	lien2	
霖	霖	l	ien	2		l	iəŋ	24	lien2	
磷	磷	l	ien	2		l	iəŋ	24	lien2	
鱗	鳞	l	ien	2		l	iəŋ	24	lien2	
麟	麟	l	ien	2		l	iəŋ	24	lien2	
膦	膦	l	ien	2		l	iəŋ	24	lien2	
伶	伶	l	ien	2		l	iəŋ	24	lien2	
靈	灵	l	ien	2		l	iəŋ	24	lien2	
苓	苓	l	ien	2		l	iəŋ	24	lien2	
玲	玲	l	ien	2		l	iəŋ	24	lien2	
鈴	铃	l	ien	2		l	iəŋ	24	lien2	
凌	凌	l	ien	2		l	iəŋ	24	lien2	
淩	凌	l	ien	2		l	iəŋ	24	lien2	
陵	陵	l	ien	2		l	iəŋ	24	lien2	
聆	聆	l	ien	2		l	iəŋ	24	lien2	
菱	菱	l	ien	2		l	iəŋ	24	lien2	
蛉	蛉	l	ien	2		l	iəŋ	24	lien2	
羚	羚	l	ien	2		l	iəŋ	24	lien2	
綾	绫	l	ien	2		l	iəŋ	24	lien2	
零	零	l	ien	2		l	iəŋ	24	lien2	
齡	龄	l	ien	2		l	iəŋ	24	lien2	
澪	澪	l	ien	2		l	iəŋ	24	lien2	
呤	呤	l	ien	2		l	iəŋ	24	lien2	
嶺	岭	l	ien	3		l	iəŋ	31	lien3	
領	领	l	ien	3		l	iəŋ	31	lien3	
淋	淋	l	ien	6	淋病	l	iəŋ	33	lien6	
藺	蔺	l	ien	6		l	iəŋ	33	lien6	
另	另	l	ien	6		l	iəŋ	33	lien6	
令	令	l	ien	6		l	iəŋ	33	lien6	
溜	溜	l	ieu	1		l	iʊ	21	lieu1	
劉	刘	l	ieu	2		l	iʊ	24	lieu2	
瀏	浏	l	ieu	2		l	iʊ	24	lieu2	
留	留	l	ieu	2		l	iʊ	24	lieu2	
流	流	l	ieu	2		l	iʊ	24	lieu2	
琉	琉	l	ieu	2		l	iʊ	24	lieu2	
硫	硫	l	ieu	2		l	iʊ	24	lieu2	
餾	馏	l	ieu	2		l	iʊ	24	lieu2	
榴	榴	l	ieu	2		l	iʊ	24	lieu2	
鎦	镏	l	ieu	2		l	iʊ	24	lieu2	
瘤	瘤	l	ieu	2		l	iʊ	24	lieu2	
鎏	鎏	l	ieu	2		l	iʊ	24	lieu2	
柳	柳	l	ieu	3		l	iʊ	31	lieu3	
綹	绺	l	ieu	3		l	iʊ	31	lieu3	
遛	遛	l	ieu	6		l	iʊ	33	lieu6	
列	列	l	ih	8		l	iʔ	3	lih8	
劣	劣	l	ih	8		l	iʔ	3	lih8	
烈	烈	l	ih	8		l	iʔ	3	lih8	
獵	猎	l	ih	8		l	iʔ	3	lih8	
裂	裂	l	ih	8		l	iʔ	3	lih8	
裏	里	l	ii	0	日裏	l	i	0	lii0	
連	连	l	in	2		l	ĩ	24	lin2	
憐	怜	l	in	2		l	ĩ	24	lin2	
帘	帘	l	in	2		l	ĩ	24	lin2	
簾	帘	l	in	2		l	ĩ	24	lin2	
蓮	莲	l	in	2		l	ĩ	24	lin2	
聯	联	l	in	2		l	ĩ	24	lin2	
廉	廉	l	in	2		l	ĩ	24	lin2	
鰱	鲢	l	in	2		l	ĩ	24	lin2	
鐮	镰	l	in	2		l	ĩ	24	lin2	
臉	脸	l	in	3		l	ĩ	31	lin3	
輦	辇	l	in	3		l	ĩ	31	lin3	
練	练	l	in	6		l	ĩ	33	lin6	
煉	炼	l	in	6		l	ĩ	33	lin6	
戀	恋	l	in	6		l	ĩ	33	lin6	
鏈	链	l	in	6		l	ĩ	33	lin6	
楝	楝	l	in	6		l	ĩ	33	lin6	
撩	撩	l	io	1	撩起	l	iɔ	21	lio1	
撩	撩	l	io	2	撩撥	l	iɔ	24	lio2	
遼	辽	l	io	2		l	iɔ	24	lio2	
療	疗	l	io	2		l	iɔ	24	lio2	
聊	聊	l	io	2		l	iɔ	24	lio2	
僚	僚	l	io	2		l	iɔ	24	lio2	
寥	寥	l	io	2		l	iɔ	24	lio2	
嘹	嘹	l	io	2		l	iɔ	24	lio2	
獠	獠	l	io	2		l	iɔ	24	lio2	
潦	潦	l	io	2		l	iɔ	24	lio2	
繚	缭	l	io	2		l	iɔ	24	lio2	
燎	燎	l	io	2		l	iɔ	24	lio2	
鐐	镣	l	io	2		l	iɔ	24	lio2	
了	了	l	io	3		l	iɔ	31	lio3	
瞭	了	l	io	3		l	iɔ	31	lio3	
尥	尥	l	io	6		l	iɔ	33	lio6	
料	料	l	io	6		l	iɔ	33	lio6	
撂	撂	l	io	6		l	iɔ	33	lio6	
廖	廖	l	io	6		l	iɔ	33	lio6	
瞭	瞭	l	io	6	瞭望	l	iɔ	33	lio6	
鐐	镣	l	io	6		l	iɔ	33	lio6	
撈	捞	l	o	1		l	ɔ	21	lo1	
撈	捞	l	o	2		l	ɔ	24	lo2	
勞	劳	l	o	2		l	ɔ	24	lo2	
牢	牢	l	o	2		l	ɔ	24	lo2	
嘮	唠	l	o	2		l	ɔ	24	lo2	
癆	痨	l	o	2		l	ɔ	24	lo2	
老	老	l	o	3		l	ɔ	31	lo3	
佬	佬	l	o	3		l	ɔ	31	lo3	
澇	涝	l	o	6		l	ɔ	33	lo6	
嫪	嫪	l	o	6		l	ɔ	33	lo6	
六	六	l	oh	8		l	ɔʔ	3	loh8	
陸	陆	l	oh	8		l	ɔʔ	3	loh8	
錄	录	l	oh	8		l	ɔʔ	3	loh8	
鹿	鹿	l	oh	8		l	ɔʔ	3	loh8	
祿	禄	l	oh	8		l	ɔʔ	3	loh8	
碌	碌	l	oh	8		l	ɔʔ	3	loh8	
漉	漉	l	oh	8		l	ɔʔ	3	loh8	
戮	戮	l	oh	8		l	ɔʔ	3	loh8	
綠	绿	l	oh	8		l	ɔʔ	3	loh8	
氯	氯	l	oh	8		l	ɔʔ	3	loh8	
龍	龙	l	on	2		l	ɔŋ	24	lon2	
嚨	咙	l	on	2		l	ɔŋ	24	lon2	
瓏	珑	l	on	2		l	ɔŋ	24	lon2	
朧	胧	l	on	2		l	ɔŋ	24	lon2	
聾	聋	l	on	2		l	ɔŋ	24	lon2	
籠	笼	l	on	2	鳥籠子	l	ɔŋ	24	lon2	
隆	隆	l	on	2		l	ɔŋ	24	lon2	
癃	癃	l	on	2		l	ɔŋ	24	lon2	
窿	窿	l	on	2		l	ɔŋ	24	lon2	
籠	笼	l	on	3	籠罩	l	ɔŋ	31	lon3	
攏	拢	l	on	3		l	ɔŋ	31	lon3	
壟	垄	l	on	3		l	ɔŋ	31	lon3	
