id	ini	fn	pt	单字	IPA	注释	
2364	#$0235	iɐn	53	刃	ȵiɐn53	刀刃	
2365	#$0235	iɐn	53	認	ȵiɐn53	认得	
2366	#$0235	iɐn	53	韌	ȵiɐn53	坚韧	
2367	#$0235	iɐt	053	日	ȵiɐt53	日期	
2368	k	ɐn	33	巾	kɐn33	毛巾	
2369	k	ɐn	21	緊	kɐn21	紧张	
2370	k	ɐt	024	吉	kɐt24	吉利	
2371	k	ɐn	21	僅	kɐn21	不仅	
2372	ŋ	ɐn	41	銀	ŋɐn41	银行	
2373	h	ɐn	25	釁	hɐn25	挑衅	
2374		ɐn	33	因	ɐn33	原因	
2375		ɐn	33	姻	ɐn33	婚姻	
2377		ɐn	25	印	ɐn25	手印	
2378	j	ɐt	024	一	jɐt24	一定	
2379	j	it	021	乙	jit21	天干	
2380	j	ɐn	41	寅	jɐn41	地支	
2381	j	ɐn	21	引	jɐn21	吸引	
2382	j	ek	053	逸	jek53	劳逸结合	
2383	k	ɐn	33	斤	kɐn33	斤两	
2384	k	ɐn	33	筋	kɐn33	筋骨	
2385	k	ɐn	21	謹	kɐn21	谨慎	
2386	k	eŋ	53	勁	keŋ53	劲敌	
2387	h	ɐt	024	訖	hɐt24	收讫	
2388	h	ɐt	024	乞	hɐt24	乞讨	
2389	kʰ	ɐn	41	勤	kʰɐn41	辛勤	
2390	kʰ	ɐn	41	芹	kʰɐn41	芹菜	
2391	k	ɐn	53	近	kɐn53	远近	
2392	h	ɐn	33	欣	hɐn33	欣欣向荣	
2393		ɐn	33	殷	ɐn33	殷勤；姓	
2394	j	ɐn	21	隱	jɐn21	隐身，隐形	
2395	j	ɐn	21	癮	jɐn21	烟瘾	
2396	p	ɐn	33	奔	pɐn33	东奔西走	
2397	p	un	21	本	pun21	书本	
2398	p	ɐn	33	逩	pɐn33	投奔，奔六十岁	
2399	p	ɐt	024	不	pɐt24	不过，不是	
2400	pʰ	ɐn	25	噴	pʰɐn25	喷水	
2401	pʰ	ɐn	25	噴	pʰɐn25	喷香；喷嚏	
2402	pʰ	un	41	盆	pʰun41	脸盆	
2403	p	ɐn	53	笨	pɐn53	笨蛋	
2404	p	ut	053	勃	put53	勃然大怒	
2405	m	un	41	門	mun41	关门	
2406	m	un	25	悶	mun25	闷热	
2407	m	ut	053	没	mut53	沉没	
2408	t	ɐn	33	敦	tɐn33	敦厚	
2409	t	ɐn	33	墩	tɐn33	桥墩	
2410	t	ɐn	53	頓	tɐn53	停顿	
2411	tʰ	ui	25	褪	tʰui25	褪色；褪戒指	
2412	tʰ	un	41	屯	tʰun41	屯田	
2413	ts	i	33	豚	tsi33	海豚	
2414	tʰ	ɐn	33	飩	tʰɐn33	馄饨	
2415	t	ɐn	53	炖	tɐn53	炖蛋，炖鸡	
2416	t	ɐn	21	囤	tɐn21	囤积	
2417	t	ɐn	21	盾	tɐn21	矛盾	
2418	t	ɐn	53	鈍	tɐn53	迟钝	
2419	t	ɐt	053	突	tɐt53	突然	
2420	t	ɐt	053	凸	tɐt53	凸起	
2421	n	un	53	嫩	nun53	稚嫩，菜嫩	
2422	l	ɐn	53	論	lɐn53	论语	
2423	l	ɐn	41	侖	lɐn41	昆仑	
2424	l	ɐn	53	論	lɐn53	讨论，论文	
2425	ts	un	33	尊	tsun33	尊敬	
2426	ts	ɐt	024	卒	tsɐt24	兵卒	
2427	tsʰ	un	33	村	tsʰun33	村庄	
2428	tsʰ	un	25	寸	tsʰun25	尺寸	
2429	tsʰ	ui	25	猝	tsʰui25	仓猝	
2430	tsʰ	un	41	存	tsʰun41	存折	
2431	ɬ	un	33	孫	ɬun33	子孙	
2432	ɬ	un	21	損	ɬun21	损坏	
2433	ɬ	un	25	遜	ɬun25	谦逊	
2434	kʰ	ɐn	33	昆	kʰɐn33	昆虫	
2435	kʰ	ɐn	33	崑	kʰɐn33	昆仑	
2436	k	ɐn	21	滚	kɐn21	滚动	
2437	k	ɐn	25	棍	kɐn25	棍棒	
2438	k	ɐt	024	骨	kɐt24	骨头	
2439	kʰ	ɐn	33	坤	kʰɐn33	乾坤	
2440	kʰ	ɐn	21	綑	kʰɐn21	捆住	
2441	kʰ	ɐn	25	困	kʰɐn25	困难	
2442	kʰ	ɐn	25	睏	kʰɐn25	睏觉（睡觉），犯睏	
2443	f	ɐt	024	窟	fɐt24	窟窿，屎窟	
2444	f	ɐn	33	昏	fɐn33	黄昏	
2445	f	ɐn	33	婚	fɐn33	结婚	
2446	f	ɐt	024	忽	fɐt24	忽然	
2447	w	ɐn	41	魂	wɐn41	鬼魂	
2448	w	ɐn	41	餛	wɐn41	馄饨	
2449	w	ɐn	25	渾	wɐn25	浑浊，水浑	
2450	k	ɐn	21	混	kɐn21	相混，混淆	
2451	w	ɐt	053	核	wɐt53	果核	
2452	w	ɐn	33	温	wɐn33	温度	
2453	w	ɐn	33	瘟	wɐn33	鸡瘟	
2454	w	ɐn	21	穩	wɐn21	稳定	
2455	l	ɐn	41	倫	lɐn41	伦理	
2456	l	ɐn	41	淪	lɐn41	沉沦	
2457	l	ɐn	41	輪	lɐn41	车轮	
2458	l	ɐt	053	律	lɐt53	纪律	
2459	ts	ɐt	024	率	tsɐt24	率领	
2460	ts	un	33	遵	tsun33	遵守	
2461	ts	ɐn	25	俊	tsɐn25	英俊	
2462	ɬ	ɐn	41	詢	ɬɐn41	询问	
2463	ɬ	ɐn	21	筍	ɬɐn21	竹笋	
2464	ɬ	ɐn	21	榫	ɬɐn21	榫头	
2465	ɬ	ɐn	25	迅	ɬɐn25	迅速	
2468	ɬ	ɐt	024	恤	ɬɐt24	体恤	
2469	ɬ	ɐn	41	旬	ɬɐn41	上旬	
2470	ɬ	ɐn	41	循	ɬɐn41	循环	
2471	tsʰ	ɐn	41	巡	tsʰɐn41	巡逻	
2472	ɬ	ɐn	41	殉	ɬɐn41	殉职	
2474	s	ɐt	053	朮	sɐt53	白朮	
2475	l	ɐt	053	率	lɐt53	效率	
2476	ts	ɐt	024	蟀	tsɐt24	蟋蟀	
2477	ts	ɐn	21	準	tsɐn21	标准，准则	
2478	ts	ɐn	21	准	tsɐn21	准确；准许	
2479	ts	ɐn	25	圳	tsɐn25	深圳；田中小沟	
2480	tsʰ	ɐn	33	春	tsʰɐn33	春秋	
2481	tsʰ	ɐn	21	蠢	tsʰɐn21	愚蠢	
2482	tsʰ	ɐt	024	出	tsʰɐt24	出去	
2483	s	ɐn	41	脣	sɐn41	嘴唇	
2484	t	ɐn	21	盾	tɐn21	矛盾	
2485	s	ɐn	53	順	sɐn53	顺利	
2486	s	ɐt	053	術	sɐt53	技术	
2487	s	ɐt	053	述	sɐt53	叙述	
2488	s	ɐn	25	舜	sɐn25	尧舜	
2489	s	ɐn	41	純	sɐn41	单纯	
2490	s	ɐn	41	醇	sɐn41	酒醇	
2491	j	ɐn	53	潤	jɐn53	滋润	
2492	j	ɐn	53	閏	jɐn53	闰月	
2493	kʰ	ɐn	33	均	kʰɐn33	平均	
2494	kʰ	ɐn	33	鈞	kʰɐn33	千钧一发	
2495	k	ɐt	024	橘	kɐt24	橘子	
2496	kʰ	ɐn	21	菌	kʰɐn21	细菌	
2497	w	ɐn	41	匀	wɐn41	均匀	
2498	w	ɐn	21	允	wɐn21	允许	
2499	w	ɐn	21	尹	wɐn21	姓	
2500	f	ɐn	33	分	fɐn33	分开	
2501	f	ɐn	33	吩	fɐn33	吩咐	
2502	f	ɐn	21	粉	fɐn21	面粉	
2503	f	ɐn	25	糞	fɐn25	猪粪	
2504	f	ɐn	21	奮	fɐn21	奋斗	
2505	f	ɐn	33	芬	fɐn33	芬芳	
2506	f	ɐn	33	紛	fɐn33	纠纷	
2507	f	ɐt	053	彿	fɐt53	仿佛	
2508	f	ɐn	41	焚	fɐn41	焚烧	
2509	f	ɐn	41	墳	fɐn41	坟墓	
2510	f	ɐn	21	憤	fɐn21	愤怒	
2511	f	ɐn	21	忿	fɐn21	忿忿不平	
2512	f	ɐn	53	份	fɐn53	一份	
2513	f	ɐt	053	佛	fɐt53	佛像	
2514	m	ɐn	41	文	mɐn41	论文	
2515	m	ɐn	41	紋	mɐn41	花纹	
2516	m	ɐn	41	蚊	mɐn41	蚊香	
2517	m	ɐn	41	聞	mɐn41	新闻	
2518	m	ɐn	21	吻	mɐn21	接吻	
2519	m	ɐn	21	刎	mɐn21	自刎	
2520	m	ɐn	53	問	mɐn53	问问题	
2521	m	ɐt	053	物	mɐt53	物理	
2522	m	ɐt	053	勿	mɐt53	非礼勿视	
2523	k	ɐn	33	君	kɐn33	君子	
2524	k	ɐn	33	軍	kɐn33	参军	
2525	kʰ	ɐt	024	屈	kʰɐt24	委屈	
2526	kʰ	ɐn	41	群	kʰɐn41	群众	
2527	kʰ	ɐn	41	裙	kʰɐn41	连衣裙，裙子	
2528	k	ɐn	53	郡	kɐn53	郡主	
2529	k	ɐt	053	掘	kɐt53	挖掘，掘墓	
2530	kʰ	ɐt	024	倔	kʰɐt24	倔强	
2531	f	ɐn	33	熏	fɐn33	熏陶；熏蚊子	
2532	f	ɐn	33	勳	fɐn33	勋章	
2534	f	ɐn	33	薰	fɐn33	薰衣草	
2535	f	ɐn	25	訓	fɐn25	教训	
2536	w	ɐn	41	云	wɐn41	人云亦云	
2537	w	ɐn	41	雲	wɐn41	白云	
2538	w	ɐn	41	耘	wɐn41	耕耘	
2539	w	ɐn	53	韻	wɐn53	韵味	
2540	w	ɐn	53	運	wɐn53	运气	
2541	w	ɐn	41	暈	wɐn41	晕车	
2542	p	oŋ	33	幫	poŋ33	帮忙	
2543	p	oŋ	21	榜	poŋ21	榜样	
2544	pʰ	oŋ	25	謗	pʰoŋ25	诽谤	
2545	p	ok	021	博	pok21	博士	
2546	pʰ	oŋ	41	滂	pʰoŋ41	滂沱	
2547	p	ok	053	泊	pok53	梁山泊	
2548	pʰ	oŋ	41	旁	pʰoŋ41	旁边	
2549	pʰ	aŋ	41	螃	pʰɐŋ41	螃蟹	
2550	pʰ	oŋ	41	傍	pʰoŋ41	傍晚	
2551	pʰ	oŋ	41	傍	pʰoŋ41	依傍	
2552	p	ok	053	薄	pok53	薄弱	
2553	p	ok	053	泊	pok53	停泊，淡泊	
2554	m	oŋ	41	忙	moŋ41	农忙	
2555	m	oŋ	41	芒	moŋ41	芒种	
2556	m	oŋ	41	茫	moŋ41	茫然	
2557	m	oŋ	21	莽	moŋ21	鲁莽	
2558	m	oŋ	21	蟒	moŋ21	蟒蛇	
2559	m	ok	053	莫	mok53	莫非；姓	
2560	m	ok	021	膜	mok21	薄膜	
2561	m	ok	021	幕	mok21	谢幕	
2562	m	ok	021	寞	mok21	寂寞	
2563	m	o	33	摸	mo33	偷偷摸摸	
2564	t	oŋ	33	當	toŋ33	当时；应当	
2565	t	oŋ	21	黨	toŋ21	党员	
2566	t	oŋ	21	擋	toŋ21	阻挡	
2567	t	oŋ	25	當	toŋ25	当铺；当作	
2568	t	oŋ	21	檔	toŋ21	档案	
2569	tʰ	oŋ	33	湯	tʰoŋ33	喝汤；姓	
2570	tʰ	oŋ	21	倘	tʰoŋ21	倘若	
2571	tʰ	oŋ	21	躺	tʰoŋ21	躺下	
2572	tʰ	oŋ	33	燙	tʰoŋ33	烫手	
2573	tʰ	oŋ	25	趟	tʰoŋ25	一趟	
2574	tʰ	ok	021	託	tʰok21	推托，寄托	
2575	tʰ	ok	021	托	tʰok21	托盘，托下巴	
2576	tʰ	oŋ	41	堂	tʰoŋ41	堂兄	
2577	tʰ	oŋ	41	棠	tʰoŋ41	海棠	
2578	tʰ	oŋ	41	螳	tʰoŋ41	螳螂	
2579	tʰ	oŋ	41	唐	tʰoŋ41	唐朝	
2580	tʰ	oŋ	41	糖	tʰoŋ41	糖果	
2581	tʰ	oŋ	41	塘	tʰoŋ41	池塘	
2582	t	oŋ	53	蕩	toŋ53	放荡	
2583	t	ok	053	鐸	tok53	木铎，铃铎	
2584	t	ou	53	踱	tou53	踱方步	
2585	n	oŋ	41	囊	noŋ41	行囊	
2586	n	ok	053	諾	nok53	承诺	
2587	l	oŋ	41	郎	loŋ41	郎中	
2588	l	oŋ	41	廊	loŋ41	走廊	
2589	l	oŋ	41	狼	loŋ41	豺狼	
2590	l	oŋ	21	朗	loŋ21	明朗	
2591	l	oŋ	53	浪	loŋ53	浪费	
2592	l	oŋ	53	晾	loŋ53	晾衣服	
2593	l	ok	053	落	lok53	下落	
2594	l	ok	021	烙	lok21	烙印	
2595	l	ok	021	駱	lok21	骆驼	
2596	l	ok	021	洛	lok21	洛阳	
2597	l	ok	021	絡	lok21	联络	
2598	l	ok	053	樂	lok53	快乐	
2599	ts	oŋ	33	贓	tsoŋ33	赃款	
2600	ts	oŋ	25	髒	tsoŋ25	肮脏	
2601	ts	oŋ	25	葬	tsoŋ25	埋葬	
2602	ts	ok	021	作	tsok21	工作	
2603	tsʰ	oŋ	33	倉	tsʰoŋ33	仓库	
2604	tsʰ	oŋ	33	蒼	tsʰoŋ33	苍白	
2605	tsʰ	oŋ	33	艙	tsʰoŋ33	船舱	
2606	tsʰ	o	25	錯	tsʰo25	错杂	
2607	tsʰ	oŋ	41	藏	tsʰoŋ41	隐藏	
2608	ts	oŋ	53	藏	tsoŋ53	西藏	
2609	ts	oŋ	53	臟	tsoŋ53	内脏	
2610	ts	ok	053	鑿	tsok53	用凿子凿	
2611	ts	oŋ	53	昨	tsoŋ53	昨天	
2612	ɬ	oŋ	33	桑	ɬoŋ33	桑树	
2613	ɬ	oŋ	25	喪	ɬoŋ25	婚丧，丧事	
2614	ɬ	oŋ	33	嗓	ɬoŋ33	嗓子	
2615	ɬ	oŋ	25	喪	ɬoŋ25	丧失	
2616	ɬ	ok	021	索	ɬok21	绳索	
2617	k	oŋ	33	岡	koŋ33	井冈山	
2618	k	oŋ	33	崗	koŋ33	站岗	
2619	k	oŋ	33	剛	koŋ33	刚好	
2620	k	oŋ	33	綱	koŋ33	大纲	
2621	k	oŋ	25	鋼	koŋ25	钢铁，炼钢	
2622	k	oŋ	33	缸	koŋ33	水缸	
2623	k	oŋ	25	杠	koŋ25	抬物用具，高低杠	
2624	k	ok	021	各	kok21	各位	
2625	k	ok	021	閣	kok21	阁下；阁楼	
2626	k	ap	021	擱	kap21	耽搁	
2627	h	oŋ	33	康	hoŋ33	健康	
2628	h	oŋ	33	糠	hoŋ33	谷糠，米糠	
2629	kʰ	oŋ	33	慷	kʰoŋ33	慷慨	
2630	kʰ	oŋ	33	抗	kʰoŋ33	反抗	
2631	ŋ	oŋ	41	昂	ŋoŋ41	昂首，高昂	
2632	ŋ	ok	053	腭	ŋok53	上腭	
2633	ŋ	ok	053	鱷	ŋok53	鳄鱼	
2634	ŋ	ok	053	鄂	ŋok53	湖北简称	
2635	h	oŋ	41	行	hoŋ41	银行	
2636	h	oŋ	41	杭	hoŋ41	杭州	
2637	h	oŋ	41	航	hoŋ41	航行	
2638	h	ok	053	鶴	hok53	仙鹤	
2639		ok	021	惡	ok21	善恶，恶霸	
2640	n	iɛŋ	41	娘	niɛŋ41	爹娘	
2641	n	iɛŋ	53	釀	niɛŋ53	酿酒	
2642	l	iɛŋ	41	良	liɛŋ41	良好	
2643	l	iɛŋ	41	凉	liɛŋ41	凉快	
2644	l	iɛŋ	41	量	liɛŋ41	量尺寸	
2645	l	iɛŋ	41	糧	liɛŋ41	粮食	
2646	l	iɛŋ	41	梁	liɛŋ41	梁山；姓	
2647	l	iɛŋ	41	粱	liɛŋ41	高粱	
2648	l	iɛŋ	21	兩	liɛŋ21	两个	
2649	l	iɛŋ	21	兩	liɛŋ21	斤两	
2650	l	iɛŋ	53	亮	liɛŋ53	天亮	
2651	l	iɛŋ	53	諒	liɛŋ53	原谅	
2652	l	iɛŋ	41	輛	liɛŋ41	车辆	
2653	l	iɛŋ	53	量	liɛŋ53	数量	
2654	l	iɛk	053	略	liɛk53	战略	
2655	l	iɛk	053	掠	liɛk53	掠夺	
2656	ts	iɛŋ	33	將	tsiɛŋ33	将来；将军	
2657	ts	iɛŋ	33	漿	tsiɛŋ33	浆糊	
2658	ts	iɛŋ	21	蔣	tsiɛŋ21	蒋介石	
2659	ts	iɛŋ	21	槳	tsiɛŋ21	木桨	
2660	ts	iɛŋ	21	獎	tsiɛŋ21	奖品	
2661	ts	iɛŋ	25	將	tsiɛŋ25	大将，将士	
2662	ts	iɛŋ	25	醬	tsiɛŋ25	酱油，辣椒酱	
2663	tsʰ	iɛk	021	爵	tsʰiɛk21	爵位	
2664	ts	iɛk	021	雀	tsiɛk21	麻雀	
2665	tsʰ	iɛŋ	33	槍	tsʰiɛŋ33	手枪	
2666	tsʰ	iɛŋ	21	搶	tsʰiɛŋ21	抢东西	
2667	tsʰ	iɛk	021	鵲	tsʰiɛk21	喜鹊	
2668	tsʰ	iɛŋ	41	牆	tsʰiɛŋ41	墙壁	
2669	ts	iɛŋ	53	匠	tsiɛŋ53	木匠	
2670	tsʰ	iɛk	021	嚼	tsʰiɛk21	嚼碎，咀嚼	
2671	ɬ	iɛŋ	33	相	ɬiɛŋ33	互相	
2672	ɬ	iɛŋ	33	箱	ɬiɛŋ33	箱子	
2673	ɬ	iɛŋ	33	厢	ɬiɛŋ33	车厢	
2674	ɬ	iɛŋ	33	湘	ɬiɛŋ33	湖南简称	
2675	ɬ	iɛŋ	33	襄	ɬiɛŋ33	襄阳	
2676	ɬ	iɛŋ	33	鑲	ɬiɛŋ33	镶牙	
2677	ɬ	iɛŋ	21	想	ɬiɛŋ21	想念	
2678	ɬ	iɛŋ	25	相	ɬiɛŋ25	相貌，看相	
2679	ɬ	iɛk	021	削	ɬiɛk21	剥削	
2680	tsʰ	iɛŋ	41	詳	tsʰiɛŋ41	详细	
2681	tsʰ	iɛŋ	41	祥	tsʰiɛŋ41	慈祥	
2682	ts	iɛŋ	53	象	tsiɛŋ53	大象	
2683	ts	iɛŋ	53	像	tsiɛŋ53	像章，相像	
2684	ts	iɛŋ	53	橡	tsiɛŋ53	橡胶；橡树	
2685	ts	iɛŋ	33	張	tsiɛŋ33	一张纸；姓	
2686	tsʰ	iɛŋ	41	長	tsʰiɛŋ41	长短	
2687	ts	iɛŋ	25	漲	tsiɛŋ25	涨价	
2688	ts	iɛŋ	25	帳	tsiɛŋ25	蚊帐	
2689	ts	iɛŋ	25	賬	tsiɛŋ25	算账	
2690	ts	iɛŋ	25	脹	tsiɛŋ25	肿胀	
2691	ts	iɛk	021	着	tsiɛk21	着衣，着装	
2692	tsʰ	iɛŋ	25	暢	tsʰiɛŋ25	畅快	
2693	ts	iɛŋ	21	長	tsiɛŋ21	生长	
2694	tsʰ	iɛŋ	41	腸	tsʰiɛŋ41	肠胃	
2695	tsʰ	iɛŋ	41	場	tsʰiɛŋ41	场地	
2696	ts	iɛŋ	53	丈	tsiɛŋ53	一丈；老丈人	
2697	ts	iɛŋ	25	仗	tsiɛŋ25	打仗	
2698	ts	iɛŋ	53	杖	tsiɛŋ53	拐杖	
2699	ts	iɛk	053	着	tsiɛk53	睡着；着火	
2700	ts	oŋ	33	莊	tsoŋ33	村庄	
2701	ts	oŋ	33	裝	tsoŋ33	假装	
2702	ts	oŋ	33	妝	tsoŋ33	化妆	
2703	ts	oŋ	25	壯	tsoŋ25	壮大，强壮	
2704	tsʰ	oŋ	33	瘡	tsʰoŋ33	痔疮	
2705	tsʰ	oŋ	21	闖	tsʰoŋ21	闯祸	
2706	tsʰ	oŋ	21	創	tsʰoŋ21	创造	
2707	tsʰ	oŋ	41	牀	tsʰoŋ41	机床	
2708	ts	oŋ	53	狀	tsoŋ53	状元	
2709	s	oŋ	33	霜	soŋ33	落霜，霜降	
2710	s	oŋ	33	孀	soŋ33	遗孀	
2711	s	oŋ	21	爽	soŋ21	爽快	
2712	ts	iɛŋ	33	章	tsiɛŋ33	文章	
2713	ts	iɛŋ	33	樟	tsiɛŋ33	樟树	
2714	ts	iɛŋ	21	掌	tsiɛŋ21	巴掌	
2715	ts	iɛŋ	25	障	tsiɛŋ25	保障	
2716	ts	iɛŋ	25	瘴	tsiɛŋ25	瘴气	
2717	ts	iɛk	021	酌	tsiɛk21	酌情	
2718	tsʰ	iɛŋ	33	昌	tsʰiɛŋ33	昌盛	
2719	tsʰ	iɛŋ	33	菖	tsʰiɛŋ33	菖蒲	
2720	tsʰ	iɛŋ	33	娼	tsʰiɛŋ33	娼妓	
2721	tsʰ	oŋ	21	厰	tsʰoŋ21	厂长	
2722	tsʰ	iɛŋ	25	唱	tsʰiɛŋ25	唱歌	
2723	tsʰ	iɛŋ	33	倡	tsʰiɛŋ33	提倡	
2724	tsʰ	iɛk	021	綽	tsʰiɛk21	绰号；绰绰有余	
2725	tsʰ	iɛk	021	焯	tsʰiɛk21	把菜放在开水里焯一焯	
2726	s	iɛŋ	33	商	siɛŋ33	商业	
2727	s	iɛŋ	33	傷	siɛŋ33	伤害	
2728	s	iɛŋ	21	賞	siɛŋ21	欣赏	
2729	h	iɛŋ	21	晌	hiɛŋ21	晌午	
2730	h	iɛŋ	21	餉	hiɛŋ21	军饷	
2731	s	iɛŋ	41	常	siɛŋ41	经常	
2732	s	iɛŋ	41	嘗	siɛŋ41	品尝	
2733	s	iɛŋ	41	裳	siɛŋ41	衣裳	
2734	s	iɛŋ	41	償	siɛŋ41	赔偿	
2735	s	iɛŋ	21	上	siɛŋ21	上山（动）	
2736	s	iɛŋ	53	尚	siɛŋ53	和尚	
2737	s	iɛŋ	53	上	siɛŋ53	上面（名）	
2738	s	iɛk	053	勺	siɛk53	饭勺，勺子	
2739	tsʰ	iɛk	021	芍	tsʰiɛk21	芍药花；白芍	
2740	pʰ	iɛu	41	瓤	pʰiɛu41	瓜瓤	
2741	j	ɛŋ	21	壤	jɛŋ21	土壤	
2742	ŋ	iɛŋ	53	讓	ŋiɛŋ53	让座	
2743	j	ɛk	053	若	jɛk53	若无其事	
2744	ŋ	iɛk	053	弱	ŋiɛk53	弱点	
2745	k	iɛŋ	33	疆	kiɛŋ33	新疆	
2746	k	iɛŋ	33	僵	kiɛŋ33	僵硬	
2747	k	iɛŋ	33	薑	kiɛŋ33	生姜	
2748	k	iɛŋ	33	繮	kiɛŋ33	缰绳	
2749	k	iɛŋ	33	姜	kiɛŋ33	姜太公，姓	
2750	k	iɛk	021	脚	kiɛk21	赤脚	
2751	kʰ	iɛk	021	却	kʰiɛk21	退却	
2752	kʰ	iɛŋ	41	强	kʰiɛŋ41	强大	
2753	kʰ	iɛŋ	21	强	kʰiɛŋ21	勉强	
2754	j	ɛŋ	21	仰	jɛŋ21	仰视	
2755	ŋ	iɛk	053	虐	ŋiɛk53	虐待	
2756	ŋ	iɛk	053	瘧	ŋiɛk53	疟疾	
2757	h	iɛŋ	33	香	hiɛŋ33	香气	
2758	h	iɛŋ	33	鄉	hiɛŋ33	乡下	
2759	h	iɛŋ	21	享	hiɛŋ21	分享	
2760	h	iɛŋ	21	響	hiɛŋ21	音响	
2761	h	iɛŋ	25	向	hiɛŋ25	向前	
2762	j	ɛŋ	33	央	jɛŋ33	中央	
2763	j	ɛŋ	33	秧	jɛŋ33	插秧	
2764	j	ɛŋ	33	殃	jɛŋ33	遭殃	
2765	j	ɛk	021	約	jɛk21	约定	
2766	j	ɛŋ	41	羊	jɛŋ41	绵羊	
2767	j	ɛŋ	41	洋	jɛŋ41	海洋	
2768	j	ɛŋ	41	楊	jɛŋ41	杨树	
2769	j	ɛŋ	41	陽	jɛŋ41	太阳	
2770	j	ɛŋ	41	揚	jɛŋ41	发扬	
2771	j	ɛŋ	41	瘍	jɛŋ41	溃疡	
2772	j	ɛŋ	21	養	jɛŋ21	养猪	
2773	j	ɛŋ	21	癢	jɛŋ21	皮肤痒	
2774	j	ɛŋ	53	樣	jɛŋ53	样子	
2775	j	ɛk	053	藥	jɛk53	吃药	
2776	ŋ	iɛk	053	躍	ŋiɛk53	跳跃	
2777	k	oŋ	33	光	koŋ33	阳光	
2778	k	oŋ	21	廣	koŋ21	广东	
2779	k	ok	021	郭	kok21	姓	
2780	kʰ	oŋ	25	曠	kʰoŋ25	旷工	
2781	k	ok	021	廓	kok21	轮廓	
2782	kʰ	oŋ	25	擴	kʰoŋ25	扩充	
2783	f	oŋ	33	荒	foŋ33	荒地	
2784	f	oŋ	33	慌	foŋ33	心慌	
2785	f	oŋ	33	謊	foŋ33	说谎	
2786	kʰ	ok	021	霍	kʰok21	霍乱	
2787	kʰ	ok	021	藿	kʰok21	藿香	
2788	w	oŋ	41	黃	woŋ41	黄色	
2789	w	oŋ	41	簧	woŋ41	弹簧	
2790	w	oŋ	41	皇	woŋ41	皇帝	
2791	w	oŋ	41	蝗	woŋ41	蝗虫	
2792	w	oŋ	41	凰	woŋ41	凤凰	
2793	f	oŋ	21	晃	foŋ21	晃动，晃眼	
2794	w	ok	053	鑊	wok53	锅（炒菜用）	
2795	w	oŋ	33	汪	woŋ33	汪洋	
2796	f	oŋ	33	方	foŋ33	地方	
2797	f	oŋ	33	肪	foŋ33	脂肪	
2798	f	oŋ	33	坊	foŋ33	作坊	
2799	f	oŋ	21	倣	foŋ21	仿效	
2800	f	oŋ	25	放	foŋ25	放手	
2801	f	oŋ	33	芳	foŋ33	芳香	
2802	f	oŋ	41	妨	foŋ41	妨害，不妨	
2803	f	oŋ	21	紡	foŋ21	纺织	
2804	f	oŋ	21	仿	foŋ21	相仿，仿照	
2805	f	oŋ	21	彷	foŋ21	仿佛	
2806	f	oŋ	21	訪	foŋ21	访问	
2807	f	oŋ	41	房	foŋ41	房间	
2808	f	oŋ	41	防	foŋ41	防止	
2809	f	ok	053	縛	fok53	缚鞋带，缚鸡	
2810	m	oŋ	41	亡	moŋ41	死亡	
2811	m	oŋ	41	芒	moŋ41	麦芒，锋芒毕露	
2812	m	oŋ	21	網	moŋ21	鱼网	
2813	m	oŋ	41	忘	moŋ41	忘记	
2814	m	oŋ	21	妄	moŋ21	狂妄	
2815	m	oŋ	53	望	moŋ53	希望	
2816	h	oŋ	33	匡	hoŋ33	赵匡胤	
2817	h	oŋ	33	筐	hoŋ33	箩筐	
2818	h	oŋ	33	眶	hoŋ33	眼眶	
2819	h	oŋ	33	框	hoŋ33	门框	
2820	kʰ	oŋ	41	狂	kʰoŋ41	发狂	
2821	f	oŋ	25	况	foŋ25	情况	
2822	w	oŋ	21	枉	woŋ21	冤枉	
2823	w	oŋ	41	王	woŋ41	姓；大王	
2824	w	oŋ	21	往	woŋ21	来往	
2825	w	oŋ	53	旺	woŋ53	兴旺	
2826	p	oŋ	33	邦	poŋ33	城邦；刘邦	
2827	p	oŋ	21	綁	poŋ21	松绑	
2828	pʰ	ok	021	剥	pʰok21	剥削	
2829	p	ok	021	駁	pok21	反驳	
2830	p	uŋ	53	胖	puŋ53	肥胖	
2831	pʰ	ok	021	樸	pʰok21	朴素	
2832	pʰ	oŋ	41	龐	pʰoŋ41	庞大	
2833	f	uŋ	21	棒	fuŋ21	木棒	
2834	pʰ	oŋ	21	蚌	pʰoŋ21	蚌壳	
2835	pʰ	au	33	雹	pʰau33	冰雹	
2836	ts	oŋ	33	樁	tsoŋ33	打桩	
2837	ts	ok	021	桌	tsok21	书桌	
2838	tsʰ	iɛk	021	卓	tsʰiɛk21	卓越	
2839	t	iɛk	021	琢	tiɛk21	琢磨	
2840	t	iɛk	021	啄	tiɛk21	啄木鸟	
2841	tsʰ	ok	021	戳	tsʰok21	戳破，戳穿	
2842	ts	oŋ	53	撞	tsoŋ53	碰撞	
2843	ts	ok	053	濁	tsok53	清浊，浑浊	
2844	ts	ok	021	捉	tsok21	捕捉	
2845	tsʰ	oŋ	33	窗	tsʰoŋ33	窗户	
2846		ak	021	鐲	ɐk21	镯子，手镯	
2847	s	oŋ	33	雙	soŋ33	一双	
2849	k	oŋ	33	江	koŋ33	长江	
