num	聲	呼	等	韻	調	組	攝	字	茶山茶山	茶山塘角(大部头)	茶山塘角(莞语探源)	長安	常平	大朗	道滘	東城	東坑	高埗	莞城	莞城字匯	莞城老男(語保)	莞城青男(語保)	橫瀝	洪梅	厚街	虎門	黃江	寮步	麻湧	南城	企石	橋頭	沙田	石碣	石龙1890原版	石龙1890粤拼版	石龍	石排	塘廈	萬江	望牛墩	謝崗	中堂		大嶺山	鳳崗	清溪	樟木頭
142	生	開	三	之	去	莊	止	使	sɔi³⁵	ʃoe³⁵|ʃi³⁵	ʃi2;ʃi3	ʃai³⁵|ʃi³⁵	soe⁵⁵|sɿ⁵⁵	soe⁵⁵|sɿ⁵⁵	ʃoe³⁵|ʃi⁴⁴	ʃɔi³⁵|ʃi³⁵	ʃɔi⁴⁵|ʃi⁴⁵	ʃoe³⁵|ʃi³⁵	ʃɔi35 ʃi35	ʃi³⁵|ʃi³⁵|ʃɔi³⁵	ʃɔi35 ʃi35	ʃɔi35 ʃi35 ʃi44	ʃoe⁵⁵|ʃi⁵⁵	ʃoe³⁵|ʃi³⁵	ʃoe³⁵|ʃi³⁵	ʃai³⁵|ʃi³⁵	ʃui⁵⁵|ʃi⁵⁵	ʃɔi³⁵|fi³⁵	ʃɐi³⁵	ʃoe³⁵|ʃi³⁵|ʃi⁴³	ʃoe⁵⁵|ʃi⁵⁵	ʃei⁴⁴	ʃɐi³⁵|ʃi³⁵	ʃoe³⁵|ʃi³⁵			ʃɔe³⁵|ʃi³⁵	ʃoe³⁵|ʃi³⁵	ʃai⁵⁵	ʃɔe³⁵|ʃi³⁵	ʃoe³⁵|ʃi³⁵	ʃɐi⁵⁵|ʃi⁵⁵	ʃɔi³⁵|ʃi³⁵		su⁴¹	su³¹	su³¹	su⁴¹
143	生	開	三	之	上	莊	止	駛	sɔi³⁵		ʃɔi2									ʃi³⁵																												
144	日	開	三	之	平	日	止	而	ji²¹		ji4									ji³¹																												
145	日	開	三	之	上	日	止	耳	ɡɐi¹³	ŋɐi³⁴	ŋɐi3	gəi³⁴	ŋɐi³⁴	ŋɐi²³	ŋɐi³⁴	gɐi³⁴	ŋɐi²⁴	ŋɐi³⁴	ŋesi34	ŋɐi³⁴	ŋɐi34	ŋɐi34	gɐi³²|gɐi⁵⁵|gɐi²⁴	gɐi³⁴	gɐi²³	ŋəi³⁴	gei⁵⁵	ŋɐi²⁴	ei²³	lɐi³⁴	gɐi²³	ŋei⁵⁵|ŋei³⁴	ji²³	ŋɐi²³			ŋɐi²³	gɐi²³	gəi³⁴	ŋɐi³⁴	gɐi³⁴	gɐi³⁴	ŋɐi³⁴		gi⁴¹	ŋi³¹	ŋi³¹	gi⁴¹
146	日	開	三	之	去	日	止	餌			lɐi6									ŋɐi³⁴																												
147	群	開	三	之	平	見	止	期	kʰɐi²¹		kɐi4									kʰɐi³¹																												
148	群	開	三	之	平	見	止	期	kʰɐi²¹		kɐi4									kʰɐi³¹																												
149	群	開	三	之	平	見	止	淇																																								
150	群	開	三	之	平	見	止	琪																																								
151	群	開	三	之	平	見	止	其	kʰɐi²¹		kɐi4									kʰɐi³¹															k′éí	kei												
152	群	開	三	之	平	見	止	旗	kʰɐi²¹		kɐi4									kʰɐi³¹																												
153	群	開	三	之	去	見	止	忌	kɐi⁴³|kɐi⁴³		kɐi6									kɐi⁴⁴³																												
154	群	開	三	之	平	見	止	麒																																								
155	來	開	三	之	平	來	止	釐	lɐi²¹																																							
156	來	開	三	之	平	來	止	狸	lɐi⁵⁵		lɐi4									lɐi³¹																												
157	來	開	三	之	上	來	止	里	lɐi¹³																																							
158	來	開	三	之	上	來	止	李	lɐi¹³	lɐi³⁴	lɐi3	ləi³⁴	lɐi³⁴	lɐi²³	ŋɐi³⁴	lɐi³⁴	lɐi²⁴	lɐi³⁴	1ɐi34	lɐi³⁴	ŋɐi34	lɐi34	lɐi²⁴	gɐi³⁴	lɐi²³	ləi³⁴	lei³⁴	lɐi²⁴	lei²³	lɐi³⁴	lɐi²³	lei³⁴	lei²³	lɐi²³			lɐi²³|nɐi²³	lɐi²³	ləi³⁴	ŋɐi³⁴	gɐi³⁴	lɐi³⁴	lɐi³⁴		li⁴¹	li³¹	li³¹	di⁴¹
159	來	開	三	之	上	來	止	理	lɐi¹³		lɐi3									lɐi³⁴															léí	lei												
160	來	開	三	之	上	來	止	鯉	lɐi¹³		lɐi3									lɐi³⁴																												
161	來	開	三	之	去	來	止	吏	lɐi⁴³		lɐi6									lɐi⁴⁴³																												
162	來	開	三	之	上	來	止	裏	lɐi¹³																																							
163	精	開	三	之	上	精	止	仔			tʃɔi2									ʧɔi³⁵																												
164	精	開	三	之	平	精	止	滋	tsɐi³¹		tʃɐi1.									ʧɐi²³																												
165	精	開	三	之	平	精	止	孜																																								
166	精	開	三	之	上	精	止	子	tsɐi³⁵	ʧɐi³⁵	tʃɐi2	ʧəi³⁵	ʦɐi⁵⁵	ʦɐi⁵⁵	ʧɐi³⁵	ʧɐi³⁵	ʧɐi⁴⁵	ʧɐi³⁵	ʧœi35	kʰwi³⁵|ʧɐi³⁵|mɐu⁴⁴³	ʧɐi35	ʧɐi35	ʧɐi⁵⁵	ʧɐi³⁵	ʧɐi³⁵	ʧəi³⁵	ʧei⁵⁵	ʧɐi³⁵	ʧei³⁵|ʧi³⁵	ʧɐi³⁵	ʧɐi⁵⁵	ʧei⁵⁵|ʧi⁵⁵	ʧei³⁵|ʧi³⁵	ʧɐi³⁵			ʧɐi³⁵	ʧɐi³⁵	ʧəi⁵⁵	ʧɐi³⁵	ʧɐi³⁵	ʧɐi⁵⁵	ʧɐi³⁵		ʦu⁴¹	ʦu³¹	ʦu³¹	ʦu⁴¹
167	精	開	三	之	上	精	止	梓	tsɐi³⁵											ʧɐi³⁵																												
168	見	開	三	之	平	見	止	居	kui³¹		kui1									kɵ²³															kuí	geoi												
169	見	開	三	之	平	見	止	基	kɐi³¹		kɐi1									kɐi²³																												
170	見	開	三	之	平	見	止	箕	kɐi³¹		kɐi1									kɐi²³																												
171	見	開	三	之	上	見	止	己	kɐi³⁵																																							
172	見	開	三	之	上	見	止	紀	kɐi³⁵		kɐi2									kɐi³⁵|kɐi⁴⁴³																												
173	見	開	三	之	去	見	止	記	kɐi¹³	kɐi³⁴	kɐi3	kəi⁴⁴³	kɐi³⁴	kɐi²³	kɐi⁴⁴	kɐi³⁴	kɐi²⁴	kɐi³⁴	kɐi443	kɐi⁴⁴³	kɐi44	kɐi44	kɐi²⁴	kɐi⁴⁴³	kɐi³³	kəi⁴⁴³	kei³⁴	kɐi²⁴	kei⁴⁴	kɐi⁴³	kɐi²³	kei³⁵	kei⁴³	kɐi²³			kɐi²³	kɐi²³	kəi³⁴	kɐi⁴⁴³	kɐi³⁴	kɐi³⁵	kɐi³⁴		ki⁵¹	ki⁵¹	ki⁵²	ki⁴¹|ki⁵¹
174	從	開	三	之	平	精	止	慈	tsʰɐi²¹		tʃʰɐi4									ʧʰɐi³¹															ts′aí	cai												
175	從	開	三	之	去	精	止	字	tsɐi⁴³	ʧɐi⁴⁴	tʃɐi6	ʧəi³³²	ʦɐi³³	ʦɐi³³	ʧɐi⁴⁴	ʧɐi⁴⁴	ʧɐi⁴³	ʧɐi³³	ʧɐi443	ʧɐi⁴⁴³	ʧɐi44	ʧɐi44	ʧʰɐi³³|ʧɐi³³	ʧɐi⁴⁴³	ʧɐi³³	ʧəi⁴⁴³	ʧei³³	ʧɐi⁴²	ʧei⁴¹	ʧɐi⁴³	ʧɐi⁴³	ʧʰei⁴⁴	ʧei⁴³|ʧi⁴³	ʧɐi³³	tsaí	zai	ʧɐi⁴¹	ʧɐi⁴⁴	ʧəi³³	ʧɐi⁴⁴³	ʧɐi³³	ʧʰɐi⁴⁴	ʧɐi³²		su⁵¹	su³¹	su³¹	su⁴¹
176	從	開	三	之	去	精	止	牸																																								
177	初	開	三	之	去	莊	止	廁	tsʰɐi¹³		tʃʰɐi3									ʧʰɐi⁴⁴³																												
178	崇	開	三	之	上	莊	止	仕	si⁴³											ʃi⁴⁴³																												
179	崇	開	三	之	上	莊	止	士	si⁴³		ʃi6									ʃi⁴⁴³																												
180	崇	開	三	之	上	莊	止	俟																											tsaí	zai												
181	澄	開	三	之	平	知	止	持	tsʰi²¹		tʃʰi4									ʧʰi³¹|lɵt³																												
182	澄	開	三	之	平	知	止	治	tʰɔŋ³¹|tsi¹³	ʧi³⁴	tʃi3	ʧi³³²	ʦɿ³⁴	ʦɿ²³	ʧi⁴⁴	ʧi⁴⁴	ʧi²⁴	ʧi³³	ʧi443		ʧi44	ʧi44	ʧi²⁴	ʧi⁴⁴³	ʧi³³	ʧi⁴⁴³	ʧi³³	ʧi²⁴	ʧi⁴¹	ʧi⁴³	ʧi⁴³	ʧi⁴⁴	ʧi⁴³	ʧi³³			ʧi⁴¹	ʧi²³	ʧi³³	ʧi⁴⁴³	ʧi³³	ʧʰi⁴⁴	ʧi³²		ʦʰi⁵¹	ʦʰi³¹	ʦʰi³¹	ʦʰi⁴¹
183	澄	開	三	之	上	知	止	峙																																								
184	澄	開	三	之	去	知	止	植	tsɐk0⁴³		tʃɐʔ9									ʧa²³|ʧək³																												
185	澄	開	三	之	去	知	止	值	tsɐk0⁴³		tʃɐʔ9									ʧək³																												
186	澄	開	三	之	上	知	止	痔	tsi¹³											ʧi⁴⁴³																												
187	徹	開	三	之	平	知	止	痴																																								
188	徹	開	三	之	上	知	止	恥	tsʰi³⁵		tʃʰi2									ʧʰi³⁵																												
189	徹	開	三	之	上	知	止	祉																																								
190	徹	開	三	之	平	知	止	癡	tsʰi³¹		tʃʰi1									ʧʰi²³															ch′i	chi												
191	常	開	三	之	平	章	止	時	si²¹	ʃi²¹	ʃi4	ʃi²¹	sɿ²¹	sɿ²¹	ʃi²¹	ʃi²²	ʃi²¹	ʃi²¹	ʃi31	ʃi³¹	ʃi31	ʃi31	ʃi²¹	ʃi³¹	ʃi³¹	ʃi²¹	ʃi²¹	ʃi²¹	ʃi²²¹	ʃi³¹	ʃi²¹	ʃi²¹	ʃi²¹	ʃi²¹	shí	shi	ʃi²¹	ʃi²¹	ʃi²¹	ʃi²¹	ʃi²¹	ʃi²¹	ʃi²¹		si²¹	si²¹	si²¹	si²²
192	常	開	三	之	上	章	止	市		ʃi³⁴	ʃi3	ʃi³⁴	sɿ³⁴	sɿ²³	ʃi³⁴	ʃi³⁴	ʃi²⁴	ʃi³⁴	ʃi34	ʃi³⁴	ʃi34	ʃi34	ʃi²⁴	ʃi³⁴	ʃi²³	ʃi³⁴	ʃi³⁴	ʃi²⁴	ʃi²³	ʃi³⁴	ʃi²³	ʃi³⁴	ʃi²³	ʃi²³			ʃi²³	ʃi²³	ʃi³⁴	ʃi³⁴	ʃi³⁴	ʃi³⁴	ʃi³⁴		si⁵¹	si⁵¹	si⁵²	si⁵¹
193	常	開	三	之	上	章	止	恃	tsʰi³¹		ʃi6									ʧʰi³⁵																												
194	常	開	三	之	去	章	止	侍	si⁴³		ʃi6									ʃɐi⁴⁴³																												
195	昌	開	三	之	平	章	止	嗤			tʃʰi1																																					
196	昌	開	三	之	上	章	止	齒	tsʰi³⁵		tʃʰi2									ʧʰi³⁵																												
197	昌	開	三	之	去	章	止	熾																																								
198	禪	開	三	之	平	莊	止	鰣																																								
199	章	開	三	支A	平	章	止	肢	tsi³¹		tʃi1									ʧi²³																												
200	章	開	三	支A	平	章	止	支	tsi³¹|tsi³¹		tʃi1									ʧi²³																												
201	章	開	三	支A	平	章	止	只	tsi³⁵		tʃi2;tʃɛʔ8									ʧi³⁵|ʧœ⁴⁴³																												
202	章	開	三	支A	平	章	止	枝	tsi³¹		tʃi1									ʧi²³																												
203	章	開	三	支A	平	章	止	氏	si⁴³		ʃi6									ʃi⁴⁴³|ʧy²³|ka³⁵|ʃin⁴⁴³																												
204	章	開	三	支A	上	章	止	祇																																								
205	章	開	三	支A	上	章	止	紙	tsi³⁵	ʧi³⁵	tʃi2	ʧi³⁵	ʦɿ⁵⁵	ʦɿ⁵⁵	ʧi³⁵	ʧi³⁵	ʧi⁴⁵	ʧi³⁵	ʧi35	ʧi³⁵	ʧi35	ʧi35	ʧi⁵⁵	ʧi³⁵	ʧi³⁵	ʧi³⁵	ʧi⁵⁵	ʧi³⁵	ʧi³⁵	ʧi³⁵	ʧi⁵⁵	ʧi⁵⁵	ʧi³⁵	ʧi³⁵			ʧi³⁵	ʧi³⁵	ʧi⁵⁵	ʧi³⁵	ʧi³⁵	ʧi⁵⁵	ʧi³⁵		ʦi⁴¹	ʦi³¹	ʦi³¹	ʦi⁴¹
206	章	開	三	支A	上	章	止	咫																																								
207	章	開	三	支A	上	章	止	枳																																								
208	章	合	三	支A	去	章	止	惴																																								
209	章	開	三	支A	平	章	止	梔	tsi³¹																																							
210	章	合	三	支A	上	章	止	捶			tʃʰui4																																					
211	影	開	三	支A	去	影	止	縊																																								
212	以	開	三	支A	平	以	止	蛇	siɛ²¹	ʃe²¹	ʃɛ4	ʃe²¹	se²¹	sɛ²¹	ʃɛ²¹	ʃɛ²²	ʃɛ²¹	ʃɛ²¹	ʃœ31	ʃœ³¹|mɔŋ³¹	ʃɛ31	ʃɛ31	ʃe²¹	ʃe³¹	ʃɛ³¹	ʃe²¹	ʃo²¹	ʃɛ²¹	ʃia²²¹	ʃɵ³¹	ʃe²¹	ʃɛ²¹	ʃɛ²¹	ʃɛ²¹			ʃɛ²¹	ʃe²¹	ʃie²¹	ʃe²¹	ʃɛ²¹	ʃɛ²¹	ʃɛ²¹		sa²¹	sa²¹	sa²¹	sa²²
213	以	開	三	支A	平	以	止	移	ji²¹	ji²¹	ji4	ji²¹	zɿ²¹	zɿ²¹	ji²¹	ji²²	ji²¹	ji²¹	ji31	ji³¹	ji31	ji31	ji²¹	ji³¹	ji³¹	ji²¹	ji²¹	ji²¹	ji²²¹	ji³¹	ji²¹	ji²¹	ji²¹	ji²¹			ji²¹	ji²¹	ji²¹	ji²¹	ji²¹	ji²¹	ji²¹		zi²¹	zi²¹	zi²¹	zi²²
214	以	開	三	支A	去	以	止	易	ji⁴³		ji6									ji⁴⁴³|jək³																												
215	以	合	三	支A	平	以	止	蠵																																								
216	心	開	三	支A	去	精	止	賜	sɐi⁴³		tʃʰi3									ʃɐi⁴⁴³															suí;saí꜄	seoi;sai3												
217	心	開	三	支A	上	精	止	璽	sai³⁵											ʃai³⁵																												
218	心	開	三	支A	平	精	止	斯	sɐi³¹		ʃɐi1									ʃɐi²³																												
219	心	開	三	支A	平	精	止	廝												ʃɐi²³																												
220	心	合	三	支A	上	精	止	髓	sui⁴³		ʃui4									ʃɵ³⁵																												
221	心	開	三	支A	上	精	止	徙	sai³⁵		ʃai2																																					
222	邪	合	三	支A	平	精	止	隨	tsʰui²¹	ʧʰui²¹	tʃʰui4	ʧʰɔi²¹	ʦʰui²¹	ʦʰui²¹	ʧʰui²¹	ʧʰui²²	ʧʰui²¹	ʧʰui²¹	ʧʰə31	ʧʰɵ³¹	ʃɵ31	ʧhɵ31	ʧʰui²¹	ʧʰui³¹	ʧʰui³¹	ʧʰøy²¹	ʧʰui²¹	ʧʰui²¹	ʧʰue²²¹|ʧʰøy²²¹	ʧʰɵ³¹	ʧʰui²¹	ʧʰoi²¹	ʧʰøy²¹	ʧʰui²¹			ʧʰui²¹	ʧʰui²¹	ʧʰui²¹	ʧʰui²¹	ʧʰui²¹	ʧʰøy²¹	ʧʰui²¹		ʦʰui²¹	ʦʰui²¹	ʦʰui²¹	ʦʰui²²
223	邪	合	三	支A	平	精	止	隋																																								
224	曉	合	三	支A	平	影	止	墮			tu3									tɔ⁴⁴³																												
225	溪	合	三	支A	平	見	止	窺	kʰuɔi³¹		kʰɔi1									kʰwɔi²³																												
226	溪	開	三	支A	上	見	止	企	kʰɐi¹³		kʰɐi3									kʰɐi³⁴|kʰɐi³⁴																												
227	溪	開	三	支A	去	見	止	吱			tʃi1																																					
228	書	開	三	支A	平	章	止	施	si³¹		ʃi1									ʃi²³																												
229	書	開	三	支A	上	章	止	弛			tʃʰi4																																					
230	書	開	三	支A	去	章	止	翅	tsʰi¹³		tʃʰi3									ʧʰi⁴⁴³																												
231	書	開	三	支A	上	章	止	豕																																								
232	日	開	三	支A	平	日	止	兒	ji²¹	ji²¹	ji4	ji²¹	zɿ²¹	zɿ²¹	ji²¹	ji²²	ji²¹	ji²¹	ji31	ji³¹	ji31	ji31	ji²¹	ji³¹	ji³¹	ji²¹	ji²¹	ji²¹	ji²²¹	ji³¹	ji²¹	ji²¹	ji²¹	ji²¹			ji²¹	ji²¹	ji²¹	ji²¹	ji²¹	ji²¹	ji²¹		zi²¹	zi²¹	zi²¹	zi²²
233	日	合	三	支A	上	日	止	蕊	jui¹³		jui3									jɵ³⁴															yúí	jui												
234	日	開	三	支A	上	日	止	爾	ji¹³		ji3									ji³⁴																												
235	日	開	三	支A	上	日	止	邇																																								
236	群	開	三	支A	平	見	止	示	si⁴³		ʃi6									ʃi⁴⁴³																												
237	群	開	三	支A	平	見	止	歧			kɐi4																																					
238	群	開	三	支A	平	見	止	祇																																								
239	群	開	三	支A	平	見	止	岐	kʰɐi²¹											kʰɐi³¹																												
240	清	開	三	支A	平	精	止	雌	tsʰi³¹		tʃʰi1									ʧʰi²³															ch‘í	chi												
241	清	開	三	支A	上	精	止	此	tsʰɐi³⁵		tʃʰɐi2									ʧʰɐi³⁵															tsaí	zai												
242	清	開	三	支A	去	精	止	刺	tsʰi¹³	ʧʰɐi³⁴|ʧʰi³⁴	tʃʰi3	ʧʰi⁴⁴³	ʦʰɐi³⁴|ʦʰɿ³⁴	ʦʰɐi²³|ʦʰɿ²³	ʧʰɐi⁴⁴|ʧʰi⁴⁴	ʧʰɐi³⁴|ʧʰi³⁴	ʧʰɐi²⁴|ʧʰi²⁴	ʧʰi³⁴	ʧʰɐi443ʧʰi443	ʧʰi⁴⁴³|ʧʰɐi⁴⁴³	ʧhɐi44 ʧhi44	ʧhɐi44 ʧhi44	ʧʰɐi²⁴|ʧʰi²⁴	ʧʰɐi³⁴|ʧʰi⁴⁴³	ʧʰɐi³³|ʧʰi³³	ʧʰəi⁴⁴³|ʧʰi⁴⁴³	ʧʰi³⁴	ʧʰɐi²⁴|ʧʰi²⁴	ʧʰei⁴⁴|ʧʰi⁴⁴	ʧʰɐi⁴³|ʧʰi⁴³	ʧʰɐi²³|ʧʰi²³	ʧʰi³⁵	ʧʰi²³	ʧʰɐi²³|ʧʰi²³	tsaí	zai	ʧʰɐi²³|ʧʰi²³	ʧʰɐi²³|ʧʰi²³	ʧʰi³⁴	ʧʰɐi³⁴|ʧʰi³⁴	ʧʰɐi³⁴|ʧʰi³⁴	ʧʰei³⁵	ʧʰɐi³⁴|ʧʰi³⁴		ʦʰi⁵¹	ʦʰi⁵¹	ʦʰi⁵²	ʦʰi⁵¹
243	滂	開	三	支A	去	幫	止	譬	pʰɐi¹³		pʰɐi3									pʰɐi⁴⁴³																												
244	明	開	三	支A	平	幫	止	瀰																																								
245	明	開	三	支A	平	幫	止	獼																																								
246	明	開	三	支A	平	幫	止	彌	bɐi²¹		mɐi4									mɐi³¹																												
247	明	開	三	支A	上	幫	止	弭																											léí	lei												
248	來	開	三	支A	平	來	止	罹																																								
249	來	開	三	支A	平	來	止	鸝																																								
250	來	開	三	支A	平	來	止	離	lɐi²¹		lɐi4									lɐi³¹																												
251	來	開	三	支A	平	來	止	驪																																								
252	來	開	三	支A	平	來	止	麗	lɔi⁴³		lɔi6									lɔi⁴⁴³																												
253	來	開	三	支A	平	來	止	璃	lɐi⁵⁵		lɐi4									lɐi³¹																												
254	來	開	三	支A	平	來	止	璃	lɐi⁵⁵		lɐi4									lɐi³¹																												
255	來	開	三	支A	平	來	止	漓			lɐi4																																					
256	來	開	三	支A	平	來	止	籬	lɐi²¹		lɐi4									lɐi³¹|kɐu²³																												
257	來	合	三	支A	上	來	止	累	lui⁴³|lui⁴³|lui⁴³		lui6									nɵ⁴⁴³|nɵ⁴⁴³|nɵ⁴⁴³																												
258	來	合	三	支A	去	來	止	累	lui⁴³|lui⁴³|lui⁴³		lui6									nɵ⁴⁴³|nɵ⁴⁴³|nɵ⁴⁴³																												
259	來	開	三	支A	上	來	止	邐																																								
260	來	開	三	支A	去	來	止	荔	lai⁴³		lai6									lai⁴⁴³																												
261	來	合	三	支A	平	來	止	羸																																								
262	精	合	三	支A	平	精	止	劑	tsɔi³¹		tʃɔi1									ʧɔi²³																												
263	精	開	三	支A	上	精	止	紫	tsɐi³⁵	ʧɐi³⁵	tʃɐi2	ʧəi³⁵	ʦɐi⁵⁵	ʦɐi⁵⁵	ʧɐi³⁵	ʧɐi³⁵	ʧɐi⁴⁵	ʧɐi³⁵	ʧɐi35	ʧɐi³⁵	ʧɐi35	ʧɐi35	ʧɐi⁵⁵	ʧɐi³⁵|ʧi³⁵	ʧɐi³⁵	ʧəi³⁵|ʧi³⁵	ʧei⁵⁵	ʧɐi³⁵	ʧei³⁵|ʧi³⁵	ʧɐi³⁵	ʧɐi⁵⁵	ʧi⁵⁵	ʧei³⁵	ʧɐi³⁵			ʧɐi³⁵	ʧɐi³⁵	ʧəi⁵⁵	ʧɐi³⁵	ʧɐi³⁵	ʧei⁵⁵	ʧɐi³⁵		ʦu⁴¹	ʦu³¹	ʦu³¹	ʦu⁴¹
264	精	開	三	支A	去	精	止	積		ʧek⁵	tʃɐʔ7	ʧək⁵	ʦak⁵	ʦɐk⁵	ʧək⁵	ʧɐk⁵	ʧak³	ʧək⁵	ʧək5	ʧək⁵	ʧək5	ʧək5	ʧek⁵	ʧək⁵	ʧɛk⁵	ʧək⁵	ʧat⁵	ʧɐk⁵	ʧek⁵	ʧək⁵	ʧɐt⁵	ʧɐt⁵	ʧek⁵	ʧək⁵			ʧək⁵	ʧɐt⁵	ʧək⁵	ʧək⁵	ʧək³	ʧək⁵	ʧək⁵		ʦit³	ʦit³	ʦit³	ʦit³
265	見	合	三	支A	平	見	止	規	kʰuɔi³¹	kʰoe³³	kʰɔi1	kʰwai³⁴	kʰoe³²	kʰoe³¹	kʰwoe²³	kʰwɔi³³	kʰɔi³²	kʰwoe²³	kʰwɔi23▲	kʰwɔi²³	khuɔi23	khuɔi23	kʰoe³²	kʰwoe²³	kʰwe²³	kʰwai⁵⁵	kʰwai³²	kʰwɔi³¹	kʰwɐi⁵⁵³	kʰwoe²³	kʰoe³²	kʰai²²	kʰwɐi⁵³	kʰwoe²²			kʰwɔe³¹	kʰoe³²	kʰuai³²	kʰɔe²³	kʰwoe²³	kʰei²²	kʰwɔi²³		kʰui²³	kʰui²³	kui³⁴	kui³⁴
266	從	開	三	支A	平	精	止	疵	tsʰi⁵⁵											ʧʰi⁵⁵																												
267	從	開	三	支A	去	精	止	漬																																								
268	船	開	三	支A	上	章	止	舐	sai³⁵											ʃai³⁴																												
269	常	開	三	支A	上	章	止	氏	si⁴³		ʃi6									ʃi⁴⁴³|ʧy²³|ka³⁵|ʃin⁴⁴³																												
270	常	合	三	支A	平	章	止	垂	sui²¹	ʃui²¹	ʃui4	ʃɔi²¹	sui²¹	sui²¹	ʃui²¹	ʃui²²	ʃui²¹	ʃui²¹	ʃθ31	ʃɵ³¹	ʃɵ31	ʃɵ31	ʃui²¹	ʃui³¹	ʃui³¹	ʃøy²¹	ʃui²¹	ʃui²¹	ʃue²²¹|ʃøy²²¹	ʃɵ³¹	ʃui²¹	ʃoi²¹	ʃøy²¹	ʃui²¹			ʃui²¹	ʃui²¹	ʃui²¹	ʃui²¹	ʃui²¹	ʃøy²¹	ʃui²¹		sui²¹	sui²¹	sui²¹	sui²²
271	常	開	三	支A	平	章	止	匙	tsʰi²¹		tʃʰi4									ʧʰi³¹|ʧʰi³¹|ʃi³¹																												
272	常	開	三	支A	上	章	止	是	si⁴³		ʃi6									ʃi⁴⁴³																												
273	常	合	三	支A	去	章	止	睡	sui⁴³		ʃui6									ʃɵ⁴⁴³																												
274	常	合	三	支A	去	章	止	瑞	sui⁴³		ʃui6									ʃy³¹|ʃɵ⁴⁴³																												
275	常	開	三	支A	平	章	止	提	tʰɔi²¹		tʰɔi4									tʰɔi³¹																												
276	常	開	三	支A	平	章	止	堤	tʰɔi²¹		tʰɔi4									tʰɔi³¹																												
277	昌	合	三	支A	平	章	止	炊	tsʰui³¹		tʃʰui1									ʧʰɵ²³																												
278	昌	合	三	支A	平	章	止	吹	tsʰui³¹	ʧʰui³³	tʃʰui1	ʧʰɔi³⁴	ʦʰui³²	ʦʰui³¹	ʧʰui²³	ʧʰui³³	ʧʰui³²	ʧʰui²³	ʧʰə23	ʧʰɵ²³	ʧhɵ23	ʧhɵ23	ʧʰui³²	ʧʰui²³	ʧʰui²³	ʧʰøy²³|ʧʰøy⁵⁵	ʧʰui³²	ʧʰui³¹	ʧʰue⁵⁵³|ʧʰøy⁵⁵³	ʧʰɵ²³	ʧʰui³²	ʧʰoi²²	ʧʰøy⁵³	ʧʰui²²	ch′uí	cheoi	ʧʰui³¹	ʧʰui³²	ʧʰui³²	ʧʰui²³	ʧʰui²³	ʧʰøy²²	ʧʰui²³		ʦʰui²³	ʦʰui²³	ʦʰui³⁴	ʦʰui³⁴
279	昌	開	三	支A	上	章	止	侈	tsʰi³⁵		tʃʰi2									ʧʰi³⁵																												
280	禪	開	三	支A	去	莊	止	豉	si⁴³																																							
281	並	開	三	支A	平	幫	止	脾	pʰɐi²¹		pʰɐi4									pʰɐi³¹																												
282	並	開	三	支A	上	幫	止	婢	pɐi¹³											pʰɐi³⁴																												
283	並	開	三	支A	去	幫	止	避	pɐi⁴³		pɐi6									pɐi⁴⁴³																												
284	幫	開	三	支A	平	幫	止	卑	pɐi³¹		pɐi1									pɐi²³																												
285	幫	開	三	支A	去	幫	止	臂	pai¹³		pɐi3									pɐi⁴⁴³																												
286	幫	開	三	支A	平	幫	止	裨																																								
287	幫	開	三	支A	上	幫	止	俾																											péí	bei												
288	知	開	三	支B	平	知	止	知	tɐi³¹|tsi¹³|tsi³¹	tɐi³³|ʧi³³	tʃi1	təi³⁴|ʧi⁵⁵⁴	tɐi³²|ʦɿ³²	tɐi³¹|ʦɿ³¹	tɐi²³|ʧi²³	tɐi³³|ʧi³³	tɐi³²|ʧi³²	tɐi²³|ʧi²³	tɐi23 ʧi23	ʧi²³|tɐi²³	tɐi23 ʧi23	tɐi23 ʧi23	tɐi³²|ʧi³²	tɐi²³|ʧi²³	tɐi²³|ʧi²³	təi²³|ʧi⁵⁵	tei³²|ʧi³²	tɐi³¹|ʧi³¹	tei⁵⁵³|ʧi⁵⁵³	tɐi²³|ʧi²³	tɐi³²|ʧi³²	tei²²|ʧi²²	tei⁵³|ʧi⁵³	tɐi²²|ʧi²²	chi;taí	zhi;dai	tɐi³¹|ʧi³¹	tɐi³²|ʧi³²	təi³²|ʧi³²	tɐi²³|ʧi²³	tɐi²³|ʧi²³	tɐi²²|ʧi²²	tɐi²³|ʧi²³		ti²³|ʦi⁵¹	ti²³|ʦi⁵¹	ti³⁴|ʦi⁵²	ti³⁴|ʦi⁵¹
289	知	開	三	支B	平	知	止	蜘	tsi³¹		tʃi1									ʧi²³																												
290	知	開	三	支B	去	知	止	智	tsi¹³		tʃi3									ʧi⁴⁴³																												
291	云	合	三	支B	平	影	止	爲																											waí꜅	wai6												
292	云	合	三	支B	去	影	止	爲																											waí꜅	wai6												
293	影	開	三	支B	平	影	止	犄																																								
294	影	開	三	支B	平	影	止	椅	ji³⁵		ji2									ji³⁵																												
295	影	開	三	支B	平	影	止	漪																																								
296	影	開	三	支B	上	影	止	倚	ji³⁵		ji2									ji³⁵|pɐn⁴⁴³																												
297	影	合	三	支B	平	影	止	逶																																								
