單字	國際音標	粵拼	備註
髻	kɔi21		「髻繩」指「紅色用來綁蔥蒜在門口的繩」，不知道什麼字
街	kɔi21		低變調，本調缺失。行街、街邊
高	kau55		「上高」即「上方」
搞	kau55		『搞』同『攪』
稿	kau55		
狡	kau55		
皎	kau55		
絞	kau55		
餃	kau55		
攪	kau55		
高	kau33		「高興」意為「熱鬧」
羔	kau33		
睪	kau33		
睾	kau33		
膏	kau33		
糕	kau33		
告	kau33		
交	kau33		
郊	kau33		
蛟	kau33		
跤	kau33		
膠	kau33		
教	kau33		「失教」即「沒教養」
窖	kau33		
較	kau33		
滘	kau33		
漖	kau33		同『滘』
臼	kau33		臼齒
覺	kau33		瞓覺
校	kau33		校對
篙	kau21		低變調，本調缺失。
激	kɐt55		「甘激」指「軟硬兼施」
擊	kɐt55		
亟	kɐt55		亟需參考鄭鈞
棘	kɐt55		
拮	kɐt55		
結	kɐt55		「結識」意為「迷信」
潔	kɐt55		
桔	kɐt55		桔梗
黠	kɐt55		
頡	kɐt55		
極	kɐt32		
杰	kɐt32		
傑	kɐt32		
竭	kɐt32		參考鄭鈞
甲	kap55		
浹	kap33		不確定，參考鄭鈞
夾	kap33		文讀，動詞「夾仔」意思是夾克；「夾馬」意思是「保險箱」；口語「做夾」指「完成」、「用光」、「殺光」等
莢	kap33		
頰	kap33		
合	kap32		合分，合藥，三合板未聽聞，先參考斗山
鴿	kap21		
合	kap21		三合鎮，地名
夾	kap21		白讀，名詞
亙	kaŋ55		參考鄭鈞
埂	kaŋ55		參考鄭鈞
耿	kaŋ55		
哽	kaŋ55		參考鄭鈞
梗	kaŋ55		「梗性」意為「固執」
	kaŋ55		形容硬的口語，如「硬gaang55啊」
庚	kaŋ33		
耕	kaŋ33		
羹	kaŋ33		
更	kaŋ33		「更古寮325」指「草屋」
更	kaŋ33		
肱	kaŋ33		參考斗山鄭鈞
轟	kaŋ33		
驚	kaŋ33		驚蟄
逛	kaŋ32		
	kaŋ32		口語，形容周圍去蕩
逕	kaŋ21		『逕』同『徑』。逕口語止讀kaŋ¹¹。坪phiang55逕kaŋ¹¹水庫
	kaŋ21		僅用於撲克牌術語「三啤gaang11」
見	kɐn55		不確定本字，僅用於常用口語「一見」，意思是「固執」
景	kɐn55		
憬	kɐn55		
警	kɐn55		
竟	kɐn55		
境	kɐn55		
迥	kɐn55		
炯	kɐn55		
堅	kɐn33		
見	kɐn33		看見
京	kɐn33		
荊	kɐn33		
涇	kɐn33		
經	kɐn33		
兢	kɐn33		
驚	kɐn33		文讀
敬	kɐn33		
件	kɐn32		
建	kɐn32		
健	kɐn32		
鍵	kɐn32		
勁	kɐn32		
莖	kɐn32		
徑	kɐn32		
競	kɐn32		
敢	kam55		
感	kam55		
減	kam55		也有「撥」的意思，多用於飯菜
甘	kam33		單獨用有「逼迫」的意思。「甘願」普遍用於反話，意思是「做到不想再做」；「甘激」指「軟硬兼施」；「甘屎名225」指「難怪」
尷	kam33		
橄	kam33		參考斗山
赣	kam33		參考鄭鈞
監	kam33		
緘	kam33		
鑑	kam33		
柑	kam21		低變調，本調缺失。
胳	kak55		
革	kak55		
格	kak55		格外
骼	kak55		
隔	kak33		
自	kak32		「自己」的另一讀音，gaak32 gei55
格	kak21		方格
苟	kai55		
狗	kai55		「狗奴」、「狗仔」用於對小孩子暱稱
枸	kai55		
垢	kai55		參考鄭鈞
篝	kai33		
夠	kai33		
攰	kai33		累
鳩	kai33		多數升變調 kai335
睨	kai21		口語
嘎	ka55		
寡	ka55		
假	ka55		放假、假如。「講假」指「胡扯」
賈	ka55		
伽	ka33		
呱	ka33		
瓜	ka33		西瓜絲瓜番瓜冬瓜樹瓜（木瓜）讀本調ka³³(絲瓜冬瓜都會變調為ka335)，蒲蘆瓜（葫蘆）讀低變調ka¹¹，簕瓜（苦瓜）合掌瓜木瓜讀升變調ka¹¹⁵（番瓜）。
卦	ka33		
加	ka33		口語「加lei335」指「更」
迦	ka33		
枷	ka33		
家	ka33		「家勢」指「光鮮」或「裝作光鮮」
傢	ka33		
嘉	ka33		
嫁	ka33		
價	ka33		
駕	ka33		
咖	ka33		咖啡ka³³ fiɛ⁵⁵
痂	ka21		低變調，本調缺失。
架	ka21		打麻將等賭博或娛樂活動的人頭位是為「架」；「未先架」指「還沒…就...」
勻	jun22		
錐	jui55		圓錐ʝuɔn²² ʝui⁵⁵
銳	jui32		
裔	jui32		
乙	juɔt55		
說	juɔt32		同『悅』。
穴	juɔt32		
曰	juɔt32		
悅	juɔt32		
越	juɔt32		
粵	juɔt32		
閱	juɔt32		
遠	juɔn55		遙遠也
冤	juɔn33		
淵	juɔn33		
鳶	juɔn33		參考鄭鈞
鴛	juɔn33		
怨	juɔn33		
縣	juɔn32		
院	juɔn32		
鉛	juɔn22		
丸	juɔn22		丸仔：「膠囊」
完	juɔn22		
烷	juɔn22		
玄	juɔn22		
懸	juɔn22		
炫	juɔn22		
眩	juɔn22		
沿	juɔn22		
元	juɔn22		貨幣單位，乃『圓』之簡寫。
袁	juɔn22		
員	juɔn22		
援	juɔn22		
園	juɔn22		
圓	juɔn22		「圓之碌」指「圓碌碌」
猿	juɔn22		
緣	juɔn22		
轅	juɔn22		
	juɔn22		口語「爬」的意思，有詞「juon22 ngai325」，指「嬰兒爬行」
丸	juɔn21		指糍粑時變此音
幽	jiu33		
憂	jiu33		
優	jiu33		
有	jiu33		動詞
黝	jiu33		參考斗山
幼	jiu33		
又	jiu32		
右	jiu32		
佑	jiu32		
祐	jiu32		
釉	jiu32		
誘	jiu32		
髹	jiu22		髹漆ʝiu²² tʰɛt⁵
攸	jiu22		
悠	jiu22		
尤	jiu22		
由	jiu22		
油	jiu22		
疣	jiu22		
郵	jiu22		
猶	jiu22		
遊	jiu22		
游	jiu22		
鈾	jiu22		
魷	jiu22		
友	jiu21		
有	jiu21		
酉	jiu21		
柚	jiu21		
一	jit55		
壹	jit55		撲克牌「A」叫「壹」或「壹市」或「市」或「jin55市」
液	jit32		
腋	jit32		
佚	jit32		
逸	jit32		
溢	jit32		
揖	jip55		參考鄭鈞
邑	jip55		
入	jip32		
映	jiŋ55		
央	jiŋ33		
殃	jiŋ33		
秧	jiŋ33		
鴦	jiŋ33		
英	jiŋ33		
瑛	jiŋ33		
櫻	jiŋ33		
漾	jiŋ32		
樣	jiŋ32		多升變調jing115
羊	jiŋ22		
徉	jiŋ22		
洋	jiŋ22		
烊	jiŋ22		
陽	jiŋ22		
揚	jiŋ22		
楊	jiŋ22		
瘍	jiŋ22		
瀛	jiŋ22		
贏	jiŋ22		
氧	jiŋ21		
養	jiŋ21		營養
癢	jiŋ21		
恩	jin33		
因	jin33		
茵	jin33		
姻	jin33		
殷	jin33		
印	jin33		
刃	jin32		
仞	jin32		
孕	jin32		
引	jin21		
蚓	jin21		
隱	jin21		軟隱jin114：「軟餅」
癮	jin21		多升變調
音	jim33		
陰	jim33		
蔭	jim33		
淫	jim22		
寅	jim22		
霪	jim22		參考斗山
	jim22		口語，動詞，掏出來的動作
蔭	jim21		低變調
約	jik55		合約、大約
約	jik33		約人、約會
鑰	jik32		
躍	jik32		
藥	jik21		「藥高335」指「還有很久」
噎	jiɛt55		參考鄭鈞
	jiɛt32		動詞，「挺起」，如「jiat32起條腰」
腌	jiɛp33		
醃	jiɛp33		
葉	jiɛp32		姓氏
靨	jiɛp32		
頁	jiɛp21		
葉	jiɛp21		葉子
衍	jiɛn55		
演	jiɛn55		
鼴	jiɛn55		
堰	jiɛn55		參考鄭鈞
焉	jiɛn33		
菸	jiɛn33		
煙	jiɛn33		
嫣	jiɛn33		
咽	jiɛn33		咽喉
晏	jiɛn33		晏，安樂也。
宴	jiɛn33		
嚥	jiɛn33		
見	jiɛn32		同『現』
現	jiɛn32		單獨有指「清晰」的意思
弦	jiɛn22		
涎	jiɛn22		
絃	jiɛn22		
賢	jiɛn22		
延	jiɛn22		
蜒	jiɛn22		
筵	jiɛn22		
淹	jiɛm55		
奄	jiɛm55		
掩	jiɛm55		
厭	jiɛm33		
炎	jiɛm32		
焰	jiɛm32		
燄	jiɛm32		
豔	jiɛm32		
嫌	jiɛm22		
閻	jiɛm22		
鹽	jiɛm22		又稱「上味325」
夜	jiɛ32		
邪	jiɛ22		以母，同『耶』。
椰	jiɛ22		
耶	jiɛ22		
爺	jiɛ22		
爺	jiɛ21		「兩仔(duoi55)爺」
冶	jiɛ21		
野	jiɛ21		
夭	jiɐu55		參考鄭鈞，彼岸及身邊人慣讀「腰」
妖	jiɐu55		
舀	jiɐu55		
窈	jiɐu55		
吆	jiɐu33		參考鄭鈞
腰	jiɐu33		單獨可指「靠背椅的椅背」，升變「jiau335」
邀	jiɐu33		
要	jiɐu33		
要	jiɐu33		
曜	jiɐu32		
耀	jiɐu32		
姚	jiɐu22		
搖	jiɐu22		
遙	jiɐu22		
瑤	jiɐu22		
窯	jiɐu22		
謠	jiɐu22		
影	jiɐŋ55		白讀
養	jiɐŋ33		養雞養鴨
亦	jiɐk32		白讀
綺	ji55		
漪	ji55		
倚	ji55		
椅	ji55		
嫗	ji55		參考鄭鈞
伊	ji33		
衣	ji33		衣服
衣	ji33		衣錦還鄉
依	ji33		
醫	ji33		
意	ji33		
懿	ji33		
迂	ji33		
于	ji33		
於	ji33		
易	ji32		容易
異	ji32		
峪	ji32		嘉峪關
喻	ji32		
裕	ji32		
愈	ji32		
預	ji32		
豫	ji32		
諭	ji32		
癒	ji32		
譽	ji32		
籲	ji32		呼籲fu³³ ʝi¹¹
儒	ji22		
嚅	ji22		參考斗山鄭鈞
孺	ji22		
蠕	ji22		
台	ji22		同『怡』
夷	ji22		
迤	ji22		逶迤vui³³ ʝi²²
怡	ji22		
咦	ji22		參考鄭鈞
姨	ji22		母之姊曰姨，讀本調
胰	ji22		
移	ji22		
貽	ji22		
飴	ji22		
頤	ji22		
余	ji22		
盂	ji22		
萸	ji22		
逾	ji22		
渝	ji22		
愉	ji22		
瑜	ji22		
榆	ji22		
餘	ji22		
諛	ji22		
輿	ji22		
嶼	ji22		大嶼山
姨	ji21		母之妹曰姨，讀低變調
已	ji21		
以	ji21		「以出」指「非得...不可」、「始終」、「死活要」、「無論如何都」的意思
矣	ji21		
予	ji21		給予
宇	ji21		
羽	ji21		
雨	ji21		
禹	ji21		
與	ji21		
雍	jəŋ55		雍正
擁	jəŋ55		單獨用可指「哄搶」
俑	jəŋ55		
涌	jəŋ55		同『湧』
恿	jəŋ55		
湧	jəŋ55		
蛹	jəŋ55		陰上
踴	jəŋ55		
翁	jəŋ33		口語指「掩埋」
嗡	jəŋ33		
蓊	jəŋ33		參考鄭鈞
蕹	jəŋ33		蕹菜ʝʊŋ³³ tʰuɔi¹¹，即空心菜。
雍	jəŋ33		
用	jəŋ32		
容	jəŋ22		
蓉	jəŋ22		
溶	jəŋ22		
榕	jəŋ22		榕樹又稱龍樹lʊŋ²² si¹¹，疑為榕之上古音 保留斗山此說法
熔	jəŋ22		
融	jəŋ22		
鎔	jəŋ22		
庸	jəŋ22		
傭	jəŋ22		
勇	jəŋ21		
沃	jək55		
郁	jək55		馥郁
昱	jək55		
毓	jək55		
燠	jək55		參考鄭鈞
辱	jək32		
育	jək32		
峪	jək32		
浴	jək32		常作為動詞使用，意思是「浸洗衣服」
欲	jək32		
慾	jək32		
鬻	jək32		參考斗山鄭鈞
踩	jɔi55		白讀之二
曳	jɔi32		
曳	jɔi22		頑皮、笨
	jau32		口語「扔掉」
益	jɐt55		
億	jɐt55		
憶	jɐt55		
亦	jɐt32		文讀
易	jɐt32		交易、貿易
弈	jɐt32		
奕	jɐt32		
埸	jɐt32		參考鄭鈞
翌	jɐt32		
蜴	jɐt32		
懌	jɐt32		
斁	jɐt32		參考斗山
繹	jɐt32		
譯	jɐt32		
驛	jɐt32		
驛	jɐt32		參考斗山
翼	jɐt21		
撐	jaŋ33		caang33的白讀，亦指「爬樓梯」
演	jɐn55		又讀
影	jɐn55		文讀「kaau11影」意思是「這樣？」，「影」估計是「樣」變音；單獨用可指「播映」
毽	jɐn33		
菸	jɐn33		又讀
煙	jɐn33		又讀
燕	jɐn33		燕國、燕窩燕貽村
嬰	jɐn33		
鷹	jɐn33		多升變調
鸚	jɐn33		
應	jɐn33		應該「反應」有「反正」的意思，疑似吞音；「宜應」指「合適就」、「應該」
應	jɐn33		回應
現	jɐn32		又讀
刑	jɐn22		
形	jɐn22		
型	jɐn22		
瑩	jɐn22		
螢	jɐn22		
營	jɐn22		
縈	jɐn22		
蠅	jɐn22		茅蠅
燕	jɐn21		鳥名
蠅	jɐn21		禾蠅
也	ja21		「拜也也」意為拜神，對小朋友用
血	hut55		血壓
血	hut33		流血
圈	hun55		
犬	hun55		
勸	hun33		
吞	hun33		
獻	hun33		
臀	hun22		「雞臀」代指「下巴」；單獨可指撲克牌「紅心」，亦稱「鵝臀」
盾	hun21		矛盾
券	hun21		
臀	hun21		撲克牌「紅心」的變音，常用此調
許	hui55		
腿	hui55		
栩	hui55		
詡	hui55		
煦	hui55		
祛	hui33		
去	hui33		「maak3去離」指「東西說扔就扔」
覷	hui33		參考鄭鈞
推	hui33		又音
退	hui33		
蛻	hui33		
褪	hui33		褪色
褪	hui33		
吁	hui33		
虛	hui33		
墟	hui33		文讀。廢墟。
噓	hui33		
頹	hui22		
墟	hui21		白讀
喝	huɔt33		
渴	huɔt33		
脫	huɔt33		用作量詞意思是「件」，如「一脫衫」
褐	huɔt32		
罕	huɔn55		
旱	huɔn55		
刊	huɔn55		
侃	huɔn55		
斷	huɔn33		白讀
旱	huɔn33		天旱hɛn³³ huɔn³³「什麼鬼」的意思？
漢	huɔn33		
看	huɔn33		
汗	huɔn32		流汗
悍	huɔn32		
焊	huɔn32		
銲	huɔn32		
翰	huɔn32		
瀚	huɔn32		
鼾	huɔn22		
寒	huɔn22		
韓	huɔn22		
團	huɔn22		
糰	huɔn22		參考斗山
皚	huɔi55		參考鄭鈞，保留意見
海	huɔi55		
賄	huɔi55		參考斗山鄭鈞
凱	huɔi55		
開	huɔi33		
胎	huɔi33		
亥	huɔi32		
害	huɔi32		
台	huɔi22		三台星、台山。
抬	huɔi22		
苔	huɔi22		青苔
臺	huɔi22		
颱	huɔi22		
檯	huɔi22		
癢	huɔi22		口語「癢」
駭	huɔi21		
台	huɔi21		「禾台」
苔	huɔi21		青苔變調
檯	huɔi21		白讀。低變調。
苛	huɔ55		參考鄭鈞
可	huɔ55		
坷	huɔ55		
呵	huɔ33		呵護
荷	huɔ32		負荷
賀	huɔ32		
舵	huɔ22		
何	huɔ22		
河	huɔ22		
荷	huɔ22		荷花
佗	huɔ22		
陀	huɔ22		
沱	huɔ22		
跎	huɔ22		
馱	huɔ22		
駝	huɔ22		
鴕	huɔ22		
妥	huɔ21		
土	hou55		
	hou55		超常用口語，「要」
吐	hou33		
兔	hou33		
菟	hou33		參考斗山鄭鈞
拖	hou33		
荼	hou22		如火如荼
徒	hou22		
途	hou22		
涂	hou22		
屠	hou22		
塗	hou22		
圖	hou22		
朽	hiu55		參考斗山鄭鈞
丘	hiu33		
邱	hiu33		
蚯	hiu33		
休	hiu33		
咻	hiu33		
咻	hiu33		參考鄭鈞
泣	hip55		小聲哭曰「緊晚335」，嚎哭曰「laang22」
	hip33		動詞，「貼在一起」、「靠近」
晌	hiŋ55		
享	hiŋ55		
饗	hiŋ55		
響	hiŋ55		
香	hiŋ33		
鄉	hiŋ33		
向	hiŋ33		
嚮	hiŋ33		
欣	hin33		
謙	him33		
欠	him33		
芡	him33		
添	him33		㕛讀
欽	him33		
歉	hiɛp55		
帖	hiɛp55		請帖、字帖。
合	hiɛp33		合埋眼
帖	hiɛp33		動詞，同『貼』
貼	hiɛp33		
劦	hiɛp32		
怯	hiɛp32		參考斗山鄭鈞
愜	hiɛp32		參考斗山鄭鈞
俠	hiɛp32		參考斗山鄭鈞
狹	hiɛp32		參考鄭鈞
協	hiɛp32		
挾	hiɛp32		
脅	hiɛp32		
勰	hiɛp32		
叶	hiɛp32		同『協』
險	hiɛm55		
添	hiɛm33		
恬	hiɛm22		
甜	hiɛm22		
舔	hiɛm22		舐也
靴	hiɛ33		參考斗山鄭鈞
僥	hiɐu55		
曉	hiɐu55		
澆	hiɐu33		
竅	hiɐu33		
挑	hiɐu33		
挑	hiɐu33		
眺	hiɐu33		
跳	hiɐu33		文讀。跳高
梟	hiɐu33		
鴞	hiɐu33		
囂	hiɐu33		
驍	hiɐu33		
調	hiɐu22		調味、調查
迢	hiɐu22		
條	hiɐu22		用作動詞表示「首」，如「一條歌」
氫	hiɐŋ33		
輕	hiɐŋ33		白讀「輕hiɛŋ11輕hiɛŋ115」
聽	hiɐŋ33		聽力
聽	hiɐŋ33		聽任
廳	hiɐŋ33		廳底
曾	hiɐŋ22		「未曾」、「未曾下」的又一變音，意思是「動不動就」
艇	hiɐŋ21		
喫	hiɐk33		有粗俗講法「ngɔt32」
嘻	hi55		模仿別人笑：嘻hi55嘻hi55
希	hi33		
嘻	hi33		
嘻	hi21		模仿別人笑：嘻hi55嘻hi55
恐	həŋ55		
桶	həŋ55		
筒	həŋ55		
統	həŋ55		
囪	həŋ33		煙囪
烘	həŋ33		
空	həŋ33		
控	həŋ33		
通	həŋ33		「通氣」指「通情達理」
痛	həŋ33		
凶	həŋ33		
兇	həŋ33		
匈	həŋ33		
洶	həŋ33		
胸	həŋ33		
哄	həŋ32		起哄，單獨用有「搶」、「湧」、「趕」的意思
烘	həŋ32		火烘烘
虹	həŋ22		
洪	həŋ22		
紅	həŋ22		紅色「紅紙」指「紅包」，「一張紅紙」指「一封利是」
鴻	həŋ22		
訌	həŋ22		陽平。參考斗山鄭鈞
仝	həŋ22		
同	həŋ22		「同氣」指「有默契」
彤	həŋ22		
桐	həŋ22		
童	həŋ22		
僮	həŋ22		書僮
銅	həŋ22		
潼	həŋ22		
筒	həŋ22		麻將一筒
雄	həŋ22		
熊	həŋ22		
筒	həŋ21		
胸	həŋ21		雞胸
哭	hək55		又讀
哭	hək33		
酷	hək32		單用可指「加熱」
起	hei55		
豈	hei55		
喜	hei55		口語「喜市」即「凌厲」、「喜發1」即「積極」
欺	hei33		
汽	hei33		
氣	hei33		「醜氣114」意為「不友善」；「氣候」口語指「唇舌」，如「使氣多過侯」意思是「浪費力氣給你溝通」；「氣吹」指「地方」；「氣緊」指「火滾」；「醒氣」指「醒目」；「氣tiak3」指「生氣」；「煩氣」即「煩」
棄	hei33		
器	hei33		
憩	hei33		
烯	hei33		
稀	hei33		
熙	hei33		
嬉	hei33		
熹	hei33		
羲	hei33		
曦	hei33		
犧	hei33		
禧	hei33		
戲	hei33		
乞	hɔt55		
	hɔt33		口語，「hot3啊把口」意思是「得把口講」
劾	hɔt32		
瞎	hɔt32		
轄	hɔt32		
搪	hɔŋ55		推搪
倘	hɔŋ55		
淌	hɔŋ55		
躺	hɔŋ55		
巷	hɔŋ55		白讀，橫巷、巷仔
行	hɔŋ55		指塗抹的動作，如「行水泥」指「抹水泥」
康	hɔŋ33		
腔	hɔŋ33		
碳	hɔŋ33		
湯	hɔŋ33		
趟	hɔŋ33		
燙	hɔŋ33		
熨	hɔŋ33		熨斗，訓讀，本字『燙』。
巷	hɔŋ32		
項	hɔŋ32		
杭	hɔŋ22		
航	hɔŋ22		
降	hɔŋ22		投降
吭	hɔŋ22		引吭
唐	hɔŋ22		
堂	hɔŋ22		
棠	hɔŋ22		
塘	hɔŋ22		
膛	hɔŋ22		「裝便膛」指「準備就緒」
糖	hɔŋ22		
螳	hɔŋ22		
行	hɔŋ22		銀行、一行兩行動詞，用雙手或物體互相平行地從兩端慢慢向中央集中的動作，如「行面」，指「用雙手擠壓別人的臉」
堂	hɔŋ21		地名，肯haang33堂hong11村
塘	hɔŋ21		地名，大塘村
巷	hɔŋ21		地名，如麥巷、大巷、里巷
很	hɔn55		
狠	hɔn55		
懇	hɔn55		
灘	hɔn55		又讀
癱	hɔn55		
忐	hɔn55		
坦	hɔn55		
袒	hɔn55		
毯	hɔn55		
慳	hɔn33		節約
攤	hɔn33		
灘	hɔn33		
炭	hɔn33		
嘆	hɔn33		
歎	hɔn33		
恨	hɔn32		台山話意思是「疼愛」；「刻恨」意思是「不捨得」或「貪婪」
限	hɔn32		「限奇」有「非得…不可」的意思，一般用於反問
莧	hɔn32		莧菜、馬屎莧(多讀成「mak1屎莧324」)
彈	hɔn22		彈劾
壇	hɔn22		
檀	hɔn22		
閒	hɔn22		
嫻	hɔn22		
痕	hɔn21		
壇	hɔn21		「樹壇」指「村裡共同拜祭的社稷之神」，疑似從「社壇」變音而來
托	hɔk55		托運、摩托
殼	hɔk33		軟殼蟹
拓	hɔk33		
托	hɔk33		「托大腳」指「拍馬屁」
託	hɔk33		
鶴	hɔk32		鶴山
學	hɔk32		
鶴	hɔk21		單獨用多升變調hɔk¹15
殼	hɔk21		有「勺子」的意思
睇	hɔi55		「睇能」即「可能」，變音而來
體	hɔi55		
蟹	hɔi55		
貸	hɔi33		
閪	hɔi33		陰道；「老閪」指「囂張」
太	hɔi33		
汰	hɔi33		
泰	hɔi33		
態	hɔi33		
梯	hɔi33		
剃	hɔi33		
涕	hɔi33		
屜	hɔi33		
替	hɔi33		
繫	hɔi32		
解	hɔi32		姓解
系	hɔi32		
係	hɔi32		
械	hɔi32		
孩	hɔi22		
骸	hɔi22		
提	hɔi22		
啼	hɔi22		
蹄	hɔi22		
題	hɔi22		
兮	hɔi22		
奚	hɔi22		
鞋	hɔi22		
諧	hɔi22		
弟	hɔi21		「兄弟」、「弟妹」白讀
邂	hɔi21		
懈	hɔi21		
禱	hau55		禱告
好	hau55		友好表示程度強烈。如「好風」（大風）、「好禾」（豐收）、「好火」（猛火）；好口：「挑食」；「好唔好」可以指「係唔係又去做」
吼	hau55		
考	hau55		
拷	hau55		
烤	hau55		
討	hau55		
蒿	hau33		
薅	hau33		薅草，除草也。
好	hau33		好客，喜好「好使」指「喜歡花錢」，如此類推，常用字
耗	hau33		
酵	hau33		
絛	hau33		參考鄭鈞
滔	hau33		
套	hau33		
孝	hau33		
哮	hau33		
皓	hau32		天明曰皓。「皓淨(diaang32)」指「乾淨靚麗」
號	hau32		號碼
校	hau32		學校
效	hau32		
毫	hau22		
豪	hau22		
嚎	hau22		
蠔	hau22		
號	hau22		哀號
掏	hau22		
濤	hau22		
逃	hau22		
桃	hau22		
陶	hau22		陶瓷
萄	hau22		
啕	hau22		
淘	hau22		
浩	hau21		
晧	hau21		
扢	hɐt55		參考斗山鄭鈞
挈	hɐt55		帶挈，提攜也。
歇	hɐt55		休息曰歇
鐵	hɐt33		
核	hɐt21		
嗑	hap55		
磕	hap55		參考鄭鈞
瞌	hap55		
掐	hap55		
恰	hap55		
塌	hap55		
塔	hap55		「蚊香塔」指用來擺蚊香的盤
呷	hap33		吸而飲曰呷。
榻	hap33		
	hap33		動詞，大動作地喝水
合	hap32		合格
闔	hap32		
俠	hap32		習讀
峽	hap32		
盒	hap21		
匣	hap21		
肯	haŋ55		
墾	haŋ55		勤懇
亨	haŋ33		
炕	haŋ33		火坑
肯	haŋ33		肯haang33堂hong11村
坑	haŋ33		
吭	haŋ33		吭聲
鏗	haŋ33		
行	haŋ32		品行
杏	haŋ32		
幸	haŋ32		
倖	haŋ32		
恆	haŋ22		
衡	haŋ22		
疼	haŋ22		疼痛
藤	haŋ22		
騰	haŋ22		
籐	haŋ22		
行	haŋ22		步行口語「行藏tong22」指「東西」；「行得14」指「特意」
桁	haŋ21		桁，屋梁也。低變調，本調缺失。參考斗山
坑	haŋ21		地名，彭沙坑、北坑
遣	hɐn55		
譴	hɐn55		
蜆	hɐn55		
顯	hɐn55		
騫	hɐn33		
牽	hɐn33		
縴	hɐn33		
卿	hɐn33		
輕	hɐn33		文讀
㷫	hɐn33		㷫，熱也。
慶	hɐn33		
罄	hɐn33		
天	hɐn33		天面（天花板）、天漢（東西）、「天時」指天氣
掀	hɐn33		
鶱	hɐn33		
憲	hɐn33		
馨	hɐn33		
興	hɐn33		有「可以」的意思，如「興kau115」；另外「高興」意為「熱鬧」；「興死」意為「想死」
兄	hɐn33		
軒	hɐn33		
田	hɐn22		
填	hɐn22		
闐	hɐn22		參考斗山
廷	hɐn22		
亭	hɐn22		多升變調
庭	hɐn22		
停	hɐn22		
蜓	hɐn22		
婷	hɐn22		
霆	hɐn22		
	hɐn22		「種類」、「款」的意思，如「一haan22零食」
田	hɐn21		「這片田」、隔田村
挺	hɐn21		
坎	ham55		坎坷
砍	ham55		
淡	ham33		白讀，無鹽為淡
酣	ham33		
憨	ham33		
喊	ham33		
勘	ham33		
堪	ham33		
龕	ham33		
坎	ham33		赤坎
崁	ham33		參考斗山
磡	ham33		
瞰	ham33		
嵌	ham33		
貪	ham33		「貪爽」、「貪謀爽」意為「圖它有趣」
探	ham33		
撼	ham32		
憾	ham32		
陷	ham32		
餡	ham32		
含	ham22		用作量詞可形容火藥，如「一含炮」
函	ham22		
焓	ham22		「用火烤」
涵	ham22		
鹹	ham22		「鹹馬」即「鹹蝦」連讀
冚	ham22		冚，皆也。
痰	ham22		
談	ham22		
潭	ham22		
罈	ham22		
譚	ham22		同『談』
咸	ham22		
銜	ham22		
凼	ham21		
潭	ham21		低變調。
譚	ham21		譚姓
餡	ham21		變調，「黃皮11餡」等
	ham21		僅用於「haam11馬」，口語「一邊」的意思，如「haam11馬走hamm11馬cem22」，指「一邊走一邊跳」
坎	ham		白讀，一個洞
赫	hak55		
黑	hak55		
克	hak55		
刻	hak55		「刻恨」指「貪婪」、「不捨得」
剋	hak55		
客	hak55		又讀客家
喀	hak33		喀山
客	hak33		
嚇	hak33		
抖	hai55		抖氣、抖腳；單獨用可以指「鬆了」、「不穩固」;「抖553啊」指「鬆了一口氣」
口	hai55		「口舐」指「口癖」
偷	hai33		
透	hai33		
后	hai32		
厚	hai32		
逅	hai32		
後	hai32		
候	hai32		
鮜	hai32		
堤	hai22		
侯	hai22		
喉	hai22		
猴	hai22		
投	hai22		
頭	hai22		表示「剛才」的「頭先」可以說成「頭一」、「在頭haai335」、「第先」、「第一」、「啱爽」、「啱先」、「啱啱」；「行在頭」指「走最前面」
豆	hai21		「豆」的白讀，多數升變haai115
痘	hai21		「痘」的白讀，多數升變haai115
頭	hai21		詞末變調「瓦頭/瓦厚」指「內裏」、「頸頭」指「喉嚨」；地名亦有不少次音，如「咀頭」、「渡頭」
哈	ha55		
他	ha33		
它	ha33		
她	ha33		
下	ha33		動詞。下去 「下床」意思是「起床」
廈	ha32		
暇	ha32		參考鄭鈞
下	ha32		名詞。下面「上下」指「差不多」、「一會兒」
夏	ha32		
遐	ha22		
瑕	ha22		
霞	ha22		
蝦	ha21		低變調，本調缺失
下	ha21		一下；「打下」意思是「在下面」
弗	fut55		
佛	fut55		仿佛fɔŋ⁵⁵ fut⁵
彿	fut55		
忽	fut55		
惚	fut55		
囫	fut55		
窟	fut55		
佛	fut32		佛教
粉	fun55		
搵	fun55		搵，尋覓也。
分	fun33		分開
芬	fun33		
吩	fun33		
氛	fun33		
紛	fun33		
瞓	fun33		「反瞓」指「睡覺亂動」
昏	fun33		
婚	fun33		
睏	fun33		睏覺，粵語多寫作“瞓覺”
勛	fun33		
薰	fun33		
燻	fun33		
醺	fun33		
訓	fun33		
分	fun32		本分
份	fun32		
汾	fun22		
焚	fun22		
墳	fun22		
桓	fun22		參考斗山鄭鈞
垣	fun22		
忿	fun21		
憤	fun21		
奮	fun21		
糞	fun21		
闊	fuɔt33		
盥	fuɔn55		參考斗山鄭鈞
浣	fuɔn55		
款	fuɔn55		
皖	fuɔn55		上陰入
歡	fuɔn33		
寬	fuɔn33		
緩	fuɔn32		
奐	fuɔn32		
喚	fuɔn32		
渙	fuɔn32		
煥	fuɔn32		
瘓	fuɔn32		
