序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
132	撿揫			giam31 ciu33		整理、收拾。	例：食飽飯，𠊎會𢯭手撿揫。(（吃飽飯，我會幫忙收拾碗筷。）)	收揫		
133	桔餅			gid21 biang31		用金桔做成的乾蜜餞。	例：宜蘭个桔餅盡出名。(（宜蘭的桔餅最有名。）)	柑餅		
134	桔醬			gid21 ziong53		用金桔製成的果醬。先將金桔蒸熟去籽後，加入辣椒絞碎，再以糖、鹽等調味熬煮而成。為客家人特有的沾醬之一。	例：三層肉搵桔醬一等好食。(（五花肉蘸桔醬最好吃。）)			
135	雞髀			gie33 bi31		雞腿。	例：頭擺个細人盡好騙，有一支雞髀斯暢壞倈咧！(（以前的小孩最好哄，有隻雞腿就高興得不得了！）)			
136	雞肝			gie33 gon33		雞的肝臟。	例：阿太無牙齒，雞肝軟軟粉粉，盡合佢食。(（曾祖父沒有牙齒，雞肝軟軟粉粉的，最適合他吃。）)			
137	雞公			gie33 gung33		公雞。	例：這兩隻雞公雄咧，長在會相觜。(（這兩隻公雞發情了，常常會相互咬啄。）)	雄雞		
138	雞酒			gie33 ziu31		麻油雞。以薑、麻油爆香後，放入雞肉翻炒，然後加入米酒、枸杞等煮成，常作為產婦的補品。	例：婦人家做月，愛食雞酒。(（婦女坐月子，要吃雞酒。）)			
139	雞胗			gie33 kin33		雞的胃。	例：雞胗毋管用滷、用炒抑係煮湯做下當好食。(（雞胗不管用滷、用炒或是煮湯都很好吃。）)			
140	雞籠			gie33 lung33		畜養雞的籠子。	例：暗咧，細雞子做下愛逐入雞籠肚。(（天黑了，小雞通通要趕進雞籠裡。）)	雞栖		
141	雞嫲			gie33 ma113		母雞。	例：雞嫲生卵會賴孵，逐都逐毋走。(（母雞生蛋會賴著孵蛋，趕都趕不走。）)			
142	雞尾			gie33 mui33		雞屁股、雞尾巴。	例：雞尾臭羴臭羴，毋過還係有人好食。(（雞尾巴有股臭味，不過還是有人愛吃。）)	雞屎胐		
143	雞毛管			gie33 mo33 guan31		1.雞羽毛靠近毛孔的管狀部分。　2.膠囊。把藥物裝在膠殼內的製劑，可掩蓋不良氣味或刺激性。	例：往擺个人用雞毛管蘸水來寫字。(（以前的人用雞毛管沾水來寫字。）) 例：食雞毛管愛傍滾水，正吞得落胲。(（吃膠囊要配開水，才吞得下。）)			
144	結子			gied21 zii31		結果。植物結出果實。	例：屋脣該頭牛眼樹花開當鬧，毋過結子無多。(（屋旁那棵龍眼樹花開很多，但是結果不多。）)	打子		
145	肩頭			gien33 teu113		肩膀。頸部下兩臂與身體相連接的部分。	例：月鴿企在厥肩頭，全毋會驚人。(（鴿子站在他的肩膀上，完全不會怕人。）)			
146	見笑			gien53 siau53		丟臉、不好意思。	例：恁大漢了著衫還上鈕搭下鈕，有罅見笑。(（這麼大了穿衣服還扣錯鈕扣，真丟臉。）)	瀉衰人瀉面子敗勢致衰人歪勢	有面子風神	
147	枸薑			gieu31 giong33		月桃。薑科月桃屬植物。株高約一至三公尺，成叢生狀。葉廣披針形，互生排列。葉鞘很長，包裹在莖上，質地堅韌，可當繩索使用。果實是一種蒴果，外表有縱稜，成熟後由綠轉紅，拿來當花材，十分美觀。種子呈藍黑或藍灰色，外層是灰白色膜質的假種皮，種子內含一種芳香的健胃劑，可以加工製成芳香可口的強胃散或口味兒。	例：竹葉同枸薑葉做下使得拿來䌈粽。(（竹葉和月桃葉都可以拿來包粽子。）)			
148	狗嫲			gieu31 ma113		母狗。	例：狗嫲養子，見看著人斯惡鉗鉗。(（母狗生子，每看到人就凶巴巴的。）)			
149	狗吠			gieu31 poi53		1.狗的叫聲。　2.（貶）指人說話不中聽。	例：昨暗晡半夜狗吠無停，係毋係有賊？(（昨晚半夜狗的叫聲不斷，是不是有小偷？）) 例：聽你在該狗吠，𠊎無恁大个神氣插你！(（聽你在那胡扯，我懶得理你！）)	打屁		
150	狗蝨			gieu31 sed21		跳蚤。昆蟲綱微翅目。體形很小，暗褐色，後腿長而有力，善於跳躍。多寄生在哺乳動物或禽鳥身上，吸吮血液為生，是傳染鼠疫等疾病的媒介。	例：吾狗毋知對哪位遰恁多狗蝨轉來，還摝人哦！(（我的狗不知道打哪兒傳染這麼多跳蚤回來，實在傷腦筋。）)	跳蚤		
151	金斗盎			gim33 deu31 ang33		裝骨灰或骨骸的罈子。	例：厥奶上個月過身，金斗盎愛請地理仙看日了正使得進塔。(（他奶奶上個月去世，骨灰罈要請地理師看日子後才能進納骨塔。）)			
152	金香			gim33 hiong33		祭祀神明所使用的金紙和香。	例：後日初一愛拜喏，金香買好吂？(（後天初一要拜拜，金紙和香買了沒？）)			
153	金矻			gim33 kud54		金塊。	例：為著愛買屋，厥个金矻賣淨淨了。(（為了要買房子，他的金塊賣光光了。）)			
154	金銀花			gim33 ngiun113 fa33		忍冬。忍冬科忍冬屬，多年生纏繞灌木。莖中空，小枝綠色，密被短柔毛及腺毛。葉卵形或橢圓形，經冬不枯。花腋出成對，合瓣花冠，左右對稱，夏開白花，外帶紫斑，有香氣，後變為黃色。果實黑色。花、莖皆可入藥，有清熱、解毒、殺菌之效。	例：在中藥裡肚，金銀花使得清熱解毒。(（在中藥裡，金銀花可以清熱解毒。）)			
155	敬神			gin53 shin113		祭拜神明。	例：過年過節，愛準備牲儀來敬神。(（過年過節，要準備牲禮來祭拜神明。）)	拜神拜喏		
156	腳髀			giog21 bi31		大腿。	例：厥手髀像若腳髀恁大圈。(（他的手臂像你的大腿一般粗。）)	大腳髀		
157	腳跡			giog21 ziag21		腳印、足跡。腳踏過所留下的痕跡。	例：鞋恁屙糟毋脫撇，躪去滿哪都腳跡了了。(（鞋子這麼髒不脫掉，踩得到處都是腳印。）)	腳印蹤跡影跡		
158	腳盤			giog21 pan113		腳背。	例：吾腳盤分蚊叼著，癢都喊毋敢。(（我的腳背被蚊子叮到，癢得不得了。）)		腳底	
159	腳盆			giog21 pun113		洗澡用的大盆子。	例：用腳盆同細人洗身，愛特別細義，先放冷水正敨燒水，較安全。(（用澡盆幫小孩洗澡，要特別小心，先放冷水再摻入熱水，比較安全。）)	大面盆		hk0000011274-2-3-1
160	钁頭			giog21 teu113		鋤頭。用來除草或鬆土的農具。	例：天吂光，佢斯擎緊钁頭去改菜園。(（天還未亮，他就拿著鋤頭去整理菜園。）)			
161	薑嫲			giong33 ma113		薑。蘘荷科蘘荷屬，多年生草本。葉呈長形，葉脈平行。地下莖肥大，呈不規則圓塊狀，黃色，味辣，可供調味用。亦可入藥。	例：煮番薯湯放薑嫲已合味。(（煮地瓜湯加薑非常對味。）)	老薑嫩薑		
162	九降風			giu31 gong53 fung33		農曆九月間臺灣新竹一帶所吹的東北季風。九降風乾冷強烈，早期新竹人利用此自然資源風乾仙草、米粉、柿餅等，製成地方特產。	例：想著新竹个九降風，斯會愐著新竹个米粉。(（想到新竹的九降風，就會聯想到新竹的米粉。）)	季節風		
163	九腔十八調		詞目分類索引/教育文化 聲母索引/03 大埔/g/iu/上聲(2/^/31)	giu31 kiong33 shib54 bad21 tiau53		形容傳統客家歌謠種類繁多。由於地理上的區隔，客家方言發展出不同的腔調，加以客家山歌有老山歌、平板、山歌子、小調……等多種調式，使得客家歌謠樣貌繁多。	例：阿奶當會唱山歌，九腔十八調，逐樣都恁會。(（奶奶很會唱山歌，不管什麼種類，每一種都很在行。）)			
164	勼筋			giu53 gin33		抽筋。	例：佢跍忒久，一跋啊䟘來腳嗄勼筋了。(（他蹲太久，猛一起身腳就抽筋了。）)			
165	挶屎			giug54 shi31		傲慢、挑剔。原指糞便囤積於腹腔內無法正常排出，延伸指人態度傲慢，難以相處。	例：該個人已挶屎，同麼人都攞毋得。(（那個人很高傲，和誰都合不來。）)	大傲大結	謙卑謙虛	
166	挶心事			giug54 sim33 sii53		耍心機、攻心計。	做人愛老實，毋好挶心事去謀人。 做人要老實，不要耍心機去陷害人。	想空想缺　愐心打事　想空想縫		
167	弓蕉			giung33 ziau33		香蕉。芭蕉科芭蕉屬，多年生草本。莖短，葉甚寬大，有長柄，夏秋間自偽莖抽出大花軸，上部為雄花，下部為雌花，花淡黃色。屬熱帶果樹。果實長形，稍彎，味香甜。	例：弓蕉價數好該下，逐儕相賽種，這下屎多狗飽，嗄無人愛。(（香蕉價錢好時，大家都爭相種，現在產量過剩，卻沒有人要。）)			
168	果盆			go31 pun113		統稱用以祭奠的水果籃、罐頭塔等祭品。	例：阿奶過身該下，厥外家頭送兩對果盆來。(（祖母過世時，她娘家的人送了兩對罐頭塔。）)			
169	過爐			go53 lu113		1.輪值供奉爐主時，神明由原爐主移駕往新爐主的過程。爐主指負責供奉神明的人。某些地方是將神明迎至家中供奉，「過爐」表示神明從舊爐主家中移駕往新爐主住處。若神明一向安奉於廟中，則「過爐」僅指新舊爐主職務的交接。　2.分廟的神明暫時回到主廟。	例：王爺公過爐該下，隨香个人已多，當鬧熱喔！(（王爺公過爐時，隨行的人很多，非常熱鬧喔！）) 例：吾等莊項个媽祖婆，逐年都愛轉北港去過爐。(（我們村裡的媽祖婆，每年都要回到北港過爐。）)			
170	過路人			go53 lu53 ngin113		1.路人。　2.陌生人。	例：頭前在整路，過路人愛細義行。(（前面在修路，路人要小心行走。）) 例：鄰舍上下愛相借問，毋好像過路人个樣。(（鄰居往來要相互問候，不要像陌生人一樣。）)	過路客路人生份人	熟事人	
171	過年過節			go53 ngien113 go53 zied21		逢年過節。	例：阿伯徙去美國戴，連過年過節都罕得轉。(（伯父搬去美國住，就連逢年過節也很少回來。）)	逢年過節	閒時閒節	
172	過身			go53 shin33	石岡|kiau53 dai113	（婉）去世、死去。	例：阿伯公已長壽，食到百空歲正過身。(（伯公很長壽，活到一百多歲才過世。）)	往生死撇長山賣鴨卵變仙變神做神升天無在橫笐死亡消撇蹺撇		
173	過定			go53 tin53		1.下訂。以訂金先預訂下來。　2.訂婚。	例：正聽著愛買新車，恁煞手，無一禮拜斯納錢過定了。(（才聽說想買新車，這麼爽快，不到一星期就繳錢下訂了。）) 例：若妹今晡過定，哪時愛嫁？(你女兒今天訂婚，什麼時候要嫁？)	注文定婚定人	解約消定	hk0000005027-2-3-1
174	䗆蜱			guan33 bi33		壁蝨、臭蟲。身體扁平，好乾燥，喜藏於板壁、草蓆的縫隙間，吸食人、畜的血，會傳染疾病。	例：若係無注意衛生，眠床枋斯較會生䗆蜱。(（若是不注重衛生，床板就比較容易滋生臭蟲。）)			
175	講價			gong31 ga53		議價。買賣雙方在交易貨物時，彼此協議、商量物品價錢。	例：阿姊逐擺買東西，都真好同頭家講價。(（姊姊每次買東西，都很喜歡和老闆殺價。）)	剁價㓾價		
176	講情			gong31 cin113		說情。代人請求通融或原諒。	例：阿叔做事已公當，別人仰脣講情都無用。(（叔叔做事很公正，別人怎樣說情都沒用。）)	求情		
177	講親			gong31 cin33		說媒。替人說合親事。	例：阿哥按算過撇年結婚，後日愛請媒人去講親。(（哥哥打算明年結婚，後天要請媒人去說媒。）)	提親		
178	講笑			gong31 siau53		說玩笑話。	例：阿哥係同你講笑个啦，莫譴都蹦跳好無？(（哥哥是跟你開玩笑的，不要氣得跳腳好嗎？）)	開玩笑講鬼話	講正經	
179	姑丈			gu33 chong33		姑姑的丈夫。	例：吾姑同姑丈正結婚，這下在臺中稅屋戴。(（我姑姑和姑丈剛結婚，現在在臺中租屋住。）)	阿姑丈		
180	孤老			gu33 lo31		孤僻。形容不喜與人往來，或不喜讓人碰觸的孤獨性格。	例：佢生性孤老，東西毋肯人動著。(（他生性孤僻，東西不肯別人碰觸。）)	足相		
181	姑婆			gu33 po113		1.祖父的姊妹。　2.稱丈夫的姑母。	例：吾姑婆徙去美國戴，一年轉無兩擺。(（我的姑婆搬去美國住，一年回來不到兩次。）) 例：姑婆當惜吾頭家，見來斯等路大包細包，吾這兜世細逐儕有。(（姑婆很疼我先生，每次都帶來禮物大包小包，我們這些後輩人人有份。）)	阿姑婆		
182	慣勢			guan53 she53		1.積習難改。指動作行為習以為常，難以修正或戒除。　2.養成習慣。	例：細人若係縱慣勢，斯會無王無法，毋驚人。(（小孩子如果寵慣了，就會無法無天，目中無人。）) 例：佢慣勢逐日朝晨五點斯出門運動。(（他習慣每天早晨五點就出門運動。）)			
183	鬼面殼			gui31 mien53 kog21		鬼面具。繪有鬼怪等圖樣的面罩。	例：細漢時節，阿哥盡好戴鬼面殼嚇𠊎。(（小時候，哥哥最喜歡戴鬼面具嚇我。）)			
184	公廳			gung33 ten33		宗氏族人所共有，供奉祖先的廳堂。	例：公廳愛拚淨來，天光清明大家會轉來拜祖公。(（公廳要清掃乾淨，明天清明節大家會回來祭拜祖先。）)	宗祠祠堂		
185	下膈			ha33 gag21		腹腔，亦指腸胃。因位於人體橫膈膜以下，故稱之。	例：下膈會疾个原因有已多，千萬毋好自家儘採尋藥食。(（腹腔疼痛的病因有很多，千萬不可自己隨意拿藥來吃。）)	胃腸		
186	下身			ha33 shin33		1.人體的下半身。　2.陰部。	例：生來較高大个人，下身大勢都較長。(（長得較高大的人，下半身通常都比較長。）) 例：𨃰柵門無𨃰好，頓著下身，疾都喊毋敢。(（跨柵欄沒跨好，撞到陰部，痛得受不了。）)		上身	
187	下晝			ha33 zhiu53		下午。中午以後到黃昏以前的一段時間。	例：天光下晝𠊎愛去臺北開會。(（明天下午我要去臺北開會。）)	下晝頭	上晝朝晨朝晨頭	
188	下晝頭			ha33 zhiu53 teu113		下午。中午以後到黃昏之前的一段時間。	例：下晝頭𠊎較有閒，你使得來尞。(（下午我較有空，你可以來玩。）)	下晝	上晝朝晨頭朝晨	
189	下手		詞目分類索引/產業勞動 詞目分類索引/稱謂身分 聲母索引/03 大埔/h/a/去聲(3/ˋ/53)	ha53 shiu31		1.下一個接續的人。　2.動手去做。有想著斯愛下手去做，莫恁泥縮縮扭扭。(想到就要動手去做，別這樣扭扭捏捏。)	例：𠊎按算下個月愛辭頭路，這下頭家在尋下手來補吾這個缺。(（我預計下個月要辭職，現在老闆正在找下手來填補我的這個職缺。）)			
190	客話			kag21 fa53		客家話。為客家人所使用的語言，屬漢語的一支。分布於江西南部、廣東東部、福建南部及湖南、廣西、四川、臺灣等地。臺灣客家話除佔多數的四縣腔和海陸腔之外，另有大埔、饒平、詔安、永定、五華、河婆等腔調。	例：在屋家愛同細人講客話。(（在家要和小孩子用客家話交談。）)	客客家話		
