字目	读音	注释	声母	声母(原)	韵母	声调	声调（调类)	(声母)
藤	tiŋ44		t	t	iŋ	44	2	t
塵	tiŋ44		t	t	iŋ	44	2	t
陣	tiŋ42		t	t	iŋ	42	6	t
陳	tʰiŋ44		tʰ	tʰ	iŋ	44	2	tʰ
□	liŋ22	次	l	l	iŋ	22	1	l
磷	liŋ44		l	l	iŋ	44	2	l
鄰	liŋ44		l	l	iŋ	44	2	l
鱗	liŋ44		l	l	iŋ	44	2	l
津	tsiŋ22		ts	ts	iŋ	22	1	ts
薪	tsiŋ22		ts	ts	iŋ	22	1	ts
真	tsiŋ22		ts	ts	iŋ	22	1	ts
振	tsiŋ53		ts	ts	iŋ	53	3	ts
震	tsiŋ53		ts	ts	iŋ	53	3	ts
拯	tsiŋ53		ts	ts	iŋ	53	3	ts
盡	tsiŋ213	～量，～力	ts	ts	iŋ	213	4	ts
晉	tsiŋ21		ts	ts	iŋ	21	5	ts
進	tsiŋ21		ts	ts	iŋ	21	5	ts
親	tsʰiŋ22		tsʰ	tsʰ	iŋ	22	1	tsʰ
秦	tsʰiŋ44		tsʰ	tsʰ	iŋ	44	2	tsʰ
臣	tsʰiŋ44		tsʰ	tsʰ	iŋ	44	2	tsʰ
衬	tsʰiŋ21		tsʰ	tsʰ	iŋ	21	5	tsʰ
凊	tsʰiŋ21	冷。只用于食物：～饭，～糜（冷的稀饭）。～水，未开的水	tsʰ	tsʰ	iŋ	21	5	tsʰ
秤	tsʰiŋ21		tsʰ	tsʰ	iŋ	21	5	tsʰ
人	dziŋ44		dz	dz	iŋ	44	2	dz
仁	dziŋ44		dz	dz	iŋ	44	2	dz
忍	dziŋ53		dz	dz	iŋ	53	3	dz
刃	dziŋ53		dz	dz	iŋ	53	3	dz
仞	dziŋ53		dz	dz	iŋ	53	3	dz
認	dziŋ42		dz	dz	iŋ	42	6	dz
先	siŋ22		s	s	iŋ	22	1	s
辛	siŋ22		s	s	iŋ	22	1	s
新	siŋ22		s	s	iŋ	22	1	s
身	siŋ22		s	s	iŋ	22	1	s
申	siŋ22		s	s	iŋ	22	1	s
伸	siŋ22		s	s	iŋ	22	1	s
紳	siŋ22		s	s	iŋ	22	1	s
呻	siŋ22		s	s	iŋ	22	1	s
锌	siŋ22		s	s	iŋ	22	1	s
神	siŋ44		s	s	iŋ	44	2	s
辰	siŋ44		s	s	iŋ	44	2	s
晨	siŋ44		s	s	iŋ	44	2	s
承	siŋ44	白，用容器接	s	s	iŋ	44	2	s
繩	siŋ44		s	s	iŋ	44	2	s
蠅	siŋ44		s	s	iŋ	44	2	s
娠	siŋ44		s	s	iŋ	44	2	s
慎	siŋ53		s	s	iŋ	53	3	s
信	siŋ21		s	s	iŋ	21	5	s
迅	siŋ21		s	s	iŋ	21	5	s
訊	siŋ21		s	s	iŋ	21	5	s
汛	siŋ21		s	s	iŋ	21	5	s
今	kiŋ22		k	k	iŋ	22	1	k
根	kiŋ22		k	k	iŋ	22	1	k
跟	kiŋ22		k	k	iŋ	22	1	k
巾	kiŋ22		k	k	iŋ	22	1	k
斤	kiŋ22		k	k	iŋ	22	1	k
筋	kiŋ22		k	k	iŋ	22	1	k
均	kiŋ22		k	k	iŋ	22	1	k
鈞	kiŋ22		k	k	iŋ	22	1	k
凝	kiŋ44	～冻：（凝结成果冻状）	k	k	iŋ	44	2	k
□	kiŋ44	瞪	k	k	iŋ	44	2	k
緊	kiŋ53		k	k	iŋ	53	3	k
僅	kiŋ53		k	k	iŋ	53	3	k
謹	kiŋ53		k	k	iŋ	53	3	k
腎	kiŋ213	鸡~：鸡胗	k	k	iŋ	213	4	k
近	kiŋ213		k	k	iŋ	213	4	k
氫	kʰiŋ22		kʰ	kʰ	iŋ	22	1	kʰ
輕	kʰiŋ22		kʰ	kʰ	iŋ	22	1	kʰ
勤	kʰiŋ44		kʰ	kʰ	iŋ	44	2	kʰ
芹	kʰiŋ44		kʰ	kʰ	iŋ	44	2	kʰ
迎	ŋeŋ44	文。市区东音	ŋ	ŋ	eŋ	44	2	ŋ
迎	ŋiŋ44		ŋ	ŋ	iŋ	44	2	ŋ
凝	ŋiŋ44	文	ŋ	ŋ	iŋ	44	2	ŋ
銀	ŋiŋ44		ŋ	ŋ	iŋ	44	2	ŋ
齦	ŋiŋ44	牙～	ŋ	ŋ	iŋ	44	2	ŋ
殷	hiŋ22	又	h	h	iŋ	22	1	h
軒	hiŋ22		h	h	iŋ	22	1	h
欣	hiŋ22		h	h	iŋ	22	1	h
勳	hiŋ22		h	h	iŋ	22	1	h
勛	hiŋ22		h	h	iŋ	22	1	h
眩	hiŋ44	白读，晕	h	h	iŋ	44	2	h
很	hiŋ53		h	h	iŋ	53	3	h
狠	hiŋ53		h	h	iŋ	53	3	h
恨	hiŋ213		h	h	iŋ	213	4	h
烟	iŋ22				iŋ	22	1	〇
恩	iŋ22				iŋ	22	1	〇
因	iŋ22				iŋ	22	1	〇
姻	iŋ22				iŋ	22	1	〇
殷	iŋ22				iŋ	22	1	〇
煙	iŋ22	白，～下～，形容烟气直冒			iŋ	22	1	〇
氤	iŋ22				iŋ	22	1	〇
洇	iŋ22				iŋ	22	1	〇
茵	iŋ22				iŋ	22	1	〇
引	iŋ53				iŋ	53	3	〇
尹	iŋ53				iŋ	53	3	〇
隱	iŋ53				iŋ	53	3	〇
癮	iŋ53				iŋ	53	3	〇
印	iŋ21				iŋ	21	5	〇
應	iŋ21	白：～承（答应）。动词，回答			iŋ	21	5	〇
暈	iaŋ42	日~			iaŋ	42	6	〇
班	paŋ22		p	p	aŋ	22	1	p
斑	paŋ22		p	p	aŋ	22	1	p
方	paŋ22	～形	p	p	aŋ	22	1	p
邦	paŋ22		p	p	aŋ	22	1	p
崩	paŋ22		p	p	aŋ	22	1	p
頒	paŋ22		p	p	aŋ	22	1	p
幫	paŋ22		p	p	aŋ	22	1	p
房	paŋ44		p	p	aŋ	44	2	p
瓶	paŋ44	白	p	p	aŋ	44	2	p
馮	paŋ44		p	p	aŋ	44	2	p
扳	paŋ53		p	p	aŋ	53	3	p
板	paŋ53		p	p	aŋ	53	3	p
版	paŋ53		p	p	aŋ	53	3	p
榜	paŋ53		p	p	aŋ	53	3	p
膀	paŋ53		p	p	aŋ	53	3	p
謗	paŋ53		p	p	aŋ	53	3	p
綁	paŋ53		p	p	aŋ	53	3	p
梆	paŋ53		p	p	aŋ	53	3	p
蚌	paŋ213		p	p	aŋ	213	4	p
棒	paŋ213		p	p	aŋ	213	4	p
扮	paŋ21		p	p	aŋ	21	5	p
放	paŋ21		p	p	aŋ	21	5	p
攀	pʰaŋ22		pʰ	pʰ	aŋ	22	1	pʰ
潘	pʰaŋ22	文	pʰ	pʰ	aŋ	22	1	pʰ
滂	pʰaŋ22		pʰ	pʰ	aŋ	22	1	pʰ
芳	pʰaŋ22	白，单音词，香	pʰ	pʰ	aŋ	22	1	pʰ
蜂	pʰaŋ22		pʰ	pʰ	aŋ	22	1	pʰ
帆	pʰaŋ44		pʰ	pʰ	aŋ	44	2	pʰ
旁	pʰaŋ44		pʰ	pʰ	aŋ	44	2	pʰ
航	pʰaŋ44		pʰ	pʰ	aŋ	44	2	pʰ
篷	pʰaŋ44		pʰ	pʰ	aŋ	44	2	pʰ
龐	pʰaŋ44		pʰ	pʰ	aŋ	44	2	pʰ
彷	pʰaŋ44		pʰ	pʰ	aŋ	44	2	pʰ
紡	pʰaŋ53		pʰ	pʰ	aŋ	53	3	pʰ
盼	pʰaŋ21		pʰ	pʰ	aŋ	21	5	pʰ
縫	pʰaŋ42	白	pʰ	pʰ	aŋ	42	6	pʰ
萬	baŋ42		b	b	aŋ	42	6	b
忙	maŋ44		m	m	aŋ	44	2	m
芒	maŋ44		m	m	aŋ	44	2	m
茫	maŋ44		m	m	aŋ	44	2	m
盲	maŋ44	文	m	m	aŋ	44	2	m
蠻	maŋ44		m	m	aŋ	44	2	m
閩	maŋ44		m	m	aŋ	44	2	m
氓	maŋ44		m	m	aŋ	44	2	m
挽	maŋ53		m	m	aŋ	53	3	m
蟒	maŋ53		m	m	aŋ	53	3	m
莽	maŋ53		m	m	aŋ	53	3	m
慢	maŋ213	文	m	m	aŋ	213	4	m
饅	maŋ213	～头	m	m	aŋ	213	4	m
網	maŋ213	白	m	m	aŋ	213	4	m
漫	maŋ213		m	m	aŋ	213	4	m
曼	maŋ213		m	m	aŋ	213	4	m
慢	maŋ42	白	m	m	aŋ	42	6	m
緩	maŋ42	训	m	m	aŋ	42	6	m
夢	maŋ42		m	m	aŋ	42	6	m
丹	taŋ22		t	t	aŋ	22	1	t
当	taŋ22	叮当	t	t	aŋ	22	1	t
冬	taŋ22		t	t	aŋ	22	1	t
中	taŋ22	～央	t	t	aŋ	22	1	t
當	taŋ22	文	t	t	aŋ	22	1	t
襠	taŋ22		t	t	aŋ	22	1	t
東	taŋ22		t	t	aŋ	22	1	t
同	taŋ44		t	t	aŋ	44	2	t
筒	taŋ44		t	t	aŋ	44	2	t
童	taŋ44		t	t	aŋ	44	2	t
陳	taŋ44		t	t	aŋ	44	2	t
銅	taŋ44		t	t	aŋ	44	2	t
董	taŋ53		t	t	aŋ	53	3	t
黨	taŋ53		t	t	aŋ	53	3	t
擋	taŋ53		t	t	aŋ	53	3	t
亶	taŋ53		t	t	aŋ	53	3	t
重	taŋ213		t	t	aŋ	213	4	t
蕩	taŋ213		t	t	aŋ	213	4	t
動	taŋ213		t	t	aŋ	213	4	t
叮	taŋ21	白，叮咬	t	t	aŋ	21	5	t
蛋	taŋ21		t	t	aŋ	21	5	t
誕	taŋ21		t	t	aŋ	21	5	t
當	taŋ21	恰～	t	t	aŋ	21	5	t
檔	taŋ21	文，日常读音，～次，大排～	t	t	aŋ	21	5	t
凍	taŋ21	结～	t	t	aŋ	21	5	t
旦	taŋ21		t	t	aŋ	21	5	t
但	taŋ42		t	t	aŋ	42	6	t
洞	taŋ42		t	t	aŋ	42	6	t
通	tʰaŋ22		tʰ	tʰ	aŋ	22	1	tʰ
湯	tʰaŋ22	文	tʰ	tʰ	aŋ	22	1	tʰ
檀	tʰaŋ44		tʰ	tʰ	aŋ	44	2	tʰ
堂	tʰaŋ44	文	tʰ	tʰ	aŋ	44	2	tʰ
棠	tʰaŋ44		tʰ	tʰ	aŋ	44	2	tʰ
螳	tʰaŋ44		tʰ	tʰ	aŋ	44	2	tʰ
唐	tʰaŋ44		tʰ	tʰ	aŋ	44	2	tʰ
彈	tʰaŋ44		tʰ	tʰ	aŋ	44	2	tʰ
蟲	tʰaŋ44		tʰ	tʰ	aŋ	44	2	tʰ
毯	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
坦	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
倘	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
躺	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
儻	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
忐	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
桶	tʰaŋ53		tʰ	tʰ	aŋ	53	3	tʰ
趟	tʰaŋ21		tʰ	tʰ	aŋ	21	5	tʰ
通	tʰaŋ21		tʰ	tʰ	aŋ	21	5	tʰ
歎	tʰaŋ21		tʰ	tʰ	aŋ	21	5	tʰ
燙	tʰaŋ21	麻辣～	tʰ	tʰ	aŋ	21	5	tʰ
□	laŋ22	空旷	l	l	aŋ	22	1	l
郎	laŋ44	文	l	l	aŋ	44	2	l
廊	laŋ44		l	l	aŋ	44	2	l
零	laŋ44	个别	l	l	aŋ	44	2	l
狼	laŋ44		l	l	aŋ	44	2	l
螂	laŋ44		l	l	aŋ	44	2	l
榔	laŋ44		l	l	aŋ	44	2	l
朗	laŋ44		l	l	aŋ	44	2	l
聾	laŋ44		l	l	aŋ	44	2	l
籠	laŋ44		l	l	aŋ	44	2	l
兰	laŋ44		l	l	aŋ	44	2	l
瀾	laŋ44		l	l	aŋ	44	2	l
灡	laŋ44		l	l	aŋ	44	2	l
懶	laŋ44		l	l	aŋ	44	2	l
攔	laŋ44		l	l	aŋ	44	2	l
欄	laŋ44		l	l	aŋ	44	2	l
琅	laŋ44		l	l	aŋ	44	2	l
囊	laŋ53		l	l	aŋ	53	3	l
卵	laŋ213	口语音，男阴；汝别支～，口语表达“你懂个锤子”的意思。俗音，非本字。口语也读lan4	l	l	aŋ	213	4	l
浪	laŋ213		l	l	aŋ	213	4	l
閬	laŋ21	空开	l	l	aŋ	21	5	l
人	naŋ44	训	n	n	aŋ	44	2	n
難	naŋ44		n	n	aŋ	44	2	n
膿	naŋ44	流～	n	n	aŋ	44	2	n
儂	naŋ44	“人”的本字	n	n	aŋ	44	2	n
俺	naŋ53	我们	n	n	aŋ	53	3	n
難	naŋ42	灾～	n	n	aŋ	42	6	n
曾	tsaŋ22		ts	ts	aŋ	22	1	ts
棕	tsaŋ22		ts	ts	aŋ	22	1	ts
贓	tsaŋ22		ts	ts	aŋ	22	1	ts
層	tsaŋ44		ts	ts	aŋ	44	2	ts
灇	tsaŋ44	泼	ts	ts	aŋ	44	2	ts
叢	tsaŋ44		ts	ts	aŋ	44	2	ts
□	tsaŋ53	抓头发	ts	ts	aŋ	53	3	ts
藏	tsaŋ213		ts	ts	aŋ	213	4	ts
脏	tsaŋ213	臟	ts	ts	aŋ	213	4	ts
綻	tsaŋ213	又	ts	ts	aŋ	213	4	ts
甑	tsaŋ21		ts	ts	aŋ	21	5	ts
粽	tsaŋ21		ts	ts	aŋ	21	5	ts
贊	tsaŋ21		ts	ts	aŋ	21	5	ts
壯	tsaŋ21		ts	ts	aŋ	21	5	ts
贈	tsaŋ42		ts	ts	aŋ	42	6	ts
餐	tsʰaŋ22		tsʰ	tsʰ	aŋ	22	1	tsʰ
倉	tsʰaŋ22	文	tsʰ	tsʰ	aŋ	22	1	tsʰ
蒼	tsʰaŋ22		tsʰ	tsʰ	aŋ	22	1	tsʰ
滄	tsʰaŋ22		tsʰ	tsʰ	aŋ	22	1	tsʰ
瘡	tsʰaŋ22	文	tsʰ	tsʰ	aŋ	22	1	tsʰ
蔥	tsʰaŋ22		tsʰ	tsʰ	aŋ	22	1	tsʰ
傖	tsʰaŋ22	又	tsʰ	tsʰ	aŋ	22	1	tsʰ
田	tsʰaŋ44	训	tsʰ	tsʰ	aŋ	44	2	tsʰ
藏	tsʰaŋ44		tsʰ	tsʰ	aŋ	44	2	tsʰ
塍	tsʰaŋ44		tsʰ	tsʰ	aŋ	44	2	tsʰ
殘	tsʰaŋ44		tsʰ	tsʰ	aŋ	44	2	tsʰ
鏟	tsʰaŋ53		tsʰ	tsʰ	aŋ	53	3	tsʰ
產	tsʰaŋ53		tsʰ	tsʰ	aŋ	53	3	tsʰ
剷	tsʰaŋ53		tsʰ	tsʰ	aŋ	53	3	tsʰ
剗	tsʰaŋ53		tsʰ	tsʰ	aŋ	53	3	tsʰ
璨	tsʰaŋ21		tsʰ	tsʰ	aŋ	21	5	tsʰ
燦	tsʰaŋ21		tsʰ	tsʰ	aŋ	21	5	tsʰ
創	tsʰaŋ21		tsʰ	tsʰ	aŋ	21	5	tsʰ
鉎	saŋ22	铁锈	s	s	aŋ	22	1	s
珊	saŋ22		s	s	aŋ	22	1	s
山	saŋ22	文，下～虎，民宅类型	s	s	aŋ	22	1	s
三	saŋ22	又音，～华李	s	s	aŋ	22	1	s
鬆	saŋ22	白，轻～	s	s	aŋ	22	1	s
潸	saŋ22		s	s	aŋ	22	1	s
刪	saŋ22		s	s	aŋ	22	1	s
雙	saŋ22		s	s	aŋ	22	1	s
姍	saŋ22		s	s	aŋ	22	1	s
嗓	saŋ53		s	s	aŋ	53	3	s
送	saŋ21		s	s	aŋ	21	5	s
喪	saŋ21		s	s	aŋ	21	5	s
干	kaŋ22	～净	k	k	aŋ	22	1	k
间	kaŋ22	中～	k	k	aŋ	22	1	k
奸	kaŋ22		k	k	aŋ	22	1	k
江	kaŋ22		k	k	aŋ	22	1	k
尷	kaŋ22	又	k	k	aŋ	22	1	k
肛	kaŋ22		k	k	aŋ	22	1	k
蚣	kaŋ22	蜈(ia2,ge2)~	k	k	aŋ	22	1	k
工	kaŋ22		k	k	aŋ	22	1	k
乾	kaŋ22	文，干净	k	k	aŋ	22	1	k
艱	kaŋ22		k	k	aŋ	22	1	k
間	kaŋ22	中间	k	k	aŋ	22	1	k
岡	kaŋ22		k	k	aŋ	22	1	k
崗	kaŋ22		k	k	aŋ	22	1	k
剛	kaŋ22		k	k	aŋ	22	1	k
綱	kaŋ22		k	k	aŋ	22	1	k
港	kaŋ53		k	k	aŋ	53	3	k
癇	kaŋ53		k	k	aŋ	53	3	k
簡	kaŋ53		k	k	aŋ	53	3	k
講	kaŋ53		k	k	aŋ	53	3	k
柬	kaŋ53		k	k	aŋ	53	3	k
降	kaŋ21	下～	k	k	aŋ	21	5	k
幹	kaŋ21		k	k	aŋ	21	5	k
澗	kaŋ21		k	k	aŋ	21	5	k
諫	kaŋ21		k	k	aŋ	21	5	k
共	kaŋ42		k	k	aŋ	42	6	k
康	kʰaŋ22		kʰ	kʰ	aŋ	22	1	kʰ
功	kʰaŋ22	～课，指职业	kʰ	kʰ	aŋ	22	1	kʰ
空	kʰaŋ22	空腹	kʰ	kʰ	aŋ	22	1	kʰ
孔	kʰaŋ22	洞	kʰ	kʰ	aŋ	22	1	kʰ
牽	kʰaŋ22		kʰ	kʰ	aŋ	22	1	kʰ
擎	kʰaŋ44	拿着	kʰ	kʰ	aŋ	44	2	kʰ
傾	kʰaŋ53	～斜，～khi1，表示把盆或者盘子斜着提起	kʰ	kʰ	aŋ	53	3	kʰ
看	kʰaŋ21		kʰ	kʰ	aŋ	21	5	kʰ
抗	kʰaŋ21		kʰ	kʰ	aŋ	21	5	kʰ
空	kʰaŋ21	三位数以上代指中间的0	kʰ	kʰ	aŋ	21	5	kʰ
亢	kʰaŋ21		kʰ	kʰ	aŋ	21	5	kʰ
昂	ŋaŋ22		ŋ	ŋ	aŋ	22	1	ŋ
言	ŋaŋ44		ŋ	ŋ	aŋ	44	2	ŋ
凝	ŋaŋ44	冷	ŋ	ŋ	aŋ	44	2	ŋ
顏	ŋaŋ44		ŋ	ŋ	aŋ	44	2	ŋ
眼	ŋaŋ53		ŋ	ŋ	aŋ	53	3	ŋ
雁	ŋaŋ213		ŋ	ŋ	aŋ	213	4	ŋ
彥	ŋaŋ213		ŋ	ŋ	aŋ	213	4	ŋ
烘	haŋ22	烧～（温暖）	h	h	aŋ	22	1	h
寒	haŋ44		h	h	aŋ	44	2	h
行	haŋ44		h	h	aŋ	44	2	h
杭	haŋ44		h	h	aŋ	44	2	h
降	haŋ44	投～	h	h	aŋ	44	2	h
韓	haŋ44		h	h	aŋ	44	2	h
罕	haŋ53		h	h	aŋ	53	3	h
捍	haŋ53		h	h	aŋ	53	3	h
桿	haŋ53		h	h	aŋ	53	3	h
汗	haŋ53	文，如：成吉思～，阿富～	h	h	aŋ	53	3	h
焊	haŋ53		h	h	aŋ	53	3	h
限	haŋ213		h	h	aŋ	213	4	h
項	haŋ213		h	h	aŋ	213	4	h
漢	haŋ21		h	h	aŋ	21	5	h
巷	haŋ42		h	h	aŋ	42	6	h
安	aŋ22				aŋ	22	1	〇
肮	aŋ22				aŋ	22	1	〇
翁	aŋ22				aŋ	22	1	〇
桉	aŋ22				aŋ	22	1	〇
氨	aŋ22				aŋ	22	1	〇
洪	aŋ44	白：～阳iang2（普宁旧县城，旧名），～水，姓			aŋ	44	2	〇
紅	aŋ44				aŋ	44	2	〇
按	aŋ21				aŋ	21	5	〇
宴	aŋ21				aŋ	21	5	〇
彬	piaŋ22		p	p	iaŋ	22	1	p
邊	piaŋ22		p	p	iaŋ	22	1	p
扁	piaŋ53		p	p	iaŋ	53	3	p
匾	piaŋ53		p	p	iaŋ	53	3	p
便	piaŋ213		p	p	iaŋ	213	4	p
辯	piaŋ213		p	p	iaŋ	213	4	p
辯	piaŋ213		p	p	iaŋ	213	4	p
辮	piaŋ213		p	p	iaŋ	213	4	p
變	piaŋ21		p	p	iaŋ	21	5	p
篇	pʰiaŋ22		pʰ	pʰ	iaŋ	22	1	pʰ
偏	pʰiaŋ22		pʰ	pʰ	iaŋ	22	1	pʰ
翩	pʰiaŋ22		pʰ	pʰ	iaŋ	22	1	pʰ
編	pʰiaŋ22		pʰ	pʰ	iaŋ	22	1	pʰ
蝙	pʰiaŋ53		pʰ	pʰ	iaŋ	53	3	pʰ
貶	pʰiaŋ53		pʰ	pʰ	iaŋ	53	3	pʰ
遍	pʰiaŋ21		pʰ	pʰ	iaŋ	21	5	pʰ
片	pʰiaŋ21		pʰ	pʰ	iaŋ	21	5	pʰ
騙	pʰiaŋ21		pʰ	pʰ	iaŋ	21	5	pʰ
棉	miaŋ44		m	m	iaŋ	44	2	m
綿	miaŋ44		m	m	iaŋ	44	2	m
免	miaŋ53		m	m	iaŋ	53	3	m
勉	miaŋ53		m	m	iaŋ	53	3	m
娩	miaŋ53		m	m	iaŋ	53	3	m
敏	miaŋ53		m	m	iaŋ	53	3	m
緬	miaŋ53		m	m	iaŋ	53	3	m
澠	miaŋ53		m	m	iaŋ	53	3	m
丏	miaŋ53		m	m	iaŋ	53	3	m
冕	miaŋ53		m	m	iaŋ	53	3	m
憫	miaŋ53		m	m	iaŋ	53	3	m
閔	miaŋ53		m	m	iaŋ	53	3	m
珍	tiaŋ22		t	t	iaŋ	22	1	t
顛	tiaŋ22		t	t	iaŋ	22	1	t
癲	tiaŋ22		t	t	iaŋ	22	1	t
巔	tiaŋ22		t	t	iaŋ	22	1	t
滇	tiaŋ22		t	t	iaŋ	22	1	t
碾	tiaŋ53		t	t	iaŋ	53	3	t
展	tiaŋ53		t	t	iaŋ	53	3	t
典	tiaŋ53		t	t	iaŋ	53	3	t
碘	tiaŋ53		t	t	iaŋ	53	3	t
輾	tiaŋ53		t	t	iaŋ	53	3	t
殿	tiaŋ213		t	t	iaŋ	213	4	t
電	tiaŋ213		t	t	iaŋ	213	4	t
澱	tiaŋ213		t	t	iaŋ	213	4	t
墊	tiaŋ213		t	t	iaŋ	213	4	t
甸	tiaŋ213		t	t	iaŋ	213	4	t
奠	tiaŋ213		t	t	iaŋ	213	4	t
鎮	tiaŋ21		t	t	iaŋ	21	5	t
天	tʰiaŋ22		tʰ	tʰ	iaŋ	22	1	tʰ
填	tʰiaŋ44		tʰ	tʰ	iaŋ	44	2	tʰ
腆	tʰiaŋ53		tʰ	tʰ	iaŋ	53	3	tʰ
暢	tʰiaŋ21		tʰ	tʰ	iaŋ	21	5	tʰ
良	liaŋ44		l	l	iaŋ	44	2	l
量	liaŋ44		l	l	iaŋ	44	2	l
梁	liaŋ44	文	l	l	iaŋ	44	2	l
連	liaŋ44		l	l	iaŋ	44	2	l
聯	liaŋ44		l	l	iaŋ	44	2	l
憐	liaŋ44		l	l	iaŋ	44	2	l
臉	liaŋ53		l	l	iaŋ	53	3	l
兩	liaŋ53		l	l	iaŋ	53	3	l
輛	liaŋ53		l	l	iaŋ	53	3	l
倆	liaŋ53		l	l	iaŋ	53	3	l
量	liaŋ213		l	l	iaŋ	213	4	l
亮	liaŋ213		l	l	iaŋ	213	4	l
諒	liaŋ213		l	l	iaŋ	213	4	l
楝	liaŋ42		l	l	iaŋ	42	6	l
練	liaŋ42		l	l	iaŋ	42	6	l
煉	liaŋ42		l	l	iaŋ	42	6	l
鏈	liaŋ42		l	l	iaŋ	42	6	l
娘	niaŋ44		n	n	iaŋ	44	2	n
酿	niaŋ213		n	n	iaŋ	213	4	n
煎	tsiaŋ22		ts	ts	iaŋ	22	1	ts
章	tsiaŋ22	印～	ts	ts	iaŋ	22	1	ts
漳	tsiaŋ22		ts	ts	iaŋ	22	1	ts
彰	tsiaŋ22		ts	ts	iaŋ	22	1	ts
將	tsiaŋ22		ts	ts	iaŋ	22	1	ts
張	tsiaŋ22	文，开～	ts	ts	iaŋ	22	1	ts
踐	tsiaŋ53		ts	ts	iaŋ	53	3	ts
診	tsiaŋ53		ts	ts	iaŋ	53	3	ts
長	tsiaŋ53		ts	ts	iaŋ	53	3	ts
剪	tsiaŋ53		ts	ts	iaŋ	53	3	ts
疹	tsiaŋ53		ts	ts	iaŋ	53	3	ts
趁	tsiaŋ53		ts	ts	iaŋ	53	3	ts
丈	tsiaŋ213	～夫	ts	ts	iaŋ	213	4	ts
仗	tsiaŋ213		ts	ts	iaŋ	213	4	ts
杖	tsiaŋ213		ts	ts	iaŋ	213	4	ts
障	tsiaŋ21		ts	ts	iaŋ	21	5	ts
戰	tsiaŋ21		ts	ts	iaŋ	21	5	ts
薦	tsiaŋ21		ts	ts	iaŋ	21	5	ts
獎	tsiaŋ21		ts	ts	iaŋ	21	5	ts
將	tsiaŋ21		ts	ts	iaŋ	21	5	ts
漲	tsiaŋ21		ts	ts	iaŋ	21	5	ts
千	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
昌	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
娼	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
猖	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
菖	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
遷	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
箋	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
芊	tsʰiaŋ22		tsʰ	tsʰ	iaŋ	22	1	tsʰ
長	tsʰiaŋ44	～方形	tsʰ	tsʰ	iaŋ	44	2	tsʰ
敞	tsʰiaŋ53		tsʰ	tsʰ	iaŋ	53	3	tsʰ
淺	tsʰiaŋ53		tsʰ	tsʰ	iaŋ	53	3	tsʰ
廠	tsʰiaŋ53		tsʰ	tsʰ	iaŋ	53	3	tsʰ
厰	tsʰiaŋ53		tsʰ	tsʰ	iaŋ	53	3	tsʰ
倡	tsʰiaŋ21		tsʰ	tsʰ	iaŋ	21	5	tsʰ
唱	tsʰiaŋ21		tsʰ	tsʰ	iaŋ	21	5	tsʰ
悵	tsʰiaŋ21		tsʰ	tsʰ	iaŋ	21	5	tsʰ
忏	tsʰiaŋ21		tsʰ	tsʰ	iaŋ	21	5	tsʰ
然	dziaŋ44		dz	dz	iaŋ	44	2	dz
燃	dziaŋ44		dz	dz	iaŋ	44	2	dz
瓤	dziaŋ44		dz	dz	iaŋ	44	2	dz
壤	dziaŋ53		dz	dz	iaŋ	53	3	dz
攘	dziaŋ53		dz	dz	iaŋ	53	3	dz
嚷	dziaŋ53		dz	dz	iaŋ	53	3	dz
酿	dziaŋ53		dz	dz	iaŋ	53	3	dz
讓	dziaŋ213		dz	dz	iaŋ	213	4	dz
仙	siaŋ22		s	s	iaŋ	22	1	s
相	siaŋ22	互～	s	s	iaŋ	22	1	s
厢	siaŋ22		s	s	iaŋ	22	1	s
湘	siaŋ22		s	s	iaŋ	22	1	s
商	siaŋ22		s	s	iaŋ	22	1	s
廂	siaŋ22		s	s	iaŋ	22	1	s
殤	siaŋ22		s	s	iaŋ	22	1	s
氙	siaŋ22		s	s	iaŋ	22	1	s
熵	siaŋ22	～增	s	s	iaŋ	22	1	s
祥	siaŋ44		s	s	iaŋ	44	2	s
翔	siaŋ44		s	s	iaŋ	44	2	s
裳	siaŋ44		s	s	iaŋ	44	2	s
詳	siaŋ44		s	s	iaŋ	44	2	s
嘗	siaŋ44	文，～试	s	s	iaŋ	44	2	s
婵	siaŋ44	tiau1～：贤惠	s	s	iaŋ	44	2	s
嫦	siaŋ44		s	s	iaŋ	44	2	s
想	siaŋ53	文，理～	s	s	iaŋ	53	3	s
鮮	siaŋ53		s	s	iaŋ	53	3	s
